Date,MCK
1994-11-10,16.5
1994-11-11,16.4375
1994-11-14,16.375
1994-11-15,16.25
1994-11-16,16.25
1994-11-17,16.1875
1994-11-18,16.1875
1994-11-21,16.3125
1994-11-22,15.9375
1994-11-23,15.75
1994-11-25,15.875
1994-11-28,15.75
1994-11-29,15.4375
1994-11-30,15.6875
1994-12-01,16.0
1994-12-02,16.1875
1994-12-05,15.875
1994-12-06,15.8125
1994-12-07,15.6875
1994-12-08,15.3125
1994-12-09,15.3125
1994-12-12,15.25
1994-12-13,15.5625
1994-12-14,15.875
1994-12-15,15.75
1994-12-16,15.9375
1994-12-19,15.875
1994-12-20,15.875
1994-12-21,16.0625
1994-12-22,16.125
1994-12-23,16.25
1994-12-27,16.3125
1994-12-28,16.25
1994-12-29,16.375
1994-12-30,16.3125
1995-01-03,16.5
1995-01-04,16.4375
1995-01-05,16.5
1995-01-06,16.5
1995-01-09,16.4375
1995-01-10,16.25
1995-01-11,16.0
1995-01-12,16.1875
1995-01-13,16.4375
1995-01-16,16.4375
1995-01-17,16.375
1995-01-18,17.0
1995-01-19,17.125
1995-01-20,17.0
1995-01-23,17.1875
1995-01-24,17.1875
1995-01-25,17.5
1995-01-26,17.6875
1995-01-27,17.875
1995-01-30,17.875
1995-01-31,18.4375
1995-02-01,18.375
1995-02-02,18.4375
1995-02-03,18.5
1995-02-06,18.4375
1995-02-07,18.4375
1995-02-08,18.5625
1995-02-09,18.4375
1995-02-10,18.6875
1995-02-13,18.8125
1995-02-14,18.875
1995-02-15,19.0625
1995-02-16,19.125
1995-02-17,18.75
1995-02-21,18.5625
1995-02-22,18.6875
1995-02-23,18.6875
1995-02-24,18.625
1995-02-27,18.375
1995-02-28,18.4375
1995-03-01,18.875
1995-03-02,18.8125
1995-03-03,18.8125
1995-03-06,18.625
1995-03-07,18.375
1995-03-08,18.3125
1995-03-09,18.25
1995-03-10,18.1875
1995-03-13,18.3125
1995-03-14,18.3125
1995-03-15,18.75
1995-03-16,18.625
1995-03-17,19.0
1995-03-20,19.1875
1995-03-21,19.375
1995-03-22,19.375
1995-03-23,19.625
1995-03-24,20.125
1995-03-27,20.3125
1995-03-28,20.1875
1995-03-29,19.8125
1995-03-30,20.25
1995-03-31,20.1875
1995-04-03,20.125
1995-04-04,20.0
1995-04-05,20.1875
1995-04-06,20.0625
1995-04-07,20.0625
1995-04-10,20.0
1995-04-11,19.8125
1995-04-12,19.9375
1995-04-13,19.75
1995-04-17,19.4375
1995-04-18,19.0
1995-04-19,18.875
1995-04-20,19.25
1995-04-21,19.5625
1995-04-24,19.5625
1995-04-25,19.9375
1995-04-26,19.8125
1995-04-27,19.8125
1995-04-28,19.8125
1995-05-01,19.9375
1995-05-02,20.0625
1995-05-03,20.0625
1995-05-04,20.125
1995-05-05,20.125
1995-05-08,20.0625
1995-05-09,20.125
1995-05-10,20.125
1995-05-11,20.0625
1995-05-12,20.375
1995-05-15,20.6875
1995-05-16,20.75
1995-05-17,20.9375
1995-05-18,20.75
1995-05-19,20.75
1995-05-22,20.8125
1995-05-23,20.875
1995-05-24,20.8125
1995-05-25,21.5
1995-05-26,21.375
1995-05-30,21.8125
1995-05-31,22.3125
1995-06-01,22.5
1995-06-02,22.9375
1995-06-05,22.8125
1995-06-06,23.3125
1995-06-07,23.0
1995-06-08,23.0
1995-06-09,22.3125
1995-06-12,22.25
1995-06-13,22.75
1995-06-14,22.9375
1995-06-15,23.3125
1995-06-16,23.375
1995-06-19,23.6875
1995-06-20,23.25
1995-06-21,23.5
1995-06-22,23.5625
1995-06-23,23.25
1995-06-26,23.0625
1995-06-27,22.8125
1995-06-28,22.875
1995-06-29,22.75
1995-06-30,23.375
1995-07-03,23.3125
1995-07-05,23.125
1995-07-06,22.625
1995-07-07,22.375
1995-07-10,22.375
1995-07-11,22.375
1995-07-12,22.6875
1995-07-13,22.5
1995-07-14,22.6875
1995-07-17,22.625
1995-07-18,22.5625
1995-07-19,22.125
1995-07-20,22.0625
1995-07-21,21.75
1995-07-24,21.625
1995-07-25,21.6875
1995-07-26,21.8125
1995-07-27,22.0625
1995-07-28,22.0
1995-07-31,22.0625
1995-08-01,21.75
1995-08-02,21.5625
1995-08-03,21.4375
1995-08-04,21.5625
1995-08-07,21.8125
1995-08-08,21.6875
1995-08-09,21.8125
1995-08-10,21.625
1995-08-11,21.6875
1995-08-14,22.0625
1995-08-15,21.9375
1995-08-16,22.125
1995-08-17,22.1875
1995-08-18,22.125
1995-08-21,22.125
1995-08-22,21.75
1995-08-23,21.625
1995-08-24,21.75
1995-08-25,21.75
1995-08-28,21.625
1995-08-29,21.6875
1995-08-30,21.625
1995-08-31,21.75
1995-09-01,21.5625
1995-09-05,21.75
1995-09-06,21.75
1995-09-07,21.5
1995-09-08,21.6875
1995-09-11,21.5625
1995-09-12,21.6875
1995-09-13,21.5625
1995-09-14,21.875
1995-09-15,22.0
1995-09-18,22.0
1995-09-19,22.125
1995-09-20,22.4375
1995-09-21,22.375
1995-09-22,22.5
1995-09-25,22.5
1995-09-26,22.6875
1995-09-27,22.625
1995-09-28,22.625
1995-09-29,22.5
1995-10-02,22.5
1995-10-03,23.0625
1995-10-04,23.4375
1995-10-05,23.5
1995-10-06,23.625
1995-10-09,23.125
1995-10-10,23.375
1995-10-11,23.5
1995-10-12,23.4375
1995-10-13,23.25
1995-10-16,22.9375
1995-10-17,23.0625
1995-10-18,23.0625
1995-10-19,23.75
1995-10-20,24.0
1995-10-23,24.0
1995-10-24,23.9375
1995-10-25,23.25
1995-10-26,23.5625
1995-10-27,23.6875
1995-10-30,23.875
1995-10-31,23.875
1995-11-01,23.9375
1995-11-02,25.0
1995-11-03,25.25
1995-11-06,25.1875
1995-11-07,25.1875
1995-11-08,25.3125
1995-11-09,25.6875
1995-11-10,25.8125
1995-11-13,26.0625
1995-11-14,26.125
1995-11-15,26.25
1995-11-16,26.0
1995-11-17,26.0625
1995-11-20,26.125
1995-11-21,26.0625
1995-11-22,25.8125
1995-11-24,25.6875
1995-11-27,25.8125
1995-11-28,25.8125
1995-11-29,25.75
1995-11-30,25.6875
1995-12-01,25.625
1995-12-04,26.0
1995-12-05,25.75
1995-12-06,25.8125
1995-12-07,25.875
1995-12-08,25.625
1995-12-11,25.6875
1995-12-12,25.6875
1995-12-13,26.0
1995-12-14,25.75
1995-12-15,25.75
1995-12-18,25.625
1995-12-19,25.25
1995-12-20,24.875
1995-12-21,24.625
1995-12-22,24.9375
1995-12-26,25.125
1995-12-27,25.4375
1995-12-28,25.4375
1995-12-29,25.3125
1996-01-02,24.75
1996-01-03,25.125
1996-01-04,25.125
1996-01-05,24.875
1996-01-08,24.875
1996-01-09,24.9375
1996-01-10,24.75
1996-01-11,24.75
1996-01-12,24.8125
1996-01-15,24.875
1996-01-16,24.9375
1996-01-17,24.875
1996-01-18,24.8125
1996-01-19,24.625
1996-01-22,24.5
1996-01-23,24.1875
1996-01-24,23.625
1996-01-25,23.375
1996-01-26,24.4375
1996-01-29,24.8125
1996-01-30,24.625
1996-01-31,25.0
1996-02-01,25.3125
1996-02-02,25.25
1996-02-05,25.375
1996-02-06,25.0625
1996-02-07,25.6875
1996-02-08,26.125
1996-02-09,26.5
1996-02-12,27.0
1996-02-13,27.0
1996-02-14,26.875
1996-02-15,26.5
1996-02-16,26.9375
1996-02-20,26.1875
1996-02-21,26.1875
1996-02-22,26.375
1996-02-23,26.4375
1996-02-26,26.375
1996-02-27,26.0
1996-02-28,25.75
1996-02-29,26.125
1996-03-01,26.5625
1996-03-04,26.5
1996-03-05,27.0
1996-03-06,27.25
1996-03-07,27.4375
1996-03-08,27.3125
1996-03-11,27.8125
1996-03-12,27.3125
1996-03-13,27.3125
1996-03-14,27.375
1996-03-15,27.4375
1996-03-18,27.625
1996-03-19,27.5
1996-03-20,27.3125
1996-03-21,27.5625
1996-03-22,27.5625
1996-03-25,27.125
1996-03-26,27.0
1996-03-27,26.0
1996-03-28,25.8125
1996-03-29,25.625
1996-04-01,25.375
1996-04-02,25.625
1996-04-03,25.5625
1996-04-04,25.4375
1996-04-08,23.9375
1996-04-09,24.3125
1996-04-10,24.1875
1996-04-11,24.375
1996-04-12,24.5625
1996-04-15,24.375
1996-04-16,24.9375
1996-04-17,24.8125
1996-04-18,24.9375
1996-04-19,24.75
1996-04-22,24.9375
1996-04-23,25.0
1996-04-24,24.9375
1996-04-25,24.125
1996-04-26,23.75
1996-04-29,23.8125
1996-04-30,23.8125
1996-05-01,23.9375
1996-05-02,23.75
1996-05-03,23.625
1996-05-06,23.625
1996-05-07,22.875
1996-05-08,22.5
1996-05-09,22.0625
1996-05-10,22.3125
1996-05-13,22.25
1996-05-14,22.4375
1996-05-15,22.75
1996-05-16,23.4375
1996-05-17,23.4375
1996-05-20,23.3125
1996-05-21,22.8125
1996-05-22,23.25
1996-05-23,23.3125
1996-05-24,23.0
1996-05-28,22.5
1996-05-29,22.625
1996-05-30,22.75
1996-05-31,23.3125
1996-06-03,23.0
1996-06-04,23.25
1996-06-05,23.5625
1996-06-06,23.75
1996-06-07,23.875
1996-06-10,23.875
1996-06-11,24.0
1996-06-12,24.1875
1996-06-13,24.1875
1996-06-14,23.8125
1996-06-17,24.0
1996-06-18,24.4375
1996-06-19,24.1875
1996-06-20,24.375
1996-06-21,24.125
1996-06-24,23.75
1996-06-25,23.9375
1996-06-26,24.0
1996-06-27,24.3125
1996-06-28,23.8125
1996-07-01,23.75
1996-07-02,23.8125
1996-07-03,23.9375
1996-07-05,23.8125
1996-07-08,23.125
1996-07-09,23.1875
1996-07-10,23.1875
1996-07-11,22.9375
1996-07-12,22.875
1996-07-15,22.5
1996-07-16,21.5625
1996-07-17,21.5625
1996-07-18,21.875
1996-07-19,22.3125
1996-07-22,22.125
1996-07-23,21.8125
1996-07-24,21.3125
1996-07-25,20.75
1996-07-26,20.5625
1996-07-29,21.4375
1996-07-30,21.9375
1996-07-31,21.75
1996-08-01,21.9375
1996-08-02,22.4375
1996-08-05,22.4375
1996-08-06,22.125
1996-08-07,21.875
1996-08-08,21.4375
1996-08-09,21.5625
1996-08-12,21.5
1996-08-13,21.375
1996-08-14,21.4375
1996-08-15,21.5
1996-08-16,21.5625
1996-08-19,21.6875
1996-08-20,21.5625
1996-08-21,21.6875
1996-08-22,21.6875
1996-08-23,21.6875
1996-08-26,21.5625
1996-08-27,21.5
1996-08-28,21.375
1996-08-29,21.375
1996-08-30,21.3125
1996-09-03,21.3125
1996-09-04,21.25
1996-09-05,21.5
1996-09-06,21.625
1996-09-09,21.875
1996-09-10,22.4375
1996-09-11,22.8125
1996-09-12,22.6875
1996-09-13,22.8125
1996-09-16,22.625
1996-09-17,22.75
1996-09-18,22.5625
1996-09-19,22.875
1996-09-20,22.875
1996-09-23,22.9375
1996-09-24,23.125
1996-09-25,23.375
1996-09-26,23.75
1996-09-27,24.0625
1996-09-30,23.6875
1996-10-01,23.3125
1996-10-02,23.0
1996-10-03,22.875
1996-10-04,24.6875
1996-10-07,24.0
1996-10-08,23.9375
1996-10-09,24.0625
1996-10-10,24.0
1996-10-11,24.0625
1996-10-14,24.25
1996-10-15,24.5
1996-10-16,25.125
1996-10-17,25.875
1996-10-18,26.0625
1996-10-21,25.9375
1996-10-22,25.625
1996-10-23,25.5
1996-10-24,25.625
1996-10-25,25.4375
1996-10-28,24.875
1996-10-29,24.75
1996-10-30,24.875
1996-10-31,24.875
1996-11-01,24.9375
1996-11-04,24.875
1996-11-05,24.6875
1996-11-06,26.3125
1996-11-07,27.0
1996-11-08,27.25
1996-11-11,27.8125
1996-11-12,27.75
1996-11-13,27.875
1996-11-14,27.875
1996-11-15,27.9375
1996-11-18,27.75
1996-11-19,27.625
1996-11-20,27.25
1996-11-21,27.625
1996-11-22,27.75
1996-11-25,28.375
1996-11-26,28.1875
1996-11-27,28.0
1996-11-29,28.125
1996-12-02,28.0
1996-12-03,27.4375
1996-12-04,26.75
1996-12-05,27.0
1996-12-06,27.125
1996-12-09,27.75
1996-12-10,28.0625
1996-12-11,27.625
1996-12-12,26.8125
1996-12-13,26.8125
1996-12-16,26.875
1996-12-17,26.75
1996-12-18,26.6875
1996-12-19,26.6875
1996-12-20,26.8125
1996-12-23,27.375
1996-12-24,27.0
1996-12-26,27.25
1996-12-27,27.5
1996-12-30,27.75
1996-12-31,27.9375
1997-01-02,27.9375
1997-01-03,27.5
1997-01-06,27.4375
1997-01-07,27.25
1997-01-08,26.0625
1997-01-09,26.0625
1997-01-10,26.6875
1997-01-13,26.3125
1997-01-14,27.25
1997-01-15,27.3125
1997-01-16,27.375
1997-01-17,27.3125
1997-01-20,27.5625
1997-01-21,27.4375
1997-01-22,27.625
1997-01-23,27.5625
1997-01-24,27.1875
1997-01-27,27.4375
1997-01-28,27.625
1997-01-29,27.875
1997-01-30,28.75
1997-01-31,29.4375
1997-02-03,28.9375
1997-02-04,28.8125
1997-02-05,28.625
1997-02-06,28.875
1997-02-07,28.6875
1997-02-10,28.1875
1997-02-11,28.25
1997-02-12,29.375
1997-02-13,29.8125
1997-02-14,31.75
1997-02-18,32.0625
1997-02-19,31.75
1997-02-20,31.5
1997-02-21,32.25
1997-02-24,32.6875
1997-02-25,34.125
1997-02-26,33.9375
1997-02-27,33.5
1997-02-28,33.125
1997-03-03,32.25
1997-03-04,32.3125
1997-03-05,32.0625
1997-03-06,32.375
1997-03-07,32.6875
1997-03-10,32.9375
1997-03-11,32.8125
1997-03-12,32.375
1997-03-13,31.6875
1997-03-14,31.5625
1997-03-17,31.125
1997-03-18,31.25
1997-03-19,30.8125
1997-03-20,31.0
1997-03-21,31.375
1997-03-24,31.375
1997-03-25,32.125
1997-03-26,31.9375
1997-03-27,31.625
1997-03-31,32.0
1997-04-01,31.75
1997-04-02,31.5625
1997-04-03,32.125
1997-04-04,32.3125
1997-04-07,33.5625
1997-04-08,33.4375
1997-04-09,32.75
1997-04-10,32.9375
1997-04-11,32.5
1997-04-14,32.5
1997-04-15,33.3125
1997-04-16,33.5
1997-04-17,33.125
1997-04-18,33.375
1997-04-21,33.3125
1997-04-22,33.125
1997-04-23,33.25
1997-04-24,34.75
1997-04-25,34.625
1997-04-28,35.125
1997-04-29,35.0625
1997-04-30,36.1875
1997-05-01,36.0625
1997-05-02,36.3125
1997-05-05,36.5
1997-05-06,36.0
1997-05-07,36.4375
1997-05-08,36.5
1997-05-09,36.5
1997-05-12,36.375
1997-05-13,36.1875
1997-05-14,36.875
1997-05-15,37.1875
1997-05-16,36.75
1997-05-19,37.1875
1997-05-20,37.0
1997-05-21,36.75
1997-05-22,36.9375
1997-05-23,37.875
1997-05-27,37.3125
1997-05-28,37.4375
1997-05-29,37.25
1997-05-30,37.5625
1997-06-02,37.3125
1997-06-03,37.5625
1997-06-04,37.9375
1997-06-05,37.75
1997-06-06,38.6875
1997-06-09,38.75
1997-06-10,38.625
1997-06-11,38.375
1997-06-12,39.0
1997-06-13,39.75
1997-06-16,39.6875
1997-06-17,39.9375
1997-06-18,39.75
1997-06-19,39.5
1997-06-20,39.3125
1997-06-23,38.9375
1997-06-24,38.5
1997-06-25,37.875
1997-06-26,37.9375
1997-06-27,38.5625
1997-06-30,38.75
1997-07-01,39.1875
1997-07-02,39.375
1997-07-03,39.84375
1997-07-07,39.5
1997-07-08,39.75
1997-07-09,39.625
1997-07-10,39.875
1997-07-11,40.25
1997-07-14,40.25
1997-07-15,40.125
1997-07-16,39.8125
1997-07-17,39.6875
1997-07-18,39.15625
1997-07-21,38.5
1997-07-22,39.46875
1997-07-23,39.40625
1997-07-24,41.5
1997-07-25,42.15625
1997-07-28,42.3125
1997-07-29,42.9375
1997-07-30,43.59375
1997-07-31,43.34375
1997-08-01,43.875
1997-08-04,45.5
1997-08-05,44.8125
1997-08-06,45.03125
1997-08-07,44.9375
1997-08-08,44.46875
1997-08-11,43.53125
1997-08-12,43.21875
1997-08-13,42.84375
1997-08-14,43.46875
1997-08-15,42.5
1997-08-18,43.1875
1997-08-19,44.46875
1997-08-20,45.40625
1997-08-21,45.09375
1997-08-22,44.96875
1997-08-25,44.75
1997-08-26,44.875
1997-08-27,46.78125
1997-08-28,46.90625
1997-08-29,46.84375
1997-09-02,47.28125
1997-09-03,47.34375
1997-09-04,47.65625
1997-09-05,47.84375
1997-09-08,48.0
1997-09-09,47.6875
1997-09-10,47.90625
1997-09-11,47.53125
1997-09-12,48.5
1997-09-15,47.75
1997-09-16,48.25
1997-09-17,48.4375
1997-09-18,49.375
1997-09-19,49.65625
1997-09-22,49.90625
1997-09-23,51.875
1997-09-24,50.90625
1997-09-25,49.46875
1997-09-26,50.1875
1997-09-29,50.875
1997-09-30,50.96875
1997-10-01,51.03125
1997-10-02,51.71875
1997-10-03,52.125
1997-10-06,52.3125
1997-10-07,53.5625
1997-10-08,54.28125
1997-10-09,54.5625
1997-10-10,54.625
1997-10-13,54.71875
1997-10-14,54.875
1997-10-15,55.03125
1997-10-16,54.9375
1997-10-17,53.9375
1997-10-20,53.78125
1997-10-21,53.90625
1997-10-22,54.71875
1997-10-23,54.0
1997-10-24,53.15625
1997-10-27,50.375
1997-10-28,50.875
1997-10-29,53.0
1997-10-30,52.625
1997-10-31,53.65625
1997-11-03,54.46875
1997-11-04,53.875
1997-11-05,54.53125
1997-11-06,55.25
1997-11-07,54.21875
1997-11-10,53.46875
1997-11-11,52.28125
1997-11-12,52.46875
1997-11-13,54.34375
1997-11-14,56.09375
1997-11-17,56.0
1997-11-18,56.1875
1997-11-19,56.1875
1997-11-20,55.6875
1997-11-21,55.5
1997-11-24,54.4375
1997-11-25,54.28125
1997-11-26,55.25
1997-11-28,55.9375
1997-12-01,55.59375
1997-12-02,55.375
1997-12-03,56.4375
1997-12-04,56.15625
1997-12-05,56.0
1997-12-08,55.03125
1997-12-09,53.59375
1997-12-10,53.5
1997-12-11,52.28125
1997-12-12,52.40625
1997-12-15,52.8125
1997-12-16,52.625
1997-12-17,50.9375
1997-12-18,49.34375
1997-12-19,49.375
1997-12-22,49.9375
1997-12-23,50.28125
1997-12-24,49.75
1997-12-26,49.6875
1997-12-29,51.125
1997-12-30,52.65625
1997-12-31,54.1875
1998-01-02,53.25
1998-01-05,52.75
1998-01-06,51.75
