Date,F
1972-06-01,2.15322
1972-06-02,2.149165
1972-06-05,2.149165
1972-06-06,2.124835
1972-06-07,2.112669
1972-06-08,2.0964490000000002
1972-06-09,2.084284
1972-06-12,2.084284
1972-06-13,2.100504
1972-06-14,2.132945
1972-06-15,2.124835
1972-06-16,2.132945
1972-06-19,2.12078
1972-06-20,2.12889
1972-06-21,2.1086139999999998
1972-06-22,2.0964490000000002
1972-06-23,2.092394
1972-06-26,2.084284
1972-06-27,2.100504
1972-06-28,2.0964490000000002
1972-06-29,2.088339
1972-06-30,2.072119
1972-07-03,2.064009
1972-07-05,2.051844
1972-07-06,2.076174
1972-07-07,2.068064
1972-07-10,2.043734
1972-07-11,2.0315689999999997
1972-07-12,2.015349
1972-07-13,2.015349
1972-07-14,2.011294
1972-07-17,2.011294
1972-07-18,2.0315689999999997
1972-07-19,2.043734
1972-07-20,2.015349
1972-07-21,2.043734
1972-07-24,2.100504
1972-07-25,2.092394
1972-07-26,2.084284
1972-07-27,2.076174
1972-07-28,2.0964490000000002
1972-07-31,2.0964490000000002
1972-08-01,2.0964490000000002
1972-08-02,2.124835
1972-08-03,2.16133
1972-08-04,2.1694400000000003
1972-08-07,2.173495
1972-08-08,2.1653849999999997
1972-08-09,2.132945
1972-08-10,2.137
1972-08-11,2.15322
1972-08-14,2.1653849999999997
1972-08-15,2.149165
1972-08-16,2.092394
1972-08-17,2.12889
1972-08-18,2.12889
1972-08-21,2.137
1972-08-22,2.1694400000000003
1972-08-23,2.254596
1972-08-24,2.222155
1972-08-25,2.19377
1972-08-28,2.19377
1972-08-29,2.157275
1972-08-30,2.1410549999999997
1972-08-31,2.18566
1972-09-01,2.18566
1972-09-05,2.157275
1972-09-06,2.1410549999999997
1972-09-07,2.149165
1972-09-08,2.14511
1972-09-11,2.1410549999999997
1972-09-12,2.116725
1972-09-13,2.12889
1972-09-14,2.124835
1972-09-15,2.12889
1972-09-18,2.124835
1972-09-19,2.116725
1972-09-20,2.100504
1972-09-21,2.051844
1972-09-22,2.068064
1972-09-25,2.072119
1972-09-26,2.084284
1972-09-27,2.116725
1972-09-28,2.14511
1972-09-29,2.16133
1972-10-02,2.1653849999999997
1972-10-03,2.132945
1972-10-04,2.12889
1972-10-05,2.116725
1972-10-06,2.116725
1972-10-09,2.124835
1972-10-10,2.1410549999999997
1972-10-11,2.137
1972-10-12,2.12078
1972-10-13,2.088339
1972-10-16,2.076174
1972-10-17,2.068064
1972-10-18,2.076174
1972-10-19,2.064009
1972-10-20,2.100504
1972-10-23,2.104559
1972-10-24,2.137
1972-10-25,2.124835
1972-10-26,2.12889
1972-10-27,2.149165
1972-10-30,2.1410549999999997
1972-10-31,2.149165
1972-11-01,2.197825
1972-11-02,2.258651
1972-11-03,2.335696
1972-11-06,2.360026
1972-11-08,2.347861
1972-11-09,2.396522
1972-11-10,2.428962
1972-11-13,2.404632
1972-11-14,2.445182
1972-11-15,2.428962
1972-11-16,2.465457
1972-11-17,2.5262830000000003
1972-11-20,2.534393
1972-11-21,2.554668
1972-11-22,2.538448
1972-11-24,2.5141169999999997
1972-11-27,2.4735669999999996
1972-11-28,2.433017
1972-11-29,2.4167970000000003
1972-11-30,2.445182
1972-12-01,2.457347
1972-12-04,2.469512
1972-12-05,2.5222279999999997
1972-12-06,2.5262830000000003
1972-12-07,2.542503
1972-12-08,2.5141169999999997
1972-12-11,2.538448
1972-12-12,2.5181720000000003
1972-12-13,2.5141169999999997
1972-12-14,2.5222279999999997
1972-12-15,2.481677
1972-12-18,2.396522
1972-12-19,2.4127419999999997
1972-12-20,2.404632
1972-12-21,2.404632
1972-12-22,2.449237
1972-12-26,2.506007
1972-12-27,2.562778
1972-12-29,2.583053
1973-01-02,2.562778
1973-01-03,2.534393
1973-01-04,2.599273
1973-01-05,2.599273
1973-01-08,2.615493
1973-01-09,2.595218
1973-01-10,2.574943
1973-01-11,2.611438
1973-01-12,2.5506130000000002
1973-01-15,2.542503
1973-01-16,2.5181720000000003
1973-01-17,2.5262830000000003
1973-01-18,2.481677
1973-01-19,2.4735669999999996
1973-01-22,2.449237
1973-01-23,2.428962
1973-01-24,2.4127419999999997
1973-01-26,2.4127419999999997
1973-01-29,2.404632
1973-01-30,2.404632
1973-01-31,2.408687
1973-02-01,2.287036
1973-02-02,2.287036
1973-02-05,2.270816
1973-02-06,2.262706
1973-02-07,2.25054
1973-02-08,2.24243
1973-02-09,2.270816
1973-02-12,2.270816
1973-02-13,2.311366
1973-02-14,2.254596
1973-02-15,2.2181
1973-02-16,2.2667610000000002
1973-02-20,2.278926
1973-02-21,2.254596
1973-02-22,2.246485
1973-02-23,2.189715
1973-02-26,2.1653849999999997
1973-02-27,2.12889
1973-02-28,2.1410549999999997
1973-03-01,2.12078
1973-03-02,2.157275
1973-03-05,2.132945
1973-03-06,2.157275
1973-03-07,2.17755
1973-03-08,2.14511
1973-03-09,2.137
1973-03-12,2.12078
1973-03-13,2.124835
1973-03-14,2.116725
1973-03-15,2.104559
1973-03-16,2.092394
1973-03-19,2.043734
1973-03-20,2.047789
1973-03-21,2.019404
1973-03-22,1.9950740000000002
1973-03-23,2.011294
1973-03-26,2.011294
1973-03-27,2.0315689999999997
1973-03-28,2.0356240000000003
1973-03-29,2.084284
1973-03-30,2.055899
1973-04-02,2.047789
1973-04-03,2.023459
1973-04-04,2.015349
1973-04-05,1.9950740000000002
1973-04-06,2.003184
1973-04-09,2.068064
1973-04-10,2.076174
1973-04-11,2.149165
1973-04-12,2.116725
1973-04-13,2.100504
1973-04-16,2.051844
1973-04-17,2.084284
1973-04-18,2.084284
1973-04-19,2.12889
1973-04-23,2.100504
1973-04-24,2.023459
1973-04-25,1.9910189999999999
1973-04-26,2.003184
1973-04-27,1.954523
1973-04-30,1.9910189999999999
1973-05-01,1.9788540000000001
1973-05-02,2.0072389999999998
1973-05-03,2.076174
1973-05-04,2.080229
1973-05-07,2.068064
1973-05-08,2.064009
1973-05-09,1.982909
1973-05-10,1.966689
1973-05-11,1.9018080000000002
1973-05-14,1.836928
1973-05-15,1.9018080000000002
1973-05-16,1.8977529999999998
1973-05-17,1.877478
1973-05-18,1.836928
1973-05-21,1.836928
1973-05-22,1.869368
1973-05-23,1.885588
1973-05-24,2.023459
1973-05-25,1.962633
1973-05-29,1.913973
1973-05-30,1.885588
1973-05-31,1.857203
1973-06-01,1.8450380000000002
1973-06-04,1.8166529999999999
1973-06-05,1.8450380000000002
1973-06-06,1.853148
1973-06-07,1.869368
1973-06-08,1.8815330000000001
1973-06-11,1.885588
1973-06-12,1.905863
1973-06-13,1.861258
1973-06-14,1.865313
1973-06-15,1.853148
1973-06-18,1.812598
1973-06-19,1.7963770000000001
1973-06-20,1.776102
1973-06-21,1.727442
1973-06-22,1.7639369999999999
1973-06-25,1.739607
1973-06-26,1.776102
1973-06-27,1.776102
1973-06-28,1.784212
1973-06-29,1.7720470000000001
1973-07-02,1.7477169999999997
1973-07-03,1.739607
1973-07-05,1.735552
1973-07-06,1.7193319999999999
1973-07-09,1.735552
1973-07-10,1.7477169999999997
1973-07-11,1.8207080000000002
1973-07-12,1.7963770000000001
1973-07-13,1.7639369999999999
1973-07-16,1.780157
1973-07-17,1.755827
1973-07-18,1.776102
1973-07-19,1.776102
1973-07-20,1.800432
1973-07-23,1.828818
1973-07-24,1.812598
1973-07-25,1.8247630000000001
1973-07-26,1.8409830000000003
1973-07-27,1.849093
1973-07-30,1.853148
1973-07-31,1.8247630000000001
1973-08-01,1.8085419999999999
1973-08-02,1.800432
1973-08-03,1.800432
1973-08-06,1.804487
1973-08-07,1.751772
1973-08-08,1.7193319999999999
1973-08-09,1.731497
1973-08-10,1.739607
1973-08-13,1.7477169999999997
1973-08-14,1.751772
1973-08-15,1.755827
1973-08-16,1.7436619999999998
1973-08-17,1.7477169999999997
1973-08-20,1.731497
1973-08-21,1.723387
1973-08-22,1.723387
1973-08-23,1.7436619999999998
1973-08-24,1.727442
1973-08-27,1.727442
1973-08-28,1.739607
1973-08-29,1.755827
1973-08-30,1.776102
1973-08-31,1.7923220000000002
1973-09-04,1.800432
1973-09-05,1.800432
1973-09-06,1.7882669999999998
1973-09-07,1.7923220000000002
1973-09-10,1.776102
1973-09-11,1.7923220000000002
1973-09-12,1.800432
1973-09-13,1.7882669999999998
1973-09-14,1.800432
1973-09-17,1.7923220000000002
1973-09-18,1.784212
1973-09-19,1.780157
1973-09-20,1.7963770000000001
1973-09-21,1.849093
1973-09-24,1.909918
1973-09-25,1.950468
1973-09-26,1.9991290000000002
1973-09-27,1.950468
1973-09-28,1.9423580000000003
1973-10-01,1.9383029999999999
1973-10-02,1.9423580000000003
1973-10-03,1.9464130000000002
1973-10-04,1.9423580000000003
1973-10-05,1.986964
1973-10-08,2.011294
1973-10-09,1.9950740000000002
1973-10-10,1.958578
1973-10-11,2.011294
1973-10-12,1.9747990000000002
1973-10-15,1.9383029999999999
1973-10-16,1.905863
1973-10-17,1.849093
1973-10-18,1.836928
1973-10-19,1.853148
1973-10-22,1.828818
1973-10-23,1.8085419999999999
1973-10-24,1.8085419999999999
1973-10-25,1.751772
1973-10-26,1.804487
1973-10-29,1.7639369999999999
1973-10-30,1.7477169999999997
1973-10-31,1.699057
1973-11-01,1.646341
1973-11-02,1.662561
1973-11-05,1.638231
1973-11-06,1.601736
1973-11-07,1.622011
1973-11-08,1.581461
1973-11-09,1.557131
1973-11-12,1.520635
1973-11-13,1.496305
1973-11-14,1.447645
1973-11-15,1.4233149999999999
1973-11-16,1.480085
1973-11-19,1.40304
1973-11-20,1.41115
1973-11-21,1.44359
1973-11-23,1.463865
1973-11-26,1.42737
1973-11-27,1.42737
1973-11-28,1.4354799999999999
1973-11-29,1.4152049999999998
1973-11-30,1.3706
1973-12-03,1.321939
1973-12-04,1.3259940000000001
1973-12-05,1.265169
1973-12-06,1.358434
1973-12-07,1.3868200000000002
1973-12-10,1.390875
1973-12-11,1.382765
1973-12-12,1.3259940000000001
1973-12-13,1.317884
1973-12-14,1.3624889999999998
1973-12-17,1.338159
1973-12-18,1.3341040000000002
1973-12-19,1.338159
1973-12-20,1.342214
1973-12-21,1.321939
1973-12-24,1.293554
1973-12-26,1.342214
1973-12-27,1.374655
1973-12-28,1.330049
1973-12-31,1.3138290000000001
1974-01-02,1.3138290000000001
1974-01-03,1.330049
1974-01-04,1.317884
1974-01-07,1.305719
1974-01-08,1.301664
1974-01-09,1.285444
1974-01-10,1.289499
1974-01-11,1.338159
1974-01-14,1.354379
1974-01-15,1.366544
1974-01-16,1.4152049999999998
1974-01-17,1.463865
1974-01-18,1.4152049999999998
1974-01-21,1.455755
1974-01-22,1.49225
1974-01-23,1.50847
1974-01-24,1.49225
1974-01-25,1.447645
1974-01-28,1.439535
1974-01-29,1.4517
1974-01-30,1.47603
1974-01-31,1.47603
1974-02-01,1.4679200000000001
1974-02-04,1.407095
1974-02-05,1.4233149999999999
1974-02-06,1.431425
1974-02-07,1.44359
1974-02-08,1.447645
1974-02-11,1.4233149999999999
1974-02-12,1.4354799999999999
1974-02-13,1.4233149999999999
1974-02-14,1.439535
1974-02-15,1.44359
1974-02-19,1.41926
1974-02-20,1.44359
1974-02-21,1.45981
1974-02-22,1.48414
1974-02-25,1.480085
1974-02-26,1.504415
1974-02-27,1.520635
1974-02-28,1.520635
1974-03-01,1.520635
1974-03-04,1.528746
1974-03-05,1.5692959999999998
1974-03-06,1.634176
1974-03-07,1.613901
1974-03-08,1.6422860000000001
1974-03-11,1.6706720000000002
1974-03-12,1.6666169999999998
1974-03-13,1.682837
1974-03-14,1.703112
1974-03-15,1.682837
1974-03-18,1.658506
1974-03-19,1.658506
1974-03-20,1.6666169999999998
1974-03-21,1.662561
1974-03-22,1.654451
1974-03-25,1.6666169999999998
1974-03-26,1.674727
1974-03-27,1.650396
1974-03-28,1.593626
1974-03-29,1.593626
1974-04-01,1.573351
1974-04-02,1.581461
1974-04-03,1.613901
1974-04-04,1.626066
1974-04-05,1.593626
1974-04-08,1.597681
1974-04-09,1.617956
1974-04-10,1.622011
1974-04-11,1.634176
1974-04-15,1.654451
1974-04-16,1.6950020000000001
1974-04-17,1.7071669999999999
1974-04-18,1.699057
1974-04-19,1.6909470000000002
1974-04-22,1.6950020000000001
1974-04-23,1.6666169999999998
1974-04-24,1.613901
1974-04-25,1.5895709999999998
1974-04-26,1.605791
1974-04-29,1.601736
1974-04-30,1.601736
1974-05-01,1.654451
1974-05-02,1.654451
1974-05-03,1.658506
1974-05-06,1.678782
1974-05-07,1.6909470000000002
1974-05-08,1.6706720000000002
1974-05-09,1.699057
1974-05-10,1.674727
1974-05-13,1.646341
1974-05-14,1.622011
1974-05-15,1.634176
1974-05-16,1.593626
1974-05-17,1.5774059999999999
1974-05-20,1.605791
1974-05-21,1.605791
1974-05-22,1.581461
1974-05-23,1.622011
1974-05-24,1.6422860000000001
1974-05-28,1.6666169999999998
1974-05-29,1.674727
1974-05-30,1.678782
1974-05-31,1.678782
1974-06-03,1.699057
1974-06-04,1.7071669999999999
1974-06-05,1.727442
1974-06-06,1.735552
1974-06-07,1.727442
1974-06-10,1.751772
1974-06-11,1.751772
1974-06-12,1.7436619999999998
1974-06-13,1.7436619999999998
1974-06-14,1.739607
1974-06-17,1.7193319999999999
1974-06-18,1.715277
1974-06-19,1.699057
1974-06-20,1.7071669999999999
1974-06-21,1.6909470000000002
1974-06-24,1.6909470000000002
1974-06-25,1.711222
1974-06-26,1.6950020000000001
1974-06-27,1.654451
1974-06-28,1.5895709999999998
1974-07-01,1.593626
1974-07-02,1.581461
1974-07-03,1.585516
1974-07-05,1.585516
1974-07-08,1.5530760000000001
1974-07-09,1.5530760000000001
1974-07-10,1.504415
1974-07-11,1.5003600000000001
1974-07-12,1.5530760000000001
1974-07-15,1.5774059999999999
1974-07-16,1.5692959999999998
1974-07-17,1.597681
1974-07-18,1.5774059999999999
1974-07-19,1.5692959999999998
1974-07-22,1.5652409999999999
1974-07-23,1.5774059999999999
1974-07-24,1.573351
1974-07-25,1.5165799999999998
1974-07-26,1.47603
1974-07-29,1.4679200000000001
1974-07-30,1.431425
1974-07-31,1.41926
1974-08-01,1.44359
1974-08-02,1.431425
1974-08-05,1.439535
1974-08-06,1.45981
1974-08-07,1.48414
1974-08-08,1.455755
1974-08-09,1.439535
1974-08-12,1.3989850000000001
1974-08-13,1.382765
1974-08-14,1.321939
1974-08-15,1.309774
1974-08-16,1.305719
1974-08-19,1.289499
1974-08-20,1.301664
1974-08-21,1.289499
1974-08-22,1.281389
1974-08-23,1.277334
1974-08-26,1.265169
1974-08-27,1.236784
1974-08-28,1.204343
1974-08-29,1.2083979999999999
1974-08-30,1.289499
1974-09-03,1.273279
1974-09-04,1.240839
1974-09-05,1.297609
1974-09-06,1.309774
1974-09-09,1.281389
1974-09-10,1.285444
1974-09-11,1.289499
1974-09-12,1.281389
1974-09-13,1.2205629999999998
1974-09-16,1.240839
1974-09-17,1.265169
1974-09-18,1.273279
1974-09-19,1.297609
1974-09-20,1.297609
1974-09-23,1.285444
1974-09-24,1.273279
1974-09-25,1.228673
1974-09-26,1.2083979999999999
1974-09-27,1.192178
1974-09-30,1.196233
1974-10-01,1.2083979999999999
1974-10-02,1.2083979999999999
1974-10-03,1.159738
1974-10-04,1.139463
1974-10-07,1.163793
1974-10-08,1.0948579999999999
1974-10-09,1.123243
1974-10-10,1.139463
1974-10-11,1.167848
1974-10-14,1.192178
1974-10-15,1.175958
1974-10-16,1.155683
1974-10-17,1.151628
1974-10-18,1.147573
1974-10-21,1.090803
1974-10-22,1.0664719999999999
1974-10-23,1.021867
1974-10-24,1.0178120000000002
1974-10-25,0.9772620000000001
1974-10-28,0.9488770000000001
1974-10-29,1.021867
1974-10-30,1.042142
1974-10-31,1.046197
1974-11-01,1.034032
1974-11-04,1.013757
1974-11-05,1.034032
1974-11-06,1.078637
1974-11-07,1.123243
1974-11-08,1.1191879999999998
1974-11-11,1.102968
1974-11-12,1.0826930000000001
1974-11-13,1.074582
1974-11-14,1.0664719999999999
1974-11-15,1.0178120000000002
1974-11-18,0.9853719999999999
1974-11-19,0.9975370000000001
1974-11-20,0.993482
1974-11-21,0.9975370000000001
1974-11-22,1.005647
1974-11-25,0.993482
1974-11-26,1.005647
1974-11-27,1.013757
1974-11-29,1.001592
1974-12-02,0.9894270000000001
1974-12-03,0.981317
1974-12-04,0.9894270000000001
1974-12-05,0.9894270000000001
1974-12-06,0.9772620000000001
1974-12-09,0.993482
1974-12-10,1.038087
1974-12-11,1.058362
1974-12-12,1.078637
1974-12-13,1.070527
1974-12-16,1.086748
1974-12-17,1.0948579999999999
1974-12-18,1.1070229999999999
1974-12-19,1.1070229999999999
1974-12-20,1.090803
1974-12-23,1.078637
1974-12-24,1.090803
1974-12-26,1.111078
1974-12-27,1.086748
1974-12-30,1.078637
1974-12-31,1.0826930000000001
1975-01-02,1.098913
1975-01-03,1.115133
1975-01-06,1.143518
1975-01-07,1.131353
1975-01-08,1.127298
1975-01-09,1.1840680000000001
1975-01-10,1.192178
1975-01-13,1.1840680000000001
1975-01-14,1.175958
