Date,PGR
1980-03-17,0.057308000000000005
1980-03-18,0.057004
1980-03-19,0.057308000000000005
1980-03-20,0.056699
1980-03-21,0.054564999999999995
1980-03-24,0.051821000000000006
1980-03-25,0.052126
1980-03-26,0.050907
1980-03-27,0.046639
1980-03-28,0.048163
1980-03-31,0.050297
1980-04-01,0.050907
1980-04-02,0.05365
1980-04-03,0.05365
1980-04-07,0.05365
1980-04-08,0.05426
1980-04-09,0.058528
1980-04-10,0.059137
1980-04-11,0.059747
1980-04-14,0.059747
1980-04-15,0.059137
1980-04-16,0.058528
1980-04-17,0.058528
1980-04-18,0.058528
1980-04-21,0.058528
1980-04-22,0.065234
1980-04-23,0.064015
1980-04-24,0.064624
1980-04-25,0.064624
1980-04-28,0.064624
1980-04-29,0.067063
1980-04-30,0.067673
1980-05-01,0.065844
1980-05-02,0.065844
1980-05-05,0.065844
1980-05-06,0.067063
1980-05-07,0.06828200000000001
1980-05-08,0.069502
1980-05-09,0.069502
1980-05-12,0.068892
1980-05-13,0.068892
1980-05-14,0.069502
1980-05-15,0.07255
1980-05-16,0.07194
1980-05-19,0.07133099999999999
1980-05-20,0.07133099999999999
1980-05-21,0.07133099999999999
1980-05-22,0.07194
1980-05-23,0.07255
1980-05-27,0.074379
1980-05-28,0.074379
1980-05-29,0.076208
1980-05-30,0.076208
1980-06-02,0.076208
1980-06-03,0.076208
1980-06-04,0.076208
1980-06-05,0.076208
1980-06-06,0.076208
1980-06-09,0.076208
1980-06-10,0.076208
1980-06-11,0.076818
1980-06-12,0.076818
1980-06-13,0.08230499999999999
1980-06-16,0.08230499999999999
1980-06-17,0.080476
1980-06-18,0.080476
1980-06-19,0.07986599999999999
1980-06-20,0.079256
1980-06-23,0.079256
1980-06-24,0.076818
1980-06-25,0.076818
1980-06-26,0.077427
1980-06-27,0.078037
1980-06-30,0.078037
1980-07-01,0.078037
1980-07-02,0.078037
1980-07-03,0.078037
1980-07-07,0.079256
1980-07-08,0.080476
1980-07-09,0.080476
1980-07-10,0.081085
1980-07-11,0.081085
1980-07-14,0.082914
1980-07-15,0.084134
1980-07-16,0.084743
1980-07-17,0.08718200000000001
1980-07-18,0.087791
1980-07-21,0.088401
1980-07-22,0.09022999999999999
1980-07-23,0.089011
1980-07-24,0.092669
1980-07-25,0.093278
1980-07-28,0.093278
1980-07-29,0.093278
1980-07-30,0.093278
1980-07-31,0.091449
1980-08-01,0.093888
1980-08-04,0.095717
1980-08-05,0.096327
1980-08-06,0.09693600000000001
1980-08-07,0.098156
1980-08-08,0.096327
1980-08-11,0.096327
1980-08-12,0.09754600000000001
1980-08-13,0.09693600000000001
1980-08-14,0.09693600000000001
1980-08-15,0.09693600000000001
1980-08-18,0.096327
1980-08-19,0.096327
1980-08-20,0.095717
1980-08-21,0.095717
1980-08-22,0.095717
1980-08-25,0.093888
1980-08-26,0.093888
1980-08-27,0.093888
1980-08-28,0.093888
1980-08-29,0.09084
1980-09-02,0.09084
1980-09-03,0.09084
1980-09-04,0.091449
1980-09-05,0.09084
1980-09-08,0.09084
1980-09-09,0.09022999999999999
1980-09-10,0.08962
1980-09-11,0.08962
1980-09-12,0.08962
1980-09-15,0.09022999999999999
1980-09-16,0.09084
1980-09-17,0.09084
1980-09-18,0.091449
1980-09-19,0.092059
1980-09-22,0.092059
1980-09-23,0.090535
1980-09-24,0.08962
1980-09-25,0.08962
1980-09-26,0.088706
1980-09-29,0.087791
1980-09-30,0.087791
1980-10-01,0.087791
1980-10-02,0.087791
1980-10-03,0.087791
1980-10-06,0.087791
1980-10-07,0.087791
1980-10-08,0.087791
1980-10-09,0.087791
1980-10-10,0.087791
1980-10-13,0.08733400000000001
1980-10-14,0.086877
1980-10-15,0.08642000000000001
1980-10-16,0.085963
1980-10-17,0.085963
1980-10-20,0.085963
1980-10-21,0.085963
1980-10-22,0.083219
1980-10-23,0.083219
1980-10-24,0.084134
1980-10-27,0.084134
1980-10-28,0.086877
1980-10-29,0.08962
1980-10-30,0.090535
1980-10-31,0.090535
1980-11-03,0.088706
1980-11-05,0.090535
1980-11-06,0.08962
1980-11-07,0.08962
1980-11-10,0.090535
1980-11-11,0.090535
1980-11-12,0.090535
1980-11-13,0.093278
1980-11-14,0.092364
1980-11-17,0.091449
1980-11-18,0.091449
1980-11-19,0.091449
1980-11-20,0.091449
1980-11-21,0.091449
1980-11-24,0.08962
1980-11-25,0.088706
1980-11-26,0.088706
1980-11-28,0.088706
1980-12-01,0.088706
1980-12-02,0.087791
1980-12-03,0.086877
1980-12-04,0.086877
1980-12-05,0.087791
1980-12-08,0.086877
1980-12-09,0.085963
1980-12-10,0.085963
1980-12-11,0.085963
1980-12-12,0.085963
1980-12-15,0.085963
1980-12-16,0.086877
1980-12-17,0.088706
1980-12-18,0.092364
1980-12-19,0.09510700000000001
1980-12-22,0.09693600000000001
1980-12-23,0.102423
1980-12-24,0.102423
1980-12-26,0.106081
1980-12-29,0.106081
1980-12-30,0.106081
1980-12-31,0.106081
1981-01-02,0.10699600000000001
1981-01-05,0.10790999999999999
1981-01-06,0.10790999999999999
1981-01-07,0.106081
1981-01-08,0.10516700000000001
1981-01-09,0.104252
1981-01-12,0.104252
1981-01-13,0.104252
1981-01-14,0.104252
1981-01-15,0.104252
1981-01-16,0.10516700000000001
1981-01-19,0.106081
1981-01-20,0.104252
1981-01-21,0.104252
1981-01-22,0.10333800000000001
1981-01-23,0.104252
1981-01-26,0.09967999999999999
1981-01-27,0.09967999999999999
1981-01-28,0.09876499999999999
1981-01-29,0.09876499999999999
1981-01-30,0.09876499999999999
1981-02-02,0.097851
1981-02-03,0.097851
1981-02-04,0.09967999999999999
1981-02-05,0.09967999999999999
1981-02-06,0.10516700000000001
1981-02-09,0.10516700000000001
1981-02-10,0.10699600000000001
1981-02-11,0.106081
1981-02-12,0.10516700000000001
1981-02-13,0.104252
1981-02-17,0.10516700000000001
1981-02-18,0.10516700000000001
1981-02-19,0.106081
1981-02-20,0.106081
1981-02-23,0.10699600000000001
1981-02-24,0.10790999999999999
1981-02-25,0.10699600000000001
1981-02-26,0.109739
1981-02-27,0.112483
1981-03-02,0.11888399999999999
1981-03-03,0.115226
1981-03-04,0.11431199999999998
1981-03-05,0.115226
1981-03-06,0.115226
1981-03-09,0.115226
1981-03-10,0.11797
1981-03-11,0.121628
1981-03-12,0.121628
1981-03-13,0.12437100000000001
1981-03-16,0.127115
1981-03-17,0.128029
1981-03-18,0.128029
1981-03-19,0.128029
1981-03-20,0.128029
1981-03-23,0.131687
1981-03-24,0.132602
1981-03-25,0.133516
1981-03-26,0.132602
1981-03-27,0.132602
1981-03-30,0.133516
1981-03-31,0.133516
1981-04-01,0.139003
1981-04-02,0.14083199999999998
1981-04-03,0.141747
1981-04-06,0.141747
1981-04-07,0.143576
1981-04-08,0.14083199999999998
1981-04-09,0.14083199999999998
1981-04-10,0.141747
1981-04-13,0.14083199999999998
1981-04-14,0.14449
1981-04-15,0.152721
1981-04-16,0.160951
1981-04-20,0.166438
1981-04-21,0.165524
1981-04-22,0.163695
1981-04-23,0.165524
1981-04-24,0.17466800000000002
1981-04-27,0.17466800000000002
1981-04-28,0.173754
1981-04-29,0.167353
1981-04-30,0.165524
1981-05-01,0.165524
1981-05-04,0.160951
1981-05-05,0.158208
1981-05-06,0.158208
1981-05-07,0.15455
1981-05-08,0.153635
1981-05-11,0.151806
1981-05-12,0.152721
1981-05-13,0.16278
1981-05-14,0.165524
1981-05-15,0.167353
1981-05-18,0.166438
1981-05-19,0.164609
1981-05-20,0.163695
1981-05-21,0.163695
1981-05-22,0.163695
1981-05-26,0.163695
1981-05-27,0.163695
1981-05-28,0.164609
1981-05-29,0.163695
1981-06-01,0.166438
1981-06-02,0.165524
1981-06-03,0.160951
1981-06-04,0.15546400000000002
1981-06-05,0.153635
1981-06-08,0.153635
1981-06-09,0.159122
1981-06-10,0.165981
1981-06-11,0.175583
1981-06-12,0.18792899999999998
1981-06-15,0.190672
1981-06-16,0.18792899999999998
1981-06-17,0.190672
1981-06-18,0.193416
1981-06-19,0.192044
1981-06-22,0.193416
1981-06-23,0.193416
1981-06-24,0.20713299999999998
1981-06-25,0.209877
1981-06-26,0.21261999999999998
1981-06-29,0.20850500000000002
1981-06-30,0.20713299999999998
1981-07-01,0.20713299999999998
1981-07-02,0.20713299999999998
1981-07-06,0.205761
1981-07-07,0.20713299999999998
1981-07-08,0.205761
1981-07-09,0.205761
1981-07-10,0.205761
1981-07-13,0.20439000000000002
1981-07-14,0.20439000000000002
1981-07-15,0.20439000000000002
1981-07-16,0.20439000000000002
1981-07-17,0.20439000000000002
1981-07-20,0.20439000000000002
1981-07-21,0.198903
1981-07-22,0.185185
1981-07-23,0.18107
1981-07-24,0.179698
1981-07-27,0.176955
1981-07-28,0.176955
1981-07-29,0.176955
1981-07-30,0.175583
1981-07-31,0.176955
1981-08-03,0.171468
1981-08-04,0.165981
1981-08-05,0.164609
1981-08-06,0.165981
1981-08-07,0.168724
1981-08-10,0.168724
1981-08-11,0.168724
1981-08-12,0.170096
1981-08-13,0.17421099999999998
1981-08-14,0.17421099999999998
1981-08-17,0.175583
1981-08-18,0.176955
1981-08-19,0.176955
1981-08-20,0.176955
1981-08-21,0.178326
1981-08-24,0.17421099999999998
1981-08-25,0.171468
1981-08-26,0.171468
1981-08-27,0.17421099999999998
1981-08-28,0.17421099999999998
1981-08-31,0.17421099999999998
1981-09-01,0.175583
1981-09-02,0.175583
1981-09-03,0.17284000000000002
1981-09-04,0.171468
1981-09-08,0.171468
1981-09-09,0.171468
1981-09-10,0.17284000000000002
1981-09-11,0.175583
1981-09-14,0.18244200000000002
1981-09-15,0.18244200000000002
1981-09-16,0.179698
1981-09-17,0.179698
1981-09-18,0.179698
1981-09-21,0.18107
1981-09-22,0.18107
1981-09-23,0.18107
1981-09-24,0.18107
1981-09-25,0.175583
1981-09-28,0.176955
1981-09-29,0.18107
1981-09-30,0.18107
1981-10-01,0.179698
1981-10-02,0.179698
1981-10-05,0.175583
1981-10-06,0.17421099999999998
1981-10-07,0.175583
1981-10-08,0.178326
1981-10-09,0.178326
1981-10-12,0.178326
1981-10-13,0.175583
1981-10-14,0.167353
1981-10-15,0.167353
1981-10-16,0.17284000000000002
1981-10-19,0.176955
1981-10-20,0.176955
1981-10-21,0.179698
1981-10-22,0.17284000000000002
1981-10-23,0.179698
