Date,PHM
1980-03-17,0.185547
1980-03-18,0.183594
1980-03-19,0.17968800000000001
1980-03-20,0.177734
1980-03-21,0.177734
1980-03-24,0.175781
1980-03-25,0.167969
1980-03-26,0.158203
1980-03-27,0.144531
1980-03-28,0.16406300000000001
1980-03-31,0.166016
1980-04-01,0.177734
1980-04-02,0.17968800000000001
1980-04-03,0.181641
1980-04-07,0.175781
1980-04-08,0.169922
1980-04-09,0.171875
1980-04-10,0.177734
1980-04-11,0.177734
1980-04-14,0.177734
1980-04-15,0.17968800000000001
1980-04-16,0.175781
1980-04-17,0.173828
1980-04-18,0.173828
1980-04-21,0.171875
1980-04-22,0.171875
1980-04-23,0.171875
1980-04-24,0.17968800000000001
1980-04-25,0.17968800000000001
1980-04-28,0.17968800000000001
1980-04-29,0.181641
1980-04-30,0.181641
1980-05-01,0.181641
1980-05-02,0.183594
1980-05-05,0.1875
1980-05-06,0.193359
1980-05-07,0.21875
1980-05-08,0.216797
1980-05-09,0.212891
1980-05-12,0.208984
1980-05-13,0.21875
1980-05-14,0.216797
1980-05-15,0.212891
1980-05-16,0.216797
1980-05-19,0.214844
1980-05-20,0.21093800000000001
1980-05-21,0.21093800000000001
1980-05-22,0.21875
1980-05-23,0.222656
1980-05-27,0.22656300000000001
1980-05-28,0.22656300000000001
1980-05-29,0.232422
1980-05-30,0.232422
1980-06-02,0.224609
1980-06-03,0.230469
1980-06-04,0.230469
1980-06-05,0.238281
1980-06-06,0.238281
1980-06-09,0.240234
1980-06-10,0.24218800000000001
1980-06-11,0.24218800000000001
1980-06-12,0.24218800000000001
1980-06-13,0.246094
1980-06-16,0.248047
1980-06-17,0.246094
1980-06-18,0.246094
1980-06-19,0.248047
1980-06-20,0.248047
1980-06-23,0.248047
1980-06-24,0.255859
1980-06-25,0.261719
1980-06-26,0.265625
1980-06-27,0.257813
1980-06-30,0.25
1980-07-01,0.25
1980-07-02,0.25
1980-07-03,0.25195300000000004
1980-07-07,0.257813
1980-07-08,0.257813
1980-07-09,0.257813
1980-07-10,0.255859
1980-07-11,0.271484
1980-07-14,0.296875
1980-07-15,0.289063
1980-07-16,0.285156
1980-07-17,0.292969
1980-07-18,0.31445300000000004
1980-07-21,0.308594
1980-07-22,0.318359
1980-07-23,0.324219
1980-07-24,0.349609
1980-07-25,0.335938
1980-07-28,0.335938
1980-07-29,0.349609
1980-07-30,0.351563
1980-07-31,0.351563
1980-08-01,0.353516
1980-08-04,0.349609
1980-08-05,0.328125
1980-08-06,0.316406
1980-08-07,0.335938
1980-08-08,0.333984
1980-08-11,0.34375
1980-08-12,0.34179699999999996
1980-08-13,0.34375
1980-08-14,0.355469
1980-08-15,0.353516
1980-08-18,0.34375
1980-08-19,0.339844
1980-08-20,0.332031
1980-08-21,0.34179699999999996
1980-08-22,0.34179699999999996
1980-08-25,0.335938
1980-08-26,0.332031
1980-08-27,0.33007800000000004
1980-08-28,0.339844
1980-08-29,0.347656
1980-09-02,0.375
1980-09-03,0.378906
1980-09-04,0.37695300000000004
1980-09-05,0.375
1980-09-08,0.429688
1980-09-09,0.410156
1980-09-10,0.453125
1980-09-11,0.464844
1980-09-12,0.460938
1980-09-15,0.4375
1980-09-16,0.410156
1980-09-17,0.449219
1980-09-18,0.453125
1980-09-19,0.449219
1980-09-22,0.429688
1980-09-23,0.40625
1980-09-24,0.402344
1980-09-25,0.382813
1980-09-26,0.378906
1980-09-29,0.367188
1980-09-30,0.371094
1980-10-01,0.367188
1980-10-02,0.386719
1980-10-03,0.398438
1980-10-06,0.441406
1980-10-07,0.4375
1980-10-08,0.425781
1980-10-09,0.429688
1980-10-10,0.40625
1980-10-13,0.394531
1980-10-14,0.382813
1980-10-15,0.394531
1980-10-16,0.414063
1980-10-17,0.402344
1980-10-20,0.410156
1980-10-21,0.417969
1980-10-22,0.414063
1980-10-23,0.417969
1980-10-24,0.410156
1980-10-27,0.410156
1980-10-28,0.402344
1980-10-29,0.398438
1980-10-30,0.398438
1980-10-31,0.390625
1980-11-03,0.386719
1980-11-05,0.410156
1980-11-06,0.378906
1980-11-07,0.367188
1980-11-10,0.375
1980-11-11,0.386719
1980-11-12,0.414063
1980-11-13,0.40625
1980-11-14,0.417969
1980-11-17,0.421875
1980-11-18,0.421875
1980-11-19,0.433594
1980-11-20,0.433594
1980-11-21,0.414063
1980-11-24,0.390625
1980-11-25,0.398438
1980-11-26,0.402344
1980-11-28,0.402344
1980-12-01,0.394531
1980-12-02,0.40625
1980-12-03,0.398438
1980-12-04,0.390625
1980-12-05,0.386719
1980-12-08,0.375
1980-12-09,0.375
1980-12-10,0.371094
1980-12-11,0.351563
1980-12-12,0.386719
1980-12-15,0.386719
1980-12-16,0.386719
1980-12-17,0.386719
1980-12-18,0.382813
1980-12-19,0.378906
1980-12-22,0.386719
1980-12-23,0.402344
1980-12-24,0.410156
1980-12-26,0.414063
1980-12-29,0.410156
1980-12-30,0.410156
1980-12-31,0.402344
1981-01-02,0.410156
1981-01-05,0.417969
1981-01-06,0.421875
1981-01-07,0.417969
1981-01-08,0.402344
1981-01-09,0.371094
1981-01-12,0.382813
1981-01-13,0.378906
1981-01-14,0.367188
1981-01-15,0.378906
1981-01-16,0.398438
1981-01-19,0.421875
1981-01-20,0.429688
1981-01-21,0.417969
1981-01-22,0.40625
1981-01-23,0.394531
1981-01-26,0.398438
1981-01-27,0.417969
1981-01-28,0.40625
1981-01-29,0.421875
1981-01-30,0.421875
1981-02-02,0.414063
1981-02-03,0.414063
1981-02-04,0.433594
1981-02-05,0.453125
1981-02-06,0.449219
1981-02-09,0.449219
1981-02-10,0.449219
1981-02-11,0.453125
1981-02-12,0.4375
1981-02-13,0.425781
1981-02-17,0.433594
1981-02-18,0.4375
1981-02-19,0.433594
1981-02-20,0.4375
1981-02-23,0.445313
1981-02-24,0.445313
1981-02-25,0.4375
1981-02-26,0.4375
1981-02-27,0.445313
1981-03-02,0.457031
1981-03-03,0.457031
1981-03-04,0.449219
1981-03-05,0.460938
1981-03-06,0.46875
1981-03-09,0.5195310000000001
1981-03-10,0.5
1981-03-11,0.507813
1981-03-12,0.523438
1981-03-13,0.5351560000000001
1981-03-16,0.53125
1981-03-17,0.5273439999999999
1981-03-18,0.53125
1981-03-19,0.5273439999999999
1981-03-20,0.53125
1981-03-23,0.53125
1981-03-24,0.5117189999999999
1981-03-25,0.5039060000000001
1981-03-26,0.496094
1981-03-27,0.492188
1981-03-30,0.472656
1981-03-31,0.476563
1981-04-01,0.492188
1981-04-02,0.492188
1981-04-03,0.492188
1981-04-06,0.492188
1981-04-07,0.484375
1981-04-08,0.492188
1981-04-09,0.492188
1981-04-10,0.480469
1981-04-13,0.476563
1981-04-14,0.464844
1981-04-15,0.457031
1981-04-16,0.457031
1981-04-20,0.46875
1981-04-21,0.480469
1981-04-22,0.488281
1981-04-23,0.488281
1981-04-24,0.492188
1981-04-27,0.492188
1981-04-28,0.5
1981-04-29,0.5
1981-04-30,0.5117189999999999
1981-05-01,0.5039060000000001
1981-05-04,0.488281
1981-05-05,0.488281
1981-05-06,0.484375
1981-05-07,0.488281
1981-05-08,0.484375
1981-05-11,0.480469
1981-05-12,0.484375
1981-05-13,0.5
1981-05-14,0.492188
1981-05-15,0.488281
1981-05-18,0.492188
1981-05-19,0.492188
1981-05-20,0.492188
1981-05-21,0.492188
1981-05-22,0.5039060000000001
1981-05-26,0.5039060000000001
1981-05-27,0.5117189999999999
1981-05-28,0.5117189999999999
1981-05-29,0.5039060000000001
1981-06-01,0.523438
1981-06-02,0.5273439999999999
1981-06-03,0.5117189999999999
1981-06-04,0.5195310000000001
1981-06-05,0.507813
1981-06-08,0.5039060000000001
1981-06-09,0.515625
1981-06-10,0.523438
1981-06-11,0.515625
1981-06-12,0.523438
1981-06-15,0.53125
1981-06-16,0.523438
1981-06-17,0.523438
1981-06-18,0.5351560000000001
1981-06-19,0.5273439999999999
1981-06-22,0.5273439999999999
1981-06-23,0.5351560000000001
1981-06-24,0.5351560000000001
1981-06-25,0.5429689999999999
1981-06-26,0.5273439999999999
1981-06-29,0.53125
1981-06-30,0.492188
1981-07-01,0.476563
1981-07-02,0.484375
1981-07-06,0.476563
1981-07-07,0.460938
1981-07-08,0.460938
1981-07-09,0.46875
1981-07-10,0.46875
1981-07-13,0.46875
1981-07-14,0.476563
1981-07-15,0.492188
1981-07-16,0.5
1981-07-17,0.5117189999999999
1981-07-20,0.5117189999999999
1981-07-21,0.496094
1981-07-22,0.484375
1981-07-23,0.476563
1981-07-24,0.480469
1981-07-27,0.476563
1981-07-28,0.472656
1981-07-29,0.480469
1981-07-30,0.480469
1981-07-31,0.488281
1981-08-03,0.488281
1981-08-04,0.488281
1981-08-05,0.488281
1981-08-06,0.496094
1981-08-07,0.488281
