Date,C
1977-01-03,16.236876000000002
1977-01-04,16.28875
1977-01-05,16.184998999999998
1977-01-06,16.081249
1977-01-07,16.133125
1977-01-10,16.28875
1977-01-11,16.340626
1977-01-12,16.340626
1977-01-13,16.444374
1977-01-14,16.49625
1977-01-17,16.133125
1977-01-18,16.184998999999998
1977-01-19,16.236876000000002
1977-01-20,16.133125
1977-01-21,16.133125
1977-01-24,16.184998999999998
1977-01-25,16.28875
1977-01-26,16.133125
1977-01-27,16.184998999999998
1977-01-28,16.184998999999998
1977-01-31,16.029375
1977-02-01,16.133125
1977-02-02,16.029375
1977-02-03,16.029375
1977-02-04,16.081249
1977-02-07,16.133125
1977-02-08,16.184998999999998
1977-02-09,16.081249
1977-02-10,16.28875
1977-02-11,16.236876000000002
1977-02-14,16.184998999999998
1977-02-15,16.184998999999998
1977-02-16,16.184998999999998
1977-02-17,16.133125
1977-02-18,16.28875
1977-02-22,16.28875
1977-02-23,16.340626
1977-02-24,16.340626
1977-02-25,16.184998999999998
1977-02-28,16.133125
1977-03-01,16.184998999999998
1977-03-02,16.340626
1977-03-03,16.340626
1977-03-04,16.444374
1977-03-07,16.444374
1977-03-08,16.340626
1977-03-09,16.28875
1977-03-10,16.236876000000002
1977-03-11,16.28875
1977-03-14,16.3925
1977-03-15,16.49625
1977-03-16,16.6
1977-03-17,16.548123999999998
1977-03-18,16.49625
1977-03-21,16.548123999999998
1977-03-22,16.444374
1977-03-23,16.49625
1977-03-24,16.49625
1977-03-25,16.340626
1977-03-28,16.28875
1977-03-29,16.340626
1977-03-30,16.28875
1977-03-31,16.28875
1977-04-01,16.3925
1977-04-04,16.340626
1977-04-05,16.340626
1977-04-06,16.3925
1977-04-07,16.548123999999998
1977-04-11,16.49625
1977-04-12,16.807501000000002
1977-04-13,16.911248999999998
1977-04-14,17.014999
1977-04-15,16.911248999999998
1977-04-18,16.548123999999998
1977-04-19,16.3925
1977-04-20,16.6
1977-04-21,16.548123999999998
1977-04-22,16.444374
1977-04-25,16.236876000000002
1977-04-26,16.3925
1977-04-27,16.444374
1977-04-28,16.444374
1977-04-29,16.49625
1977-05-02,16.6
1977-05-03,16.6
1977-05-04,16.651875
1977-05-05,16.6
1977-05-06,16.6
1977-05-09,16.651875
1977-05-10,16.651875
1977-05-11,16.703751
1977-05-12,16.651875
1977-05-13,16.6
1977-05-16,16.6
1977-05-17,16.703751
1977-05-18,16.703751
1977-05-19,16.703751
1977-05-20,16.911248999999998
1977-05-23,16.755625
1977-05-24,16.703751
1977-05-25,16.755625
1977-05-26,16.703751
1977-05-27,16.6
1977-05-31,16.49625
1977-06-01,16.548123999999998
1977-06-02,16.651875
1977-06-03,16.703751
1977-06-06,16.444374
1977-06-07,16.6
1977-06-08,16.548123999999998
1977-06-09,16.6
1977-06-10,16.6
1977-06-13,16.6
1977-06-14,16.6
1977-06-15,16.49625
1977-06-16,16.49625
1977-06-17,16.548123999999998
1977-06-20,16.49625
1977-06-21,16.49625
1977-06-22,16.548123999999998
1977-06-23,16.6
1977-06-24,16.6
1977-06-27,16.49625
1977-06-28,16.49625
1977-06-29,16.6
1977-06-30,16.548123999999998
1977-07-01,16.703751
1977-07-05,16.755625
1977-07-06,16.859375
1977-07-07,17.014999
1977-07-08,17.014999
1977-07-11,17.11875
1977-07-12,17.11875
1977-07-13,17.170626000000002
1977-07-15,17.170626000000002
1977-07-18,16.859375
1977-07-19,17.11875
1977-07-20,17.2225
1977-07-21,17.32625
1977-07-22,17.066875
1977-07-25,17.11875
1977-07-26,17.170626000000002
1977-07-27,17.11875
1977-07-28,16.963125
1977-07-29,16.859375
1977-08-01,16.807501000000002
1977-08-02,16.859375
1977-08-03,16.911248999999998
1977-08-04,17.066875
1977-08-05,17.274376
1977-08-08,17.11875
1977-08-09,16.859375
1977-08-10,17.11875
1977-08-11,16.963125
1977-08-12,16.859375
1977-08-15,16.703751
1977-08-16,16.029375
1977-08-17,15.87375
1977-08-18,15.925625
1977-08-19,15.821875
1977-08-22,15.87375
1977-08-23,15.9775
1977-08-24,15.9775
1977-08-25,15.9775
1977-08-26,16.236876000000002
1977-08-29,16.28875
1977-08-30,16.28875
1977-08-31,16.444374
1977-09-01,16.49625
1977-09-02,16.703751
1977-09-06,16.651875
1977-09-07,16.807501000000002
1977-09-08,16.807501000000002
1977-09-09,16.703751
1977-09-12,16.6
1977-09-13,16.651875
1977-09-14,16.651875
1977-09-15,16.6
1977-09-16,16.651875
1977-09-19,16.6
1977-09-20,16.6
1977-09-21,16.49625
1977-09-22,16.340626
1977-09-23,16.28875
1977-09-26,16.133125
1977-09-27,16.081249
1977-09-28,15.9775
1977-09-29,16.133125
1977-09-30,16.184998999999998
1977-10-03,16.444374
1977-10-04,16.444374
1977-10-05,16.3925
1977-10-06,16.49625
1977-10-07,16.49625
1977-10-10,16.49625
1977-10-11,16.340626
1977-10-12,16.184998999999998
1977-10-13,15.925625
1977-10-14,16.029375
1977-10-17,15.87375
1977-10-18,15.77
1977-10-19,15.66625
1977-10-20,15.5625
1977-10-21,15.510625
1977-10-24,15.199375
1977-10-25,14.94
1977-10-26,15.355
1977-10-27,15.355
1977-10-28,15.406875
1977-10-31,15.25125
1977-11-01,14.784375
1977-11-02,14.680625
1977-11-03,14.784375
1977-11-04,14.991875
1977-11-07,14.94
1977-11-08,15.04375
1977-11-09,15.45875
1977-11-10,15.5625
1977-11-11,15.925625
1977-11-14,15.77
1977-11-15,15.821875
1977-11-16,15.9775
1977-11-17,15.925625
1977-11-18,15.9775
1977-11-21,16.133125
1977-11-22,16.28875
1977-11-23,16.081249
1977-11-25,16.133125
1977-11-28,15.87375
1977-11-29,15.77
1977-11-30,15.87375
1977-12-01,15.87375
1977-12-02,16.029375
1977-12-05,16.081249
1977-12-06,15.9775
1977-12-07,15.87375
1977-12-08,15.821875
1977-12-09,15.87375
1977-12-12,15.925625
1977-12-13,15.9775
1977-12-14,16.081249
1977-12-15,16.081249
1977-12-16,16.081249
1977-12-19,15.9775
1977-12-20,15.925625
1977-12-21,15.9775
1977-12-22,16.029375
1977-12-23,16.184998999999998
1977-12-27,16.081249
1977-12-28,15.9775
1977-12-29,16.029375
1977-12-30,16.081249
1978-01-03,16.133125
1978-01-04,15.925625
1978-01-05,16.029375
1978-01-06,15.821875
1978-01-09,15.406875
1978-01-10,15.355
1978-01-11,15.406875
1978-01-12,15.355
1978-01-13,15.45875
1978-01-16,15.095625
1978-01-17,15.1475
1978-01-18,15.355
1978-01-19,15.04375
1978-01-20,15.199375
1978-01-23,15.303125
1978-01-24,15.199375
1978-01-25,15.095625
1978-01-26,15.04375
1978-01-27,14.888125
1978-01-30,15.04375
1978-01-31,15.1475
1978-02-01,14.991875
1978-02-02,15.25125
1978-02-03,15.25125
1978-02-06,15.04375
1978-02-07,15.1475
1978-02-08,15.25125
1978-02-09,15.25125
1978-02-10,15.25125
1978-02-13,15.25125
1978-02-14,15.199375
1978-02-15,15.1475
1978-02-16,14.991875
1978-02-17,15.04375
1978-02-21,14.94
1978-02-22,15.04375
1978-02-23,15.04375
1978-02-24,15.04375
1978-02-27,15.095625
1978-02-28,14.94
1978-03-01,14.62875
1978-03-02,14.680625
1978-03-03,14.576875
1978-03-06,14.42125
1978-03-07,14.62875
1978-03-08,14.83625
1978-03-09,14.525
1978-03-10,14.62875
1978-03-13,14.7325
1978-03-14,14.680625
1978-03-15,14.680625
1978-03-16,14.62875
1978-03-17,14.62875
1978-03-20,14.7325
1978-03-21,14.784375
1978-03-22,14.62875
1978-03-23,14.680625
1978-03-27,14.62875
1978-03-28,14.576875
1978-03-29,14.991875
1978-03-30,15.04375
1978-03-31,15.5625
1978-04-03,15.45875
1978-04-04,15.66625
1978-04-05,16.029375
1978-04-06,15.925625
1978-04-07,16.133125
1978-04-10,16.236876000000002
1978-04-11,16.081249
1978-04-12,15.925625
1978-04-13,15.9775
1978-04-14,16.133125
1978-04-17,16.236876000000002
1978-04-18,16.184998999999998
1978-04-19,16.184998999999998
1978-04-20,16.184998999999998
1978-04-21,16.28875
1978-04-24,16.236876000000002
1978-04-25,16.28875
1978-04-26,16.184998999999998
1978-04-27,16.184998999999998
1978-04-28,16.3925
1978-05-01,16.444374
1978-05-02,16.49625
1978-05-03,16.548123999999998
1978-05-04,16.6
1978-05-05,16.548123999999998
1978-05-08,16.651875
1978-05-09,16.548123999999998
1978-05-10,16.6
1978-05-11,16.651875
1978-05-12,16.911248999999998
1978-05-15,16.807501000000002
1978-05-16,17.066875
1978-05-17,16.911248999999998
1978-05-18,16.911248999999998
1978-05-19,16.755625
1978-05-22,16.703751
1978-05-23,16.703751
1978-05-24,16.651875
1978-05-25,16.703751
1978-05-26,16.703751
1978-05-30,16.703751
1978-05-31,16.859375
1978-06-01,16.755625
1978-06-02,16.651875
1978-06-05,16.859375
1978-06-06,17.014999
1978-06-07,16.963125
1978-06-08,17.014999
1978-06-09,16.963125
1978-06-12,16.911248999999998
1978-06-13,16.911248999999998
1978-06-14,17.014999
1978-06-15,16.963125
1978-06-16,17.170626000000002
1978-06-19,17.481873999999998
