Date,HES
1980-03-17,7.7708330000000005
1980-03-18,8.041667
1980-03-19,8.0625
1980-03-20,7.875
1980-03-21,7.7291669999999995
1980-03-24,7.2708330000000005
1980-03-25,7.0833330000000005
1980-03-26,6.9791669999999995
1980-03-27,6.8333330000000005
1980-03-28,7.2083330000000005
1980-03-31,7.25
1980-04-01,7.1458330000000005
1980-04-02,7.25
1980-04-03,7.1666669999999995
1980-04-07,7.0
1980-04-08,7.1666669999999995
1980-04-09,7.375
1980-04-10,7.4375
1980-04-11,7.7083330000000005
1980-04-14,7.7916669999999995
1980-04-15,7.6875
1980-04-16,7.3958330000000005
1980-04-17,7.3958330000000005
1980-04-18,7.3958330000000005
1980-04-21,7.2708330000000005
1980-04-22,7.9583330000000005
1980-04-23,7.8125
1980-04-24,7.75
1980-04-25,7.75
1980-04-28,7.8333330000000005
1980-04-29,8.041667
1980-04-30,7.9583330000000005
1980-05-01,7.8541669999999995
1980-05-02,7.7291669999999995
1980-05-05,7.6666669999999995
1980-05-06,7.5
1980-05-07,7.3125
1980-05-08,7.25
1980-05-09,7.125
1980-05-12,7.125
1980-05-13,7.3958330000000005
1980-05-14,7.2916669999999995
1980-05-15,7.3125
1980-05-16,7.2291669999999995
1980-05-19,7.1666669999999995
1980-05-20,7.1666669999999995
1980-05-21,7.1875
1980-05-22,7.4166669999999995
1980-05-23,7.6041669999999995
1980-05-27,7.6041669999999995
1980-05-28,8.083333
1980-05-29,7.8958330000000005
1980-05-30,8.083333
1980-06-02,8.145833
1980-06-03,8.416667
1980-06-04,8.604167
1980-06-05,8.520833
1980-06-06,8.6875
1980-06-09,9.083333
1980-06-10,9.291667
1980-06-11,9.375
1980-06-12,9.125
1980-06-13,9.104167
1980-06-16,8.9375
1980-06-17,9.145833
1980-06-18,9.104167
1980-06-19,9.020833
1980-06-20,8.875
1980-06-23,8.958333
1980-06-24,8.958333
1980-06-25,9.166667
1980-06-26,9.229167
1980-06-27,9.3125
1980-06-30,8.833333
1980-07-01,8.958333
1980-07-02,9.083333
1980-07-03,9.583333
1980-07-07,9.833333
1980-07-08,9.666667
1980-07-09,9.395833
1980-07-10,9.270833
1980-07-11,9.5
1980-07-14,9.9375
1980-07-15,9.604167
1980-07-16,9.604167
1980-07-17,9.770833
1980-07-18,9.666667
1980-07-21,9.833333
1980-07-22,9.958333
1980-07-23,10.0625
1980-07-24,10.125
1980-07-25,10.270833
1980-07-28,10.583333
1980-07-29,10.708333
1980-07-30,10.125
1980-07-31,9.958333
1980-08-01,9.916667
1980-08-04,9.791667
1980-08-05,9.895833
1980-08-06,10.0
1980-08-07,10.291667
1980-08-08,10.3125
1980-08-11,10.208333
1980-08-12,10.0
1980-08-13,9.979167
1980-08-14,10.3125
1980-08-15,10.354167
1980-08-18,10.25
1980-08-19,10.208333
1980-08-20,10.25
1980-08-21,10.791667
1980-08-22,10.833333
1980-08-25,10.895833
1980-08-26,10.770833
1980-08-27,10.4375
1980-08-28,10.375
1980-08-29,10.166667
1980-09-02,10.416667
1980-09-03,10.958333
1980-09-04,10.75
1980-09-05,10.666667
1980-09-08,10.416667
1980-09-09,10.333333
1980-09-10,10.333333
1980-09-11,10.541667
1980-09-12,10.708333
1980-09-15,10.958333
1980-09-16,11.125
1980-09-17,11.416667
1980-09-18,11.166667
1980-09-19,10.875
1980-09-22,11.041667
1980-09-23,11.666667
1980-09-24,12.083333
1980-09-25,11.708333
1980-09-26,11.333333
1980-09-29,10.625
1980-09-30,11.291667
1980-10-01,12.166667
1980-10-02,12.208333
1980-10-03,12.125
1980-10-06,12.5
1980-10-07,12.333333
1980-10-08,12.708333
1980-10-09,12.666667
1980-10-10,12.875
1980-10-13,13.541667000000002
1980-10-14,13.208332999999998
1980-10-15,13.833332999999998
1980-10-16,13.625
1980-10-17,13.625
1980-10-20,13.916667000000002
1980-10-21,14.25
1980-10-22,14.25
1980-10-23,13.5
1980-10-24,13.458332999999998
1980-10-27,13.0
1980-10-28,12.833333
1980-10-29,13.083333
1980-10-30,12.791667
1980-10-31,13.208332999999998
1980-11-03,13.125
1980-11-05,13.791667000000002
1980-11-06,13.666667000000002
1980-11-07,13.75
1980-11-10,14.291667000000002
1980-11-11,14.541667000000002
1980-11-12,15.208332999999998
1980-11-13,16.125
1980-11-14,16.208334
1980-11-17,16.541666
1980-11-18,17.666666
1980-11-19,17.0
1980-11-20,17.458334
1980-11-21,17.291666
1980-11-24,16.083334
1980-11-25,16.5
1980-11-26,16.666666
1980-11-28,16.625
1980-12-01,16.0
1980-12-02,15.958332999999998
1980-12-03,15.75
1980-12-04,15.458332999999998
1980-12-05,14.625
1980-12-08,14.458332999999998
1980-12-09,14.791667000000002
1980-12-10,14.291667000000002
1980-12-11,14.291667000000002
1980-12-12,15.0
1980-12-15,14.916667000000002
1980-12-16,15.125
1980-12-17,15.541667000000002
1980-12-18,15.125
1980-12-19,15.0
1980-12-22,14.958332999999998
1980-12-23,14.166667000000002
1980-12-24,14.541667000000002
1980-12-26,14.833332999999998
1980-12-29,14.541667000000002
1980-12-30,14.666667000000002
1980-12-31,14.458332999999998
1981-01-02,14.25
1981-01-05,13.75
1981-01-06,13.875
1981-01-07,13.583332999999998
1981-01-08,13.416667000000002
1981-01-09,13.666667000000002
1981-01-12,13.666667000000002
1981-01-13,13.958332999999998
1981-01-14,14.375
1981-01-15,14.666667000000002
1981-01-16,14.583332999999998
1981-01-19,14.458332999999998
1981-01-20,13.958332999999998
1981-01-21,13.958332999999998
1981-01-22,13.625
1981-01-23,13.666667000000002
1981-01-26,13.666667000000002
1981-01-27,13.666667000000002
1981-01-28,13.041667
1981-01-29,12.625
1981-01-30,12.208333
1981-02-02,12.0
1981-02-03,12.625
1981-02-04,12.5
1981-02-05,12.583333
1981-02-06,12.541667
1981-02-09,11.958333
1981-02-10,12.0
1981-02-11,11.75
1981-02-12,11.625
1981-02-13,11.791667
1981-02-17,12.166667
1981-02-18,12.0
1981-02-19,11.666667
1981-02-20,11.666667
1981-02-23,11.458333
1981-02-24,11.416667
1981-02-25,11.625
1981-02-26,11.5
1981-02-27,12.291667
1981-03-02,12.291667
1981-03-03,12.041667
