Date,UNH
1984-10-17,0.144531
1984-10-18,0.14843800000000001
1984-10-19,0.144531
1984-10-22,0.144531
1984-10-23,0.140625
1984-10-24,0.144531
1984-10-25,0.140625
1984-10-26,0.140625
1984-10-29,0.140625
1984-10-30,0.140625
1984-10-31,0.144531
1984-11-01,0.140625
1984-11-02,0.140625
1984-11-05,0.136719
1984-11-06,0.136719
1984-11-07,0.136719
1984-11-08,0.136719
1984-11-09,0.136719
1984-11-12,0.136719
1984-11-13,0.136719
1984-11-14,0.13281300000000001
1984-11-15,0.13281300000000001
1984-11-16,0.125
1984-11-19,0.125
1984-11-20,0.12109400000000001
1984-11-21,0.12109400000000001
1984-11-23,0.12109400000000001
1984-11-26,0.125
1984-11-27,0.128906
1984-11-28,0.128906
1984-11-29,0.128906
1984-11-30,0.128906
1984-12-03,0.125
1984-12-04,0.12109400000000001
1984-12-05,0.12109400000000001
1984-12-06,0.11718800000000001
1984-12-07,0.11718800000000001
1984-12-10,0.11718800000000001
1984-12-11,0.11718800000000001
1984-12-12,0.11718800000000001
1984-12-13,0.11718800000000001
1984-12-14,0.11718800000000001
1984-12-17,0.11718800000000001
1984-12-18,0.11718800000000001
1984-12-19,0.11718800000000001
1984-12-20,0.11718800000000001
1984-12-21,0.11718800000000001
1984-12-24,0.11718800000000001
1984-12-26,0.11718800000000001
1984-12-27,0.11718800000000001
1984-12-28,0.11718800000000001
1984-12-31,0.11718800000000001
1985-01-02,0.12109400000000001
1985-01-03,0.12109400000000001
1985-01-04,0.12109400000000001
1985-01-07,0.128906
1985-01-08,0.144531
1985-01-09,0.144531
1985-01-10,0.14843800000000001
1985-01-11,0.14843800000000001
1985-01-14,0.152344
1985-01-15,0.15625
1985-01-16,0.15625
1985-01-17,0.15625
1985-01-18,0.15625
1985-01-21,0.15625
1985-01-22,0.15625
1985-01-23,0.15625
1985-01-24,0.175781
1985-01-25,0.1875
1985-01-28,0.1875
1985-01-29,0.1875
1985-01-30,0.19531300000000001
1985-01-31,0.19531300000000001
1985-02-01,0.19531300000000001
1985-02-04,0.207031
1985-02-05,0.234375
1985-02-06,0.24218800000000001
1985-02-07,0.238281
1985-02-08,0.265625
1985-02-11,0.269531
1985-02-12,0.261719
1985-02-13,0.261719
1985-02-14,0.257813
1985-02-15,0.253906
1985-02-19,0.246094
1985-02-20,0.24218800000000001
1985-02-21,0.24218800000000001
1985-02-22,0.25
1985-02-25,0.25
1985-02-26,0.25
1985-02-27,0.25
1985-02-28,0.269531
1985-03-01,0.273438
1985-03-04,0.273438
1985-03-05,0.273438
1985-03-06,0.273438
1985-03-07,0.265625
1985-03-08,0.265625
1985-03-11,0.261719
1985-03-12,0.261719
1985-03-13,0.253906
1985-03-14,0.25
1985-03-15,0.25
1985-03-18,0.24218800000000001
1985-03-19,0.24218800000000001
1985-03-20,0.24218800000000001
1985-03-21,0.24218800000000001
1985-03-22,0.24218800000000001
1985-03-25,0.24218800000000001
1985-03-26,0.24218800000000001
1985-03-27,0.238281
1985-03-28,0.238281
1985-03-29,0.234375
1985-04-01,0.22656300000000001
1985-04-02,0.21093800000000001
1985-04-03,0.21093800000000001
1985-04-04,0.191406
1985-04-08,0.191406
1985-04-09,0.1875
1985-04-10,0.183594
1985-04-11,0.203125
1985-04-12,0.222656
1985-04-15,0.21875
1985-04-16,0.22656300000000001
1985-04-17,0.230469
1985-04-18,0.230469
1985-04-19,0.230469
1985-04-22,0.24218800000000001
1985-04-23,0.246094
1985-04-24,0.265625
1985-04-25,0.28125
1985-04-26,0.277344
1985-04-29,0.273438
1985-04-30,0.269531
1985-05-01,0.269531
1985-05-02,0.269531
1985-05-03,0.273438
1985-05-06,0.273438
1985-05-07,0.273438
1985-05-08,0.273438
1985-05-09,0.273438
1985-05-10,0.273438
1985-05-13,0.277344
1985-05-14,0.277344
1985-05-15,0.273438
1985-05-16,0.273438
1985-05-17,0.273438
1985-05-20,0.277344
1985-05-21,0.300781
1985-05-22,0.304688
1985-05-23,0.316406
1985-05-24,0.324219
1985-05-28,0.316406
1985-05-29,0.316406
1985-05-30,0.320313
1985-05-31,0.320313
1985-06-03,0.335938
1985-06-04,0.347656
1985-06-05,0.355469
1985-06-06,0.34375
1985-06-07,0.34375
1985-06-10,0.355469
1985-06-11,0.347656
1985-06-12,0.363281
1985-06-13,0.363281
1985-06-14,0.363281
1985-06-17,0.359375
1985-06-18,0.34375
1985-06-19,0.339844
1985-06-20,0.328125
1985-06-21,0.335938
1985-06-24,0.328125
1985-06-25,0.332031
1985-06-26,0.335938
1985-06-27,0.339844
1985-06-28,0.351563
1985-07-01,0.34375
1985-07-02,0.355469
1985-07-03,0.347656
1985-07-05,0.34375
1985-07-08,0.335938
1985-07-09,0.332031
1985-07-10,0.328125
1985-07-11,0.339844
1985-07-12,0.347656
1985-07-15,0.347656
1985-07-16,0.355469
1985-07-17,0.363281
