Date,TTWO
1997-04-15,3.916667
1997-04-16,3.708333
1997-04-17,3.833333
1997-04-18,4.0
1997-04-21,4.0
1997-04-22,3.916667
1997-04-23,4.5
1997-04-24,4.8333330000000005
1997-04-25,4.5
1997-04-28,4.3333330000000005
1997-04-29,4.9166669999999995
1997-04-30,5.0416669999999995
1997-05-01,5.125
1997-05-02,5.0
1997-05-05,4.8333330000000005
1997-05-06,4.8333330000000005
1997-05-07,4.9166669999999995
1997-05-08,4.75
1997-05-09,4.8333330000000005
1997-05-12,5.4166669999999995
1997-05-13,5.6666669999999995
1997-05-14,5.5
1997-05-15,5.3333330000000005
1997-05-16,5.5
1997-05-19,5.4166669999999995
1997-05-20,5.25
1997-05-21,5.1666669999999995
1997-05-22,5.1666669999999995
1997-05-23,5.125
1997-05-27,5.3333330000000005
1997-05-28,5.3333330000000005
1997-05-29,5.3333330000000005
1997-05-30,5.25
1997-06-02,5.25
1997-06-03,5.5
1997-06-04,5.3333330000000005
1997-06-05,5.4583330000000005
1997-06-06,5.3333330000000005
1997-06-09,5.3333330000000005
1997-06-10,5.3333330000000005
1997-06-11,5.4166669999999995
1997-06-12,5.75
1997-06-13,5.75
1997-06-16,5.75
1997-06-17,5.6666669999999995
1997-06-18,5.5833330000000005
1997-06-19,5.5
1997-06-20,5.5
1997-06-23,5.4166669999999995
1997-06-24,5.5833330000000005
1997-06-25,5.3333330000000005
1997-06-26,5.7916669999999995
1997-06-27,5.7083330000000005
1997-06-30,5.5833330000000005
1997-07-01,5.5833330000000005
1997-07-02,5.5
1997-07-03,5.3333330000000005
1997-07-07,5.3333330000000005
1997-07-08,5.625
1997-07-09,5.5
1997-07-10,5.5
1997-07-11,5.3333330000000005
1997-07-14,5.5
1997-07-15,5.3333330000000005
1997-07-16,5.0833330000000005
1997-07-17,5.0833330000000005
1997-07-18,5.1666669999999995
1997-07-21,5.0833330000000005
1997-07-22,5.375
1997-07-23,5.25
1997-07-24,5.25
1997-07-25,5.25
1997-07-28,5.3333330000000005
1997-07-29,5.25
1997-07-30,5.2916669999999995
1997-07-31,5.4583330000000005
1997-08-01,5.3958330000000005
1997-08-04,5.1666669999999995
1997-08-05,5.25
1997-08-06,5.25
1997-08-07,5.1666669999999995
1997-08-08,5.2916669999999995
1997-08-11,5.0833330000000005
1997-08-12,5.0
1997-08-13,5.0
1997-08-14,4.4583330000000005
1997-08-15,4.8333330000000005
1997-08-18,4.8333330000000005
1997-08-19,4.9166669999999995
1997-08-20,5.0
1997-08-21,4.875
1997-08-22,4.7916669999999995
1997-08-25,4.6666669999999995
1997-08-26,5.0
1997-08-27,4.9166669999999995
1997-08-28,4.9166669999999995
1997-08-29,5.0
1997-09-02,5.0
1997-09-03,5.1666669999999995
1997-09-04,4.9166669999999995
1997-09-05,4.8333330000000005
1997-09-08,4.8333330000000005
1997-09-09,5.0
1997-09-10,4.9166669999999995
1997-09-11,4.9166669999999995
1997-09-12,5.125
1997-09-15,5.125
1997-09-16,4.9166669999999995
1997-09-17,4.9166669999999995
1997-09-18,5.3333330000000005
1997-09-19,5.0833330000000005
1997-09-22,5.25
1997-09-23,5.0
1997-09-24,5.0
1997-09-25,5.0
1997-09-26,5.0
1997-09-29,5.0
1997-09-30,5.2916669999999995
1997-10-01,5.0
1997-10-02,5.0
1997-10-03,5.25
1997-10-06,5.0
1997-10-07,5.0
1997-10-08,5.0
1997-10-09,5.0
1997-10-10,5.1666669999999995
1997-10-13,5.1666669999999995
1997-10-14,5.25
1997-10-15,5.25
1997-10-16,5.0833330000000005
1997-10-17,5.0833330000000005
1997-10-20,5.0833330000000005
1997-10-21,5.0833330000000005
1997-10-22,5.0833330000000005
1997-10-23,5.0833330000000005
1997-10-24,5.0833330000000005
1997-10-27,4.5
1997-10-28,4.8958330000000005
1997-10-29,4.5833330000000005
1997-10-30,4.7083330000000005
1997-10-31,4.5
1997-11-03,4.7083330000000005
1997-11-04,4.5
1997-11-05,4.5
1997-11-06,4.7083330000000005
1997-11-07,4.9166669999999995
1997-11-10,4.5
1997-11-11,4.7083330000000005
1997-11-12,4.6666669999999995
1997-11-13,4.5833330000000005
1997-11-14,4.7291669999999995
1997-11-17,4.5
1997-11-18,4.5
1997-11-19,4.5833330000000005
1997-11-20,4.8333330000000005
1997-11-21,4.8125
1997-11-24,4.5
1997-11-25,4.25
1997-11-26,4.3333330000000005
1997-11-28,4.3333330000000005
1997-12-01,4.25
1997-12-02,4.3333330000000005
1997-12-03,4.3333330000000005
1997-12-04,4.1666669999999995
1997-12-05,4.25
1997-12-08,4.25
1997-12-09,4.4166669999999995
1997-12-10,4.0
1997-12-11,4.0
1997-12-12,4.0
1997-12-15,4.0
1997-12-16,4.0
1997-12-17,3.833333
1997-12-18,3.833333
1997-12-19,3.916667
1997-12-22,3.583333
1997-12-23,3.833333
1997-12-24,3.666667
1997-12-26,3.666667
1997-12-29,3.333333
1997-12-30,3.333333
1997-12-31,3.416667
1998-01-02,3.416667
1998-01-05,3.416667
1998-01-06,3.666667
1998-01-07,4.0833330000000005
1998-01-08,4.0
1998-01-09,3.916667
1998-01-12,3.916667
1998-01-13,3.833333
1998-01-14,3.75
1998-01-15,4.0
1998-01-16,3.916667
1998-01-20,3.916667
1998-01-21,3.916667
1998-01-22,3.9375
1998-01-23,4.0833330000000005
1998-01-26,4.1666669999999995
1998-01-27,4.3333330000000005
1998-01-28,4.1666669999999995
1998-01-29,4.0
1998-01-30,4.4166669999999995
1998-02-02,4.3333330000000005
1998-02-03,4.5416669999999995
1998-02-04,4.6666669999999995
1998-02-05,4.6666669999999995
1998-02-06,4.5833330000000005
1998-02-09,4.9166669999999995
1998-02-10,4.9166669999999995
1998-02-11,4.8333330000000005
1998-02-12,5.25
1998-02-13,5.0
1998-02-17,4.75
1998-02-18,4.6666669999999995
1998-02-19,4.6666669999999995
1998-02-20,4.8333330000000005
1998-02-23,4.6666669999999995
1998-02-24,4.6666669999999995
1998-02-25,4.75
1998-02-26,4.5416669999999995
1998-02-27,4.75
1998-03-02,4.75
1998-03-03,4.75
1998-03-04,4.5416669999999995
1998-03-05,4.75
1998-03-06,4.6666669999999995
1998-03-09,4.75
1998-03-10,4.5833330000000005
1998-03-11,4.5833330000000005
1998-03-12,5.125
1998-03-13,5.2083330000000005
1998-03-16,5.1666669999999995
1998-03-17,5.0
1998-03-18,5.1666669999999995
1998-03-19,5.1666669999999995
1998-03-20,5.4166669999999995
1998-03-23,5.375
1998-03-24,5.4166669999999995
1998-03-25,5.4166669999999995
1998-03-26,5.25
1998-03-27,5.1666669999999995
1998-03-30,5.125
1998-03-31,5.3333330000000005
1998-04-01,5.2916669999999995
1998-04-02,5.3333330000000005
1998-04-03,5.3333330000000005
1998-04-06,5.3333330000000005
1998-04-07,5.1666669999999995
1998-04-08,5.4166669999999995
1998-04-09,5.1666669999999995
1998-04-13,5.1666669999999995
1998-04-14,5.2916669999999995
1998-04-15,5.1666669999999995
1998-04-16,5.0416669999999995
1998-04-17,5.0833330000000005
1998-04-20,4.9166669999999995
1998-04-21,4.6666669999999995
1998-04-22,4.8333330000000005
1998-04-23,4.8333330000000005
1998-04-24,5.4583330000000005
1998-04-27,5.25
1998-04-28,5.1666669999999995
1998-04-29,5.5
1998-04-30,5.5833330000000005
1998-05-01,5.5
1998-05-04,5.3333330000000005
1998-05-05,5.3333330000000005
1998-05-06,5.5416669999999995
1998-05-07,5.7083330000000005
1998-05-08,5.7083330000000005
1998-05-11,5.5416669999999995
1998-05-12,5.5833330000000005
1998-05-13,5.625
1998-05-14,5.625
1998-05-15,5.25
1998-05-18,5.25
1998-05-19,5.3333330000000005
1998-05-20,5.2916669999999995
1998-05-21,5.1666669999999995
1998-05-22,5.0833330000000005
1998-05-26,5.0833330000000005
1998-05-27,5.125
1998-05-28,5.0833330000000005
1998-05-29,5.1666669999999995
1998-06-01,5.1666669999999995
1998-06-02,5.2083330000000005
1998-06-03,5.0833330000000005
1998-06-04,5.0
1998-06-05,5.1666669999999995
1998-06-08,5.1666669999999995
1998-06-09,5.1666669999999995
1998-06-10,5.0
1998-06-11,4.75
1998-06-12,4.75
1998-06-15,4.4166669999999995
1998-06-16,4.5625
1998-06-17,4.7083330000000005
1998-06-18,4.6666669999999995
1998-06-19,4.25
1998-06-22,4.0
1998-06-23,3.875
1998-06-24,3.666667
1998-06-25,3.791667
1998-06-26,3.833333
1998-06-29,3.833333
1998-06-30,4.0
1998-07-01,3.833333
1998-07-02,3.666667
1998-07-06,3.75
1998-07-07,3.75
1998-07-08,3.666667
1998-07-09,4.0
1998-07-10,4.1666669999999995
1998-07-13,3.916667
1998-07-14,3.916667
1998-07-15,4.2083330000000005
1998-07-16,4.375
1998-07-17,4.6666669999999995
1998-07-20,4.5
1998-07-21,4.5833330000000005
1998-07-22,4.5
1998-07-23,4.5
1998-07-24,4.5416669999999995
1998-07-27,4.4166669999999995
1998-07-28,4.1666669999999995
1998-07-29,4.0
1998-07-30,4.0
1998-07-31,4.0416669999999995
1998-08-03,3.791667
1998-08-04,3.583333
1998-08-05,3.416667
1998-08-06,3.666667
1998-08-07,3.583333
1998-08-10,3.583333
1998-08-11,3.541667
1998-08-12,3.666667
1998-08-13,3.833333
1998-08-14,3.833333
1998-08-17,4.0833330000000005
1998-08-18,4.4166669999999995
1998-08-19,4.3333330000000005
1998-08-20,4.0
1998-08-21,4.0833330000000005
1998-08-24,4.0208330000000005
1998-08-25,3.958333
1998-08-26,4.0
1998-08-27,3.958333
1998-08-28,3.75
1998-08-31,3.5
1998-09-01,3.458333
1998-09-02,3.416667
1998-09-03,3.583333
1998-09-04,3.583333
1998-09-08,3.541667
1998-09-09,3.666667
1998-09-10,3.583333
