Date,MYL
1980-03-17,1.444444
1980-03-18,1.37037
1980-03-19,1.333333
1980-03-20,1.333333
1980-03-21,1.333333
1980-03-24,1.296296
1980-03-25,1.185185
1980-03-26,1.185185
1980-03-27,1.111111
1980-03-28,1.111111
1980-03-31,1.148148
1980-04-01,1.185185
1980-04-02,1.185185
1980-04-03,1.185185
1980-04-07,1.222222
1980-04-08,1.148148
1980-04-09,1.148148
1980-04-10,1.148148
1980-04-11,1.148148
1980-04-14,1.148148
1980-04-15,1.111111
1980-04-16,1.111111
1980-04-17,1.074074
1980-04-18,1.074074
1980-04-21,1.074074
1980-04-22,1.074074
1980-04-23,1.148148
1980-04-24,1.111111
1980-04-25,1.148148
1980-04-28,1.111111
1980-04-29,1.148148
1980-04-30,1.148148
1980-05-01,1.148148
1980-05-02,1.148148
1980-05-05,1.148148
1980-05-06,1.185185
1980-05-07,1.333333
1980-05-08,1.259259
1980-05-09,1.259259
1980-05-12,1.259259
1980-05-13,1.296296
1980-05-14,1.259259
1980-05-15,1.259259
1980-05-16,1.259259
1980-05-19,1.259259
1980-05-20,1.259259
1980-05-21,1.222222
1980-05-22,1.222222
1980-05-23,1.259259
1980-05-27,1.333333
1980-05-28,1.333333
1980-05-29,1.333333
1980-05-30,1.37037
1980-06-02,1.407407
1980-06-03,1.444444
1980-06-04,1.555556
1980-06-05,1.555556
1980-06-06,1.555556
1980-06-09,1.555556
1980-06-10,1.555556
1980-06-11,1.518519
1980-06-12,1.518519
1980-06-13,1.518519
1980-06-16,1.518519
1980-06-17,1.518519
1980-06-18,1.481481
1980-06-19,1.407407
1980-06-20,1.407407
1980-06-23,1.407407
1980-06-24,1.333333
1980-06-25,1.333333
1980-06-26,1.407407
1980-06-27,1.407407
1980-06-30,1.407407
1980-07-01,1.444444
1980-07-02,1.444444
1980-07-03,1.481481
1980-07-07,1.518519
1980-07-08,1.518519
1980-07-09,1.518519
1980-07-10,1.518519
1980-07-11,1.518519
1980-07-14,1.518519
1980-07-15,1.481481
1980-07-16,1.444444
1980-07-17,1.444444
1980-07-18,1.444444
1980-07-21,1.444444
1980-07-22,1.444444
1980-07-23,1.444444
1980-07-24,1.444444
1980-07-25,1.444444
1980-07-28,1.444444
1980-07-29,1.444444
1980-07-30,1.444444
1980-07-31,1.444444
1980-08-01,1.425926
1980-08-04,1.425926
1980-08-05,1.407407
1980-08-06,1.37037
1980-08-07,1.37037
1980-08-08,1.333333
1980-08-11,1.259259
1980-08-12,1.296296
1980-08-13,1.259259
1980-08-14,1.259259
1980-08-15,1.333333
1980-08-18,1.259259
1980-08-19,1.259259
1980-08-20,1.259259
1980-08-21,1.296296
1980-08-22,1.407407
1980-08-25,1.37037
1980-08-26,1.351852
1980-08-27,1.351852
1980-08-28,1.37037
1980-08-29,1.388889
1980-09-02,1.37037
1980-09-03,1.37037
1980-09-04,1.351852
1980-09-05,1.37037
1980-09-08,1.333333
1980-09-09,1.351852
1980-09-10,1.37037
1980-09-11,1.351852
1980-09-12,1.333333
1980-09-15,1.185185
1980-09-16,1.222222
1980-09-17,1.148148
1980-09-18,1.185185
1980-09-19,1.185185
1980-09-22,1.203704
1980-09-23,1.222222
1980-09-24,1.203704
1980-09-25,1.203704
1980-09-26,1.185185
1980-09-29,1.148148
1980-09-30,1.148148
1980-10-01,1.148148
1980-10-02,1.111111
1980-10-03,1.111111
1980-10-06,1.111111
1980-10-07,1.111111
1980-10-08,1.148148
1980-10-09,1.148148
1980-10-10,1.148148
1980-10-13,1.148148
1980-10-14,1.111111
1980-10-15,1.111111
1980-10-16,1.092593
1980-10-17,1.074074
1980-10-20,1.074074
1980-10-21,1.074074
1980-10-22,1.074074
1980-10-23,1.074074
1980-10-24,1.074074
1980-10-27,1.037037
1980-10-28,1.0
1980-10-29,1.074074
1980-10-30,1.222222
1980-10-31,1.166667
1980-11-03,1.259259
1980-11-05,1.37037
1980-11-06,1.37037
1980-11-07,1.37037
1980-11-10,1.388889
1980-11-11,1.425926
1980-11-12,1.425926
1980-11-13,1.407407
1980-11-14,1.333333
1980-11-17,1.351852
1980-11-18,1.37037
1980-11-19,1.407407
1980-11-20,1.407407
1980-11-21,1.407407
1980-11-24,1.425926
1980-11-25,1.407407
1980-11-26,1.37037
1980-11-28,1.296296
1980-12-01,1.296296
1980-12-02,1.296296
1980-12-03,1.259259
1980-12-04,1.259259
1980-12-05,1.259259
1980-12-08,1.222222
1980-12-09,1.148148
1980-12-10,1.148148
1980-12-11,1.074074
1980-12-12,1.074074
1980-12-15,1.074074
1980-12-16,1.074074
1980-12-17,1.037037
1980-12-18,1.092593
1980-12-19,1.092593
1980-12-22,1.148148
1980-12-23,1.148148
1980-12-24,1.148148
1980-12-26,1.185185
1980-12-29,1.185185
1980-12-30,1.185185
1980-12-31,1.203704
1981-01-02,1.222222
1981-01-05,1.259259
1981-01-06,1.407407
1981-01-07,1.333333
1981-01-08,1.240741
1981-01-09,1.222222
1981-01-12,1.240741
1981-01-13,1.259259
1981-01-14,1.296296
1981-01-15,1.296296
1981-01-16,1.296296
1981-01-19,1.296296
1981-01-20,1.259259
1981-01-21,1.222222
1981-01-22,1.259259
1981-01-23,1.185185
1981-01-26,1.111111
1981-01-27,1.203704
1981-01-28,1.185185
1981-01-29,1.185185
1981-01-30,1.185185
1981-02-02,1.148148
1981-02-03,1.111111
1981-02-04,1.074074
1981-02-05,1.055556
1981-02-06,1.055556
1981-02-09,1.055556
1981-02-10,1.074074
1981-02-11,1.055556
1981-02-12,1.111111
1981-02-13,1.148148
1981-02-17,1.185185
1981-02-18,1.222222
1981-02-19,1.222222
1981-02-20,1.222222
1981-02-23,1.222222
1981-02-24,1.222222
1981-02-25,1.185185
1981-02-26,1.185185
1981-02-27,1.185185
1981-03-02,1.185185
1981-03-03,1.185185
1981-03-04,1.203704
1981-03-05,1.222222
1981-03-06,1.296296
1981-03-09,1.37037
1981-03-10,1.407407
1981-03-11,1.407407
1981-03-12,1.388889
1981-03-13,1.37037
1981-03-16,1.407407
1981-03-17,1.407407
1981-03-18,1.407407
1981-03-19,1.407407
1981-03-20,1.425926
1981-03-23,1.425926
1981-03-24,1.425926
1981-03-25,1.407407
1981-03-26,1.407407
1981-03-27,1.444444
1981-03-30,1.444444
1981-03-31,1.462963
1981-04-01,1.481481
1981-04-02,1.481481
1981-04-03,1.481481
1981-04-06,1.407407
1981-04-07,1.444444
1981-04-08,1.425926
1981-04-09,1.425926
1981-04-10,1.462963
1981-04-13,1.462963
1981-04-14,1.407407
1981-04-15,1.351852
1981-04-16,1.388889
1981-04-20,1.388889
1981-04-21,1.462963
1981-04-22,1.518519
1981-04-23,1.7777779999999999
1981-04-24,1.7777779999999999
1981-04-27,2.074074
1981-04-28,1.888889
1981-04-29,1.9259259999999998
1981-04-30,2.055556
1981-05-01,2.3148150000000003
1981-05-04,2.203704
1981-05-05,2.111111
1981-05-06,2.0370369999999998
1981-05-07,2.0370369999999998
1981-05-08,2.074074
1981-05-11,2.0
1981-05-12,2.0
1981-05-13,1.9259259999999998
1981-05-14,1.962963
1981-05-15,1.981481
1981-05-18,1.981481
1981-05-19,1.962963
1981-05-20,1.9259259999999998
1981-05-21,1.907407
1981-05-22,1.9444439999999998
1981-05-26,1.9444439999999998
1981-05-27,2.111111
1981-05-28,2.148148
1981-05-29,2.1851849999999997
1981-06-01,2.1851849999999997
1981-06-02,2.148148
1981-06-03,2.074074
1981-06-04,2.111111
1981-06-05,2.111111
1981-06-08,2.111111
1981-06-09,2.111111
1981-06-10,2.259259
1981-06-11,2.518518
1981-06-12,2.444444
1981-06-15,2.37037
1981-06-16,2.333333
1981-06-17,2.351852
1981-06-18,2.259259
1981-06-19,2.259259
1981-06-22,2.222222
1981-06-23,2.1851849999999997
1981-06-24,2.12963
1981-06-25,2.277778
1981-06-26,2.259259
1981-06-29,2.222222
1981-06-30,2.259259
1981-07-01,2.407408
1981-07-02,2.296296
1981-07-06,2.259259
1981-07-07,2.222222
1981-07-08,2.222222
1981-07-09,2.222222
1981-07-10,2.222222
1981-07-13,2.1851849999999997
1981-07-14,2.1851849999999997
1981-07-15,2.203704
1981-07-16,2.222222
1981-07-17,2.222222
1981-07-20,2.1851849999999997
1981-07-21,2.12963
1981-07-22,1.962963
1981-07-23,2.055556
1981-07-24,2.12963
1981-07-27,2.1851849999999997
1981-07-28,2.111111
1981-07-29,2.111111
1981-07-30,2.111111
1981-07-31,2.1851849999999997
1981-08-03,2.333333
1981-08-04,2.518518
1981-08-05,2.666667
1981-08-06,2.555556
1981-08-07,2.62963
1981-08-10,2.62963
1981-08-11,2.518518
1981-08-12,2.481482
1981-08-13,2.481482
1981-08-14,2.444444
1981-08-17,2.481482
1981-08-18,2.481482
1981-08-19,2.481482
1981-08-20,2.444444
1981-08-21,2.37037
1981-08-24,2.37037
1981-08-25,2.333333
1981-08-26,2.296296
1981-08-27,2.5370369999999998
1981-08-28,2.481482
1981-08-31,2.481482
1981-09-01,2.444444
1981-09-02,2.444444
1981-09-03,2.351852
1981-09-04,2.222222
1981-09-08,2.074074
1981-09-09,2.0370369999999998
1981-09-10,2.111111
1981-09-11,2.259259
1981-09-14,2.277778
1981-09-15,2.277778
1981-09-16,2.296296
1981-09-17,2.240741
1981-09-18,2.259259
1981-09-21,2.296296
1981-09-22,2.3148150000000003
1981-09-23,2.259259
1981-09-24,2.259259
1981-09-25,2.1851849999999997
1981-09-28,2.1851849999999997
1981-09-29,2.333333
1981-09-30,2.3148150000000003
1981-10-01,2.407408
1981-10-02,2.4629630000000002
1981-10-05,2.4629630000000002
1981-10-06,2.4629630000000002
1981-10-07,2.5
1981-10-08,2.574074
1981-10-09,2.574074
1981-10-12,2.518518
1981-10-13,2.833333
1981-10-14,2.851852
1981-10-15,3.37037
1981-10-16,3.37037
1981-10-19,3.388889
1981-10-20,3.240741
1981-10-21,3.1851849999999997
1981-10-22,3.074074
1981-10-23,3.018518
1981-10-26,2.925926
1981-10-27,3.0370369999999998
1981-10-28,3.0370369999999998
1981-10-29,3.074074
1981-10-30,3.203704
1981-11-02,3.388889
1981-11-03,3.388889
1981-11-04,3.62963
1981-11-05,3.962963
1981-11-06,4.148148
1981-11-09,4.0
1981-11-10,4.037037000000001
1981-11-11,4.0
1981-11-12,4.0
1981-11-13,4.0
1981-11-16,1.833333
1981-11-17,2.0370369999999998
1981-11-18,2.37037
1981-11-19,2.481482
1981-11-20,2.518518
1981-11-23,2.407408
1981-11-24,2.296296
1981-11-25,2.111111
1981-11-27,2.092592
1981-11-30,1.9259259999999998
1981-12-01,1.962963
1981-12-02,2.1851849999999997
1981-12-03,2.259259
1981-12-04,2.259259
1981-12-07,2.277778
1981-12-08,2.240741
1981-12-09,2.240741
1981-12-10,2.240741
1981-12-11,2.166667
1981-12-14,1.981481
1981-12-15,2.074074
1981-12-16,2.074074
1981-12-17,2.0
1981-12-18,2.0370369999999998
1981-12-21,2.074074
1981-12-22,2.148148
1981-12-23,2.296296
1981-12-24,2.277778
1981-12-28,2.3148150000000003
1981-12-29,2.407408
1981-12-30,2.444444
1981-12-31,2.5
1982-01-04,2.481482
1982-01-05,2.388889
1982-01-06,2.388889
1982-01-07,2.5
1982-01-08,2.777778
1982-01-11,2.759259
1982-01-12,2.8148150000000003
1982-01-13,2.722222
1982-01-14,2.648148
1982-01-15,2.666667
1982-01-18,2.666667
1982-01-19,2.611111
1982-01-20,2.703704
1982-01-21,2.6851849999999997
1982-01-22,2.666667
1982-01-25,2.833333
1982-01-26,2.777778
1982-01-27,2.907408
1982-01-28,3.0370369999999998
1982-01-29,3.055556
1982-02-01,2.888889
1982-02-02,2.925926
1982-02-03,2.925926
1982-02-04,2.851852
1982-02-05,2.851852
1982-02-08,2.518518
1982-02-09,2.555556
1982-02-10,2.592592
1982-02-11,2.5370369999999998
1982-02-12,2.555556
1982-02-16,2.5370369999999998
1982-02-17,2.555556
1982-02-18,2.555556
1982-02-19,2.555556
1982-02-22,2.222222
1982-02-23,2.37037
1982-02-24,2.555556
1982-02-25,2.62963
1982-02-26,2.648148
1982-03-01,2.666667
1982-03-02,2.6851849999999997
1982-03-03,2.62963
1982-03-04,2.574074
1982-03-05,2.481482
1982-03-08,2.333333
1982-03-09,2.3148150000000003
1982-03-10,2.37037
1982-03-11,2.3148150000000003
1982-03-12,2.240741
1982-03-15,2.259259
1982-03-16,2.296296
1982-03-17,2.333333
1982-03-18,2.5
1982-03-19,2.611111
1982-03-22,2.777778
1982-03-23,2.740741
1982-03-24,2.703704
1982-03-25,2.611111
1982-03-26,2.574074
1982-03-29,2.592592
1982-03-30,2.592592
1982-03-31,2.592592
1982-04-01,2.666667
1982-04-02,2.62963
1982-04-05,2.666667
1982-04-06,2.611111
1982-04-07,2.611111
1982-04-08,2.611111
1982-04-12,2.592592
1982-04-13,2.574074
1982-04-14,2.518518
1982-04-15,2.611111
1982-04-16,2.722222
1982-04-19,2.722222
1982-04-20,2.740741
1982-04-21,2.777778
1982-04-22,2.925926
1982-04-23,2.925926
1982-04-26,2.888889
1982-04-27,2.611111
1982-04-28,2.574074
1982-04-29,2.5370369999999998
1982-04-30,2.5370369999999998
1982-05-03,2.425926
1982-05-04,2.407408
1982-05-05,2.37037
1982-05-06,2.425926
1982-05-07,2.425926
1982-05-10,2.425926
1982-05-11,2.4629630000000002
1982-05-12,2.4629630000000002
1982-05-13,2.425926
1982-05-14,2.444444
1982-05-17,2.37037
1982-05-18,2.277778
1982-05-19,2.296296
1982-05-20,2.240741
1982-05-21,2.1851849999999997
1982-05-24,2.222222
