Date,DCI
1980-03-17,0.385417
1980-03-18,0.382813
1980-03-19,0.390625
1980-03-20,0.382813
1980-03-21,0.380208
1980-03-24,0.380208
1980-03-25,0.380208
1980-03-26,0.380208
1980-03-27,0.375
1980-03-28,0.375
1980-03-31,0.377604
1980-04-01,0.375
1980-04-02,0.375
1980-04-03,0.375
1980-04-07,0.369792
1980-04-08,0.359375
1980-04-09,0.351563
1980-04-10,0.341146
1980-04-11,0.34375
1980-04-14,0.348958
1980-04-15,0.348958
1980-04-16,0.34375
1980-04-17,0.346354
1980-04-18,0.346354
1980-04-21,0.346354
1980-04-22,0.341146
1980-04-23,0.341146
1980-04-24,0.341146
1980-04-25,0.34375
1980-04-28,0.335938
1980-04-29,0.335938
1980-04-30,0.34375
1980-05-01,0.34375
1980-05-02,0.335938
1980-05-05,0.335938
1980-05-06,0.335938
1980-05-07,0.335938
1980-05-08,0.338542
1980-05-09,0.34375
1980-05-12,0.341146
1980-05-13,0.348958
1980-05-14,0.354167
1980-05-15,0.359375
1980-05-16,0.354167
1980-05-19,0.361979
1980-05-20,0.359375
1980-05-21,0.354167
1980-05-22,0.367188
1980-05-23,0.372396
1980-05-27,0.372396
1980-05-28,0.385417
1980-05-29,0.380208
1980-05-30,0.380208
1980-06-02,0.367188
1980-06-03,0.361979
1980-06-04,0.369792
1980-06-05,0.356771
1980-06-06,0.367188
1980-06-09,0.361979
1980-06-10,0.367188
1980-06-11,0.348958
1980-06-12,0.354167
1980-06-13,0.354167
1980-06-16,0.354167
1980-06-17,0.354167
1980-06-18,0.361979
1980-06-19,0.361979
1980-06-20,0.356771
1980-06-23,0.356771
1980-06-24,0.356771
1980-06-25,0.361979
1980-06-26,0.364583
1980-06-27,0.359375
1980-06-30,0.356771
1980-07-01,0.356771
1980-07-02,0.351563
1980-07-03,0.364583
1980-07-07,0.369792
1980-07-08,0.375
1980-07-09,0.429688
1980-07-10,0.421875
1980-07-11,0.427083
1980-07-14,0.424479
1980-07-15,0.432292
1980-07-16,0.434896
1980-07-17,0.432292
1980-07-18,0.427083
1980-07-21,0.4375
1980-07-22,0.442708
1980-07-23,0.440104
1980-07-24,0.453125
1980-07-25,0.445313
1980-07-28,0.447917
1980-07-29,0.445313
1980-07-30,0.460938
1980-07-31,0.458333
1980-08-01,0.458333
1980-08-04,0.458333
1980-08-05,0.458333
1980-08-06,0.479167
1980-08-07,0.484375
1980-08-08,0.479167
1980-08-11,0.479167
1980-08-12,0.479167
1980-08-13,0.473958
1980-08-14,0.486979
1980-08-15,0.492188
1980-08-18,0.484375
1980-08-19,0.481771
1980-08-20,0.481771
1980-08-21,0.497396
1980-08-22,0.5
1980-08-25,0.489583
1980-08-26,0.476563
1980-08-27,0.466146
1980-08-28,0.453125
1980-08-29,0.458333
1980-09-02,0.458333
1980-09-03,0.458333
1980-09-04,0.460938
1980-09-05,0.453125
1980-09-08,0.460938
1980-09-09,0.46875
1980-09-10,0.476563
1980-09-11,0.476563
1980-09-12,0.46875
1980-09-15,0.463542
1980-09-16,0.486979
1980-09-17,0.5
1980-09-18,0.5
1980-09-19,0.494792
1980-09-22,0.484375
1980-09-23,0.489583
1980-09-24,0.471354
1980-09-25,0.476563
1980-09-26,0.473958
1980-09-29,0.471354
1980-09-30,0.476563
1980-10-01,0.471354
1980-10-02,0.476563
1980-10-03,0.476563
1980-10-06,0.484375
1980-10-07,0.471354
1980-10-08,0.479167
1980-10-09,0.473958
1980-10-10,0.492188
1980-10-13,0.513021
1980-10-14,0.520833
1980-10-15,0.523438
1980-10-16,0.505208
1980-10-17,0.515625
1980-10-20,0.494792
1980-10-21,0.5
1980-10-22,0.502604
1980-10-23,0.479167
1980-10-24,0.479167
1980-10-27,0.486979
1980-10-28,0.479167
1980-10-29,0.494792
1980-10-30,0.481771
1980-10-31,0.473958
1980-11-03,0.479167
1980-11-05,0.505208
1980-11-06,0.484375
1980-11-07,0.476563
1980-11-10,0.473958
1980-11-11,0.473958
1980-11-12,0.479167
1980-11-13,0.476563
1980-11-14,0.46875
1980-11-17,0.463542
1980-11-18,0.492188
1980-11-19,0.489583
1980-11-20,0.5
1980-11-21,0.492188
1980-11-24,0.476563
1980-11-25,0.463542
1980-11-26,0.458333
1980-11-28,0.460938
1980-12-01,0.455729
1980-12-02,0.447917
1980-12-03,0.447917
1980-12-04,0.447917
1980-12-05,0.442708
1980-12-08,0.4375
1980-12-09,0.442708
1980-12-10,0.4375
1980-12-11,0.442708
1980-12-12,0.4375
1980-12-15,0.427083
1980-12-16,0.434896
1980-12-17,0.434896
1980-12-18,0.434896
1980-12-19,0.4375
1980-12-22,0.434896
1980-12-23,0.434896
1980-12-24,0.4375
1980-12-26,0.432292
1980-12-29,0.432292
1980-12-30,0.429688
1980-12-31,0.432292
1981-01-02,0.429688
1981-01-05,0.4375
1981-01-06,0.450521
1981-01-07,0.4375
1981-01-08,0.440104
1981-01-09,0.4375
1981-01-12,0.4375
1981-01-13,0.4375
1981-01-14,0.450521
1981-01-15,0.4375
1981-01-16,0.440104
1981-01-19,0.4375
1981-01-20,0.4375
1981-01-21,0.432292
1981-01-22,0.432292
1981-01-23,0.432292
1981-01-26,0.432292
1981-01-27,0.432292
1981-01-28,0.440104
1981-01-29,0.434896
1981-01-30,0.434896
1981-02-02,0.434896
1981-02-03,0.4375
1981-02-04,0.4375
1981-02-05,0.432292
1981-02-06,0.4375
1981-02-09,0.434896
1981-02-10,0.4375
1981-02-11,0.4375
1981-02-12,0.4375
1981-02-13,0.432292
1981-02-17,0.4375
1981-02-18,0.4375
1981-02-19,0.432292
1981-02-20,0.434896
1981-02-23,0.445313
1981-02-24,0.447917
1981-02-25,0.450521
1981-02-26,0.450521
1981-02-27,0.455729
1981-03-02,0.466146
1981-03-03,0.484375
1981-03-04,0.481771
1981-03-05,0.492188
1981-03-06,0.505208
1981-03-09,0.513021
1981-03-10,0.510417
1981-03-11,0.5
1981-03-12,0.528646
1981-03-13,0.544271
1981-03-16,0.567708
1981-03-17,0.5625
1981-03-18,0.557292
1981-03-19,0.5625
1981-03-20,0.5625
1981-03-23,0.565104
1981-03-24,0.570313
1981-03-25,0.588542
1981-03-26,0.583333
1981-03-27,0.583333
1981-03-30,0.583333
1981-03-31,0.601563
1981-04-01,0.609375
1981-04-02,0.588542
1981-04-03,0.588542
1981-04-06,0.565104
1981-04-07,0.559896
1981-04-08,0.572917
1981-04-09,0.572917
1981-04-10,0.583333
1981-04-13,0.580729
1981-04-14,0.575521
1981-04-15,0.583333
1981-04-16,0.570313
1981-04-20,0.575521
1981-04-21,0.570313
1981-04-22,0.572917
1981-04-23,0.588542
1981-04-24,0.635417
1981-04-27,0.65625
1981-04-28,0.640625
1981-04-29,0.632813
1981-04-30,0.635417
1981-05-01,0.643229
1981-05-04,0.619792
1981-05-05,0.598958
1981-05-06,0.596354
1981-05-07,0.598958
1981-05-08,0.606771
1981-05-11,0.59375
1981-05-12,0.583333
1981-05-13,0.588542
1981-05-14,0.609375
1981-05-15,0.619792
1981-05-18,0.622396
1981-05-19,0.627604
1981-05-20,0.638021
1981-05-21,0.632813
1981-05-22,0.627604
1981-05-26,0.627604
1981-05-27,0.632813
1981-05-28,0.651042
1981-05-29,0.661458
1981-06-01,0.664063
1981-06-02,0.666667
1981-06-03,0.65625
1981-06-04,0.645833
1981-06-05,0.625
1981-06-08,0.627604
1981-06-09,0.640625
1981-06-10,0.630208
1981-06-11,0.630208
1981-06-12,0.645833
1981-06-15,0.645833
1981-06-16,0.635417
1981-06-17,0.632813
1981-06-18,0.638021
1981-06-19,0.643229
1981-06-22,0.651042
1981-06-23,0.638021
1981-06-24,0.638021
1981-06-25,0.640625
1981-06-26,0.638021
1981-06-29,0.638021
1981-06-30,0.638021
1981-07-01,0.638021
1981-07-02,0.638021
1981-07-06,0.635417
1981-07-07,0.632813
1981-07-08,0.630208
1981-07-09,0.627604
1981-07-10,0.625
1981-07-13,0.619792
1981-07-14,0.617188
1981-07-15,0.614583
1981-07-16,0.625
1981-07-17,0.635417
1981-07-20,0.625
1981-07-21,0.625
1981-07-22,0.617188
1981-07-23,0.611979
1981-07-24,0.611979
1981-07-27,0.625
1981-07-28,0.625
1981-07-29,0.625
1981-07-30,0.619792
1981-07-31,0.625
1981-08-03,0.638021
1981-08-04,0.632813
1981-08-05,0.632813
1981-08-06,0.643229
1981-08-07,0.645833
1981-08-10,0.643229
1981-08-11,0.640625
1981-08-12,0.648438
1981-08-13,0.648438
1981-08-14,0.640625
1981-08-17,0.635417
1981-08-18,0.635417
1981-08-19,0.635417
1981-08-20,0.635417
1981-08-21,0.630208
1981-08-24,0.625
1981-08-25,0.604167
1981-08-26,0.59375
1981-08-27,0.572917
1981-08-28,0.533854
1981-08-31,0.541667
1981-09-01,0.539063
1981-09-02,0.544271
1981-09-03,0.544271
1981-09-04,0.533854
1981-09-08,0.53125
1981-09-09,0.528646
1981-09-10,0.536458
1981-09-11,0.53125
1981-09-14,0.533854
1981-09-15,0.536458
1981-09-16,0.533854
1981-09-17,0.53125
1981-09-18,0.539063
1981-09-21,0.528646
1981-09-22,0.528646
1981-09-23,0.515625
1981-09-24,0.513021
1981-09-25,0.502604
1981-09-28,0.494792
1981-09-29,0.505208
1981-09-30,0.515625
1981-10-01,0.515625
1981-10-02,0.520833
1981-10-05,0.541667
1981-10-06,0.536458
1981-10-07,0.536458
1981-10-08,0.526042
1981-10-09,0.520833
1981-10-12,0.515625
1981-10-13,0.513021
1981-10-14,0.507813
1981-10-15,0.494792
1981-10-16,0.497396
1981-10-19,0.5
1981-10-20,0.486979
1981-10-21,0.479167
1981-10-22,0.463542
1981-10-23,0.463542
1981-10-26,0.447917
1981-10-27,0.442708
1981-10-28,0.440104
1981-10-29,0.4375
1981-10-30,0.4375
1981-11-02,0.442708
1981-11-03,0.442708
1981-11-04,0.447917
1981-11-05,0.453125
1981-11-06,0.455729
1981-11-09,0.442708
1981-11-10,0.4375
1981-11-11,0.432292
1981-11-12,0.4375
1981-11-13,0.440104
1981-11-16,0.4375
1981-11-17,0.440104
1981-11-18,0.442708
1981-11-19,0.440104
1981-11-20,0.442708
1981-11-23,0.4375
1981-11-24,0.442708
1981-11-25,0.442708
1981-11-27,0.440104
1981-11-30,0.442708
1981-12-01,0.442708
1981-12-02,0.447917
1981-12-03,0.447917
1981-12-04,0.447917
1981-12-07,0.453125
1981-12-08,0.447917
1981-12-09,0.46875
1981-12-10,0.515625
1981-12-11,0.502604
1981-12-14,0.481771
1981-12-15,0.5
