Date,PNR
1973-05-03,1.0353700000000001
1973-05-04,1.105328
1973-05-07,1.0493620000000001
1973-05-08,1.0353700000000001
1973-05-09,1.0633540000000001
1973-05-10,1.0633540000000001
1973-05-11,1.0633540000000001
1973-05-14,1.0633540000000001
1973-05-15,1.0633540000000001
1973-05-16,1.0493620000000001
1973-05-17,1.0633540000000001
1973-05-18,1.021379
1973-05-21,0.9374299999999999
1973-05-22,0.9374299999999999
1973-05-23,0.9234389999999999
1973-05-24,0.8674729999999999
1973-05-25,0.8954559999999999
1973-05-29,0.8954559999999999
1973-05-30,0.8674729999999999
1973-05-31,0.8674729999999999
1973-06-01,0.8674729999999999
1973-06-04,0.8674729999999999
1973-06-05,0.8674729999999999
1973-06-06,0.8674729999999999
1973-06-07,0.8674729999999999
1973-06-08,0.8954559999999999
1973-06-11,0.9234389999999999
1973-06-12,0.9374299999999999
1973-06-13,0.9374299999999999
1973-06-14,0.9234389999999999
1973-06-15,0.9234389999999999
1973-06-18,0.8674729999999999
1973-06-19,0.8674729999999999
1973-06-20,0.8954559999999999
1973-06-21,0.8674729999999999
1973-06-22,0.8674729999999999
1973-06-25,0.8674729999999999
1973-06-26,0.8674729999999999
1973-06-27,0.8534809999999999
1973-06-28,0.825498
1973-06-29,0.825498
1973-07-02,0.825498
1973-07-03,0.825498
1973-07-05,0.825498
1973-07-06,0.825498
1973-07-09,0.8534809999999999
1973-07-10,0.8674729999999999
1973-07-11,0.8674729999999999
1973-07-12,0.8674729999999999
1973-07-13,0.8674729999999999
1973-07-16,0.8674729999999999
1973-07-17,0.8674729999999999
1973-07-18,0.8674729999999999
1973-07-19,0.8674729999999999
1973-07-20,0.8674729999999999
1973-07-23,0.8674729999999999
1973-07-24,0.8954559999999999
1973-07-25,0.951422
1973-07-26,1.0493620000000001
1973-07-27,1.0493620000000001
1973-07-30,1.0493620000000001
1973-07-31,1.0633540000000001
1973-08-01,1.0493620000000001
1973-08-02,1.021379
1973-08-03,1.007388
1973-08-06,1.007388
1973-08-07,0.979405
1973-08-08,0.979405
1973-08-09,0.979405
1973-08-10,0.979405
1973-08-13,0.9234389999999999
1973-08-14,0.8674729999999999
1973-08-15,0.8674729999999999
1973-08-16,0.8954559999999999
1973-08-17,0.8954559999999999
1973-08-20,0.8954559999999999
1973-08-21,0.8954559999999999
1973-08-22,0.825498
1973-08-23,0.8534809999999999
1973-08-24,0.8534809999999999
1973-08-27,0.8534809999999999
1973-08-28,0.8534809999999999
1973-08-29,0.8674729999999999
1973-08-30,0.8534809999999999
1973-08-31,0.8534809999999999
1973-09-04,0.9234389999999999
1973-09-05,0.8954559999999999
1973-09-06,1.007388
1973-09-07,1.007388
1973-09-10,1.0353700000000001
1973-09-11,1.0353700000000001
1973-09-12,1.0353700000000001
1973-09-13,1.021379
1973-09-14,1.021379
1973-09-17,1.0633540000000001
1973-09-18,1.0633540000000001
1973-09-19,1.0633540000000001
1973-09-20,1.0633540000000001
1973-09-21,1.0633540000000001
1973-09-24,1.0633540000000001
1973-09-25,1.147302
1973-09-26,1.147302
1973-09-27,1.105328
1973-09-28,1.105328
1973-10-01,1.161294
1973-10-02,1.161294
1973-10-03,1.231251
1973-10-04,1.21726
1973-10-05,1.245243
1973-10-08,1.329192
1973-10-09,1.301209
1973-10-10,1.427132
1973-10-11,1.692971
1973-10-12,1.6230129999999998
1973-10-15,1.6230129999999998
1973-10-16,1.553056
1973-10-17,1.553056
1973-10-18,1.539064
1973-10-19,1.5810389999999999
1973-10-22,1.5810389999999999
1973-10-23,1.5810389999999999
1973-10-24,1.427132
1973-10-25,1.483098
1973-10-26,1.483098
1973-10-29,1.455115
1973-10-30,1.455115
1973-10-31,1.455115
1973-11-01,1.483098
1973-11-02,1.483098
1973-11-05,1.455115
1973-11-06,1.3711659999999999
1973-11-07,1.343183
1973-11-08,1.343183
1973-11-09,1.343183
1973-11-12,1.231251
1973-11-13,1.091336
1973-11-14,1.105328
1973-11-15,1.077345
1973-11-16,1.133311
1973-11-19,1.119319
