Date,AVD
1987-03-03,0.206612
1987-03-04,0.289256
1987-03-05,0.37190100000000004
1987-03-06,0.454545
1987-03-09,0.454545
1987-03-10,0.454545
1987-03-11,0.454545
1987-03-12,0.330579
1987-03-13,0.330579
1987-03-16,0.289256
1987-03-17,0.289256
1987-03-18,0.289256
1987-03-19,0.289256
1987-03-20,0.289256
1987-03-23,0.289256
1987-03-24,0.289256
1987-03-25,0.289256
1987-03-26,0.289256
1987-03-27,0.289256
1987-03-30,0.289256
1987-03-31,0.289256
1987-04-01,0.289256
1987-04-02,0.289256
1987-04-03,0.289256
1987-04-06,0.289256
1987-04-07,0.289256
1987-04-08,0.289256
1987-04-09,0.289256
1987-04-10,0.289256
1987-04-13,0.289256
1987-04-14,0.289256
1987-04-15,0.289256
1987-04-16,0.289256
1987-04-20,0.289256
1987-04-21,0.289256
1987-04-22,0.289256
1987-04-23,0.289256
1987-04-24,0.289256
1987-04-27,0.289256
1987-04-28,0.289256
1987-04-29,0.289256
1987-04-30,0.289256
1987-05-01,0.289256
1987-05-04,0.289256
1987-05-05,0.289256
1987-05-06,0.289256
1987-05-07,0.289256
1987-05-08,0.289256
1987-05-11,0.289256
1987-05-12,0.289256
1987-05-13,0.289256
1987-05-14,0.289256
1987-05-15,0.289256
1987-05-18,0.289256
1987-05-19,0.289256
1987-05-20,0.289256
1987-05-21,0.289256
1987-05-22,0.289256
1987-05-26,0.289256
1987-05-27,0.289256
1987-05-28,0.289256
1987-05-29,0.289256
1987-06-01,0.289256
1987-06-02,0.289256
1987-06-03,0.289256
1987-06-04,0.289256
1987-06-05,0.289256
1987-06-08,0.289256
1987-06-09,0.289256
1987-06-10,0.289256
1987-06-11,0.289256
1987-06-12,0.309917
1987-06-15,0.309917
1987-06-16,0.309917
1987-06-17,0.309917
1987-06-18,0.309917
1987-06-19,0.309917
1987-06-22,0.309917
1987-06-23,0.309917
1987-06-24,0.309917
1987-06-25,0.309917
1987-06-26,0.309917
1987-06-29,0.309917
1987-06-30,0.309917
1987-07-01,0.309917
1987-07-02,0.309917
1987-07-06,0.309917
1987-07-07,0.309917
1987-07-08,0.309917
1987-07-09,0.309917
1987-07-10,0.330579
1987-07-13,0.330579
1987-07-14,0.37190100000000004
1987-07-15,0.454545
1987-07-16,0.454545
1987-07-17,0.454545
1987-07-20,0.454545
1987-07-21,0.454545
1987-07-22,0.454545
1987-07-23,0.454545
1987-07-24,0.454545
1987-07-27,0.454545
1987-07-28,0.454545
