Date,CIM
2009-09-17,19.25
2009-09-18,19.75
2009-09-21,19.549999
2009-09-22,21.5
2009-09-23,20.299999
2009-09-24,19.9
2009-09-25,19.450001
2009-09-28,19.65
2009-09-29,18.4
2009-09-30,19.1
2009-10-01,18.5
2009-10-02,19.25
2009-10-05,20.25
2009-10-06,20.0
2009-10-07,20.0
2009-10-08,20.049999
2009-10-09,20.0
2009-10-12,19.75
2009-10-13,19.299999
2009-10-14,19.700001
2009-10-15,19.450001
2009-10-16,19.5
2009-10-19,19.75
2009-10-20,19.049999
2009-10-21,19.0
2009-10-22,19.5
2009-10-23,19.6
2009-10-26,19.200001
2009-10-27,18.6
2009-10-28,17.450001
2009-10-29,18.65
2009-10-30,17.450001
2009-11-02,18.4
2009-11-03,18.65
2009-11-04,18.0
2009-11-05,18.450001
2009-11-06,18.4
2009-11-09,19.299999
2009-11-10,19.049999
2009-11-11,18.950001
2009-11-12,18.799999
2009-11-13,19.35
2009-11-16,19.75
2009-11-17,19.65
2009-11-18,20.0
2009-11-19,19.9
2009-11-20,20.0
2009-11-23,19.950001
2009-11-24,19.799999
2009-11-25,19.75
2009-11-27,19.450001
2009-11-30,20.15
2009-12-01,19.5
2009-12-02,20.15
2009-12-03,19.950001
2009-12-04,19.9
2009-12-07,19.799999
2009-12-08,20.25
2009-12-09,20.1
2009-12-10,20.299999
2009-12-11,20.1
2009-12-14,20.450001
2009-12-15,19.700001
2009-12-16,19.1
2009-12-17,19.1
2009-12-18,19.950001
2009-12-21,19.200001
2009-12-22,19.5
2009-12-23,20.5
2009-12-24,20.700001
2009-12-28,20.6
2009-12-29,19.700001
2009-12-30,19.6
2009-12-31,19.4
2010-01-04,19.4
2010-01-05,19.85
2010-01-06,20.0
2010-01-07,20.450001
2010-01-08,20.35
2010-01-11,20.5
2010-01-12,20.1
2010-01-13,20.65
2010-01-14,20.700001
2010-01-15,20.299999
2010-01-19,20.6
2010-01-20,20.35
2010-01-21,20.049999
2010-01-22,19.950001
2010-01-25,20.049999
2010-01-26,19.6
2010-01-27,19.950001
2010-01-28,19.799999
2010-01-29,19.6
2010-02-01,19.950001
2010-02-02,20.549999
2010-02-03,20.049999
2010-02-04,19.549999
2010-02-05,20.65
2010-02-08,19.799999
2010-02-09,19.1
2010-02-10,17.799999
2010-02-11,18.0
2010-02-12,18.35
2010-02-16,18.700001
2010-02-17,18.6
2010-02-18,18.6
2010-02-19,18.200001
2010-02-22,17.85
2010-02-23,18.4
2010-02-24,19.200001
2010-02-25,19.5
2010-02-26,20.0
2010-03-01,20.25
2010-03-02,20.35
2010-03-03,20.15
2010-03-04,20.1
2010-03-05,20.1
2010-03-08,20.200001
2010-03-09,20.0
2010-03-10,20.049999
2010-03-11,20.1
2010-03-12,19.950001
2010-03-15,20.0
2010-03-16,20.0
2010-03-17,20.15
2010-03-18,20.299999
2010-03-19,20.25
2010-03-22,20.5
2010-03-23,20.25
2010-03-24,20.299999
2010-03-25,19.85
2010-03-26,19.65
2010-03-29,19.9
2010-03-30,19.6
2010-03-31,19.450001
2010-04-01,19.549999
2010-04-05,19.5
2010-04-06,19.6
2010-04-07,19.549999
2010-04-08,19.65
2010-04-09,19.799999
2010-04-12,19.5
2010-04-13,19.65
2010-04-14,19.75
2010-04-15,19.65
2010-04-16,19.5
2010-04-19,19.75
2010-04-20,19.9
2010-04-21,20.0
2010-04-22,20.049999
2010-04-23,20.65
2010-04-26,20.700001
2010-04-27,19.75
2010-04-28,20.4
2010-04-29,20.9
2010-04-30,20.35
2010-05-03,20.9
2010-05-04,19.9
2010-05-05,19.5
2010-05-06,18.450001
2010-05-07,19.1
2010-05-10,20.0
2010-05-11,20.049999
2010-05-12,20.450001
2010-05-13,20.450001
2010-05-14,19.9
2010-05-17,20.0
2010-05-18,19.35
2010-05-19,19.1
2010-05-20,18.299999
2010-05-21,19.049999
2010-05-24,18.9
2010-05-25,18.85
2010-05-26,18.85
2010-05-27,19.65
2010-05-28,19.700001
2010-06-01,19.25
2010-06-02,19.9
2010-06-03,19.85
2010-06-04,19.25
2010-06-07,19.200001
2010-06-08,19.65
2010-06-09,19.35
2010-06-10,19.85
2010-06-11,20.25
2010-06-14,20.549999
2010-06-15,20.4
2010-06-16,20.15
2010-06-17,19.5
2010-06-18,19.450001
2010-06-21,19.35
2010-06-22,19.1
2010-06-23,18.4
2010-06-24,18.6
2010-06-25,19.0
2010-06-28,18.75
2010-06-29,18.299999
2010-06-30,18.049999
2010-07-01,18.049999
2010-07-02,17.950001
2010-07-06,17.549999
2010-07-07,18.65
2010-07-08,18.65
2010-07-09,18.9
2010-07-12,19.049999
2010-07-13,19.200001
2010-07-14,19.0
2010-07-15,18.950001
2010-07-16,18.4
2010-07-19,18.35
2010-07-20,18.549999
2010-07-21,18.4
2010-07-22,18.85
2010-07-23,19.25
2010-07-26,19.4
2010-07-27,19.15
2010-07-28,19.15
2010-07-29,19.15
2010-07-30,19.35
2010-08-02,19.4
2010-08-03,19.200001
2010-08-04,19.5
2010-08-05,19.35
2010-08-06,19.450001
2010-08-09,19.5
2010-08-10,19.549999
2010-08-11,19.200001
2010-08-12,19.299999
2010-08-13,19.35
2010-08-16,19.200001
2010-08-17,19.6
2010-08-18,19.6
2010-08-19,19.35
2010-08-20,19.4
2010-08-23,19.5
2010-08-24,19.450001
2010-08-25,19.299999
2010-08-26,19.4
2010-08-27,19.799999
2010-08-30,19.6
2010-08-31,19.65
2010-09-01,19.9
2010-09-02,19.700001
2010-09-03,19.950001
2010-09-07,19.9
2010-09-08,19.9
2010-09-09,20.1
2010-09-10,20.25
2010-09-13,20.6
2010-09-14,20.4
2010-09-15,20.450001
2010-09-16,20.299999
2010-09-17,20.15
2010-09-20,20.299999
2010-09-21,20.049999
2010-09-22,20.1
2010-09-23,20.549999
2010-09-24,20.85
2010-09-27,20.700001
2010-09-28,20.65
2010-09-29,20.75
2010-09-30,19.75
2010-10-01,19.799999
2010-10-04,20.299999
2010-10-05,20.299999
2010-10-06,20.450001
2010-10-07,20.200001
2010-10-08,20.35
2010-10-11,20.15
2010-10-12,20.4
2010-10-13,20.25
2010-10-14,20.450001
2010-10-15,20.75
2010-10-18,21.049999
2010-10-19,21.1
2010-10-20,21.299999
2010-10-21,21.4
2010-10-22,21.049999
2010-10-25,21.5
2010-10-26,20.299999
2010-10-27,20.200001
2010-10-28,20.15
2010-10-29,20.5
2010-11-01,20.35
2010-11-02,20.200001
2010-11-03,19.299999
2010-11-04,20.200001
2010-11-05,20.25
2010-11-08,20.049999
2010-11-09,19.9
2010-11-10,20.25
2010-11-11,19.9
2010-11-12,20.25
2010-11-15,20.1
2010-11-16,19.950001
2010-11-17,20.15
2010-11-18,20.15
2010-11-19,20.1
2010-11-22,20.1
2010-11-23,20.049999
2010-11-24,20.299999
2010-11-26,20.299999
2010-11-29,20.4
2010-11-30,20.0
2010-12-01,20.299999
2010-12-02,20.35
2010-12-03,20.5
2010-12-06,20.4
2010-12-07,20.5
2010-12-08,20.6
2010-12-09,20.65
2010-12-10,20.799999
2010-12-13,21.1
2010-12-14,21.1
2010-12-15,20.5
2010-12-16,20.799999
2010-12-17,21.049999
2010-12-20,21.1
2010-12-21,21.25
2010-12-22,20.9
2010-12-23,21.35
2010-12-27,21.450001
2010-12-28,21.25
2010-12-29,20.65
2010-12-30,20.6
2010-12-31,20.549999
2011-01-03,20.700001
2011-01-04,20.299999
2011-01-05,20.299999
2011-01-06,20.5
2011-01-07,20.75
2011-01-10,20.5
2011-01-11,20.35
2011-01-12,20.450001
2011-01-13,20.549999
2011-01-14,20.65
2011-01-18,20.6
2011-01-19,20.6
2011-01-20,20.700001
2011-01-21,21.0
2011-01-24,21.1
2011-01-25,20.799999
2011-01-26,20.9
2011-01-27,21.1
2011-01-28,21.0
2011-01-31,21.0
2011-02-01,21.299999
2011-02-02,21.5
2011-02-03,21.4
2011-02-04,21.299999
2011-02-07,21.4
2011-02-08,21.35
2011-02-09,21.25
2011-02-10,20.75
2011-02-11,20.799999
2011-02-14,21.0
2011-02-15,20.6
2011-02-16,20.75
2011-02-17,21.200001
2011-02-18,21.35
2011-02-22,20.9
2011-02-23,20.950001
2011-02-24,21.25
2011-02-25,21.549999
2011-02-28,21.549999
2011-03-01,21.0
2011-03-02,21.0
2011-03-03,21.25
2011-03-04,21.200001
2011-03-07,21.450001
2011-03-08,21.450001
2011-03-09,21.35
2011-03-10,21.299999
2011-03-11,21.200001
2011-03-14,21.1
2011-03-15,20.950001
2011-03-16,20.85
2011-03-17,21.1
2011-03-18,21.299999
2011-03-21,21.4
2011-03-22,20.5
2011-03-23,20.65
2011-03-24,20.950001
2011-03-25,20.950001
2011-03-28,20.85
2011-03-29,20.1
2011-03-30,20.1
2011-03-31,19.799999
2011-04-01,19.799999
2011-04-04,19.75
2011-04-05,20.1
2011-04-06,20.049999
2011-04-07,19.799999
2011-04-08,19.6
2011-04-11,19.65
2011-04-12,19.450001
2011-04-13,19.450001
2011-04-14,19.65
2011-04-15,19.6
2011-04-18,19.450001
2011-04-19,19.450001
2011-04-20,19.6
2011-04-21,19.700001
2011-04-25,19.75
2011-04-26,19.799999
2011-04-27,19.9
2011-04-28,19.9
2011-04-29,20.25
2011-05-02,20.0
2011-05-03,20.25
2011-05-04,20.0
2011-05-05,19.700001
2011-05-06,19.549999
2011-05-09,19.549999
2011-05-10,19.9
2011-05-11,19.75
2011-05-12,19.549999
2011-05-13,19.299999
2011-05-16,19.4
2011-05-17,19.25
2011-05-18,19.35
2011-05-19,19.549999
2011-05-20,19.700001
2011-05-23,19.700001
2011-05-24,19.4
2011-05-25,19.15
2011-05-26,19.200001
2011-05-27,19.5
2011-05-31,19.549999
2011-06-01,19.200001
2011-06-02,19.25
2011-06-03,18.950001
2011-06-06,18.65
2011-06-07,18.5
2011-06-08,17.200001
2011-06-09,17.9
2011-06-10,17.75
2011-06-13,17.65
2011-06-14,17.75
2011-06-15,17.35
2011-06-16,17.450001
2011-06-17,17.25
2011-06-20,17.5
2011-06-21,17.6
2011-06-22,17.950001
2011-06-23,17.6
2011-06-24,17.6
2011-06-27,17.65
2011-06-28,17.0
2011-06-29,17.4
2011-06-30,17.299999
2011-07-01,17.700001
2011-07-05,17.35
2011-07-06,17.4
2011-07-07,17.299999
2011-07-08,17.6
2011-07-11,17.25
2011-07-12,17.1
2011-07-13,16.9
2011-07-14,16.450001
2011-07-15,16.25
2011-07-18,15.9
2011-07-19,16.25
2011-07-20,16.700001
2011-07-21,16.5
2011-07-22,16.65
2011-07-25,16.25
2011-07-26,16.1
2011-07-27,15.55
2011-07-28,15.65
2011-07-29,15.4
2011-08-01,15.55
2011-08-02,15.65
2011-08-03,16.1
2011-08-04,14.95
2011-08-05,15.05
2011-08-08,14.25
2011-08-09,15.8
2011-08-10,14.9
2011-08-11,15.7
2011-08-12,15.5
2011-08-15,16.25
2011-08-16,16.1
2011-08-17,16.15
2011-08-18,15.2
2011-08-19,15.0
2011-08-22,15.0
2011-08-23,15.55
2011-08-24,15.0
2011-08-25,14.75
2011-08-26,14.95
2011-08-29,15.4
2011-08-30,15.45
2011-08-31,15.15
2011-09-01,14.75
2011-09-02,14.45
2011-09-06,14.45
2011-09-07,14.75
2011-09-08,14.4
2011-09-09,14.2
2011-09-12,14.2
2011-09-13,14.25
2011-09-14,14.55
2011-09-15,14.9
2011-09-16,15.0
2011-09-19,15.2
2011-09-20,14.95
2011-09-21,14.55
2011-09-22,14.5
2011-09-23,15.0
2011-09-26,15.1
2011-09-27,15.0
2011-09-28,15.0
2011-09-29,14.4
2011-09-30,13.85
2011-10-03,13.1
2011-10-04,13.15
2011-10-05,12.85
2011-10-06,13.65
2011-10-07,13.3
2011-10-10,13.85
2011-10-11,14.1
2011-10-12,14.3
2011-10-13,13.95
2011-10-14,14.2
2011-10-17,14.3
2011-10-18,14.6
2011-10-19,14.65
2011-10-20,14.9
2011-10-21,14.45
2011-10-24,14.85
2011-10-25,14.6
2011-10-26,14.75
2011-10-27,15.05
2011-10-28,15.2
2011-10-31,15.05
2011-11-01,14.45
2011-11-02,14.55
2011-11-03,14.5
2011-11-04,14.35
2011-11-07,14.3
2011-11-08,14.35
2011-11-09,13.8
2011-11-10,12.85
2011-11-11,13.05
2011-11-14,12.75
2011-11-15,14.1
2011-11-16,13.6
2011-11-17,13.4
2011-11-18,13.45
2011-11-21,13.15
2011-11-22,13.2
2011-11-23,12.85
2011-11-25,13.0
2011-11-28,13.15
2011-11-29,12.85
2011-11-30,13.35
2011-12-01,13.2
2011-12-02,13.15
2011-12-05,13.3
2011-12-06,13.4
2011-12-07,13.45
2011-12-08,13.2
2011-12-09,13.45
2011-12-12,13.35
2011-12-13,13.45
2011-12-14,13.4
2011-12-15,13.35
2011-12-16,13.45
2011-12-19,13.3
2011-12-20,13.35
2011-12-21,13.6
2011-12-22,13.7
2011-12-23,13.7
2011-12-27,13.15
2011-12-28,12.65
2011-12-29,12.75
2011-12-30,12.55
2012-01-03,12.95
2012-01-04,12.85
2012-01-05,13.2
2012-01-06,13.2
2012-01-09,13.3
2012-01-10,13.25
2012-01-11,13.7
2012-01-12,13.7
2012-01-13,13.8
2012-01-17,13.95
2012-01-18,13.9
2012-01-19,13.95
2012-01-20,14.55
2012-01-23,14.75
2012-01-24,14.65
2012-01-25,15.0
2012-01-26,15.0
2012-01-27,15.25
2012-01-30,15.15
2012-01-31,15.2
2012-02-01,15.25
2012-02-02,15.55
2012-02-03,15.6
2012-02-06,15.45
2012-02-07,15.25
2012-02-08,15.15
2012-02-09,14.8
2012-02-10,14.65
2012-02-13,14.95
2012-02-14,14.75
2012-02-15,14.6
2012-02-16,14.95
2012-02-17,15.0
2012-02-21,14.8
2012-02-22,14.8
2012-02-23,15.1
2012-02-24,15.3
2012-02-27,15.15
2012-02-28,15.15
2012-02-29,15.35
2012-03-01,14.75
2012-03-02,14.75
2012-03-05,14.95
2012-03-06,14.8
2012-03-07,15.05
2012-03-08,14.9
2012-03-09,15.1
2012-03-12,15.1
2012-03-13,15.25
2012-03-14,15.0
2012-03-15,15.2
2012-03-16,14.75
2012-03-19,14.7
2012-03-20,14.8
2012-03-21,14.85
2012-03-22,14.7
2012-03-23,14.8
2012-03-26,14.95
2012-03-27,14.95
2012-03-28,14.3
2012-03-29,14.2
2012-03-30,14.15
2012-04-02,14.05
2012-04-03,13.95
2012-04-04,14.1
2012-04-05,13.95
2012-04-09,13.7
2012-04-10,13.7
2012-04-11,13.85
2012-04-12,14.0
2012-04-13,13.75
2012-04-16,13.8
2012-04-17,14.0
2012-04-18,13.95
2012-04-19,13.9
2012-04-20,13.9
2012-04-23,13.9
2012-04-24,14.15
2012-04-25,14.4
2012-04-26,14.4
2012-04-27,14.45
2012-04-30,14.45
2012-05-01,14.6
2012-05-02,14.4
2012-05-03,14.4
2012-05-04,14.3
2012-05-07,14.25
2012-05-08,14.2
2012-05-09,14.2
2012-05-10,14.1
2012-05-11,14.1
2012-05-14,14.3
2012-05-15,14.55
2012-05-16,14.65
2012-05-17,14.2
2012-05-18,13.6
2012-05-21,13.8
2012-05-22,13.7
2012-05-23,13.75
2012-05-24,13.95
2012-05-25,14.1
2012-05-29,14.35
2012-05-30,13.9
2012-05-31,14.0
2012-06-01,13.75
2012-06-04,13.55
2012-06-05,13.6
2012-06-06,14.05
2012-06-07,14.0
2012-06-08,14.05
2012-06-11,13.95
2012-06-12,14.25
2012-06-13,14.15
2012-06-14,14.3
2012-06-15,14.1
2012-06-18,14.4
2012-06-19,14.55
2012-06-20,13.7
2012-06-21,13.1
2012-06-22,12.6
2012-06-25,12.55
2012-06-26,12.6
2012-06-27,11.95
2012-06-28,11.8
2012-06-29,11.8
2012-07-02,12.0
2012-07-03,12.0
2012-07-05,11.85
2012-07-06,11.85
2012-07-09,11.85
2012-07-10,11.8
2012-07-11,12.0
2012-07-12,11.65
2012-07-13,11.75
2012-07-16,11.65
2012-07-17,11.85
2012-07-18,11.6
2012-07-19,11.5
2012-07-20,11.55
2012-07-23,11.5
2012-07-24,11.55
2012-07-25,11.45
2012-07-26,10.65
2012-07-27,11.4
2012-07-30,10.95
2012-07-31,10.8
2012-08-01,10.85
2012-08-02,10.75
2012-08-03,10.8
2012-08-06,10.9
2012-08-07,11.8
2012-08-08,11.6
2012-08-09,11.95
2012-08-10,11.9
2012-08-13,11.95
2012-08-14,12.1
2012-08-15,12.2
2012-08-16,12.25
2012-08-17,12.25
2012-08-20,12.15
2012-08-21,12.0
2012-08-22,12.0
2012-08-23,12.1
2012-08-24,12.25
2012-08-27,12.2
2012-08-28,12.4
2012-08-29,12.5
2012-08-30,12.65
2012-08-31,12.7
2012-09-04,12.9
2012-09-05,12.85
2012-09-06,13.05
2012-09-07,13.25
2012-09-10,13.25
2012-09-11,13.45
2012-09-12,13.55
2012-09-13,13.9
2012-09-14,13.6
2012-09-17,13.6
2012-09-18,13.35
2012-09-19,13.35
2012-09-20,13.75
2012-09-21,13.65
2012-09-24,13.6
2012-09-25,14.05
2012-09-26,14.05
2012-09-27,13.7
2012-09-28,13.55
2012-10-01,13.55
2012-10-02,13.7
2012-10-03,13.6
2012-10-04,13.7
2012-10-05,13.6
2012-10-08,13.65
2012-10-09,13.4
2012-10-10,13.1
2012-10-11,13.3
2012-10-12,12.9
2012-10-15,12.95
2012-10-16,12.85
2012-10-17,13.2
2012-10-18,13.55
2012-10-19,13.35
2012-10-22,13.15
2012-10-23,12.85
2012-10-24,13.25
2012-10-25,13.15
