Date,UL
1980-03-25,1.055556
1980-03-26,1.055556
1980-03-27,1.055556
1980-03-28,1.013889
1980-03-31,1.013889
1980-04-01,1.020833
1980-04-02,1.020833
1980-04-03,1.020833
1980-04-07,1.020833
1980-04-08,1.020833
1980-04-09,1.020833
1980-04-10,1.020833
1980-04-11,1.020833
1980-04-14,1.020833
1980-04-15,1.020833
1980-04-16,1.006944
1980-04-17,1.017361
1980-04-18,1.017361
1980-04-21,1.017361
1980-04-22,1.017361
1980-04-23,1.017361
1980-04-24,1.017361
1980-04-25,1.017361
1980-04-28,1.017361
1980-04-29,1.017361
1980-04-30,1.017361
1980-05-01,1.017361
1980-05-02,1.017361
1980-05-05,1.017361
1980-05-06,1.017361
1980-05-07,1.017361
1980-05-08,1.017361
1980-05-09,1.017361
1980-05-12,1.017361
1980-05-13,1.017361
1980-05-14,1.017361
1980-05-15,1.017361
1980-05-16,1.017361
1980-05-19,0.9375
1980-05-20,0.9375
1980-05-21,0.9375
1980-05-22,0.9375
1980-05-23,0.9375
1980-05-27,0.9375
1980-05-28,0.9375
1980-05-29,0.9375
1980-05-30,0.9375
1980-06-02,1.055556
1980-06-03,1.055556
1980-06-04,1.055556
1980-06-05,1.055556
1980-06-06,1.055556
1980-06-09,1.055556
1980-06-10,1.055556
1980-06-11,1.055556
1980-06-12,1.055556
1980-06-13,1.055556
1980-06-16,1.055556
1980-06-17,1.055556
1980-06-18,1.055556
1980-06-19,1.055556
1980-06-20,1.055556
1980-06-23,1.055556
1980-06-24,1.055556
1980-06-25,1.055556
1980-06-26,1.055556
1980-06-27,1.055556
1980-06-30,1.055556
1980-07-01,1.055556
1980-07-02,1.055556
1980-07-03,1.055556
1980-07-07,1.055556
1980-07-08,1.388889
1980-07-09,1.388889
1980-07-10,1.388889
1980-07-11,1.333333
1980-07-14,1.333333
1980-07-15,1.333333
1980-07-16,1.333333
1980-07-17,1.333333
1980-07-18,1.333333
1980-07-21,1.305556
1980-07-22,1.305556
1980-07-23,1.305556
1980-07-24,1.305556
1980-07-25,1.305556
1980-07-28,1.305556
1980-07-29,1.305556
1980-07-30,1.305556
1980-07-31,1.305556
1980-08-01,1.305556
1980-08-04,1.305556
1980-08-05,1.305556
1980-08-06,1.305556
1980-08-07,1.305556
1980-08-08,1.305556
1980-08-11,1.305556
1980-08-12,1.305556
1980-08-13,1.305556
1980-08-14,1.305556
1980-08-15,1.305556
1980-08-18,1.305556
1980-08-19,1.284722
1980-08-20,1.284722
1980-08-21,1.284722
1980-08-22,1.284722
1980-08-25,1.284722
1980-08-26,1.284722
1980-08-27,1.284722
1980-08-28,1.284722
1980-08-29,1.284722
1980-09-02,1.284722
1980-09-03,1.284722
1980-09-04,1.284722
1980-09-05,1.284722
1980-09-08,1.284722
1980-09-09,1.284722
1980-09-10,1.284722
1980-09-11,1.284722
1980-09-12,1.284722
1980-09-15,1.284722
1980-09-16,1.284722
1980-09-17,1.284722
1980-09-18,1.284722
1980-09-19,1.284722
1980-09-22,1.284722
1980-09-23,1.284722
1980-09-24,1.284722
1980-09-25,1.284722
1980-09-26,1.284722
1980-09-29,1.284722
1980-09-30,1.284722
1980-10-01,1.263889
1980-10-02,1.263889
1980-10-03,1.263889
1980-10-06,1.263889
1980-10-07,1.246528
1980-10-08,1.246528
1980-10-09,1.246528
1980-10-10,1.246528
1980-10-13,1.246528
1980-10-14,1.246528
1980-10-15,1.194444
1980-10-16,1.194444
1980-10-17,1.194444
1980-10-20,1.194444
1980-10-21,1.194444
1980-10-22,1.256944
1980-10-23,1.256944
1980-10-24,1.256944
1980-10-27,1.256944
1980-10-28,1.256944
1980-10-29,1.256944
1980-10-30,1.256944
1980-10-31,1.256944
1980-11-03,1.194444
1980-11-05,1.194444
1980-11-06,1.194444
1980-11-07,1.194444
1980-11-10,1.236111
1980-11-11,1.236111
1980-11-12,1.236111
1980-11-13,1.236111
1980-11-14,1.236111
1980-11-17,1.236111
1980-11-18,1.236111
1980-11-19,1.236111
1980-11-20,1.236111
1980-11-21,1.236111
1980-11-24,1.236111
1980-11-25,1.236111
1980-11-26,1.236111
1980-11-28,1.236111
1980-12-01,1.236111
1980-12-02,1.236111
1980-12-03,1.236111
1980-12-04,1.236111
1980-12-05,1.236111
1980-12-08,1.194444
1980-12-09,1.194444
1980-12-10,1.1875
1980-12-11,1.1875
1980-12-12,1.166667
1980-12-15,1.166667
1980-12-16,1.208333
1980-12-17,1.208333
1980-12-18,1.208333
1980-12-19,1.208333
1980-12-22,1.208333
1980-12-23,1.208333
1980-12-24,1.208333
1980-12-26,1.208333
1980-12-29,1.166667
1980-12-30,1.166667
1980-12-31,1.166667
1981-01-02,1.166667
1981-01-05,1.166667
1981-01-06,1.166667
1981-01-07,1.166667
1981-01-08,1.166667
1981-01-09,1.166667
1981-01-12,1.166667
1981-01-13,1.166667
1981-01-14,1.166667
1981-01-15,1.166667
1981-01-16,1.166667
1981-01-19,1.166667
1981-01-20,1.166667
1981-01-21,1.166667
1981-01-22,1.166667
1981-01-23,1.166667
1981-01-26,1.166667
1981-01-27,1.166667
1981-01-28,1.166667
1981-01-29,1.166667
1981-01-30,1.138889
1981-02-02,1.138889
1981-02-03,1.138889
1981-02-04,1.15625
1981-02-05,1.15625
1981-02-06,1.15625
1981-02-09,1.166667
1981-02-10,1.166667
1981-02-11,1.166667
1981-02-12,1.166667
1981-02-13,1.166667
1981-02-17,1.138889
1981-02-18,1.138889
1981-02-19,1.138889
1981-02-20,1.138889
1981-02-23,1.138889
1981-02-24,1.138889
1981-02-25,1.138889
1981-02-26,1.138889
1981-02-27,1.138889
1981-03-02,1.138889
1981-03-03,1.138889
1981-03-04,1.138889
1981-03-05,1.138889
1981-03-06,1.138889
1981-03-09,1.138889
1981-03-10,1.138889
1981-03-11,1.138889
1981-03-12,1.138889
1981-03-13,1.138889
1981-03-16,1.15625
1981-03-17,1.1875
1981-03-18,1.25
1981-03-19,1.25
1981-03-20,1.25
1981-03-23,1.25
1981-03-24,1.25
1981-03-25,1.25
1981-03-26,1.25
1981-03-27,1.201389
1981-03-30,1.201389
1981-03-31,1.208333
1981-04-01,1.208333
1981-04-02,1.194444
1981-04-03,1.194444
1981-04-06,1.194444
1981-04-07,1.194444
1981-04-08,1.229167
1981-04-09,1.229167
1981-04-10,1.229167
1981-04-13,1.229167
1981-04-14,1.229167
1981-04-15,1.270833
1981-04-16,1.270833
1981-04-20,1.270833
1981-04-21,1.270833
1981-04-22,1.243056
1981-04-23,1.243056
1981-04-24,1.243056
1981-04-27,1.243056
1981-04-28,1.243056
1981-04-29,1.243056
1981-04-30,1.243056
1981-05-01,1.263889
1981-05-04,1.263889
1981-05-05,1.232639
1981-05-06,1.225694
1981-05-07,1.277778
1981-05-08,1.277778
1981-05-11,1.243056
1981-05-12,1.243056
1981-05-13,1.194444
1981-05-14,1.194444
1981-05-15,1.208333
1981-05-18,1.208333
1981-05-19,1.208333
1981-05-20,1.208333
1981-05-21,1.208333
1981-05-22,1.222222
1981-05-26,1.222222
1981-05-27,1.222222
1981-05-28,1.236111
1981-05-29,1.236111
1981-06-01,1.236111
1981-06-02,1.347222
1981-06-03,1.347222
1981-06-04,1.347222
1981-06-05,1.347222
1981-06-08,1.347222
1981-06-09,1.347222
1981-06-10,1.263889
1981-06-11,1.263889
1981-06-12,1.222222
1981-06-15,1.222222
1981-06-16,1.277778
1981-06-17,1.305556
1981-06-18,1.305556
1981-06-19,1.305556
1981-06-22,1.305556
1981-06-23,1.354167
1981-06-24,1.354167
1981-06-25,1.305556
1981-06-26,1.305556
1981-06-29,1.305556
1981-06-30,1.305556
1981-07-01,1.305556
1981-07-02,1.305556
1981-07-06,1.305556
1981-07-07,1.305556
1981-07-08,1.305556
1981-07-09,1.305556
1981-07-10,1.305556
1981-07-13,1.305556
1981-07-14,1.305556
1981-07-15,1.305556
1981-07-16,1.305556
1981-07-17,1.263889
1981-07-20,1.208333
1981-07-21,1.208333
1981-07-22,1.208333
1981-07-23,1.208333
1981-07-24,1.208333
1981-07-27,1.208333
1981-07-28,1.208333
1981-07-29,1.208333
1981-07-30,1.208333
1981-07-31,1.208333
1981-08-03,1.208333
1981-08-04,1.208333
1981-08-05,1.208333
1981-08-06,1.208333
1981-08-07,1.180556
1981-08-10,1.180556
1981-08-11,1.180556
1981-08-12,1.180556
1981-08-13,1.180556
1981-08-14,1.180556
1981-08-17,1.305556
1981-08-18,1.305556
1981-08-19,1.305556
1981-08-20,1.305556
1981-08-21,1.305556
1981-08-24,1.305556
1981-08-25,1.305556
1981-08-26,1.326389
1981-08-27,1.326389
1981-08-28,1.277778
1981-08-31,1.277778
1981-09-01,1.277778
1981-09-02,1.277778
1981-09-03,1.277778
1981-09-04,1.277778
1981-09-08,1.277778
1981-09-09,1.277778
1981-09-10,1.277778
1981-09-11,1.277778
1981-09-14,1.277778
1981-09-15,1.277778
1981-09-16,1.277778
1981-09-17,1.277778
1981-09-18,1.277778
1981-09-21,1.277778
1981-09-22,1.277778
1981-09-23,1.222222
1981-09-24,1.166667
1981-09-25,1.166667
1981-09-28,1.166667
1981-09-29,1.166667
1981-09-30,1.170139
1981-10-01,1.170139
1981-10-02,1.128472
1981-10-05,1.128472
1981-10-06,1.128472
1981-10-07,1.128472
1981-10-08,1.180556
1981-10-09,1.180556
1981-10-12,1.180556
1981-10-13,1.180556
1981-10-14,1.236111
1981-10-15,1.236111
1981-10-16,1.236111
1981-10-19,1.180556
1981-10-20,1.180556
1981-10-21,1.163194
1981-10-22,1.163194
1981-10-23,1.166667
1981-10-26,1.097222
1981-10-27,1.097222
1981-10-28,1.097222
1981-10-29,1.145833
1981-10-30,1.145833
1981-11-02,1.25
1981-11-03,1.25
1981-11-04,1.25
1981-11-05,1.25
1981-11-06,1.25
1981-11-09,1.333333
1981-11-10,1.333333
1981-11-11,1.319444
1981-11-12,1.319444
1981-11-13,1.336806
1981-11-16,1.336806
1981-11-17,1.336806
1981-11-18,1.336806
1981-11-19,1.336806
1981-11-20,1.336806
1981-11-23,1.336806
1981-11-24,1.298611
1981-11-25,1.298611
1981-11-27,1.298611
1981-11-30,1.329861
1981-12-01,1.361111
1981-12-02,1.277778
1981-12-03,1.277778
1981-12-04,1.277778
1981-12-07,1.277778
1981-12-08,1.277778
1981-12-09,1.277778
1981-12-10,1.277778
1981-12-11,1.277778
1981-12-14,1.277778
1981-12-15,1.277778
1981-12-16,1.277778
1981-12-17,1.277778
1981-12-18,1.277778
1981-12-21,1.277778
1981-12-22,1.277778
1981-12-23,1.277778
1981-12-24,1.239583
1981-12-28,1.229167
1981-12-29,1.236111
1981-12-30,1.236111
1981-12-31,1.3125
1982-01-04,1.3125
1982-01-05,1.3125
1982-01-06,1.3125
1982-01-07,1.3125
1982-01-08,1.354167
1982-01-11,1.354167
1982-01-12,1.3125
1982-01-13,1.3125
1982-01-14,1.3125
1982-01-15,1.3125
1982-01-18,1.277778
1982-01-19,1.277778
1982-01-20,1.277778
1982-01-21,1.277778
1982-01-22,1.277778
1982-01-25,1.277778
1982-01-26,1.277778
1982-01-27,1.284722
1982-01-28,1.284722
1982-01-29,1.305556
1982-02-01,1.305556
1982-02-02,1.305556
1982-02-03,1.361111
1982-02-04,1.319444
1982-02-05,1.319444
1982-02-08,1.319444
1982-02-09,1.291667
1982-02-10,1.291667
1982-02-11,1.291667
1982-02-12,1.291667
1982-02-16,1.291667
1982-02-17,1.291667
1982-02-18,1.291667
1982-02-19,1.291667
1982-02-22,1.291667
1982-02-23,1.326389
1982-02-24,1.326389
1982-02-25,1.326389
1982-02-26,1.326389
1982-03-01,1.326389
1982-03-02,1.326389
1982-03-03,1.326389
1982-03-04,1.326389
1982-03-05,1.326389
1982-03-08,1.326389
1982-03-09,1.326389
1982-03-10,1.326389
1982-03-11,1.326389
1982-03-12,1.326389
1982-03-15,1.326389
1982-03-16,1.326389
1982-03-17,1.305556
1982-03-18,1.305556
1982-03-19,1.305556
1982-03-22,1.305556
1982-03-23,1.305556
1982-03-24,1.243056
1982-03-25,1.243056
1982-03-26,1.243056
1982-03-29,1.243056
1982-03-30,1.243056
1982-03-31,1.243056
1982-04-01,1.243056
1982-04-02,1.243056
1982-04-05,1.243056
1982-04-06,1.243056
1982-04-07,1.243056
1982-04-08,1.243056
1982-04-12,1.243056
1982-04-13,1.190972
1982-04-14,1.190972
1982-04-15,1.166667
1982-04-16,1.166667
1982-04-19,1.166667
1982-04-20,1.166667
1982-04-21,1.166667
1982-04-22,1.180556
1982-04-23,1.180556
1982-04-26,1.180556
1982-04-27,1.180556
1982-04-28,1.194444
1982-04-29,1.194444
1982-04-30,1.194444
