Date,TER
1973-02-21,1.2109379999999998
1973-02-22,1.203125
1973-02-23,1.1640629999999998
1973-02-26,1.140625
1973-02-27,0.960938
1973-02-28,0.960938
1973-03-01,1.03125
1973-03-02,1.078125
1973-03-05,1.0703129999999998
1973-03-06,1.0703129999999998
1973-03-07,1.1015629999999998
1973-03-08,1.09375
1973-03-09,1.09375
1973-03-12,1.0859379999999998
1973-03-13,1.0625
1973-03-14,1.0625
1973-03-15,1.0625
1973-03-16,1.0625
1973-03-19,1.0625
1973-03-20,1.078125
1973-03-21,1.0703129999999998
1973-03-22,0.953125
1973-03-23,0.9375
1973-03-26,0.914063
1973-03-27,0.9375
1973-03-28,0.9375
1973-03-29,0.9375
1973-03-30,0.929688
1973-04-02,0.828125
1973-04-03,0.921875
1973-04-04,0.9375
1973-04-05,0.90625
1973-04-06,0.90625
1973-04-09,0.914063
1973-04-10,0.914063
1973-04-11,0.929688
1973-04-12,0.9375
1973-04-13,0.9375
1973-04-16,0.929688
1973-04-17,0.945313
1973-04-18,0.9375
1973-04-19,0.929688
1973-04-23,0.96875
1973-04-24,0.96875
1973-04-25,0.984375
1973-04-26,1.0078129999999998
1973-04-27,1.0
1973-04-30,1.0078129999999998
1973-05-01,1.0078129999999998
1973-05-02,1.0234379999999998
1973-05-03,1.03125
1973-05-04,1.140625
1973-05-07,1.109375
1973-05-08,1.109375
1973-05-09,1.09375
1973-05-10,1.1015629999999998
1973-05-11,1.078125
1973-05-14,1.078125
1973-05-15,1.0625
1973-05-16,1.0546879999999998
1973-05-17,1.03125
1973-05-18,0.992188
1973-05-21,0.953125
1973-05-22,0.953125
1973-05-23,0.945313
1973-05-24,0.984375
1973-05-25,1.0234379999999998
1973-05-29,1.0390629999999998
1973-05-30,1.0234379999999998
1973-05-31,0.9375
1973-06-01,0.90625
1973-06-04,0.9375
1973-06-05,0.953125
1973-06-06,0.945313
1973-06-07,0.9375
1973-06-08,0.9375
1973-06-11,0.929688
1973-06-12,0.921875
1973-06-13,0.9375
1973-06-14,0.960938
1973-06-15,0.945313
1973-06-18,0.914063
1973-06-19,0.914063
1973-06-20,0.9375
1973-06-21,0.9375
1973-06-22,0.929688
1973-06-25,0.9375
1973-06-26,0.921875
1973-06-27,0.9375
1973-06-28,0.9375
1973-06-29,0.9375
1973-07-02,0.945313
1973-07-03,0.9375
1973-07-05,0.9375
1973-07-06,0.9375
1973-07-09,0.9375
1973-07-10,0.9375
1973-07-11,0.945313
1973-07-12,0.914063
1973-07-13,0.929688
1973-07-16,0.929688
1973-07-17,0.9375
1973-07-18,0.9375
1973-07-19,1.0859379999999998
1973-07-20,1.0390629999999998
1973-07-23,1.125
1973-07-24,1.1171879999999998
1973-07-25,1.125
1973-07-26,1.109375
1973-07-27,1.140625
1973-07-30,1.125
1973-07-31,1.109375
1973-08-01,1.109375
1973-08-02,1.09375
1973-08-03,1.09375
1973-08-06,1.1015629999999998
1973-08-07,1.1015629999999998
1973-08-08,1.09375
1973-08-09,1.1171879999999998
1973-08-10,1.1796879999999998
1973-08-13,1.1484379999999998
1973-08-14,1.140625
1973-08-15,1.1171879999999998
1973-08-16,1.0625
1973-08-17,1.0625
1973-08-20,1.046875
1973-08-21,1.046875
1973-08-22,1.03125
1973-08-23,1.03125
1973-08-24,1.0625
1973-08-27,1.015625
1973-08-28,1.015625
1973-08-29,1.0390629999999998
1973-08-30,1.140625
1973-08-31,1.21875
1973-09-04,1.25
1973-09-05,1.2265629999999998
1973-09-06,1.21875
1973-09-07,1.171875
1973-09-10,1.1640629999999998
1973-09-11,1.1640629999999998
1973-09-12,1.140625
1973-09-13,1.1875
1973-09-14,1.2734379999999998
