Date,SWK
1980-03-17,5.25
1980-03-18,5.2083330000000005
1980-03-19,5.25
1980-03-20,5.25
1980-03-21,5.2916669999999995
1980-03-24,5.125
1980-03-25,5.0833330000000005
1980-03-26,5.0208330000000005
1980-03-27,4.5833330000000005
1980-03-28,4.6666669999999995
1980-03-31,4.8333330000000005
1980-04-01,4.9583330000000005
1980-04-02,5.2083330000000005
1980-04-03,5.2916669999999995
1980-04-07,5.0833330000000005
1980-04-08,5.0416669999999995
1980-04-09,5.0
1980-04-10,5.0416669999999995
1980-04-11,4.9583330000000005
1980-04-14,4.9583330000000005
1980-04-15,4.8333330000000005
1980-04-16,4.875
1980-04-17,4.875
1980-04-18,4.9166669999999995
1980-04-21,4.75
1980-04-22,4.9166669999999995
1980-04-23,4.875
1980-04-24,4.8541669999999995
1980-04-25,4.8541669999999995
1980-04-28,4.875
1980-04-29,4.8541669999999995
1980-04-30,4.7291669999999995
1980-05-01,4.7916669999999995
1980-05-02,4.8333330000000005
1980-05-05,4.8125
1980-05-06,4.7708330000000005
1980-05-07,4.8333330000000005
1980-05-08,5.0416669999999995
1980-05-09,5.0416669999999995
1980-05-12,4.875
1980-05-13,4.75
1980-05-14,4.8125
1980-05-15,4.8333330000000005
1980-05-16,4.9166669999999995
1980-05-19,5.0
1980-05-20,5.0208330000000005
1980-05-21,5.0416669999999995
1980-05-22,5.375
1980-05-23,5.6666669999999995
1980-05-27,5.5
1980-05-28,5.3333330000000005
1980-05-29,5.1666669999999995
1980-05-30,5.1666669999999995
1980-06-02,5.3333330000000005
1980-06-03,5.4166669999999995
1980-06-04,5.4166669999999995
1980-06-05,5.4583330000000005
1980-06-06,5.25
1980-06-09,5.25
1980-06-10,5.375
1980-06-11,5.375
1980-06-12,5.4166669999999995
1980-06-13,5.5416669999999995
1980-06-16,5.7083330000000005
1980-06-17,5.7083330000000005
1980-06-18,5.6666669999999995
1980-06-19,5.625
1980-06-20,5.6666669999999995
1980-06-23,5.7083330000000005
1980-06-24,6.0833330000000005
1980-06-25,5.9166669999999995
1980-06-26,5.8333330000000005
1980-06-27,5.8333330000000005
1980-06-30,5.7916669999999995
1980-07-01,5.9166669999999995
1980-07-02,5.75
1980-07-03,5.6666669999999995
1980-07-07,5.7916669999999995
1980-07-08,5.875
1980-07-09,5.9166669999999995
1980-07-10,5.8333330000000005
1980-07-11,5.8333330000000005
1980-07-14,6.0
1980-07-15,5.9583330000000005
1980-07-16,5.75
1980-07-17,6.0
1980-07-18,5.9583330000000005
1980-07-21,6.0416669999999995
1980-07-22,6.0416669999999995
1980-07-23,6.0
1980-07-24,6.125
1980-07-25,6.0833330000000005
