Date,MRO
1970-01-02,5.757882
1970-01-05,5.799305
1970-01-06,5.695746
1970-01-07,5.757882
1970-01-08,5.965
1970-01-09,5.861441
1970-01-12,5.757882
1970-01-13,5.757882
1970-01-14,5.695746
1970-01-15,5.675035
1970-01-16,5.654323000000001
1970-01-19,5.695746
1970-01-20,5.633611
1970-01-21,5.633611
1970-01-22,5.612899
1970-01-23,5.592187
1970-01-26,5.447205
1970-01-27,5.3850690000000005
1970-01-28,5.488628
1970-01-29,5.405781
1970-01-30,5.50934
1970-02-02,5.447205
1970-02-03,5.592187
1970-02-04,5.612899
1970-02-05,5.488628
1970-02-06,5.5714760000000005
1970-02-09,5.612899
1970-02-10,5.592187
1970-02-11,5.633611
1970-02-12,5.675035
1970-02-13,5.612899
1970-02-16,5.695746
1970-02-17,5.799305
1970-02-18,5.944287999999999
1970-02-19,5.944287999999999
1970-02-20,6.006423000000001
1970-02-24,5.985712
1970-02-25,6.192830000000001
1970-02-26,6.172118
1970-02-27,6.172118
1970-03-02,6.234253
1970-03-03,6.379236
1970-03-04,6.462083
1970-03-05,6.462083
1970-03-06,6.399948
1970-03-09,6.2135419999999995
1970-03-10,6.2135419999999995
1970-03-11,6.296389
1970-03-12,6.275677
1970-03-13,6.275677
1970-03-16,6.109982
1970-03-17,6.192830000000001
1970-03-18,6.130694
1970-03-19,6.089271
1970-03-20,6.047847
1970-03-23,6.047847
1970-03-24,6.192830000000001
1970-03-25,6.254965
1970-03-26,6.254965
1970-03-30,6.151406
1970-03-31,6.192830000000001
1970-04-01,6.358524
1970-04-02,6.379236
1970-04-03,6.358524
1970-04-06,6.3378120000000004
1970-04-07,6.441371
1970-04-08,6.441371
1970-04-09,6.42066
1970-04-10,6.317101
1970-04-13,6.254965
1970-04-14,6.2135419999999995
1970-04-15,6.399948
1970-04-16,6.234253
1970-04-17,6.109982
1970-04-20,6.2135419999999995
1970-04-21,6.192830000000001
1970-04-22,6.192830000000001
1970-04-23,6.0271349999999995
1970-04-24,5.985712
1970-04-27,5.882153
1970-04-28,5.861441
1970-04-29,5.882153
1970-04-30,5.8407290000000005
1970-05-01,5.882153
1970-05-04,5.633611
1970-05-05,5.654323000000001
1970-05-06,5.716458
1970-05-07,5.757882
1970-05-08,5.799305
1970-05-11,5.757882
1970-05-12,5.799305
1970-05-13,5.799305
1970-05-14,5.612899
1970-05-15,5.633611
1970-05-18,5.654323000000001
1970-05-19,5.50934
1970-05-20,5.467916000000001
1970-05-21,5.426493
1970-05-22,5.3850690000000005
1970-05-25,5.198663
1970-05-26,5.095104
1970-05-27,5.302222
1970-05-28,5.467916000000001
1970-05-29,5.550764
1970-06-01,5.592187
1970-06-02,5.5714760000000005
1970-06-03,5.50934
1970-06-04,5.488628
1970-06-05,5.322934
1970-06-08,5.405781
1970-06-09,5.488628
1970-06-10,5.405781
1970-06-11,5.364357
1970-06-12,5.364357
1970-06-15,5.3850690000000005
1970-06-16,5.592187
1970-06-17,5.467916000000001
1970-06-18,5.50934
1970-06-19,5.467916000000001
1970-06-22,5.364357
1970-06-23,5.302222
1970-06-24,5.219375
1970-06-25,5.198663
1970-06-26,5.198663
1970-06-29,5.157239
1970-06-30,5.177951
1970-07-01,5.136528
1970-07-02,5.136528
1970-07-06,5.074392
1970-07-07,4.9915449999999995
1970-07-08,5.0329690000000005
1970-07-09,5.177951
1970-07-10,5.115816000000001
1970-07-13,5.115816000000001
1970-07-14,5.074392
1970-07-15,5.05368
1970-07-16,5.05368
1970-07-17,5.05368
1970-07-20,5.05368
1970-07-21,5.012257
1970-07-22,4.9915449999999995
1970-07-23,5.05368
1970-07-24,5.05368
1970-07-27,5.012257
1970-07-28,4.9915449999999995
1970-07-29,5.115816000000001
1970-07-30,5.136528
1970-07-31,5.157239
1970-08-03,5.136528
1970-08-04,5.136528
1970-08-05,5.074392
1970-08-06,5.0329690000000005
1970-08-07,5.0329690000000005
1970-08-10,4.950121
1970-08-11,4.950121
1970-08-12,4.908698
1970-08-13,4.950121
1970-08-14,4.950121
1970-08-17,4.908698
1970-08-18,4.887986
1970-08-19,4.887986
1970-08-20,4.950121
1970-08-21,5.157239
1970-08-24,5.05368
1970-08-25,5.115816000000001
1970-08-26,5.136528
1970-08-27,5.095104
1970-08-28,5.219375
1970-08-31,5.240087
1970-09-01,5.240087
1970-09-02,5.219375
1970-09-03,5.302222
1970-09-04,5.322934
1970-09-08,5.322934
1970-09-09,5.28151
1970-09-10,5.28151
1970-09-11,5.240087
1970-09-14,5.302222
1970-09-15,5.198663
1970-09-16,5.219375
1970-09-17,5.157239
1970-09-18,5.198663
1970-09-21,5.074392
1970-09-22,5.0329690000000005
1970-09-23,5.115816000000001
1970-09-24,5.364357
1970-09-25,5.364357
1970-09-28,5.343646
1970-09-29,5.343646
1970-09-30,5.364357
1970-10-01,5.198663
