Date,DPZ
2004-12-06,18.65
2004-12-07,18.559998999999998
2004-12-08,18.24
2004-12-09,18.07
2004-12-10,17.969998999999998
2004-12-13,17.780001000000002
2004-12-14,18.35
2004-12-15,18.129998999999998
2004-12-16,17.85
2004-12-17,17.700001
2004-12-20,17.25
2004-12-21,17.35
2004-12-22,17.25
2004-12-23,17.200001
2004-12-27,16.879998999999998
2004-12-28,17.219998999999998
2004-12-29,17.549999
2004-12-30,17.58
2004-12-31,17.799999
2005-01-03,17.530001000000002
2005-01-04,17.6
2005-01-05,17.42
2005-01-06,17.25
2005-01-07,17.08
2005-01-10,17.5
2005-01-11,17.83
2005-01-12,17.610001
2005-01-13,17.51
2005-01-14,17.719998999999998
2005-01-18,17.959999
2005-01-19,17.549999
2005-01-20,17.15
2005-01-21,17.18
2005-01-24,16.969998999999998
2005-01-25,16.950001
2005-01-26,17.0
2005-01-27,16.799999
2005-01-28,16.57
2005-01-31,16.68
2005-02-01,16.5
2005-02-02,16.700001
2005-02-03,16.6
2005-02-04,17.01
2005-02-07,16.84
2005-02-08,16.700001
2005-02-09,16.700001
2005-02-10,16.98
2005-02-11,16.91
2005-02-14,17.07
2005-02-15,17.02
2005-02-16,17.25
2005-02-17,17.129998999999998
2005-02-18,17.110001
2005-02-22,17.67
2005-02-23,17.299999
2005-02-24,17.200001
2005-02-25,17.26
2005-02-28,17.07
2005-03-01,17.23
2005-03-02,17.57
2005-03-03,17.5
2005-03-04,17.549999
2005-03-07,17.57
2005-03-08,17.4
2005-03-09,17.639999
2005-03-10,17.690001000000002
2005-03-11,17.93
2005-03-14,18.219998999999998
2005-03-15,18.17
2005-03-16,18.01
2005-03-17,18.030001000000002
2005-03-18,18.049999
2005-03-21,18.0
2005-03-22,17.879998999999998
2005-03-23,17.690001000000002
2005-03-24,17.91
2005-03-28,18.299999
2005-03-29,18.379998999999998
2005-03-30,18.639999
2005-03-31,18.690001000000002
2005-04-01,18.65
2005-04-04,18.65
2005-04-05,18.74
2005-04-06,18.65
2005-04-07,18.9
2005-04-08,18.879998999999998
2005-04-11,18.950001
2005-04-12,18.860001
2005-04-13,18.91
2005-04-14,18.950001
2005-04-15,18.66
2005-04-18,18.51
2005-04-19,18.82
2005-04-20,18.59
2005-04-21,18.9
2005-04-22,18.67
2005-04-25,18.719998999999998
2005-04-26,18.73
2005-04-27,18.469998999999998
2005-04-28,18.24
2005-04-29,18.16
2005-05-02,18.290001
2005-05-03,18.299999
2005-05-04,18.67
2005-05-05,18.5
2005-05-06,18.360001
2005-05-09,18.309998999999998
2005-05-10,19.27
2005-05-11,20.09
2005-05-12,20.280001000000002
2005-05-13,20.77
2005-05-16,20.9
2005-05-17,20.9
2005-05-18,21.450001
2005-05-19,21.67
2005-05-20,21.73
2005-05-23,21.969998999999998
2005-05-24,22.110001
2005-05-25,21.82
2005-05-26,21.41
2005-05-27,22.030001000000002
2005-05-31,22.889999
2005-06-01,22.57
2005-06-02,22.6
2005-06-03,22.940001000000002
2005-06-06,21.190001000000002
2005-06-07,20.870001000000002
2005-06-08,21.32
2005-06-09,21.5
2005-06-10,21.950001
2005-06-13,22.27
2005-06-14,22.59
2005-06-15,22.75
2005-06-16,22.5
2005-06-17,22.58
2005-06-20,22.879998999999998
2005-06-21,22.68
2005-06-22,22.629998999999998
2005-06-23,22.1
2005-06-24,21.610001
2005-06-27,21.5
2005-06-28,22.299999
2005-06-29,22.25
2005-06-30,22.26
2005-07-01,22.030001000000002
2005-07-05,22.440001000000002
2005-07-06,22.0
2005-07-07,22.280001000000002
2005-07-08,22.82
2005-07-11,22.73
2005-07-12,22.98
2005-07-13,23.9
2005-07-14,23.879998999999998
2005-07-15,24.25
2005-07-18,24.309998999999998
2005-07-19,24.790001
2005-07-20,24.799999
2005-07-21,24.77
2005-07-22,24.93
2005-07-25,24.85
2005-07-26,25.08
2005-07-27,25.299999
2005-07-28,25.290001
2005-07-29,25.02
2005-08-01,25.1
2005-08-02,25.200001
2005-08-03,24.57
2005-08-04,24.41
2005-08-05,25.26
2005-08-08,24.969998999999998
2005-08-09,25.040001
2005-08-10,24.98
2005-08-11,24.9
2005-08-12,24.540001
2005-08-15,24.49
2005-08-16,24.48
2005-08-17,23.639999
2005-08-18,23.129998999999998
2005-08-19,23.01
2005-08-22,22.98
2005-08-23,23.1
2005-08-24,22.700001
2005-08-25,22.969998999999998
2005-08-26,22.65
2005-08-29,22.860001
2005-08-30,22.870001000000002
2005-08-31,23.0
2005-09-01,22.299999
2005-09-02,22.370001000000002
2005-09-06,23.35
2005-09-07,23.9
2005-09-08,23.58
2005-09-09,23.66
2005-09-12,23.65
2005-09-13,23.049999
2005-09-14,22.4
2005-09-15,21.879998999999998
2005-09-16,22.5
2005-09-19,21.889999
2005-09-20,21.52
2005-09-21,21.459999
2005-09-22,22.1
2005-09-23,22.200001
2005-09-26,22.26
2005-09-27,22.6
2005-09-28,21.870001000000002
2005-09-29,22.68
2005-09-30,23.32
2005-10-03,22.690001000000002
2005-10-04,22.690001000000002
2005-10-05,22.200001
2005-10-06,22.129998999999998
2005-10-07,22.209999
2005-10-10,21.85
2005-10-11,21.469998999999998
2005-10-12,21.07
2005-10-13,21.58
2005-10-14,21.879998999999998
2005-10-17,21.719998999999998
2005-10-18,21.16
2005-10-19,21.290001
2005-10-20,21.5
2005-10-21,21.309998999999998
2005-10-24,21.6
2005-10-25,23.9
2005-10-26,24.280001000000002
2005-10-27,24.24
2005-10-28,23.9
2005-10-31,23.92
2005-11-01,24.110001
2005-11-02,24.35
2005-11-03,24.700001
2005-11-04,24.799999
2005-11-07,24.98
2005-11-08,25.299999
2005-11-09,25.209999
2005-11-10,25.639999
2005-11-11,23.969998999999998
2005-11-14,23.889999
2005-11-15,23.76
2005-11-16,24.09
2005-11-17,24.35
2005-11-18,24.629998999999998
2005-11-21,24.879998999999998
2005-11-22,24.91
2005-11-23,24.950001
2005-11-25,24.549999
2005-11-28,24.9
2005-11-29,24.99
2005-11-30,25.0
2005-12-01,25.299999
2005-12-02,25.1
2005-12-05,24.969998999999998
2005-12-06,24.92
2005-12-07,24.75
2005-12-08,24.799999
2005-12-09,24.66
2005-12-12,24.690001000000002
2005-12-13,24.99
2005-12-14,24.709999
2005-12-15,24.6
2005-12-16,24.59
2005-12-19,24.0
2005-12-20,24.33
2005-12-21,24.290001
2005-12-22,24.450001
2005-12-23,25.040001
2005-12-27,25.049999
2005-12-28,24.65
2005-12-29,24.379998999999998
2005-12-30,24.200001
2006-01-03,24.790001
2006-01-04,24.860001
2006-01-05,24.93
2006-01-06,25.200001
2006-01-09,25.549999
2006-01-10,25.549999
2006-01-11,24.26
2006-01-12,24.049999
2006-01-13,24.120001000000002
2006-01-17,24.049999
2006-01-18,24.08
2006-01-19,24.389999
2006-01-20,24.08
2006-01-23,24.15
2006-01-24,24.5
2006-01-25,24.98
2006-01-26,25.209999
2006-01-27,25.34
2006-01-30,25.0
2006-01-31,24.91
2006-02-01,25.33
2006-02-02,25.35
2006-02-03,25.52
2006-02-06,25.700001
2006-02-07,25.82
2006-02-08,25.639999
2006-02-09,25.85
2006-02-10,25.76
2006-02-13,26.15
2006-02-14,26.290001
2006-02-15,26.35
2006-02-16,26.32
2006-02-17,26.290001
2006-02-21,26.0
2006-02-22,25.99
2006-02-23,25.799999
2006-02-24,25.700001
2006-02-27,25.9
2006-02-28,25.5
2006-03-01,26.24
2006-03-02,26.48
2006-03-03,26.299999
2006-03-06,26.33
2006-03-07,25.52
2006-03-08,25.9
2006-03-09,26.15
2006-03-10,26.219998999999998
2006-03-13,26.82
2006-03-14,27.469998999999998
2006-03-15,27.969998999999998
2006-03-16,28.379998999999998
2006-03-17,28.120001000000002
2006-03-20,28.15
2006-03-21,27.76
2006-03-22,28.52
2006-03-23,28.58
2006-03-24,28.42
2006-03-27,28.33
2006-03-28,28.4
2006-03-29,28.75
2006-03-30,28.5
2006-03-31,28.549999
2006-04-03,28.620001000000002
2006-04-04,28.01
2006-04-05,27.870001000000002
2006-04-06,27.790001
2006-04-07,27.6
2006-04-10,27.27
2006-04-11,26.83
2006-04-12,27.219998999999998
2006-04-13,27.1
2006-04-17,27.18
2006-04-18,27.700001
2006-04-19,27.93
2006-04-20,28.040001
2006-04-21,27.530001000000002
2006-04-24,27.200001
2006-04-25,27.200001
2006-04-26,27.6
2006-04-27,26.35
2006-04-28,26.33
2006-05-01,25.280001000000002
2006-05-02,25.33
2006-05-03,25.549999
2006-05-04,26.02
2006-05-05,26.309998999999998
2006-05-08,26.43
2006-05-09,26.32
2006-05-10,25.99
2006-05-11,25.57
2006-05-12,24.889999
2006-05-15,25.049999
2006-05-16,25.25
2006-05-17,25.280001000000002
2006-05-18,24.889999
2006-05-19,24.76
2006-05-22,24.440001000000002
2006-05-23,24.200001
2006-05-24,24.120001000000002
2006-05-25,24.299999
2006-05-26,24.440001000000002
2006-05-30,23.57
2006-05-31,23.68
2006-06-01,24.5
2006-06-02,24.559998999999998
2006-06-05,23.799999
2006-06-06,23.809998999999998
2006-06-07,23.82
2006-06-08,23.9
2006-06-09,23.9
2006-06-12,23.290001
2006-06-13,23.1
2006-06-14,23.059998999999998
2006-06-15,24.120001000000002
2006-06-16,23.549999
2006-06-19,22.969998999999998
2006-06-20,23.299999
2006-06-21,23.610001
2006-06-22,23.309998999999998
2006-06-23,23.280001000000002
2006-06-26,23.92
2006-06-27,23.85
2006-06-28,23.559998999999998
2006-06-29,24.809998999999998
2006-06-30,24.74
2006-07-03,24.549999
2006-07-05,24.360001
2006-07-06,24.610001
2006-07-07,24.35
2006-07-10,24.51
2006-07-11,24.5
2006-07-12,23.92
2006-07-13,23.299999
2006-07-14,23.08
2006-07-17,23.17
2006-07-18,23.290001
2006-07-19,23.879998999999998
2006-07-20,21.84
2006-07-21,22.25
2006-07-24,22.5
2006-07-25,22.799999
2006-07-26,22.459999
2006-07-27,22.299999
2006-07-28,22.43
2006-07-31,22.74
2006-08-01,22.5
2006-08-02,22.99
2006-08-03,23.469998999999998
2006-08-04,23.52
2006-08-07,23.57
2006-08-08,23.25
2006-08-09,23.0
2006-08-10,23.51
2006-08-11,23.51
2006-08-14,23.379998999999998
2006-08-15,24.129998999999998
2006-08-16,24.07
2006-08-17,24.719998999999998
2006-08-18,24.530001000000002
2006-08-21,24.280001000000002
2006-08-22,24.07
2006-08-23,24.25
2006-08-24,23.68
2006-08-25,23.309998999999998
2006-08-28,23.77
2006-08-29,24.049999
2006-08-30,24.370001000000002
2006-08-31,24.450001
2006-09-01,24.51
2006-09-05,24.5
2006-09-06,24.459999
2006-09-07,24.0
2006-09-08,24.379998999999998
2006-09-11,24.48
2006-09-12,25.360001
2006-09-13,25.200001
2006-09-14,25.66
2006-09-15,25.85
2006-09-18,25.0
2006-09-19,24.950001
2006-09-20,25.799999
2006-09-21,25.049999
2006-09-22,24.91
2006-09-25,25.77
2006-09-26,25.790001
2006-09-27,25.58
2006-09-28,25.559998999999998
2006-09-29,25.65
2006-10-02,25.57
2006-10-03,26.030001000000002
2006-10-04,26.76
2006-10-05,26.950001
2006-10-06,26.709999
2006-10-09,26.469998999999998
2006-10-10,26.16
2006-10-11,25.559998999999998
2006-10-12,26.51
2006-10-13,26.389999
2006-10-16,27.1
2006-10-17,26.700001
2006-10-18,26.690001000000002
2006-10-19,26.49
2006-10-20,26.5
2006-10-23,26.67
2006-10-24,26.76
2006-10-25,27.200001
2006-10-26,27.299999
2006-10-27,26.879998999999998
2006-10-30,27.32
2006-10-31,27.18
2006-11-01,26.82
2006-11-02,26.34
2006-11-03,25.98
2006-11-06,26.93
2006-11-07,26.959999
2006-11-08,27.290001
2006-11-09,27.030001000000002
2006-11-10,27.43
2006-11-13,27.25
2006-11-14,27.290001
2006-11-15,27.530001000000002
2006-11-16,27.709999
2006-11-17,27.48
2006-11-20,27.6
2006-11-21,27.559998999999998
2006-11-22,27.77
2006-11-24,28.02
2006-11-27,27.09
2006-11-28,27.42
2006-11-29,27.879998999999998
2006-11-30,27.459999
2006-12-01,26.9
2006-12-04,27.42
2006-12-05,27.33
2006-12-06,26.969998999999998
2006-12-07,27.280001000000002
2006-12-08,27.25
2006-12-11,27.309998999999998
2006-12-12,27.27
2006-12-13,27.299999
2006-12-14,27.51
2006-12-15,27.75
2006-12-18,27.9
2006-12-19,27.879998999999998
2006-12-20,27.98
2006-12-21,27.66
2006-12-22,27.790001
2006-12-26,28.02
2006-12-27,28.360001
2006-12-28,28.35
2006-12-29,28.0
2007-01-03,28.040001
2007-01-04,28.360001
2007-01-05,28.0
2007-01-08,28.0
2007-01-09,28.5
2007-01-10,28.620001000000002
2007-01-11,28.940001000000002
2007-01-12,28.9
2007-01-16,28.77
2007-01-17,28.790001
2007-01-18,28.780001000000002
2007-01-19,28.700001
2007-01-22,28.76
2007-01-23,28.639999
2007-01-24,28.799999
2007-01-25,28.610001
2007-01-26,28.610001
2007-01-29,28.43
2007-01-30,28.440001000000002
2007-01-31,28.57
2007-02-01,28.5
2007-02-02,28.91
2007-02-05,28.68
2007-02-06,28.700001
2007-02-07,32.380001
2007-02-08,31.950001
2007-02-09,31.75
2007-02-12,31.709999
2007-02-13,31.82
2007-02-14,31.76
2007-02-15,31.969998999999998
2007-02-16,32.049999
2007-02-20,32.09
2007-02-21,32.299999
2007-02-22,32.299999
2007-02-23,31.950001
2007-02-26,31.700001
2007-02-27,31.08
2007-02-28,30.860001
2007-03-01,31.17
2007-03-02,30.83
2007-03-05,30.459999
2007-03-06,30.83
2007-03-07,30.93
2007-03-08,31.27
2007-03-09,31.35
2007-03-12,31.5
2007-03-13,30.85
2007-03-14,30.9
2007-03-15,31.49
2007-03-16,31.299999
2007-03-19,31.809998999999998
2007-03-20,31.969998999999998
2007-03-21,31.93
2007-03-22,31.85
2007-03-23,32.080002
2007-03-26,32.0
2007-03-27,32.0
2007-03-28,32.0
2007-03-29,32.09
2007-03-30,32.470001
2007-04-02,32.970001
2007-04-03,33.490002000000004
2007-04-04,33.540001000000004
2007-04-05,33.52
2007-04-09,33.57
2007-04-10,33.560001
2007-04-11,33.16
2007-04-12,33.16
2007-04-13,33.099998
2007-04-16,33.66
2007-04-17,33.509997999999996
2007-04-18,33.630001
2007-04-19,32.619999
2007-04-20,33.259997999999996
2007-04-23,33.209998999999996
2007-04-24,32.700001
2007-04-25,32.810001
2007-04-26,33.060001
2007-04-27,32.919998
2007-04-30,32.25
2007-05-01,32.599998
2007-05-02,32.07
2007-05-03,31.99
2007-05-04,32.369999
2007-05-07,19.629998999999998
2007-05-08,19.860001
2007-05-09,20.120001000000002
2007-05-10,19.75
2007-05-11,20.01
2007-05-14,20.209999
2007-05-15,19.940001000000002
2007-05-16,19.889999
2007-05-17,19.639999
2007-05-18,19.59
2007-05-21,19.700001
2007-05-22,19.790001
2007-05-23,19.67
2007-05-24,19.58
2007-05-25,19.629998999999998
2007-05-29,19.57
2007-05-30,19.450001
2007-05-31,19.620001000000002
2007-06-01,19.700001
2007-06-04,19.879998999999998
2007-06-05,19.809998999999998
2007-06-06,19.6
2007-06-07,19.33
2007-06-08,19.459999
2007-06-11,19.27
2007-06-12,19.1
2007-06-13,19.08
2007-06-14,18.82
2007-06-15,18.82
2007-06-18,18.629998999999998
2007-06-19,18.860001
2007-06-20,18.67
2007-06-21,18.33
2007-06-22,18.370001000000002
2007-06-25,18.0
2007-06-26,18.040001
2007-06-27,18.309998999999998
2007-06-28,18.360001
2007-06-29,18.27
2007-07-02,18.379998999999998
2007-07-03,18.43
2007-07-05,18.620001000000002
2007-07-06,18.799999
2007-07-09,18.76
2007-07-10,18.469998999999998
2007-07-11,18.73
2007-07-12,18.83
2007-07-13,18.790001
2007-07-16,18.690001000000002
2007-07-17,18.620001000000002
2007-07-18,18.389999
2007-07-19,18.52
2007-07-20,18.309998999999998
2007-07-23,18.280001000000002
2007-07-24,21.209999
2007-07-25,20.709999
2007-07-26,19.959999
2007-07-27,19.5
2007-07-30,19.290001
2007-07-31,19.15
2007-08-01,18.969998999999998
2007-08-02,19.02
2007-08-03,17.73
2007-08-06,18.049999
2007-08-07,17.76
2007-08-08,16.950001
2007-08-09,15.8
2007-08-10,17.129998999999998
2007-08-13,17.66
2007-08-14,17.389999
2007-08-15,16.99
2007-08-16,17.59
2007-08-17,17.719998999999998
2007-08-20,17.690001000000002
2007-08-21,17.540001
2007-08-22,17.809998999999998
2007-08-23,17.35
2007-08-24,17.74
2007-08-27,17.35
2007-08-28,16.93
2007-08-29,17.52
2007-08-30,17.27
2007-08-31,17.59
2007-09-04,17.66
2007-09-05,17.610001
2007-09-06,17.67
2007-09-07,17.139999
2007-09-10,16.84
2007-09-11,17.030001000000002
2007-09-12,16.83
2007-09-13,16.809998999999998
2007-09-14,16.940001000000002
2007-09-17,16.65
2007-09-18,17.200001
2007-09-19,17.559998999999998
2007-09-20,17.190001000000002
2007-09-21,17.18
2007-09-24,16.84
2007-09-25,16.57
2007-09-26,16.719998999999998
2007-09-27,16.65
2007-09-28,16.59
2007-10-01,17.17
2007-10-02,17.25
2007-10-03,17.25
2007-10-04,16.940001000000002
2007-10-05,17.209999
2007-10-08,16.889999
2007-10-09,16.940001000000002
2007-10-10,16.879998999999998
2007-10-11,16.809998999999998
2007-10-12,16.75
2007-10-15,16.559998999999998
2007-10-16,14.29
2007-10-17,14.63
2007-10-18,14.74
2007-10-19,14.46
2007-10-22,14.48
2007-10-23,15.02
2007-10-24,15.3
2007-10-25,15.17
2007-10-26,15.18
2007-10-29,14.82
2007-10-30,14.68
2007-10-31,15.44
2007-11-01,15.05
2007-11-02,14.74
2007-11-05,14.51
2007-11-06,14.41
2007-11-07,13.68
2007-11-08,14.18
2007-11-09,13.76
2007-11-12,14.01
2007-11-13,14.26
2007-11-14,14.06
2007-11-15,13.86
2007-11-16,13.89
2007-11-19,13.83
2007-11-20,13.56
2007-11-21,13.25
2007-11-23,13.54
2007-11-26,13.44
2007-11-27,13.34
2007-11-28,13.8
2007-11-29,13.79
2007-11-30,13.86
2007-12-03,13.57
2007-12-04,13.31
2007-12-05,13.25
2007-12-06,13.79
2007-12-07,13.73
2007-12-10,13.84
2007-12-11,13.45
2007-12-12,13.35
2007-12-13,13.11
2007-12-14,12.77
2007-12-17,12.84
2007-12-18,12.94
2007-12-19,12.75
2007-12-20,13.0
2007-12-21,13.04
2007-12-24,13.56
2007-12-26,13.47
2007-12-27,13.77
2007-12-28,13.16
2007-12-31,13.23
2008-01-02,12.8
2008-01-03,12.09
2008-01-04,11.72
2008-01-07,12.02
2008-01-08,11.59
2008-01-09,11.81
2008-01-10,12.33
2008-01-11,11.86
2008-01-14,12.07
2008-01-15,11.87
2008-01-16,12.13
2008-01-17,12.13
2008-01-18,12.13
2008-01-22,12.17
2008-01-23,13.6
2008-01-24,13.26
2008-01-25,13.25
2008-01-28,13.3
2008-01-29,13.33
2008-01-30,13.08
2008-01-31,13.61
2008-02-01,14.22
2008-02-04,13.82
2008-02-05,13.75
2008-02-06,13.49
2008-02-07,13.9
2008-02-08,13.61
2008-02-11,13.36
2008-02-12,13.68
2008-02-13,14.08
2008-02-14,13.63
2008-02-15,13.53
2008-02-19,13.49
2008-02-20,13.81
2008-02-21,13.42
2008-02-22,13.29
2008-02-25,13.01
2008-02-26,13.74
2008-02-27,14.06
2008-02-28,13.54
2008-02-29,13.25
2008-03-03,13.33
2008-03-04,13.34
2008-03-05,13.39
2008-03-06,13.04
2008-03-07,12.88
2008-03-10,13.02
2008-03-11,13.34
2008-03-12,13.38
2008-03-13,13.36
2008-03-14,13.01
2008-03-17,13.14
2008-03-18,13.37
2008-03-19,13.36
2008-03-20,14.51
2008-03-24,14.92
2008-03-25,14.35
2008-03-26,14.04
2008-03-27,13.84
2008-03-28,13.23
2008-03-31,13.49
2008-04-01,14.03
2008-04-02,14.02
2008-04-03,14.11
2008-04-04,14.13
2008-04-07,14.09
2008-04-08,13.93
2008-04-09,13.16
2008-04-10,13.2
2008-04-11,12.84
2008-04-14,12.77
2008-04-15,12.59
2008-04-16,12.74
2008-04-17,12.63
2008-04-18,13.05
2008-04-21,13.0
2008-04-22,12.65
2008-04-23,12.84
2008-04-24,12.94
2008-04-25,13.09
2008-04-28,12.69
2008-04-29,12.9
2008-04-30,13.28
2008-05-01,13.51
2008-05-02,13.52
2008-05-05,13.51
2008-05-06,13.46
2008-05-07,13.14
2008-05-08,13.1
2008-05-09,13.05
2008-05-12,13.51
2008-05-13,13.7
2008-05-14,13.66
2008-05-15,13.6
2008-05-16,13.07
2008-05-19,12.95
2008-05-20,12.9
2008-05-21,12.7
2008-05-22,12.83
2008-05-23,12.75
2008-05-27,12.98
2008-05-28,13.23
2008-05-29,13.62
2008-05-30,13.46
2008-06-02,13.06
2008-06-03,13.12
2008-06-04,13.44
2008-06-05,13.73
2008-06-06,13.02
2008-06-09,12.93
2008-06-10,13.12
2008-06-11,12.65
2008-06-12,12.61
2008-06-13,12.89
2008-06-16,12.86
2008-06-17,12.64
2008-06-18,12.32
2008-06-19,12.39
2008-06-20,12.14
2008-06-23,11.8
2008-06-24,12.09
2008-06-25,12.73
2008-06-26,11.79
2008-06-27,11.85
2008-06-30,11.5
2008-07-01,11.09
2008-07-02,10.59
2008-07-03,11.11
2008-07-07,11.07
2008-07-08,11.74
2008-07-09,11.03
2008-07-10,10.67
2008-07-11,10.58
2008-07-14,10.23
2008-07-15,10.27
2008-07-16,10.88
2008-07-17,10.6
2008-07-18,10.59
2008-07-21,10.39
2008-07-22,12.63
2008-07-23,13.36
2008-07-24,12.77
2008-07-25,12.98
2008-07-28,12.76
2008-07-29,13.07
2008-07-30,12.99
2008-07-31,12.96
2008-08-01,12.94
2008-08-04,12.82
2008-08-05,13.4
2008-08-06,13.46
2008-08-07,13.1
2008-08-08,13.53
2008-08-11,13.71
2008-08-12,13.6
2008-08-13,13.43
2008-08-14,13.74
2008-08-15,13.98
2008-08-18,13.76
2008-08-19,13.31
2008-08-20,13.2
2008-08-21,13.0
2008-08-22,13.7
2008-08-25,13.41
2008-08-26,13.41
2008-08-27,13.31
2008-08-28,13.61
2008-08-29,13.4
2008-09-02,13.48
2008-09-03,13.43
2008-09-04,13.07
2008-09-05,13.11
2008-09-08,13.5
2008-09-09,13.24
2008-09-10,13.35
2008-09-11,13.49
2008-09-12,13.14
2008-09-15,13.04
2008-09-16,13.36
2008-09-17,12.59
2008-09-18,12.66
2008-09-19,13.37
2008-09-22,12.59
2008-09-23,12.65
2008-09-24,12.21
2008-09-25,12.26
2008-09-26,12.3
2008-09-29,11.47
2008-09-30,12.14
2008-10-01,11.97
2008-10-02,11.32
2008-10-03,10.73
2008-10-06,10.09
2008-10-07,9.75
2008-10-08,9.77
2008-10-09,9.39
2008-10-10,9.53
2008-10-13,10.0
2008-10-14,7.45
2008-10-15,6.72
2008-10-16,6.49
2008-10-17,6.43
2008-10-20,6.4
2008-10-21,5.99
2008-10-22,5.84
2008-10-23,5.6
2008-10-24,5.25
2008-10-27,4.97
2008-10-28,4.97
2008-10-29,4.91
2008-10-30,5.63
2008-10-31,5.95
2008-11-03,5.8
2008-11-04,5.92
2008-11-05,5.28
2008-11-06,5.09
2008-11-07,5.04
2008-11-10,4.8
2008-11-11,4.4
2008-11-12,3.96
2008-11-13,4.3
2008-11-14,3.87
2008-11-17,3.91
2008-11-18,3.82
2008-11-19,3.09
2008-11-20,2.83
2008-11-21,3.03
2008-11-24,2.89
2008-11-25,3.54
2008-11-26,3.88
2008-11-28,3.86
2008-12-01,3.17
2008-12-02,3.42
2008-12-03,3.65
2008-12-04,3.48
2008-12-05,3.78
2008-12-08,4.08
2008-12-09,3.96
2008-12-10,4.24
2008-12-11,4.18
2008-12-12,4.53
2008-12-15,4.11
2008-12-16,4.32
2008-12-17,4.28
2008-12-18,4.42
2008-12-19,4.58
2008-12-22,4.39
2008-12-23,4.28
2008-12-24,4.31
2008-12-26,4.38
2008-12-29,4.4
2008-12-30,4.69
2008-12-31,4.71
2009-01-02,5.02
2009-01-05,5.17
2009-01-06,5.73
2009-01-07,6.03
2009-01-08,6.26
2009-01-09,6.13
2009-01-12,6.53
2009-01-13,6.18
2009-01-14,5.79
2009-01-15,5.9
2009-01-16,6.22
2009-01-20,5.44
2009-01-21,6.11
2009-01-22,5.99
2009-01-23,6.65
2009-01-26,7.02
2009-01-27,7.12
2009-01-28,7.09
2009-01-29,6.87
2009-01-30,6.69
2009-02-02,6.93
2009-02-03,7.07
2009-02-04,6.87
2009-02-05,6.97
2009-02-06,7.0
2009-02-09,7.0
2009-02-10,6.59
2009-02-11,6.52
2009-02-12,6.51
2009-02-13,6.45
2009-02-17,6.04
2009-02-18,5.94
2009-02-19,6.22
2009-02-20,6.55
2009-02-23,6.49
2009-02-24,6.15
2009-02-25,6.4
2009-02-26,6.52
2009-02-27,6.83
2009-03-02,6.7
2009-03-03,6.33
2009-03-04,6.44
2009-03-05,5.91
2009-03-06,5.88
2009-03-09,5.73
2009-03-10,6.11
2009-03-11,6.2
2009-03-12,6.28
2009-03-13,6.42
2009-03-16,6.23
2009-03-17,6.37
2009-03-18,6.62
2009-03-19,6.55
2009-03-20,6.45
2009-03-23,6.72
2009-03-24,6.65
2009-03-25,6.78
2009-03-26,7.05
2009-03-27,6.82
2009-03-30,6.64
2009-03-31,6.55
2009-04-01,6.42
2009-04-02,6.76
2009-04-03,7.03
2009-04-06,6.75
2009-04-07,6.67
2009-04-08,6.87
2009-04-09,7.38
2009-04-13,7.36
