Date,SU
1981-03-05,0.0625
1981-03-06,0.0625
1981-03-09,0.0625
1981-03-10,0.0625
1981-03-11,0.0625
1981-03-12,0.0625
1981-03-13,0.0625
1981-03-16,0.0625
1981-03-17,0.0625
1981-03-18,0.0625
1981-03-19,0.05859400000000001
1981-03-20,0.054688
1981-03-23,0.054688
1981-03-24,0.054688
1981-03-25,0.054688
1981-03-26,0.054688
1981-03-27,0.054688
1981-03-30,0.054688
1981-03-31,0.054688
1981-04-01,0.054688
1981-04-02,0.05859400000000001
1981-04-03,0.05859400000000001
1981-04-06,0.054688
1981-04-07,0.054688
1981-04-08,0.054688
1981-04-09,0.054688
1981-04-10,0.054688
1981-04-13,0.054688
1981-04-14,0.050781
1981-04-15,0.054688
1981-04-16,0.054688
1981-04-20,0.050781
1981-04-21,0.050781
1981-04-22,0.054688
1981-04-23,0.050781
1981-04-24,0.050781
1981-04-27,0.050781
1981-04-28,0.050781
1981-04-29,0.046875
1981-04-30,0.050781
1981-05-01,0.050781
1981-05-04,0.046875
1981-05-05,0.050781
1981-05-06,0.046875
1981-05-07,0.046875
1981-05-08,0.046875
1981-05-11,0.046875
1981-05-12,0.046875
1981-05-13,0.046875
1981-05-14,0.046875
1981-05-15,0.046875
1981-05-18,0.046875
1981-05-19,0.046875
1981-05-20,0.046875
1981-05-21,0.046875
1981-05-22,0.046875
1981-05-26,0.046875
1981-05-27,0.046875
1981-05-28,0.046875
1981-05-29,0.046875
1981-06-01,0.046875
1981-06-02,0.046875
1981-06-03,0.042969
1981-06-04,0.042969
1981-06-05,0.046875
1981-06-08,0.042969
1981-06-09,0.042969
1981-06-10,0.042969
1981-06-11,0.042969
1981-06-12,0.042969
1981-06-15,0.050781
1981-06-16,0.050781
1981-06-17,0.050781
1981-06-18,0.050781
1981-06-19,0.050781
1981-06-22,0.046875
1981-06-23,0.046875
1981-06-24,0.046875
1981-06-25,0.046875
1981-06-26,0.046875
1981-06-29,0.042969
1981-06-30,0.039063
1981-07-01,0.039063
1981-07-02,0.039063
1981-07-06,0.039063
1981-07-07,0.039063
1981-07-08,0.039063
1981-07-09,0.039063
1981-07-10,0.039063
1981-07-13,0.039063
1981-07-14,0.035156
1981-07-15,0.035156
1981-07-16,0.039063
1981-07-17,0.039063
1981-07-20,0.039063
1981-07-21,0.035156
1981-07-22,0.033202999999999996
1981-07-23,0.033202999999999996
1981-07-24,0.03125
1981-07-27,0.033202999999999996
1981-07-28,0.03125
1981-07-29,0.03125
1981-07-30,0.03125
1981-07-31,0.03125
1981-08-03,0.03125
1981-08-04,0.03125
1981-08-05,0.03125
1981-08-06,0.03125
1981-08-07,0.03125
1981-08-10,0.03125
1981-08-11,0.03125
1981-08-12,0.03125
1981-08-13,0.03125
1981-08-14,0.027344
1981-08-17,0.027344
1981-08-18,0.027344
1981-08-19,0.027344
1981-08-20,0.027344
1981-08-21,0.027344
1981-08-24,0.027344
1981-08-25,0.027344
1981-08-26,0.027344
1981-08-27,0.027344
1981-08-28,0.027344
1981-08-31,0.027344
1981-09-01,0.027344
1981-09-02,0.025391
1981-09-03,0.027344
1981-09-04,0.027344
1981-09-08,0.027344
1981-09-09,0.027344
1981-09-10,0.03125
1981-09-11,0.03125
1981-09-14,0.033202999999999996
1981-09-15,0.035156
1981-09-16,0.03125
1981-09-17,0.03125
1981-09-18,0.025391
1981-09-21,0.025391
1981-09-22,0.025391
1981-09-23,0.025391
1981-09-24,0.027344
1981-09-25,0.025391
1981-09-28,0.025391
1981-09-29,0.027344
1981-09-30,0.027344
1981-10-01,0.027344
1981-10-02,0.027344
1981-10-05,0.027344
1981-10-06,0.027344
1981-10-07,0.027344
1981-10-08,0.027344
1981-10-09,0.027344
1981-10-12,0.027344
1981-10-13,0.027344
1981-10-14,0.027344
1981-10-15,0.027344
1981-10-16,0.027344
1981-10-19,0.027344
1981-10-20,0.027344
1981-10-21,0.027344
1981-10-22,0.027344
1981-10-23,0.027344
1981-10-26,0.027344
1981-10-27,0.027344
1981-10-28,0.027344
1981-10-29,0.029297000000000004
1981-10-30,0.033202999999999996
1981-11-02,0.035156
1981-11-03,0.041016000000000004
1981-11-04,0.044922000000000004
1981-11-05,0.046875
1981-11-06,0.042969
1981-11-09,0.042969
1981-11-10,0.039063
1981-11-11,0.039063
1981-11-12,0.041016000000000004
1981-11-13,0.041016000000000004
1981-11-16,0.041016000000000004
1981-11-17,0.041016000000000004
1981-11-18,0.041016000000000004
1981-11-19,0.050781
1981-11-20,0.054688
1981-11-23,0.050781
1981-11-24,0.05859400000000001
1981-11-25,0.054688
1981-11-27,0.054688
1981-11-30,0.054688
1981-12-01,0.050781
1981-12-02,0.050781
1981-12-03,0.05859400000000001
1981-12-04,0.0625
1981-12-07,0.05859400000000001
1981-12-08,0.05859400000000001
1981-12-09,0.056641
1981-12-10,0.054688
1981-12-11,0.05859400000000001
1981-12-14,0.056641
1981-12-15,0.056641
1981-12-16,0.056641
1981-12-17,0.056641
1981-12-18,0.060547000000000004
1981-12-21,0.054688
1981-12-22,0.056641
1981-12-23,0.05859400000000001
1981-12-24,0.05859400000000001
1981-12-28,0.05859400000000001
1981-12-29,0.05859400000000001
1981-12-30,0.05859400000000001
1981-12-31,0.0625
1982-01-04,0.0625
1982-01-05,0.060547000000000004
1982-01-06,0.060547000000000004
1982-01-07,0.0625
1982-01-08,0.0625
1982-01-11,0.06640599999999999
1982-01-12,0.060547000000000004
1982-01-13,0.0625
1982-01-14,0.064453
1982-01-15,0.064453
1982-01-18,0.064453
1982-01-19,0.064453
1982-01-20,0.06640599999999999
1982-01-21,0.06640599999999999
1982-01-22,0.06640599999999999
1982-01-25,0.064453
1982-01-26,0.064453
1982-01-27,0.064453
1982-01-28,0.064453
1982-01-29,0.0625
1982-02-01,0.0625
1982-02-02,0.060547000000000004
1982-02-03,0.05859400000000001
1982-02-04,0.05859400000000001
1982-02-05,0.05859400000000001
1982-02-08,0.05859400000000001
1982-02-09,0.05859400000000001
1982-02-10,0.05859400000000001
1982-02-11,0.05859400000000001
1982-02-12,0.05859400000000001
1982-02-16,0.05859400000000001
1982-02-17,0.05859400000000001
1982-02-18,0.05859400000000001
1982-02-19,0.05859400000000001
1982-02-22,0.05859400000000001
1982-02-23,0.05859400000000001
1982-02-24,0.05859400000000001
1982-02-25,0.05859400000000001
1982-02-26,0.05859400000000001
1982-03-01,0.05859400000000001
1982-03-02,0.05859400000000001
1982-03-03,0.05859400000000001
1982-03-04,0.05859400000000001
1982-03-05,0.05859400000000001
1982-03-08,0.05859400000000001
1982-03-09,0.05859400000000001
1982-03-10,0.05859400000000001
1982-03-11,0.05859400000000001
1982-03-12,0.05859400000000001
1982-03-15,0.05859400000000001
1982-03-16,0.05859400000000001
1982-03-17,0.05859400000000001
1982-03-18,0.05859400000000001
1982-03-19,0.05859400000000001
1982-03-22,0.05859400000000001
1982-03-23,0.05859400000000001
1982-03-24,0.05859400000000001
1982-03-25,0.05859400000000001
1982-03-26,0.05859400000000001
1982-03-29,0.05859400000000001
1982-03-30,0.05859400000000001
1982-03-31,0.05859400000000001
1982-04-01,0.11718800000000001
1982-04-02,0.11328099999999999
1982-04-05,0.11328099999999999
1982-04-06,0.109375
1982-04-07,0.10546900000000001
1982-04-08,0.10351600000000001
1982-04-12,0.09765599999999999
1982-04-13,0.09375
1982-04-14,0.09765599999999999
1982-04-15,0.101563
1982-04-16,0.10546900000000001
1982-04-19,0.101563
1982-04-20,0.09375
1982-04-21,0.09765599999999999
1982-04-22,0.09765599999999999
1982-04-23,0.09765599999999999
1982-04-26,0.09765599999999999
1982-04-27,0.09765599999999999
1982-04-28,0.08984400000000001
1982-04-29,0.08984400000000001
1982-04-30,0.08984400000000001
1982-05-03,0.085938
1982-05-04,0.085938
1982-05-05,0.085938
1982-05-06,0.085938
1982-05-07,0.078125
1982-05-10,0.078125
1982-05-11,0.078125
1982-05-12,0.078125
1982-05-13,0.078125
1982-05-14,0.08203099999999999
1982-05-17,0.08203099999999999
1982-05-18,0.08203099999999999
1982-05-19,0.08203099999999999
1982-05-20,0.08203099999999999
1982-05-21,0.085938
1982-05-24,0.085938
1982-05-25,0.08203099999999999
1982-05-26,0.3125
1982-05-27,0.3125
1982-05-28,0.3125
1982-06-01,0.304688
1982-06-02,0.296875
1982-06-03,0.296875
1982-06-04,0.296875
1982-06-07,0.289063
1982-06-08,0.289063
1982-06-09,0.273438
1982-06-10,0.273438
1982-06-11,0.257813
1982-06-14,0.25
1982-06-15,0.24218800000000001
1982-06-16,0.24218800000000001
1982-06-17,0.22656300000000001
1982-06-18,0.21875
1982-06-21,0.21093800000000001
1982-06-22,0.22656300000000001
1982-06-23,0.24218800000000001
1982-06-24,0.24218800000000001
1982-06-25,0.25
1982-06-28,0.25
1982-06-29,0.24218800000000001
1982-06-30,0.24218800000000001
1982-07-01,0.24218800000000001
1982-07-02,0.24218800000000001
1982-07-06,0.234375
1982-07-07,0.22656300000000001
1982-07-08,0.21093800000000001
1982-07-09,0.22656300000000001
1982-07-12,0.22656300000000001
1982-07-13,0.21875
1982-07-14,0.21875
1982-07-15,0.21875
1982-07-16,0.21093800000000001
1982-07-19,0.21875
1982-07-20,0.21875
1982-07-21,0.21875
1982-07-22,0.21875
1982-07-23,0.22656300000000001
1982-07-26,0.22656300000000001
1982-07-27,0.22656300000000001
1982-07-28,0.22656300000000001
1982-07-29,0.21875
1982-07-30,0.21875
1982-08-02,0.21093800000000001
1982-08-03,0.21093800000000001
1982-08-04,0.21093800000000001
1982-08-05,0.203125
1982-08-06,0.203125
1982-08-09,0.19531300000000001
1982-08-10,0.19531300000000001
1982-08-11,0.19531300000000001
1982-08-12,0.19531300000000001
1982-08-13,0.19531300000000001
1982-08-16,0.203125
1982-08-17,0.21093800000000001
1982-08-18,0.21093800000000001
1982-08-19,0.21875
1982-08-20,0.21875
1982-08-23,0.21875
1982-08-24,0.21093800000000001
1982-08-25,0.203125
1982-08-26,0.19531300000000001
1982-08-27,0.203125
1982-08-30,0.203125
1982-08-31,0.203125
1982-09-01,0.203125
1982-09-02,0.203125
1982-09-03,0.203125
1982-09-07,0.1875
1982-09-08,0.1875
1982-09-09,0.19531300000000001
1982-09-10,0.1875
1982-09-13,0.1875
1982-09-14,0.191406
1982-09-15,0.191406
1982-09-16,0.191406
1982-09-17,0.199219
1982-09-20,0.22656300000000001
1982-09-21,0.25
1982-09-22,0.25
1982-09-23,0.25
1982-09-24,0.257813
1982-09-27,0.265625
1982-09-28,0.28125
1982-09-29,0.277344
1982-09-30,0.257813
1982-10-01,0.257813
1982-10-04,0.257813
1982-10-05,0.24218800000000001
1982-10-06,0.24218800000000001
1982-10-07,0.257813
1982-10-08,0.257813
1982-10-11,0.265625
1982-10-12,0.265625
1982-10-13,0.289063
1982-10-14,0.289063
1982-10-15,0.289063
1982-10-18,0.289063
1982-10-19,0.273438
1982-10-20,0.28125
1982-10-21,0.289063
1982-10-22,0.320313
1982-10-25,0.3125
1982-10-26,0.300781
1982-10-27,0.320313
1982-10-28,0.335938
1982-10-29,0.414063
1982-11-01,0.4375
1982-11-02,0.421875
1982-11-03,0.414063
1982-11-04,0.4375
1982-11-05,0.445313
1982-11-08,0.46875
1982-11-09,0.507813
1982-11-10,0.492188
1982-11-11,0.492188
1982-11-12,0.492188
1982-11-15,0.476563
1982-11-16,0.445313
1982-11-17,0.445313
1982-11-18,0.445313
1982-11-19,0.453125
1982-11-22,0.4375
1982-11-23,0.4375
1982-11-24,0.445313
1982-11-26,0.453125
1982-11-29,0.53125
1982-11-30,0.546875
1982-12-01,0.585938
1982-12-02,0.578125
1982-12-03,0.59375
1982-12-06,0.59375
1982-12-07,0.601563
1982-12-08,0.59375
1982-12-09,0.59375
1982-12-10,0.539063
1982-12-13,0.515625
1982-12-14,0.476563
1982-12-15,0.476563
1982-12-16,0.5
1982-12-17,0.546875
1982-12-20,0.515625
1982-12-21,0.539063
1982-12-22,0.539063
1982-12-23,0.515625
1982-12-27,0.523438
1982-12-28,0.515625
1982-12-29,0.515625
1982-12-30,0.492188
1982-12-31,0.46875
1983-01-03,0.476563
1983-01-04,0.476563
1983-01-05,0.5
1983-01-06,0.523438
1983-01-07,0.523438
1983-01-10,0.53125
1983-01-11,0.554688
1983-01-12,0.554688
1983-01-13,0.539063
1983-01-14,0.523438
1983-01-17,0.507813
1983-01-18,0.484375
1983-01-19,0.484375
1983-01-20,0.492188
1983-01-21,0.53125
1983-01-24,0.507813
1983-01-25,0.523438
1983-01-26,0.53125
1983-01-27,0.5625
1983-01-28,0.570313
1983-01-31,0.570313
1983-02-01,0.5625
1983-02-02,0.570313
1983-02-03,0.5625
1983-02-04,0.570313
1983-02-07,0.578125
1983-02-08,0.585938
1983-02-09,0.609375
1983-02-10,0.640625
1983-02-11,0.679688
1983-02-14,0.703125
1983-02-15,0.679688
1983-02-16,0.671875
1983-02-17,0.664063
1983-02-18,0.65625
1983-02-22,0.632813
1983-02-23,0.632813
1983-02-24,0.632813
1983-02-25,0.578125
1983-02-28,0.59375
1983-03-01,0.632813
1983-03-02,0.632813
1983-03-03,0.632813
1983-03-04,0.648438
1983-03-07,0.695313
1983-03-08,0.65625
1983-03-09,0.65625
1983-03-10,0.617188
1983-03-11,0.601563
1983-03-14,0.585938
1983-03-15,0.59375
1983-03-16,0.59375
1983-03-17,0.59375
1983-03-18,0.609375
1983-03-21,0.585938
1983-03-22,0.5625
1983-03-23,0.554688
1983-03-24,0.554688
1983-03-25,0.5625
1983-03-28,0.554688
1983-03-29,0.539063
1983-03-30,0.539063
1983-03-31,0.515625
1983-04-04,0.507813
1983-04-05,0.507813
1983-04-06,0.53125
1983-04-07,0.539063
1983-04-08,0.539063
1983-04-11,0.53125
1983-04-12,0.523438
1983-04-13,0.523438
1983-04-14,0.523438
1983-04-15,0.585938
1983-04-18,0.617188
1983-04-19,0.59375
1983-04-20,0.585938
1983-04-21,0.5625
1983-04-22,0.570313
1983-04-25,0.539063
1983-04-26,0.53125
1983-04-27,0.539063
1983-04-28,0.539063
1983-04-29,0.570313
1983-05-02,0.554688
1983-05-03,0.539063
1983-05-04,0.539063
1983-05-05,0.546875
1983-05-06,0.585938
1983-05-09,0.601563
1983-05-10,0.601563
1983-05-11,0.59375
1983-05-12,0.570313
1983-05-13,0.570313
1983-05-16,0.570313
1983-05-17,0.578125
1983-05-18,0.59375
1983-05-19,0.609375
1983-05-20,0.617188
1983-05-23,0.609375
1983-05-24,0.609375
1983-05-25,0.648438
1983-05-26,0.664063
1983-05-27,0.671875
1983-05-31,0.632813
1983-06-01,0.632813
1983-06-02,0.617188
1983-06-03,0.617188
1983-06-06,0.632813
1983-06-07,0.617188
1983-06-08,0.601563
1983-06-09,0.59375
1983-06-10,0.609375
1983-06-13,0.617188
1983-06-14,0.617188
1983-06-15,0.617188
1983-06-16,0.625
1983-06-17,0.625
1983-06-20,0.664063
1983-06-21,0.71875
1983-06-22,0.789063
1983-06-23,0.851563
1983-06-24,0.820313
1983-06-27,0.789063
1983-06-28,0.75
1983-06-29,0.742188
1983-06-30,0.796875
1983-07-01,0.78125
1983-07-05,0.765625
1983-07-06,0.765625
1983-07-07,0.828125
1983-07-08,0.859375
1983-07-11,0.867188
1983-07-12,0.851563
1983-07-13,0.859375
1983-07-14,0.914063
1983-07-15,0.914063
1983-07-18,0.984375
1983-07-19,1.0390629999999998
1983-07-20,1.1015629999999998
1983-07-21,1.1484379999999998
1983-07-22,1.1640629999999998
1983-07-25,1.09375
1983-07-26,0.96875
1983-07-27,0.984375
1983-07-28,0.984375
1983-07-29,1.03125
1983-08-01,1.046875
1983-08-02,1.046875
1983-08-03,0.992188
1983-08-04,1.0078129999999998
1983-08-05,0.875
1983-08-08,0.710938
1983-08-09,0.742188
1983-08-10,0.773438
1983-08-11,0.773438
1983-08-12,0.804688
1983-08-15,0.765625
1983-08-16,0.757813
1983-08-17,0.742188
1983-08-18,0.726563
1983-08-19,0.695313
1983-08-22,0.6875
1983-08-23,0.789063
1983-08-24,0.789063
1983-08-25,0.828125
1983-08-26,0.804688
1983-08-29,0.796875
1983-08-30,0.820313
1983-08-31,0.8125
1983-09-01,0.804688
1983-09-02,0.796875
1983-09-06,0.78125
1983-09-07,0.734375
1983-09-08,0.75
1983-09-09,0.757813
1983-09-12,0.726563
1983-09-13,0.71875
1983-09-14,0.726563
1983-09-15,0.71875
1983-09-16,0.71875
1983-09-19,0.710938
1983-09-20,0.710938
1983-09-21,0.71875
1983-09-22,0.8125
1983-09-23,0.804688
1983-09-26,0.773438
1983-09-27,0.742188
1983-09-28,0.710938
1983-09-29,0.726563
1983-09-30,0.695313
1983-10-03,0.664063
1983-10-04,0.640625
1983-10-05,0.679688
1983-10-06,0.703125
1983-10-07,0.671875
1983-10-10,0.671875
1983-10-11,0.664063
1983-10-12,0.65625
1983-10-13,0.632813
1983-10-14,0.640625
1983-10-17,0.617188
1983-10-18,0.578125
1983-10-19,0.53125
1983-10-20,0.523438
1983-10-21,0.523438
1983-10-24,0.5
1983-10-25,0.476563
1983-10-26,0.453125
1983-10-27,0.46875
1983-10-28,0.46875
1983-10-31,0.460938
1983-11-01,0.460938
1983-11-02,0.476563
1983-11-03,0.5
1983-11-04,0.515625
1983-11-07,0.5625
1983-11-08,0.578125
1983-11-09,0.5625
1983-11-10,0.539063
1983-11-11,0.53125
1983-11-14,0.523438
1983-11-15,0.507813
1983-11-16,0.492188
1983-11-17,0.492188
1983-11-18,0.539063
1983-11-21,0.53125
1983-11-22,0.546875
1983-11-23,0.53125
1983-11-25,0.539063
1983-11-28,0.53125
1983-11-29,0.523438
1983-11-30,0.515625
1983-12-01,0.523438
1983-12-02,0.523438
1983-12-05,0.5
1983-12-06,0.484375
1983-12-07,0.4375
1983-12-08,0.4375
1983-12-09,0.421875
1983-12-12,0.421875
1983-12-13,0.429688
1983-12-14,0.414063
1983-12-15,0.414063
1983-12-16,0.414063
1983-12-19,0.414063
1983-12-20,0.40625
1983-12-21,0.40625
1983-12-22,0.40625
1983-12-23,0.382813
1983-12-27,0.382813
1983-12-28,0.375
1983-12-29,0.40625
1983-12-30,0.421875
1984-01-03,0.460938
1984-01-04,0.476563
1984-01-05,0.476563
1984-01-06,0.460938
1984-01-09,0.445313
1984-01-10,0.4375
1984-01-11,0.4375
1984-01-12,0.421875
1984-01-13,0.414063
1984-01-16,0.398438
1984-01-17,0.421875
1984-01-18,0.421875
1984-01-19,0.414063
1984-01-20,0.414063
1984-01-23,0.398438
1984-01-24,0.375
1984-01-25,0.351563
1984-01-26,0.367188
1984-01-27,0.351563
1984-01-30,0.351563
1984-01-31,0.359375
1984-02-01,0.359375
1984-02-02,0.367188
1984-02-03,0.359375
1984-02-06,0.351563
1984-02-07,0.335938
1984-02-08,0.289063
1984-02-09,0.273438
1984-02-10,0.296875
1984-02-13,0.273438
1984-02-14,0.273438
1984-02-15,0.28125
1984-02-16,0.273438
1984-02-17,0.24218800000000001
1984-02-21,0.24218800000000001
1984-02-22,0.257813
1984-02-23,0.28125
1984-02-24,0.289063
1984-02-27,0.3125
1984-02-28,0.304688
1984-02-29,0.304688
1984-03-01,0.304688
1984-03-02,0.320313
1984-03-05,0.320313
1984-03-06,0.34375
1984-03-07,0.375
1984-03-08,0.367188
1984-03-09,0.367188
1984-03-12,0.359375
1984-03-13,0.367188
1984-03-14,0.34375
1984-03-15,0.335938
1984-03-16,0.335938
1984-03-19,0.320313
1984-03-20,0.328125
1984-03-21,0.3125
1984-03-22,0.289063
1984-03-23,0.273438
1984-03-26,0.296875
1984-03-27,0.328125
1984-03-28,0.359375
1984-03-29,0.351563
1984-03-30,0.351563
1984-04-02,0.335938
1984-04-03,0.3125
1984-04-04,0.320313
1984-04-05,0.3125
1984-04-06,0.304688
1984-04-09,0.296875
1984-04-10,0.304688
1984-04-11,0.296875
1984-04-12,0.296875
1984-04-13,0.296875
1984-04-16,0.289063
1984-04-17,0.296875
1984-04-18,0.296875
1984-04-19,0.289063
1984-04-23,0.28125
1984-04-24,0.296875
1984-04-25,0.28125
1984-04-26,0.289063
1984-04-27,0.296875
1984-04-30,0.328125
1984-05-01,0.304688
1984-05-02,0.3125
1984-05-03,0.304688
1984-05-04,0.289063
1984-05-07,0.28125
1984-05-08,0.273438
1984-05-09,0.273438
1984-05-10,0.265625
1984-05-11,0.273438
1984-05-14,0.265625
1984-05-15,0.273438
1984-05-16,0.273438
1984-05-17,0.25
1984-05-18,0.25
1984-05-21,0.25
1984-05-22,0.234375
1984-05-23,0.21875
1984-05-24,0.21093800000000001
1984-05-25,0.21093800000000001
1984-05-29,0.21875
1984-05-30,0.21093800000000001
1984-05-31,0.203125
1984-06-01,0.21093800000000001
1984-06-04,0.257813
1984-06-05,0.25
1984-06-06,0.273438
1984-06-07,0.273438
1984-06-08,0.273438
1984-06-11,0.273438
1984-06-12,0.273438
1984-06-13,0.265625
1984-06-14,0.265625
1984-06-15,0.265625
1984-06-18,0.25
1984-06-19,0.25
1984-06-20,0.25
1984-06-21,0.24218800000000001
1984-06-22,0.22656300000000001
1984-06-25,0.234375
1984-06-26,0.21875
1984-06-27,0.22656300000000001
1984-06-28,0.22656300000000001
1984-06-29,0.234375
1984-07-02,0.22656300000000001
1984-07-03,0.234375
1984-07-05,0.22656300000000001
1984-07-06,0.257813
1984-07-09,0.25
1984-07-10,0.25
1984-07-11,0.24218800000000001
1984-07-12,0.234375
