Date,CLF
1973-02-21,2.015625
1973-02-22,2.023438
1973-02-23,2.0
1973-02-26,1.96875
1973-02-27,1.960938
1973-02-28,1.953125
1973-03-01,1.90625
1973-03-02,1.882813
1973-03-05,1.875
1973-03-06,1.875
1973-03-07,1.882813
1973-03-08,1.882813
1973-03-09,1.875
1973-03-12,1.8632810000000002
1973-03-13,1.875
1973-03-14,1.8242189999999998
1973-03-15,1.8710939999999998
1973-03-16,1.8476560000000002
1973-03-19,1.820313
1973-03-20,1.820313
1973-03-21,1.8164060000000002
1973-03-22,1.8242189999999998
1973-03-23,1.7851560000000002
1973-03-26,1.78125
1973-03-27,1.7929689999999998
1973-03-28,1.765625
1973-03-29,1.789063
1973-03-30,1.8125
1973-04-02,1.84375
1973-04-03,1.8554689999999998
1973-04-04,1.84375
1973-04-05,1.84375
1973-04-06,1.8632810000000002
1973-04-09,1.8632810000000002
1973-04-10,1.851563
1973-04-11,1.84375
1973-04-12,1.8554689999999998
1973-04-13,1.8554689999999998
1973-04-16,1.8554689999999998
1973-04-17,1.8476560000000002
1973-04-18,1.859375
1973-04-19,1.8632810000000002
1973-04-23,1.8945310000000002
1973-04-24,1.929688
1973-04-25,1.9335939999999998
1973-04-26,1.9375
1973-04-27,1.9375
1973-04-30,1.929688
1973-05-01,1.9101560000000002
1973-05-02,1.921875
1973-05-03,1.921875
1973-05-04,1.9375
1973-05-07,1.9648439999999998
1973-05-08,1.9570310000000002
1973-05-09,1.96875
1973-05-10,1.960938
1973-05-11,1.960938
1973-05-14,1.953125
1973-05-15,1.945313
1973-05-16,1.9375
1973-05-17,1.9375
1973-05-18,1.890625
1973-05-21,1.867188
1973-05-22,1.867188
1973-05-23,1.8476560000000002
1973-05-24,1.867188
1973-05-25,1.859375
1973-05-29,1.851563
1973-05-30,1.851563
1973-05-31,1.851563
1973-06-01,1.851563
1973-06-04,1.84375
1973-06-05,1.84375
1973-06-06,1.8242189999999998
1973-06-07,1.835938
1973-06-08,1.84375
1973-06-11,1.84375
1973-06-12,1.84375
1973-06-13,1.851563
1973-06-14,1.851563
1973-06-15,1.859375
1973-06-18,1.9023439999999998
1973-06-19,1.9023439999999998
1973-06-20,1.90625
1973-06-21,1.90625
1973-06-22,1.90625
1973-06-25,1.90625
1973-06-26,1.921875
1973-06-27,1.914063
1973-06-28,1.921875
1973-06-29,1.921875
1973-07-02,1.914063
1973-07-03,1.914063
1973-07-05,1.9179689999999998
1973-07-06,1.929688
1973-07-09,1.9414060000000002
1973-07-10,1.929688
1973-07-11,1.9492189999999998
1973-07-12,1.9648439999999998
1973-07-13,1.9570310000000002
1973-07-16,1.960938
1973-07-17,1.960938
1973-07-18,2.019531
1973-07-19,2.0625
1973-07-20,2.066406
1973-07-23,2.09375
1973-07-24,2.09375
1973-07-25,2.15625
1973-07-26,2.148438
1973-07-27,2.15625
1973-07-30,2.152344
1973-07-31,2.152344
1973-08-01,2.140625
1973-08-02,2.140625
1973-08-03,2.15625
1973-08-06,2.160156
1973-08-07,2.199219
1973-08-08,2.222656
1973-08-09,2.226563
1973-08-10,2.25
1973-08-13,2.25
1973-08-14,2.265625
1973-08-15,2.257813
1973-08-16,2.25
1973-08-17,2.257813
1973-08-20,2.261719
1973-08-21,2.253906
1973-08-22,2.257813
1973-08-23,2.28125
1973-08-24,2.253906
1973-08-27,2.257813
1973-08-28,2.25
1973-08-29,2.273438
1973-08-30,2.28125
1973-08-31,2.28125
1973-09-04,2.292969
1973-09-05,2.324219
1973-09-06,2.34375
1973-09-07,2.34375
1973-09-10,2.332031
1973-09-11,2.332031
1973-09-12,2.324219
1973-09-13,2.316406
1973-09-14,2.289063
1973-09-17,2.28125
1973-09-18,2.273438
1973-09-19,2.28125
1973-09-20,2.308594
1973-09-21,2.320313
1973-09-24,2.351563
1973-09-25,2.390625
1973-09-26,2.417969
1973-09-27,2.417969
1973-09-28,2.421875
1973-10-01,2.433594
1973-10-02,2.382813
1973-10-03,2.382813
1973-10-04,2.390625
1973-10-05,2.371094
1973-10-08,2.402344
1973-10-09,2.414063
1973-10-10,2.414063
1973-10-11,2.421875
1973-10-12,2.460938
1973-10-15,2.46875
1973-10-16,2.488281
1973-10-17,2.5
1973-10-18,2.515625
1973-10-19,2.554688
1973-10-22,2.566406
1973-10-23,2.589844
1973-10-24,2.605469
1973-10-25,2.578125
1973-10-26,2.554688
1973-10-29,2.484375
1973-10-30,2.484375
1973-10-31,2.445313
1973-11-01,2.460938
1973-11-02,2.453125
1973-11-05,2.425781
1973-11-06,2.386719
1973-11-07,2.328125
1973-11-08,2.359375
1973-11-09,2.355469
1973-11-12,2.304688
1973-11-13,2.253906
1973-11-14,2.222656
1973-11-15,2.210938
1973-11-16,2.21875
1973-11-19,2.207031
1973-11-20,2.0625
1973-11-21,2.054688
1973-11-23,2.054688
1973-11-26,2.015625
1973-11-27,1.9179689999999998
1973-11-28,1.984375
1973-11-29,2.019531
1973-11-30,2.054688
1973-12-03,2.0625
1973-12-04,2.097656
1973-12-05,2.097656
1973-12-06,2.09375
1973-12-07,2.125
1973-12-10,2.179688
1973-12-11,2.242188
