Date,NKE
1980-12-02,0.17968800000000001
1980-12-03,0.175781
1980-12-04,0.181641
1980-12-05,0.171875
1980-12-08,0.162109
1980-12-09,0.158203
1980-12-10,0.14843800000000001
1980-12-11,0.140625
1980-12-12,0.146484
1980-12-15,0.152344
1980-12-16,0.14843800000000001
1980-12-17,0.142578
1980-12-18,0.146484
1980-12-19,0.152344
1980-12-22,0.152344
1980-12-23,0.15625
1980-12-24,0.162109
1980-12-26,0.16406300000000001
1980-12-29,0.162109
1980-12-30,0.166016
1980-12-31,0.16406300000000001
1981-01-02,0.167969
1981-01-05,0.174805
1981-01-06,0.175781
1981-01-07,0.166016
1981-01-08,0.162109
1981-01-09,0.160156
1981-01-12,0.162109
1981-01-13,0.166016
1981-01-14,0.171875
1981-01-15,0.171875
1981-01-16,0.171875
1981-01-19,0.171875
1981-01-20,0.166016
1981-01-21,0.16406300000000001
1981-01-22,0.15625
1981-01-23,0.160156
1981-01-26,0.15625
1981-01-27,0.15625
1981-01-28,0.15625
1981-01-29,0.15625
1981-01-30,0.150391
1981-02-02,0.146484
1981-02-03,0.146484
1981-02-04,0.146484
1981-02-05,0.150391
1981-02-06,0.150391
1981-02-09,0.146484
1981-02-10,0.146484
1981-02-11,0.142578
1981-02-12,0.142578
1981-02-13,0.140625
1981-02-17,0.140625
1981-02-18,0.144531
1981-02-19,0.14843800000000001
1981-02-20,0.146484
1981-02-23,0.146484
1981-02-24,0.14843800000000001
1981-02-25,0.14843800000000001
1981-02-26,0.150391
1981-02-27,0.150391
1981-03-02,0.150391
1981-03-03,0.154297
1981-03-04,0.154297
1981-03-05,0.152344
1981-03-06,0.150391
1981-03-09,0.14843800000000001
1981-03-10,0.136719
1981-03-11,0.138672
1981-03-12,0.140625
1981-03-13,0.142578
1981-03-16,0.138672
1981-03-17,0.138672
1981-03-18,0.136719
1981-03-19,0.134766
1981-03-20,0.136719
1981-03-23,0.136719
1981-03-24,0.138672
1981-03-25,0.136719
1981-03-26,0.138672
1981-03-27,0.140625
1981-03-30,0.144531
1981-03-31,0.146484
1981-04-01,0.15625
1981-04-02,0.15625
1981-04-03,0.160156
1981-04-06,0.15625
1981-04-07,0.15625
1981-04-08,0.15625
1981-04-09,0.169922
1981-04-10,0.169922
1981-04-13,0.16406300000000001
1981-04-14,0.160156
1981-04-15,0.171875
1981-04-16,0.173828
1981-04-20,0.173828
1981-04-21,0.173828
1981-04-22,0.175781
1981-04-23,0.175781
1981-04-24,0.166016
1981-04-27,0.166016
1981-04-28,0.166016
1981-04-29,0.16406300000000001
1981-04-30,0.162109
1981-05-01,0.162109
1981-05-04,0.160156
1981-05-05,0.158203
1981-05-06,0.158203
1981-05-07,0.160156
1981-05-08,0.160156
1981-05-11,0.158203
1981-05-12,0.162109
1981-05-13,0.16406300000000001
1981-05-14,0.160156
1981-05-15,0.158203
1981-05-18,0.158203
1981-05-19,0.158203
1981-05-20,0.158203
1981-05-21,0.160156
1981-05-22,0.160156
1981-05-26,0.16406300000000001
1981-05-27,0.169922
1981-05-28,0.177734
1981-05-29,0.177734
1981-06-01,0.183594
1981-06-02,0.185547
1981-06-03,0.183594
1981-06-04,0.183594
1981-06-05,0.185547
1981-06-08,0.183594
1981-06-09,0.183594
1981-06-10,0.185547
1981-06-11,0.1875
1981-06-12,0.189453
1981-06-15,0.191406
1981-06-16,0.193359
1981-06-17,0.189453
1981-06-18,0.17968800000000001
1981-06-19,0.181641
1981-06-22,0.181641
1981-06-23,0.191406
1981-06-24,0.1875
1981-06-25,0.185547
1981-06-26,0.185547
1981-06-29,0.185547
1981-06-30,0.181641
1981-07-01,0.183594
1981-07-02,0.185547
1981-07-06,0.17968800000000001
1981-07-07,0.167969
1981-07-08,0.166016
1981-07-09,0.167969
1981-07-10,0.166016
1981-07-13,0.169922
1981-07-14,0.169922
1981-07-15,0.173828
1981-07-16,0.173828
1981-07-17,0.173828
1981-07-20,0.166016
1981-07-21,0.162109
1981-07-22,0.162109
1981-07-23,0.166016
1981-07-24,0.171875
1981-07-27,0.169922
1981-07-28,0.171875
1981-07-29,0.169922
1981-07-30,0.171875
1981-07-31,0.169922
1981-08-03,0.16406300000000001
1981-08-04,0.16406300000000001
1981-08-05,0.158203
1981-08-06,0.158203
1981-08-07,0.152344
1981-08-10,0.152344
1981-08-11,0.162109
1981-08-12,0.16406300000000001
1981-08-13,0.16406300000000001
1981-08-14,0.16406300000000001
1981-08-17,0.162109
1981-08-18,0.150391
1981-08-19,0.154297
1981-08-20,0.154297
1981-08-21,0.15625
1981-08-24,0.150391
1981-08-25,0.145508
1981-08-26,0.14843800000000001
1981-08-27,0.14843800000000001
1981-08-28,0.150391
1981-08-31,0.150391
1981-09-01,0.14843800000000001
1981-09-02,0.150391
1981-09-03,0.150391
1981-09-04,0.146484
1981-09-08,0.144531
1981-09-09,0.146484
1981-09-10,0.150391
1981-09-11,0.154297
1981-09-14,0.158203
1981-09-15,0.166016
1981-09-16,0.15625
1981-09-17,0.154297
1981-09-18,0.154297
1981-09-21,0.15625
1981-09-22,0.150391
1981-09-23,0.150391
1981-09-24,0.150391
1981-09-25,0.146484
1981-09-28,0.144531
1981-09-29,0.146484
1981-09-30,0.14843800000000001
1981-10-01,0.14843800000000001
1981-10-02,0.152344
1981-10-05,0.15625
1981-10-06,0.154297
1981-10-07,0.154297
1981-10-08,0.15625
1981-10-09,0.146484
1981-10-12,0.154297
1981-10-13,0.169922
1981-10-14,0.175781
1981-10-15,0.175781
1981-10-16,0.177734
1981-10-19,0.183594
1981-10-20,0.1875
1981-10-21,0.191406
1981-10-22,0.189453
1981-10-23,0.1875
1981-10-26,0.1875
1981-10-27,0.191406
1981-10-28,0.205078
1981-10-29,0.208984
1981-10-30,0.207031
1981-11-02,0.201172
1981-11-03,0.203125
1981-11-04,0.203125
1981-11-05,0.203125
1981-11-06,0.199219
1981-11-09,0.201172
1981-11-10,0.203125
1981-11-11,0.205078
1981-11-12,0.212891
1981-11-13,0.21093800000000001
1981-11-16,0.207031
1981-11-17,0.205078
1981-11-18,0.203125
1981-11-19,0.20605500000000002
1981-11-20,0.207031
1981-11-23,0.207031
1981-11-24,0.21093800000000001
1981-11-25,0.212891
1981-11-27,0.214844
1981-11-30,0.216797
1981-12-01,0.222656
1981-12-02,0.222656
1981-12-03,0.21875
1981-12-04,0.21875
1981-12-07,0.21875
1981-12-08,0.216797
1981-12-09,0.214844
1981-12-10,0.214844
1981-12-11,0.214844
1981-12-14,0.212891
1981-12-15,0.214844
1981-12-16,0.214844
1981-12-17,0.214844
1981-12-18,0.21875
1981-12-21,0.216797
