Date,GFI
1980-03-17,8.613264
1980-03-18,8.613264
1980-03-19,10.012919
1980-03-20,9.474591
1980-03-21,10.228251
1980-03-24,10.228251
1980-03-25,9.259259
1980-03-26,8.936262
1980-03-27,7.751938000000001
1980-03-28,8.828596000000001
1980-03-31,8.613264
1980-04-01,8.613264
1980-04-02,9.043927
1980-04-03,8.936262
1980-04-07,9.582256
1980-04-08,9.959087
1980-04-09,9.797588000000001
1980-04-10,9.366925
1980-04-11,9.474591
1980-04-14,9.151593
1980-04-15,9.043927
1980-04-16,9.043927
1980-04-17,9.689922
1980-04-18,9.474591
1980-04-21,9.366925
1980-04-22,9.366925
1980-04-23,9.474591
1980-04-24,10.228251
1980-04-25,10.120585
1980-04-28,9.366925
1980-04-29,9.366925
1980-04-30,9.151593
1980-05-01,9.259259
1980-05-02,9.474591
1980-05-05,9.474591
1980-05-06,9.151593
1980-05-07,9.259259
1980-05-08,9.474591
1980-05-09,9.474591
1980-05-12,9.474591
1980-05-13,9.905254
1980-05-14,10.335917
1980-05-15,9.905254
1980-05-16,10.228251
1980-05-19,10.228251
1980-05-20,10.228251
1980-05-21,10.228251
1980-05-22,10.120585
1980-05-23,10.443583
1980-05-27,10.874247
1980-05-28,10.766581
1980-05-29,11.089578
1980-05-30,11.089578
1980-06-02,10.766581
1980-06-03,10.120585
1980-06-04,11.089578
1980-06-05,10.658914999999999
1980-06-06,11.089578
1980-06-09,11.843239
1980-06-10,11.089578
1980-06-11,11.089578
1980-06-12,11.412576
1980-06-13,11.304910000000001
1980-06-16,10.92808
1980-06-17,10.981913
1980-06-18,10.228251
1980-06-19,10.551249
1980-06-20,10.874247
1980-06-23,10.012919
1980-06-24,10.551249
1980-06-25,10.658914999999999
1980-06-26,10.658914999999999
1980-06-27,11.089578
1980-06-30,10.874247
1980-07-01,10.981913
1980-07-02,10.981913
1980-07-03,11.089578
1980-07-07,11.520241
1980-07-08,11.358742999999999
1980-07-09,11.197244
1980-07-10,11.197244
1980-07-11,11.304910000000001
1980-07-14,10.658914999999999
1980-07-15,10.066752000000001
1980-07-16,10.658914999999999
1980-07-17,10.658914999999999
1980-07-18,10.443583
1980-07-21,10.766581
1980-07-22,11.304910000000001
1980-07-23,11.035745
1980-07-24,11.304910000000001
1980-07-25,11.520241
1980-07-28,11.251077
1980-07-29,11.251077
1980-07-30,10.335917
1980-07-31,10.497416000000001
1980-08-01,10.981913
1980-08-04,11.304910000000001
1980-08-05,11.304910000000001
1980-08-06,11.412576
1980-08-07,11.412576
1980-08-08,10.874247
1980-08-11,10.012919
1980-08-12,10.658914999999999
1980-08-13,10.981913
1980-08-14,11.574074000000001
1980-08-15,11.197244
1980-08-18,11.089578
1980-08-19,10.981913
1980-08-20,11.304910000000001
1980-08-21,11.251077
1980-08-22,11.197244
1980-08-25,11.035745
1980-08-26,11.412576
1980-08-27,11.574074000000001
1980-08-28,11.627907
1980-08-29,11.627907
1980-09-02,12.273902
1980-09-03,12.489233
1980-09-04,12.866064
1980-09-05,12.704564999999999
1980-09-08,14.319552
1980-09-09,13.835056
1980-09-10,14.158053
1980-09-11,13.565891
1980-09-12,14.104220000000002
1980-09-15,13.673557
1980-09-16,14.265719
1980-09-17,14.64255
1980-09-18,14.750216
1980-09-19,15.073213
1980-09-22,16.849698999999998
1980-09-23,16.472868
1980-09-24,15.503876000000002
1980-09-25,14.750216
1980-09-26,14.211885999999998
1980-09-29,15.557709
1980-09-30,16.365202
1980-10-01,16.6882
1980-10-02,16.257535999999998
1980-10-03,16.257535999999998
1980-10-06,16.903532000000002
1980-10-07,16.580534
1980-10-08,16.526701
1980-10-09,17.657192000000002
1980-10-10,17.549526
1980-10-13,17.334194
1980-10-14,17.011198
1980-10-15,16.795866
1980-10-16,16.311369
1980-10-17,15.719207999999998
1980-10-20,15.39621
1980-10-21,15.611542000000002
1980-10-22,16.042206
1980-10-23,15.234712
1980-10-24,16.365202
1980-10-27,17.118862
1980-10-28,17.011198
1980-10-29,17.495693
1980-10-30,17.657192000000002
1980-10-31,16.795866
1980-11-03,16.795866
1980-11-05,16.472868
1980-11-06,14.857882
