Date,ARGKF
2009-01-08,6.6914869999999995
2009-01-09,6.6914869999999995
2009-01-12,6.6914869999999995
2009-01-13,6.6914869999999995
2009-01-14,6.6914869999999995
2009-01-15,6.6914869999999995
2009-01-16,6.6914869999999995
2009-01-20,6.6914869999999995
2009-01-21,6.6914869999999995
2009-01-22,6.6914869999999995
2009-01-23,6.6914869999999995
2009-01-26,6.6914869999999995
2009-01-27,6.6914869999999995
2009-01-28,6.6914869999999995
2009-01-29,6.6914869999999995
2009-01-30,6.6914869999999995
2009-02-02,6.6914869999999995
2009-02-03,6.6914869999999995
2009-02-04,6.6914869999999995
2009-02-05,6.6914869999999995
2009-02-06,6.6914869999999995
2009-02-09,6.6914869999999995
2009-02-10,6.6914869999999995
2009-02-11,6.6914869999999995
2009-02-12,6.6914869999999995
2009-02-13,6.6914869999999995
2009-02-17,6.6914869999999995
2009-02-18,6.6914869999999995
2009-02-19,6.6914869999999995
2009-02-20,6.6914869999999995
2009-02-23,6.6914869999999995
2009-02-24,6.6914869999999995
2009-02-25,6.6914869999999995
2009-02-26,6.6914869999999995
2009-02-27,6.6914869999999995
2009-03-02,4.900383000000001
2009-03-03,4.900383000000001
2009-03-04,5.232441000000001
2009-03-05,5.936808
2009-03-06,5.936808
2009-03-09,5.936808
2009-03-10,5.936808
2009-03-11,5.936808
2009-03-12,5.936808
2009-03-13,5.936808
2009-03-16,5.936808
2009-03-17,5.936808
2009-03-18,5.936808
2009-03-19,5.936808
2009-03-20,5.936808
2009-03-23,5.936808
2009-03-24,5.936808
2009-03-25,5.936808
2009-03-26,5.936808
2009-03-27,7.093983000000001
2009-03-30,6.993359
2009-03-31,6.993359
2009-04-01,6.993359
2009-04-02,6.993359
2009-04-03,7.999598
2009-04-06,7.999598
2009-04-07,7.999598
2009-04-08,7.999598
2009-04-09,7.898973
2009-04-13,7.898973
2009-04-14,7.848661999999999
2009-04-15,7.848661999999999
2009-04-16,7.848661999999999
2009-04-17,7.848661999999999
2009-04-20,7.848661999999999
2009-04-21,7.848661999999999
2009-04-22,7.848661999999999
2009-04-23,7.848661999999999
2009-04-24,7.848661999999999
2009-04-27,7.848661999999999
2009-04-28,7.848661999999999
2009-04-29,8.653652000000001
2009-04-30,8.653652000000001
2009-05-01,8.653652000000001
2009-05-04,8.8549
2009-05-05,9.207084
2009-05-06,9.207084
2009-05-07,9.207084
2009-05-08,8.955524
2009-05-11,8.633528
2009-05-12,8.633528
2009-05-13,8.633528
2009-05-14,8.633528
2009-05-15,8.633528
2009-05-18,8.633528
2009-05-19,9.307708
2009-05-20,9.408332000000001
2009-05-21,9.408332000000001
2009-05-22,9.408332000000001
2009-05-26,9.408332000000001
2009-05-27,9.35802
2009-05-28,9.35802
2009-05-29,9.35802
2009-06-01,9.35802
2009-06-02,9.35802
2009-06-03,9.35802
2009-06-04,9.35802
