Date,JBLU
2002-04-12,13.333332999999998
2002-04-15,13.395554999999998
2002-04-16,13.573334
2002-04-17,13.362963
2002-04-18,13.096296
2002-04-19,12.927407
2002-04-22,12.444445
2002-04-23,12.562963
2002-04-24,13.511110999999998
2002-04-25,13.318519
2002-04-26,13.807407000000001
2002-04-29,14.121482
2002-04-30,14.903704000000001
2002-05-01,14.761481
2002-05-02,14.562963
2002-05-03,15.419259
2002-05-06,16.148148000000003
2002-05-07,14.696297
2002-05-08,13.97037
2002-05-09,14.417778
2002-05-10,14.014814000000001
2002-05-13,13.925926
2002-05-14,13.837036999999999
2002-05-15,13.629629999999999
2002-05-16,13.531851999999999
2002-05-17,13.499259
2002-05-20,12.918517999999999
2002-05-21,13.004444
2002-05-22,13.155555999999999
2002-05-23,13.318519
2002-05-24,13.111111
2002-05-28,13.377778
2002-05-29,13.602962
2002-05-30,13.688889000000001
2002-05-31,13.125926000000002
2002-06-03,13.422222
2002-06-04,13.365926000000002
2002-06-05,13.629629999999999
2002-06-06,13.801480999999999
2002-06-07,14.044444
2002-06-10,14.133332999999999
2002-06-11,14.435554999999999
2002-06-12,14.222222
2002-06-13,14.548148000000001
2002-06-14,14.325926
2002-06-17,14.791110999999999
2002-06-18,14.456296
2002-06-19,14.4
2002-06-20,14.376296
2002-06-21,14.251852
2002-06-24,14.343703
2002-06-25,13.709629999999999
2002-06-26,13.425185
2002-06-27,13.037037
2002-06-28,13.499259
2002-07-01,13.466666
2002-07-02,13.004444
2002-07-03,12.604445
2002-07-05,13.348148000000002
2002-07-08,13.037037
2002-07-09,12.8
2002-07-10,12.358519
2002-07-11,12.527408
2002-07-12,12.85926
2002-07-15,12.743704
2002-07-16,13.111111
2002-07-17,13.253333
2002-07-18,12.983704
2002-07-19,13.232593
2002-07-22,13.037037
2002-07-23,12.509628999999999
2002-07-24,12.459259
2002-07-25,12.103703
2002-07-26,13.185185
2002-07-29,13.955556
2002-07-30,14.118519000000001
2002-07-31,13.795554999999998
2002-08-01,13.724444
2002-08-02,13.274073999999999
2002-08-05,12.666667
2002-08-06,13.214815
2002-08-07,13.244445
2002-08-08,13.413332999999998
2002-08-09,13.555554999999998
2002-08-12,13.217778
2002-08-13,12.921481
2002-08-14,11.866667
2002-08-15,12.148149
2002-08-16,11.585185000000001
2002-08-19,10.77926
2002-08-20,11.333333
2002-08-21,11.62963
2002-08-22,11.84
2002-08-23,11.617778
2002-08-26,11.487408
2002-08-27,11.407408
2002-08-28,11.226666
2002-08-29,11.241482000000001
2002-08-30,11.407408
2002-09-03,11.282963
2002-09-04,11.522963
2002-09-05,11.617778
2002-09-06,11.825185000000001
2002-09-09,11.786667
2002-09-10,12.965926
2002-09-11,13.250370000000002
2002-09-12,13.06074
2002-09-13,12.847407
2002-09-16,12.725926
2002-09-17,13.14074
2002-09-18,13.037037
2002-09-19,12.874074
2002-09-20,12.459259
2002-09-23,12.494815
2002-09-24,12.687407
2002-09-25,12.764444000000001
2002-09-26,12.622222
2002-09-27,12.450371
2002-09-30,11.94963
2002-10-01,11.792593
2002-10-02,11.558518
2002-10-03,11.262222
2002-10-04,10.814815
2002-10-07,10.592592
2002-10-08,10.598517999999999
2002-10-09,8.933333
2002-10-10,9.185185
2002-10-11,9.771852
2002-10-14,9.86963
2002-10-15,10.536296
2002-10-16,10.26074
2002-10-17,10.814815
2002-10-18,10.562963
2002-10-21,11.2
2002-10-22,10.995556
2002-10-23,10.797037
2002-10-24,10.933333
2002-10-25,10.814815
2002-10-28,10.862223
2002-10-29,10.971852
2002-10-30,11.851851
2002-10-31,11.967407000000001
2002-11-01,11.804444
2002-11-04,12.423703999999999
2002-11-05,12.18074
2002-11-06,12.088889
2002-11-07,10.992593
2002-11-08,10.666667
2002-11-11,10.894814
2002-11-12,10.817778
2002-11-13,11.395555
2002-11-14,11.496296000000001
2002-11-15,11.214815
2002-11-18,11.125926
2002-11-19,10.847407
2002-11-20,10.666667
2002-11-21,10.37037
2002-11-22,9.780741
2002-11-25,10.325925999999999
2002-11-26,10.462222
2002-11-27,10.96
2002-11-29,10.968889
2002-12-02,10.844444000000001
2002-12-03,10.527408
2002-12-04,11.037037
2002-12-05,11.383703
2002-12-06,11.525926
2002-12-09,11.161482000000001
2002-12-10,11.437037
2002-12-11,11.514074
2002-12-12,11.614815
2002-12-13,11.777778
2002-12-16,12.12
2002-12-17,12.4
2002-12-18,11.328889
2002-12-19,11.386666
2002-12-20,11.582222
2002-12-23,11.862223
2002-12-24,12.0
2002-12-26,12.004444
2002-12-27,11.973333
2002-12-30,11.68
2002-12-31,12.0
2003-01-02,12.177778
2003-01-03,12.382222
2003-01-06,12.688889
2003-01-07,12.884444
2003-01-08,12.857778
2003-01-09,12.297778
2003-01-10,12.253333
2003-01-13,12.724444
2003-01-14,12.866667
2003-01-15,13.048888999999999
2003-01-16,13.137777
2003-01-17,13.017777
2003-01-21,12.977777
2003-01-22,12.222222
2003-01-23,13.0
2003-01-24,12.657778
2003-01-27,12.355556
2003-01-28,12.893333
2003-01-29,12.555555
2003-01-30,12.857778
2003-01-31,12.577778
2003-02-03,12.311111
2003-02-04,11.928889
2003-02-05,11.96
2003-02-06,11.897778
2003-02-07,11.533334
2003-02-10,11.551111
2003-02-11,11.866667
2003-02-12,11.804444
2003-02-13,11.582222
2003-02-14,11.702222
2003-02-18,11.671111
2003-02-19,11.395555
2003-02-20,11.426666
2003-02-21,11.8
2003-02-24,11.244444999999999
2003-02-25,11.617778
2003-02-26,11.515555
2003-02-27,11.422222
2003-02-28,11.715555
2003-03-03,11.866667
2003-03-04,11.226666
2003-03-05,11.12
2003-03-06,10.973333
2003-03-07,11.422222
2003-03-10,11.266666
2003-03-11,10.822222
2003-03-12,10.586667
2003-03-13,10.777778
2003-03-14,11.12
2003-03-17,11.835556
2003-03-18,12.28
2003-03-19,12.191112
2003-03-20,12.164444
2003-03-21,12.937778
2003-03-24,12.422222
2003-03-25,12.711111
2003-03-26,12.462222
2003-03-27,12.262222
2003-03-28,12.204445
2003-03-31,12.315555999999999
2003-04-01,12.111111
2003-04-02,12.897778
2003-04-03,12.448889
2003-04-04,12.582222
2003-04-07,13.066667
2003-04-08,12.973333
2003-04-09,13.008889
2003-04-10,12.871111
2003-04-11,12.906667
2003-04-14,13.017777
2003-04-15,13.053333
2003-04-16,12.893333
2003-04-17,12.973333
2003-04-21,12.866667
2003-04-22,12.902223
2003-04-23,13.408889000000002
2003-04-24,13.973332999999998
2003-04-25,13.733334
2003-04-28,14.191112
2003-04-29,14.111111
2003-04-30,13.973332999999998
2003-05-01,13.8
2003-05-02,14.311110999999999
2003-05-05,14.555554999999998
2003-05-06,14.808888
2003-05-07,14.546667000000001
2003-05-08,14.195556
2003-05-09,14.017776999999999
2003-05-12,14.444445000000002
2003-05-13,14.444445000000002
2003-05-14,14.56
2003-05-15,14.537778
2003-05-16,14.444445000000002
2003-05-19,14.106667000000002
2003-05-20,14.191112
2003-05-21,14.257778
2003-05-22,14.928889000000002
2003-05-23,15.413332999999998
2003-05-27,15.515554999999999
2003-05-28,15.675555
2003-05-29,15.231112
2003-05-30,15.057777
2003-06-02,15.111111
2003-06-03,15.106667000000002
2003-06-04,15.426666
2003-06-05,15.733334
2003-06-06,15.982223000000001
2003-06-09,15.382222
2003-06-10,14.657778
2003-06-11,15.4
2003-06-12,15.737778
2003-06-13,15.844444000000001
2003-06-16,16.204445
2003-06-17,16.711111
2003-06-18,17.093334
2003-06-19,17.648889999999998
2003-06-20,17.311111
2003-06-23,16.893333
2003-06-24,17.453332999999997
2003-06-25,17.897778
2003-06-26,18.777779000000002
2003-06-27,18.488889999999998
2003-06-30,18.657778
2003-07-01,19.106667
2003-07-02,19.302221
2003-07-03,19.004444
2003-07-07,19.075556
2003-07-08,19.16
2003-07-09,19.368889000000003
2003-07-10,19.022223
2003-07-11,19.248888
2003-07-14,19.56889
2003-07-15,19.533333
2003-07-16,19.315556
2003-07-17,18.635555
2003-07-18,18.733334
2003-07-21,19.026667
2003-07-22,19.693333
2003-07-23,19.617777
2003-07-24,19.506666
2003-07-25,20.146667
2003-07-28,20.697779
2003-07-29,20.417778
2003-07-30,19.977777
2003-07-31,20.262222
2003-08-01,20.511110000000002
2003-08-04,20.866667
2003-08-05,20.684444
2003-08-06,20.595556
2003-08-07,20.697779
2003-08-08,20.808889
2003-08-11,21.351110000000002
2003-08-12,21.231112
2003-08-13,22.071112
2003-08-14,21.866667
2003-08-15,21.773332999999997
2003-08-18,21.791110999999997
2003-08-19,21.986666
2003-08-20,22.742222
2003-08-21,23.355556
2003-08-22,23.044445
2003-08-25,22.933332
2003-08-26,23.040001
2003-08-27,23.208889000000003
2003-08-28,23.471110999999997
2003-08-29,23.955555
2003-09-02,24.177778
2003-09-03,25.466667
2003-09-04,25.462223
2003-09-05,26.497778000000004
2003-09-08,25.733334
2003-09-09,25.417778
2003-09-10,25.377777
2003-09-11,25.4
2003-09-12,25.84
2003-09-15,25.844444
2003-09-16,26.066668
2003-09-17,26.231112
2003-09-18,26.280001000000002
2003-09-19,26.186666
2003-09-22,25.76
2003-09-23,26.782223
2003-09-24,26.866667
2003-09-25,26.813334
2003-09-26,26.337778000000004
2003-09-29,27.613333
2003-09-30,27.057777
2003-10-01,27.964445
2003-10-02,27.813334
2003-10-03,28.582221999999998
2003-10-06,30.013334000000004
2003-10-07,30.088888
2003-10-08,30.377777000000002
2003-10-09,31.226667
2003-10-10,30.004444
2003-10-13,30.173334000000004
2003-10-14,29.995556
2003-10-15,29.182221999999996
2003-10-16,29.573334000000003
2003-10-17,29.204445
2003-10-20,30.093334000000002
2003-10-21,30.915556
2003-10-22,30.204445
2003-10-23,27.466666999999998
2003-10-24,25.066668
