Date,CAR
1983-09-14,2.0133520000000003
1983-09-15,1.9431180000000001
1983-09-16,1.9431180000000001
1983-09-19,1.9431180000000001
1983-09-20,2.036763
1983-09-21,2.036763
1983-09-22,2.060174
1983-09-23,2.060174
1983-09-26,2.060174
1983-09-27,2.060174
1983-09-28,2.060174
1983-09-29,2.0133520000000003
1983-09-30,1.989941
1983-10-03,1.9665290000000002
1983-10-04,1.9665290000000002
1983-10-05,1.9665290000000002
1983-10-06,1.9665290000000002
1983-10-07,1.9665290000000002
1983-10-10,1.9431180000000001
1983-10-11,1.849474
1983-10-12,1.826063
1983-10-13,1.8026520000000001
1983-10-14,1.8026520000000001
1983-10-17,1.8026520000000001
1983-10-18,1.779241
1983-10-19,1.732419
1983-10-20,1.732419
1983-10-21,1.732419
1983-10-24,1.75583
1983-10-25,1.75583
1983-10-26,1.779241
1983-10-27,1.779241
1983-10-28,1.8026520000000001
1983-10-31,1.826063
1983-11-01,1.826063
1983-11-02,1.826063
1983-11-03,1.826063
1983-11-04,1.826063
1983-11-07,1.826063
1983-11-08,1.826063
1983-11-09,1.826063
1983-11-10,1.826063
1983-11-11,1.849474
1983-11-14,1.919707
1983-11-15,1.9665290000000002
1983-11-16,1.9665290000000002
1983-11-17,1.9665290000000002
1983-11-18,2.060174
1983-11-21,2.1538180000000002
1983-11-22,2.1538180000000002
1983-11-23,2.1538180000000002
1983-11-25,2.1538180000000002
1983-11-28,2.1538180000000002
1983-11-29,2.1538180000000002
1983-11-30,2.1538180000000002
1983-12-01,2.1538180000000002
1983-12-02,2.1538180000000002
1983-12-05,2.247462
1983-12-06,2.247462
1983-12-07,2.341107
1983-12-08,2.341107
1983-12-09,2.341107
1983-12-12,2.341107
1983-12-13,2.341107
1983-12-14,2.247462
1983-12-15,2.247462
1983-12-16,2.247462
1983-12-19,2.1538180000000002
1983-12-20,2.1538180000000002
1983-12-21,2.1538180000000002
1983-12-22,2.1538180000000002
1983-12-23,2.1538180000000002
1983-12-27,2.1538180000000002
1983-12-28,2.1538180000000002
1983-12-29,2.1538180000000002
1983-12-30,2.341107
1984-01-03,2.1538180000000002
1984-01-04,2.1538180000000002
1984-01-05,2.1538180000000002
1984-01-06,2.106996
1984-01-09,2.106996
1984-01-10,2.106996
1984-01-11,2.106996
1984-01-12,2.106996
1984-01-13,2.106996
1984-01-16,2.106996
1984-01-17,2.106996
1984-01-18,2.106996
1984-01-19,2.060174
1984-01-20,2.0133520000000003
1984-01-23,2.060174
1984-01-24,2.036763
1984-01-25,1.9665290000000002
1984-01-26,1.872885
1984-01-27,1.872885
1984-01-30,1.872885
1984-01-31,1.896296
1984-02-01,1.872885
1984-02-02,1.826063
1984-02-03,1.826063
1984-02-06,1.8026520000000001
1984-02-07,1.685597
1984-02-08,1.685597
1984-02-09,1.685597
1984-02-10,1.685597
1984-02-13,1.685597
1984-02-14,1.54513
1984-02-15,1.498308
1984-02-16,1.498308
1984-02-17,1.498308
1984-02-21,1.498308
1984-02-22,1.498308
1984-02-23,1.498308
1984-02-24,1.498308
1984-02-27,1.54513
1984-02-28,1.54513
1984-02-29,1.591952
1984-03-01,1.638775
1984-03-02,1.638775
1984-03-05,1.638775
1984-03-06,1.685597
1984-03-07,1.685597
1984-03-08,1.638775
1984-03-09,1.638775
1984-03-12,1.638775
1984-03-13,1.638775
1984-03-14,1.638775
1984-03-15,1.638775
1984-03-16,1.685597
1984-03-19,1.685597
1984-03-20,1.685597
1984-03-21,1.638775
1984-03-22,1.591952
1984-03-23,1.54513
1984-03-26,1.498308
1984-03-27,1.498308
1984-03-28,1.498308
1984-03-29,1.498308
1984-03-30,1.498308
1984-04-02,1.451486
1984-04-03,1.404664
1984-04-04,1.404664
1984-04-05,1.357842
1984-04-06,1.31102
1984-04-09,1.264198
1984-04-10,1.264198
1984-04-11,1.264198
1984-04-12,1.264198
1984-04-13,1.31102
1984-04-16,1.264198
1984-04-17,1.31102
1984-04-18,1.31102
1984-04-19,1.31102
1984-04-23,1.31102
1984-04-24,1.31102
1984-04-25,1.31102
1984-04-26,1.31102
1984-04-27,1.31102
1984-04-30,1.31102
1984-05-01,1.31102
1984-05-02,1.357842
1984-05-03,1.357842
1984-05-04,1.451486
1984-05-07,1.451486
1984-05-08,1.498308
1984-05-09,1.638775
1984-05-10,1.638775
1984-05-11,1.638775
1984-05-14,1.591952
1984-05-15,1.591952
1984-05-16,1.591952
1984-05-17,1.591952
1984-05-18,1.638775
1984-05-21,1.591952
1984-05-22,1.591952
1984-05-23,1.638775
1984-05-24,1.779241
1984-05-25,1.779241
1984-05-29,1.732419
1984-05-30,1.732419
1984-05-31,1.732419
1984-06-01,1.732419
1984-06-04,1.732419
1984-06-05,1.732419
1984-06-06,1.732419
1984-06-07,1.732419
1984-06-08,1.732419
1984-06-11,1.54513
1984-06-12,1.54513
1984-06-13,1.498308
1984-06-14,1.498308
1984-06-15,1.54513
1984-06-18,1.54513
1984-06-19,1.685597
1984-06-20,1.779241
1984-06-21,1.779241
1984-06-22,1.826063
1984-06-25,1.826063
1984-06-26,1.849474
1984-06-27,1.896296
1984-06-28,1.9431180000000001
1984-06-29,1.9431180000000001
1984-07-02,1.872885
1984-07-03,1.8026520000000001
1984-07-05,1.8026520000000001
1984-07-06,1.779241
1984-07-09,1.826063
1984-07-10,1.826063
1984-07-11,1.826063
1984-07-12,1.849474
1984-07-13,1.849474
1984-07-16,1.849474
1984-07-17,1.849474
1984-07-18,1.779241
1984-07-19,1.732419
1984-07-20,1.732419
1984-07-23,1.685597
1984-07-24,1.685597
1984-07-25,1.709008
1984-07-26,1.709008
1984-07-27,1.685597
1984-07-30,1.685597
1984-07-31,1.685597
1984-08-01,1.685597
1984-08-02,1.685597
1984-08-03,1.685597
1984-08-06,1.732419
1984-08-07,1.732419
1984-08-08,1.732419
1984-08-09,1.732419
1984-08-10,1.732419
1984-08-13,1.732419
1984-08-14,1.732419
1984-08-15,1.732419
1984-08-16,1.826063
1984-08-17,1.826063
1984-08-20,1.779241
1984-08-21,1.779241
1984-08-22,1.779241
1984-08-23,1.826063
1984-08-24,1.826063
1984-08-27,1.849474
1984-08-28,1.826063
1984-08-29,1.826063
1984-08-30,1.849474
1984-08-31,1.849474
1984-09-04,1.826063
1984-09-05,1.826063
1984-09-06,1.779241
1984-09-07,1.685597
1984-09-10,1.685597
1984-09-11,1.685597
1984-09-12,1.732419
1984-09-13,1.732419
1984-09-14,1.779241
1984-09-17,1.8026520000000001
1984-09-18,1.849474
1984-09-19,1.919707
1984-09-20,1.826063
1984-09-21,1.919707
1984-09-24,1.9665290000000002
1984-09-25,2.106996
1984-09-26,2.0133520000000003
1984-09-27,2.1538180000000002
1984-09-28,2.060174
1984-10-01,2.247462
1984-10-02,2.177229
1984-10-03,2.1538180000000002
1984-10-04,2.247462
1984-10-05,2.247462
1984-10-08,2.247462
1984-10-09,2.224051
1984-10-10,2.224051
1984-10-11,2.247462
1984-10-12,2.224051
1984-10-15,2.294284
1984-10-16,2.294284
1984-10-17,2.341107
1984-10-18,2.317695
1984-10-19,2.294284
1984-10-22,2.341107
1984-10-23,2.317695
1984-10-24,2.294284
1984-10-25,2.294284
1984-10-26,2.341107
1984-10-29,2.294284
1984-10-30,2.20064
1984-10-31,2.294284
1984-11-01,2.270873
1984-11-02,2.341107
1984-11-05,2.247462
1984-11-06,2.341107
1984-11-07,2.294284
1984-11-08,2.247462
1984-11-09,2.247462
1984-11-12,2.247462
1984-11-13,2.20064
1984-11-14,2.317695
1984-11-15,2.20064
1984-11-16,2.20064
1984-11-19,2.130407
1984-11-20,2.106996
1984-11-21,2.0133520000000003
1984-11-23,2.106996
1984-11-26,2.0133520000000003
1984-11-27,1.9431180000000001
1984-11-28,1.9431180000000001
1984-11-29,2.0133520000000003
1984-11-30,2.0133520000000003
1984-12-03,2.036763
1984-12-04,2.106996
1984-12-05,2.036763
1984-12-06,2.036763
1984-12-07,2.1538180000000002
1984-12-10,2.1538180000000002
1984-12-11,2.060174
1984-12-12,2.083585
1984-12-13,2.130407
1984-12-14,2.142112
1984-12-17,2.083585
1984-12-18,2.1538180000000002
1984-12-19,2.294284
1984-12-20,2.247462
1984-12-21,2.341107
1984-12-24,2.294284
1984-12-26,2.294284
1984-12-27,2.341107
1984-12-28,2.364518
1984-12-31,2.387929
1985-01-02,2.317695
1985-01-03,2.317695
1985-01-04,2.341107
1985-01-07,2.317695
1985-01-08,2.341107
1985-01-09,2.387929
1985-01-10,2.434751
1985-01-11,2.387929
1985-01-14,2.387929
1985-01-15,2.387929
1985-01-16,2.364518
1985-01-17,2.317695
1985-01-18,2.364518
1985-01-21,2.317695
1985-01-22,2.317695
1985-01-23,2.317695
1985-01-24,2.341107
1985-01-25,2.364518
1985-01-28,2.364518
1985-01-29,2.551806
1985-01-30,2.64545
1985-01-31,2.692272
1985-02-01,2.692272
1985-02-04,2.715684
1985-02-05,2.715684
1985-02-06,2.692272
1985-02-07,2.85615
1985-02-08,2.996616
1985-02-11,3.043438
1985-02-12,2.85615
1985-02-13,2.973205
1985-02-14,2.85615
1985-02-15,2.902972
1985-02-19,2.996616
1985-02-20,2.949794
1985-02-21,2.949794
1985-02-22,2.8795610000000003
1985-02-25,2.715684
1985-02-26,2.85615
1985-02-27,2.762506
1985-02-28,2.762506
1985-03-01,2.7390950000000003
1985-03-04,2.762506
1985-03-05,2.762506
1985-03-06,2.762506
1985-03-07,2.785917
1985-03-08,2.809328
1985-03-11,2.762506
1985-03-12,2.797622
1985-03-13,2.668861
1985-03-14,2.715684
1985-03-15,2.668861
1985-03-18,2.64545
1985-03-19,2.7390950000000003
1985-03-20,2.7390950000000003
1985-03-21,2.7390950000000003
1985-03-22,2.7390950000000003
1985-03-25,2.8795610000000003
1985-03-26,2.7390950000000003
1985-03-27,2.844445
1985-03-28,2.949794
1985-03-29,3.230727
1985-04-01,3.160494
1985-04-02,3.230727
1985-04-03,3.230727
1985-04-04,3.195611
1985-04-08,3.230727
1985-04-09,3.0200270000000002
1985-04-10,3.090261
