Date,MMC
1973-02-21,2.9375
1973-02-22,2.958333
1973-02-23,2.958333
1973-02-26,2.895833
1973-02-27,2.791667
1973-02-28,2.770833
1973-03-01,2.625
1973-03-02,2.666667
1973-03-05,2.802083
1973-03-06,2.895833
1973-03-07,2.864583
1973-03-08,2.90625
1973-03-09,2.802083
1973-03-12,2.791667
1973-03-13,2.770833
1973-03-14,2.760417
1973-03-15,2.666667
1973-03-16,2.65625
1973-03-19,2.677083
1973-03-20,2.625
1973-03-21,2.625
1973-03-22,2.59375
1973-03-23,2.583333
1973-03-26,2.6875
1973-03-27,2.71875
1973-03-28,2.760417
1973-03-29,2.791667
1973-03-30,2.791667
1973-04-02,2.739583
1973-04-03,2.71875
1973-04-04,2.739583
1973-04-05,2.739583
1973-04-06,2.75
1973-04-09,2.739583
1973-04-10,2.697917
1973-04-11,2.854167
1973-04-12,2.90625
1973-04-13,2.90625
1973-04-16,2.895833
1973-04-17,2.9375
1973-04-18,2.9375
1973-04-19,3.104167
1973-04-23,3.020833
1973-04-24,2.885417
1973-04-25,2.833333
1973-04-26,2.895833
1973-04-27,2.833333
1973-04-30,2.90625
1973-05-01,2.875
1973-05-02,2.84375
1973-05-03,2.875
1973-05-04,2.833333
1973-05-07,2.854167
1973-05-08,2.875
1973-05-09,2.791667
1973-05-10,2.833333
1973-05-11,2.958333
1973-05-14,2.854167
1973-05-15,2.833333
1973-05-16,2.84375
1973-05-17,2.895833
1973-05-18,2.802083
1973-05-21,2.791667
1973-05-22,2.833333
1973-05-23,2.875
1973-05-24,2.9375
1973-05-25,3.114583
1973-05-29,3.166667
1973-05-30,2.979167
1973-05-31,3.0
1973-06-01,2.947917
1973-06-04,2.833333
1973-06-05,2.875
1973-06-06,2.895833
1973-06-07,2.916667
1973-06-08,2.958333
1973-06-11,2.989583
1973-06-12,3.020833
1973-06-13,2.958333
1973-06-14,2.979167
1973-06-15,2.916667
1973-06-18,2.895833
1973-06-19,2.822917
1973-06-20,2.791667
1973-06-21,2.770833
1973-06-22,2.791667
1973-06-25,2.791667
1973-06-26,2.854167
1973-06-27,2.916667
1973-06-28,2.9375
1973-06-29,2.958333
1973-07-02,2.979167
1973-07-03,2.875
1973-07-05,2.947917
1973-07-06,3.020833
1973-07-09,3.03125
1973-07-10,3.145833
1973-07-11,3.354167
1973-07-12,3.375
1973-07-13,3.395833
1973-07-16,3.416667
1973-07-17,3.510417
1973-07-18,3.489583
1973-07-19,3.53125
1973-07-20,3.5
1973-07-23,3.583333
1973-07-24,3.5
1973-07-25,3.625
1973-07-26,3.604167
1973-07-27,3.614583
1973-07-30,3.6875
1973-07-31,3.854167
1973-08-01,3.75
1973-08-02,3.78125
1973-08-03,3.708333
1973-08-06,3.729167
1973-08-07,3.760417
1973-08-08,3.708333
1973-08-09,3.75
1973-08-10,3.75
1973-08-13,3.739583
1973-08-14,3.708333
1973-08-15,3.666667
1973-08-16,3.708333
1973-08-17,3.729167
1973-08-20,3.729167
1973-08-21,3.770833
1973-08-22,3.791667
1973-08-23,3.770833
1973-08-24,3.75
1973-08-27,3.770833
1973-08-28,3.791667
1973-08-29,3.84375
1973-08-30,3.979167
1973-08-31,4.15625
1973-09-04,4.125
1973-09-05,4.1458330000000005
1973-09-06,4.125
1973-09-07,4.0416669999999995
1973-09-10,4.0416669999999995
1973-09-11,3.979167
1973-09-12,3.96875
1973-09-13,3.979167
1973-09-14,4.0208330000000005
1973-09-17,3.927083
1973-09-18,3.927083
1973-09-19,4.0
1973-09-20,4.0
1973-09-21,4.0
1973-09-24,4.125
1973-09-25,4.1770830000000005
1973-09-26,4.1666669999999995
1973-09-27,4.1770830000000005
1973-09-28,4.1770830000000005
1973-10-01,4.125
1973-10-02,4.1041669999999995
1973-10-03,4.1041669999999995
1973-10-04,4.09375
1973-10-05,4.1666669999999995
1973-10-08,4.1666669999999995
1973-10-09,4.1666669999999995
1973-10-10,4.1875
1973-10-11,4.1666669999999995
1973-10-12,4.25
1973-10-15,4.2291669999999995
1973-10-16,4.1875
1973-10-17,4.2083330000000005
1973-10-18,4.1770830000000005
1973-10-19,4.1770830000000005
1973-10-22,4.125
1973-10-23,4.0729169999999995
1973-10-24,3.979167
1973-10-25,3.84375
1973-10-26,3.875
1973-10-29,3.760417
1973-10-30,3.71875
1973-10-31,3.75
1973-11-01,3.71875
1973-11-02,3.645833
1973-11-05,3.645833
1973-11-06,3.604167
1973-11-07,3.4375
1973-11-08,3.5
1973-11-09,3.666667
1973-11-12,3.552083
1973-11-13,3.541667
1973-11-14,3.645833
1973-11-15,3.625
1973-11-16,3.583333
1973-11-19,3.395833
1973-11-20,3.229167
1973-11-21,3.333333
1973-11-23,3.395833
1973-11-26,3.416667
1973-11-27,3.458333
1973-11-28,3.5625
1973-11-29,3.583333
1973-11-30,3.583333
1973-12-03,3.583333
1973-12-04,3.604167
1973-12-05,3.583333
1973-12-06,3.604167
1973-12-07,3.666667
1973-12-10,3.6875
1973-12-11,3.697917
1973-12-12,3.645833
1973-12-13,3.625
1973-12-14,3.614583
1973-12-17,3.625
1973-12-18,3.666667
1973-12-19,3.604167
1973-12-20,3.583333
1973-12-21,3.5625
1973-12-24,3.604167
1973-12-26,3.583333
1973-12-27,3.729167
1973-12-28,3.6875
1973-12-31,3.604167
1974-01-02,3.552083
1974-01-03,3.666667
1974-01-04,3.770833
1974-01-07,3.708333
1974-01-08,3.645833
1974-01-09,3.635417
1974-01-10,3.614583
1974-01-11,3.614583
1974-01-14,3.583333
1974-01-15,3.666667
1974-01-16,3.708333
1974-01-17,3.75
1974-01-18,3.708333
1974-01-21,3.75
1974-01-22,3.71875
1974-01-23,3.75
1974-01-24,3.760417
1974-01-25,3.833333
1974-01-28,3.895833
1974-01-29,3.96875
1974-01-30,3.9375
1974-01-31,3.854167
1974-02-01,3.833333
1974-02-04,3.8125
1974-02-05,3.791667
1974-02-06,3.791667
1974-02-07,3.791667
1974-02-08,3.791667
1974-02-11,3.802083
1974-02-12,3.729167
1974-02-13,3.708333
1974-02-14,3.6875
1974-02-15,3.75
1974-02-19,3.729167
1974-02-20,3.8125
1974-02-21,3.875
1974-02-22,3.979167
1974-02-25,4.0416669999999995
1974-02-26,4.0833330000000005
1974-02-27,4.0833330000000005
1974-02-28,4.0833330000000005
1974-03-01,4.0520830000000005
1974-03-04,4.0625
1974-03-05,4.0833330000000005
1974-03-06,4.0833330000000005
1974-03-07,4.0
1974-03-08,3.979167
1974-03-11,3.958333
1974-03-12,3.989583
1974-03-13,3.989583
1974-03-14,4.0520830000000005
1974-03-15,4.0625
1974-03-18,4.0833330000000005
1974-03-19,4.0
1974-03-20,4.0
1974-03-21,3.947917
1974-03-22,3.875
1974-03-25,3.729167
1974-03-26,3.75
1974-03-27,3.833333
1974-03-28,3.84375
1974-03-29,3.864583
1974-04-01,3.833333
1974-04-02,3.833333
1974-04-03,3.770833
1974-04-04,3.8125
1974-04-05,3.8125
