Date,VFC
1980-03-17,0.301613
1980-03-18,0.296095
1980-03-19,0.281382
1980-03-20,0.290578
1980-03-21,0.30713
1980-03-24,0.292417
1980-03-25,0.2869
1980-03-26,0.294256
1980-03-27,0.277704
1980-03-28,0.281382
1980-03-31,0.281382
1980-04-01,0.275865
1980-04-02,0.290578
1980-04-03,0.294256
1980-04-07,0.281382
1980-04-08,0.279543
1980-04-09,0.279543
1980-04-10,0.292417
1980-04-11,0.299773
1980-04-14,0.294256
1980-04-15,0.290578
1980-04-16,0.292417
1980-04-17,0.292417
1980-04-18,0.292417
1980-04-21,0.292417
1980-04-22,0.28873899999999997
1980-04-23,0.292417
1980-04-24,0.2869
1980-04-25,0.2869
1980-04-28,0.283222
1980-04-29,0.290578
1980-04-30,0.292417
1980-05-01,0.292417
1980-05-02,0.290578
1980-05-05,0.29793400000000003
1980-05-06,0.308969
1980-05-07,0.31264699999999995
1980-05-08,0.310808
1980-05-09,0.299773
1980-05-12,0.301613
1980-05-13,0.296095
1980-05-14,0.30713
1980-05-15,0.30713
1980-05-16,0.31264699999999995
1980-05-19,0.308969
1980-05-20,0.310808
1980-05-21,0.323682
1980-05-22,0.36782
1980-05-23,0.369659
1980-05-27,0.358625
1980-05-28,0.338395
1980-05-29,0.336555
1980-05-30,0.342073
1980-06-02,0.34023400000000004
1980-06-03,0.338395
1980-06-04,0.332877
1980-06-05,0.32736
1980-06-06,0.338395
1980-06-09,0.338395
1980-06-10,0.34023400000000004
1980-06-11,0.338395
1980-06-12,0.338395
1980-06-13,0.34023400000000004
1980-06-16,0.338395
1980-06-17,0.34575100000000003
1980-06-18,0.342073
1980-06-19,0.343912
1980-06-20,0.34575100000000003
1980-06-23,0.343912
1980-06-24,0.336555
1980-06-25,0.338395
1980-06-26,0.338395
1980-06-27,0.332877
1980-06-30,0.332877
1980-07-01,0.336555
1980-07-02,0.33471599999999996
1980-07-03,0.360464
1980-07-07,0.36782
1980-07-08,0.360464
1980-07-09,0.36230300000000004
1980-07-10,0.360464
1980-07-11,0.354946
1980-07-14,0.365981
1980-07-15,0.364142
1980-07-16,0.382533
1980-07-17,0.400924
1980-07-18,0.393568
1980-07-21,0.400924
1980-07-22,0.391728
1980-07-23,0.386211
1980-07-24,0.37701599999999996
1980-07-25,0.38069400000000003
1980-07-28,0.395407
1980-07-29,0.397246
1980-07-30,0.400924
1980-07-31,0.400924
1980-08-01,0.406441
1980-08-04,0.41379799999999994
1980-08-05,0.404602
1980-08-06,0.40276300000000004
1980-08-07,0.41011899999999996
1980-08-08,0.40828000000000003
1980-08-11,0.406441
1980-08-12,0.41011899999999996
1980-08-13,0.40276300000000004
1980-08-14,0.404602
1980-08-15,0.406441
1980-08-18,0.406441
1980-08-19,0.40276300000000004
1980-08-20,0.404602
1980-08-21,0.406441
1980-08-22,0.406441
1980-08-25,0.415637
1980-08-26,0.41379799999999994
1980-08-27,0.426671
1980-08-28,0.41379799999999994
1980-08-29,0.417476
1980-09-02,0.426671
1980-09-03,0.421154
1980-09-04,0.417476
1980-09-05,0.40828000000000003
1980-09-08,0.415637
1980-09-09,0.41011899999999996
1980-09-10,0.41379799999999994
1980-09-11,0.417476
1980-09-12,0.421154
1980-09-15,0.421154
1980-09-16,0.42851000000000006
1980-09-17,0.42851000000000006
1980-09-18,0.426671
1980-09-19,0.41931499999999994
1980-09-22,0.421154
1980-09-23,0.467132
1980-09-24,0.467132
1980-09-25,0.467132
