Date,CMCSA
1980-03-17,0.09754600000000001
1980-03-18,0.09754600000000001
1980-03-19,0.096462
1980-03-20,0.104049
1980-03-21,0.107301
1980-03-24,0.106217
1980-03-25,0.101881
1980-03-26,0.101881
1980-03-27,0.082372
1980-03-28,0.087791
1980-03-31,0.092127
1980-04-01,0.094295
1980-04-02,0.094295
1980-04-03,0.094295
1980-04-07,0.092127
1980-04-08,0.091043
1980-04-09,0.091043
1980-04-10,0.094295
1980-04-11,0.094295
1980-04-14,0.093211
1980-04-15,0.093211
1980-04-16,0.093211
1980-04-17,0.093211
1980-04-18,0.093211
1980-04-21,0.093211
1980-04-22,0.093211
1980-04-23,0.093211
1980-04-24,0.093211
1980-04-25,0.096462
1980-04-28,0.09754600000000001
1980-04-29,0.099714
1980-04-30,0.099714
1980-05-01,0.099714
1980-05-02,0.099714
1980-05-05,0.099714
1980-05-06,0.100798
1980-05-07,0.100798
1980-05-08,0.104049
1980-05-09,0.106217
1980-05-12,0.10946800000000001
1980-05-13,0.11705499999999999
1980-05-14,0.110552
1980-05-15,0.114888
1980-05-16,0.12193299999999999
1980-05-19,0.120307
1980-05-20,0.118681
1980-05-21,0.120307
1980-05-22,0.120307
1980-05-23,0.131687
1980-05-27,0.128436
1980-05-28,0.128436
1980-05-29,0.128436
1980-05-30,0.128436
1980-06-02,0.12680999999999998
1980-06-03,0.120307
1980-06-04,0.12193299999999999
1980-06-05,0.120307
1980-06-06,0.120307
1980-06-09,0.131687
1980-06-10,0.13006099999999998
1980-06-11,0.13006099999999998
1980-06-12,0.125184
1980-06-13,0.125184
1980-06-16,0.125184
1980-06-17,0.125184
1980-06-18,0.125184
1980-06-19,0.12355799999999999
1980-06-20,0.12193299999999999
1980-06-23,0.12355799999999999
1980-06-24,0.12355799999999999
1980-06-25,0.125184
1980-06-26,0.12680999999999998
1980-06-27,0.125184
1980-06-30,0.125184
1980-07-01,0.12680999999999998
1980-07-02,0.13006099999999998
1980-07-03,0.13006099999999998
1980-07-07,0.131687
1980-07-08,0.13006099999999998
1980-07-09,0.131687
1980-07-10,0.131687
1980-07-11,0.131687
1980-07-14,0.131687
1980-07-15,0.13331300000000001
1980-07-16,0.131687
1980-07-17,0.13656500000000002
1980-07-18,0.141442
1980-07-21,0.13819
1980-07-22,0.139816
1980-07-23,0.141442
1980-07-24,0.141442
1980-07-25,0.141442
1980-07-28,0.143068
1980-07-29,0.143068
1980-07-30,0.143068
1980-07-31,0.143068
1980-08-01,0.14469300000000002
1980-08-04,0.14469300000000002
1980-08-05,0.151196
1980-08-06,0.162577
1980-08-07,0.173957
1980-08-08,0.18045999999999998
1980-08-11,0.18045999999999998
1980-08-12,0.18045999999999998
1980-08-13,0.178835
1980-08-14,0.178835
1980-08-15,0.182086
1980-08-18,0.182086
1980-08-19,0.182086
1980-08-20,0.182086
1980-08-21,0.182086
1980-08-22,0.183712
1980-08-25,0.18045999999999998
1980-08-26,0.182086
1980-08-27,0.182086
1980-08-28,0.182086
1980-08-29,0.182086
1980-09-02,0.182086
1980-09-03,0.183712
1980-09-04,0.185338
1980-09-05,0.185338
1980-09-08,0.193466
1980-09-09,0.19509200000000002
1980-09-10,0.20484699999999997
1980-09-11,0.20484699999999997
1980-09-12,0.19509200000000002
1980-09-15,0.19021500000000002
1980-09-16,0.191841
1980-09-17,0.188589
1980-09-18,0.191841
1980-09-19,0.19997
1980-09-22,0.206473
1980-09-23,0.21135
1980-09-24,0.21135
1980-09-25,0.21135
1980-09-26,0.20972399999999997
1980-09-29,0.19997
1980-09-30,0.198344
1980-10-01,0.198344
1980-10-02,0.198344
1980-10-03,0.198344
1980-10-06,0.191841
1980-10-07,0.19021500000000002
1980-10-08,0.188589
1980-10-09,0.185338
1980-10-10,0.17233099999999998
1980-10-13,0.183712
1980-10-14,0.182086
1980-10-15,0.19021500000000002
1980-10-16,0.19021500000000002
1980-10-17,0.18696300000000002
1980-10-20,0.188589
1980-10-21,0.188589
1980-10-22,0.191841
1980-10-23,0.19021500000000002
1980-10-24,0.188589
1980-10-27,0.185338
1980-10-28,0.185338
1980-10-29,0.185338
1980-10-30,0.183712
1980-10-31,0.182086
1980-11-03,0.182086
1980-11-05,0.18045999999999998
1980-11-06,0.175583
1980-11-07,0.175583
1980-11-10,0.175583
1980-11-11,0.183712
1980-11-12,0.188589
1980-11-13,0.188589
1980-11-14,0.19021500000000002
1980-11-17,0.19021500000000002
1980-11-18,0.191841
1980-11-19,0.19021500000000002
1980-11-20,0.193466
1980-11-21,0.19021500000000002
1980-11-24,0.188589
1980-11-25,0.19509200000000002
1980-11-26,0.193466
1980-11-28,0.191841
1980-12-01,0.188589
1980-12-02,0.188589
1980-12-03,0.188589
1980-12-04,0.188589
1980-12-05,0.188589
1980-12-08,0.185338
1980-12-09,0.18045999999999998
1980-12-10,0.178835
1980-12-11,0.173957
1980-12-12,0.175583
1980-12-15,0.175583
1980-12-16,0.173957
1980-12-17,0.175583
1980-12-18,0.188589
1980-12-19,0.19021500000000002
1980-12-22,0.196718
1980-12-23,0.19509200000000002
1980-12-24,0.191841
1980-12-26,0.191841
1980-12-29,0.191841
1980-12-30,0.191841
1980-12-31,0.19509200000000002
1981-01-02,0.196718
1981-01-05,0.20972399999999997
1981-01-06,0.196718
1981-01-07,0.188589
1981-01-08,0.19021500000000002
1981-01-09,0.188589
1981-01-12,0.19021500000000002
1981-01-13,0.188589
1981-01-14,0.19021500000000002
1981-01-15,0.19021500000000002
1981-01-16,0.19021500000000002
1981-01-19,0.188589
1981-01-20,0.188589
1981-01-21,0.185338
1981-01-22,0.185338
1981-01-23,0.18696300000000002
1981-01-26,0.183712
1981-01-27,0.182086
1981-01-28,0.17233099999999998
1981-01-29,0.17233099999999998
1981-01-30,0.175583
1981-02-02,0.16908
1981-02-03,0.170706
1981-02-04,0.173957
1981-02-05,0.17233099999999998
1981-02-06,0.178835
1981-02-09,0.178835
1981-02-10,0.182086
1981-02-11,0.182086
1981-02-12,0.182086
1981-02-13,0.177209
1981-02-17,0.175583
1981-02-18,0.173957
1981-02-19,0.173957
1981-02-20,0.17233099999999998
1981-02-23,0.17233099999999998
1981-02-24,0.170706
1981-02-25,0.17233099999999998
1981-02-26,0.17233099999999998
1981-02-27,0.173957
1981-03-02,0.173957
1981-03-03,0.173957
1981-03-04,0.177209
1981-03-05,0.188589
1981-03-06,0.203221
1981-03-09,0.198344
1981-03-10,0.19997
1981-03-11,0.203221
1981-03-12,0.203221
1981-03-13,0.201595
1981-03-16,0.201595
1981-03-17,0.201595
1981-03-18,0.19509200000000002
1981-03-19,0.203221
1981-03-20,0.201595
1981-03-23,0.206473
1981-03-24,0.201595
1981-03-25,0.203221
1981-03-26,0.20484699999999997
1981-03-27,0.20484699999999997
