Date,HPQ
1962-01-02,0.124177
1962-01-03,0.122846
1962-01-04,0.12018499999999999
1962-01-05,0.117525
1962-01-08,0.119299
1962-01-09,0.121072
1962-01-10,0.121959
1962-01-11,0.12151600000000001
1962-01-12,0.120629
1962-01-15,0.118855
1962-01-16,0.117525
1962-01-17,0.11708099999999999
1962-01-18,0.116638
1962-01-19,0.12329000000000001
1962-01-22,0.124177
1962-01-23,0.122403
1962-01-24,0.120629
1962-01-25,0.120629
1962-01-26,0.120629
1962-01-29,0.117968
1962-01-30,0.119299
1962-01-31,0.121072
1962-02-01,0.119299
1962-02-02,0.119299
1962-02-05,0.117968
1962-02-06,0.11841199999999999
1962-02-07,0.11575099999999999
1962-02-08,0.11530699999999999
1962-02-09,0.116194
1962-02-12,0.11708099999999999
1962-02-13,0.11442000000000001
1962-02-14,0.113533
1962-02-15,0.11131600000000001
1962-02-16,0.11264600000000001
1962-02-19,0.11309000000000001
1962-02-20,0.113977
1962-02-21,0.11575099999999999
1962-02-23,0.116194
1962-02-26,0.117968
1962-02-27,0.118855
1962-02-28,0.117968
1962-03-01,0.118855
1962-03-02,0.11841199999999999
1962-03-05,0.11708099999999999
1962-03-06,0.11708099999999999
1962-03-07,0.116638
1962-03-08,0.119299
1962-03-09,0.12151600000000001
1962-03-12,0.121072
1962-03-13,0.121072
1962-03-14,0.118855
1962-03-15,0.11841199999999999
1962-03-16,0.120629
1962-03-19,0.12151600000000001
1962-03-20,0.120629
1962-03-21,0.120629
1962-03-22,0.121072
1962-03-23,0.12329000000000001
1962-03-26,0.121072
1962-03-27,0.119742
1962-03-28,0.121072
1962-03-29,0.121072
1962-03-30,0.119742
1962-04-02,0.119742
1962-04-03,0.11530699999999999
1962-04-04,0.10998499999999999
1962-04-05,0.11131600000000001
1962-04-06,0.10998499999999999
1962-04-09,0.108655
1962-04-10,0.111759
1962-04-11,0.11131600000000001
1962-04-12,0.110872
1962-04-13,0.109098
1962-04-16,0.10555
1962-04-17,0.10555
1962-04-18,0.104663
1962-04-19,0.101559
1962-04-23,0.10555
1962-04-24,0.105994
1962-04-25,0.104663
1962-04-26,0.102002
1962-04-27,0.09668099999999999
1962-04-30,0.094463
1962-05-01,0.097124
1962-05-02,0.09668099999999999
1962-05-03,0.098898
1962-05-04,0.097124
