Date,CSX
1980-11-03,1.173611
1980-11-05,1.184028
1980-11-06,1.159722
1980-11-07,1.152778
1980-11-10,1.15625
1980-11-11,1.194444
1980-11-12,1.236111
1980-11-13,1.267361
1980-11-14,1.263889
1980-11-17,1.253472
1980-11-18,1.274306
1980-11-19,1.274306
1980-11-20,1.253472
1980-11-21,1.263889
1980-11-24,1.260417
1980-11-25,1.263889
1980-11-26,1.256944
1980-11-28,1.263889
1980-12-01,1.253472
1980-12-02,1.236111
1980-12-03,1.246528
1980-12-04,1.260417
1980-12-05,1.236111
1980-12-08,1.211806
1980-12-09,1.21875
1980-12-10,1.21875
1980-12-11,1.170139
1980-12-12,1.194444
1980-12-15,1.222222
1980-12-16,1.204861
1980-12-17,1.21875
1980-12-18,1.243056
1980-12-19,1.246528
1980-12-22,1.274306
1980-12-23,1.302083
1980-12-24,1.34375
1980-12-26,1.347222
1980-12-29,1.315972
1980-12-30,1.319444
1980-12-31,1.326389
1981-01-02,1.329861
1981-01-05,1.354167
1981-01-06,1.361111
1981-01-07,1.333333
1981-01-08,1.315972
1981-01-09,1.298611
1981-01-12,1.309028
1981-01-13,1.298611
1981-01-14,1.295139
1981-01-15,1.3125
1981-01-16,1.34375
1981-01-19,1.381944
1981-01-20,1.385417
1981-01-21,1.392361
1981-01-22,1.381944
1981-01-23,1.378472
1981-01-26,1.361111
1981-01-27,1.395833
1981-01-28,1.416667
1981-01-29,1.423611
1981-01-30,1.458333
1981-02-02,1.416667
1981-02-03,1.427083
1981-02-04,1.444444
1981-02-05,1.430556
1981-02-06,1.4375
1981-02-09,1.381944
1981-02-10,1.381944
1981-02-11,1.350694
1981-02-12,1.277778
1981-02-13,1.260417
1981-02-17,1.291667
1981-02-18,1.333333
1981-02-19,1.309028
1981-02-20,1.277778
1981-02-23,1.298611
1981-02-24,1.326389
1981-02-25,1.305556
1981-02-26,1.319444
1981-02-27,1.309028
1981-03-02,1.295139
1981-03-03,1.302083
1981-03-04,1.305556
1981-03-05,1.298611
1981-03-06,1.284722
1981-03-09,1.28125
1981-03-10,1.284722
1981-03-11,1.270833
1981-03-12,1.361111
1981-03-13,1.388889
1981-03-16,1.420139
1981-03-17,1.416667
1981-03-18,1.409722
1981-03-19,1.385417
1981-03-20,1.409722
1981-03-23,1.427083
1981-03-24,1.440972
1981-03-25,1.493056
1981-03-26,1.506944
1981-03-27,1.486111
1981-03-30,1.513889
1981-03-31,1.541667
1981-04-01,1.493056
1981-04-02,1.454861
1981-04-03,1.447917
1981-04-06,1.413194
1981-04-07,1.440972
1981-04-08,1.5
1981-04-09,1.506944
1981-04-10,1.496528
1981-04-13,1.472222
1981-04-14,1.475694
1981-04-15,1.506944
1981-04-16,1.496528
1981-04-20,1.475694
1981-04-21,1.444444
1981-04-22,1.447917
1981-04-23,1.472222
1981-04-24,1.493056
1981-04-27,1.472222
1981-04-28,1.472222
1981-04-29,1.444444
1981-04-30,1.402778
1981-05-01,1.388889
1981-05-04,1.378472
1981-05-05,1.375
1981-05-06,1.399306
1981-05-07,1.427083
1981-05-08,1.447917
1981-05-11,1.402778
1981-05-12,1.413194
1981-05-13,1.409722
1981-05-14,1.409722
1981-05-15,1.413194
1981-05-18,1.423611
1981-05-19,1.402778
1981-05-20,1.409722
1981-05-21,1.413194
1981-05-22,1.416667
1981-05-26,1.444444
1981-05-27,1.461806
1981-05-28,1.479167
1981-05-29,1.489583
1981-06-01,1.506944
1981-06-02,1.482639
1981-06-03,1.4375
1981-06-04,1.451389
1981-06-05,1.461806
1981-06-08,1.506944
1981-06-09,1.513889
1981-06-10,1.517361
1981-06-11,1.545139
1981-06-12,1.559028
1981-06-15,1.53125
1981-06-16,1.53125
1981-06-17,1.53125
1981-06-18,1.541667
1981-06-19,1.534722
1981-06-22,1.527778
1981-06-23,1.541667
1981-06-24,1.53125
1981-06-25,1.534722
1981-06-26,1.534722
1981-06-29,1.517361
1981-06-30,1.53125
1981-07-01,1.534722
1981-07-02,1.510417
1981-07-06,1.444444
1981-07-07,1.434028
1981-07-08,1.444444
1981-07-09,1.472222
1981-07-10,1.493056
1981-07-13,1.486111
1981-07-14,1.465278
1981-07-15,1.479167
1981-07-16,1.496528
1981-07-17,1.489583
1981-07-20,1.46875
1981-07-21,1.465278
1981-07-22,1.458333
1981-07-23,1.416667
1981-07-24,1.430556
1981-07-27,1.454861
1981-07-28,1.461806
1981-07-29,1.451389
1981-07-30,1.458333
1981-07-31,1.451389
1981-08-03,1.416667
1981-08-04,1.402778
1981-08-05,1.409722
1981-08-06,1.40625
1981-08-07,1.399306
1981-08-10,1.381944
1981-08-11,1.34375
1981-08-12,1.361111
1981-08-13,1.378472
1981-08-14,1.392361
1981-08-17,1.361111
1981-08-18,1.347222
1981-08-19,1.381944
1981-08-20,1.378472
1981-08-21,1.347222
1981-08-24,1.305556
1981-08-25,1.309028
1981-08-26,1.329861
1981-08-27,1.305556
1981-08-28,1.302083
1981-08-31,1.302083
1981-09-01,1.288194
1981-09-02,1.302083
1981-09-03,1.291667
1981-09-04,1.302083
1981-09-08,1.260417
1981-09-09,1.260417
1981-09-10,1.274306
1981-09-11,1.256944
1981-09-14,1.253472
1981-09-15,1.260417
1981-09-16,1.253472
1981-09-17,1.253472
1981-09-18,1.256944
1981-09-21,1.246528
1981-09-22,1.229167
1981-09-23,1.236111
1981-09-24,1.25
1981-09-25,1.194444
1981-09-28,1.222222
1981-09-29,1.270833
1981-09-30,1.270833
1981-10-01,1.298611
1981-10-02,1.347222
1981-10-05,1.354167
1981-10-06,1.361111
1981-10-07,1.381944
1981-10-08,1.430556
1981-10-09,1.458333
1981-10-12,1.493056
1981-10-13,1.5
1981-10-14,1.486111
1981-10-15,1.527778
1981-10-16,1.506944
1981-10-19,1.486111
1981-10-20,1.520833
1981-10-21,1.541667
1981-10-22,1.538194
1981-10-23,1.520833
1981-10-26,1.506944
1981-10-27,1.552083
1981-10-28,1.534722
1981-10-29,1.520833
1981-10-30,1.534722
1981-11-02,1.552083
1981-11-03,1.548611
1981-11-04,1.534722
1981-11-05,1.548611
1981-11-06,1.548611
1981-11-09,1.555556
1981-11-10,1.548611
1981-11-11,1.611111
1981-11-12,1.6527779999999999
1981-11-13,1.614583
1981-11-16,1.5625
1981-11-17,1.565972
1981-11-18,1.569444
1981-11-19,1.569444
1981-11-20,1.621528
1981-11-23,1.638889
1981-11-24,1.631944
1981-11-25,1.611111
1981-11-27,1.59375
1981-11-30,1.611111
1981-12-01,1.638889
1981-12-02,1.631944
1981-12-03,1.628472
1981-12-04,1.607639
1981-12-07,1.607639
1981-12-08,1.614583
1981-12-09,1.638889
1981-12-10,1.65625
1981-12-11,1.638889
1981-12-14,1.625
1981-12-15,1.618056
1981-12-16,1.638889
1981-12-17,1.6631939999999998
1981-12-18,1.638889
1981-12-21,1.628472
1981-12-22,1.607639
1981-12-23,1.607639
1981-12-24,1.604167
1981-12-28,1.590278
1981-12-29,1.565972
1981-12-30,1.590278
1981-12-31,1.611111
1982-01-04,1.642361
1982-01-05,1.600694
1982-01-06,1.621528
1982-01-07,1.604167
1982-01-08,1.597222
1982-01-11,1.527778
1982-01-12,1.527778
1982-01-13,1.451389
1982-01-14,1.461806
1982-01-15,1.489583
1982-01-18,1.506944
1982-01-19,1.5282120000000001
1982-01-20,1.510417
1982-01-21,1.510417
1982-01-22,1.489583
1982-01-25,1.479167
1982-01-26,1.472222
1982-01-27,1.475694
1982-01-28,1.527778
1982-01-29,1.559028
1982-02-01,1.527778
1982-02-02,1.548611
1982-02-03,1.541667
1982-02-04,1.503472
1982-02-05,1.53125
1982-02-08,1.503472
1982-02-09,1.493056
1982-02-10,1.5
1982-02-11,1.506944
1982-02-12,1.517361
1982-02-16,1.510417
1982-02-17,1.527778
1982-02-18,1.541667
1982-02-19,1.510417
1982-02-22,1.444444
1982-02-23,1.399306
1982-02-24,1.395833
1982-02-25,1.399306
1982-02-26,1.392361
1982-03-01,1.381944
1982-03-02,1.395833
1982-03-03,1.305556
1982-03-04,1.263889
1982-03-05,1.215278
1982-03-08,1.184028
1982-03-09,1.222222
1982-03-10,1.222222
1982-03-11,1.25
1982-03-12,1.232639
1982-03-15,1.229167
1982-03-16,1.253472
1982-03-17,1.246528
1982-03-18,1.260417
1982-03-19,1.260417
1982-03-22,1.309028
1982-03-23,1.322917
1982-03-24,1.326389
1982-03-25,1.305556
1982-03-26,1.277778
1982-03-29,1.277778
1982-03-30,1.25
1982-03-31,1.222222
1982-04-01,1.211806
1982-04-02,1.215278
1982-04-05,1.229167
1982-04-06,1.274306
1982-04-07,1.274306
1982-04-08,1.315972
1982-04-12,1.305556
1982-04-13,1.305556
1982-04-14,1.302083
1982-04-15,1.298611
1982-04-16,1.3125
1982-04-19,1.326389
1982-04-20,1.326389
1982-04-21,1.291667
1982-04-22,1.295139
1982-04-23,1.315972
1982-04-26,1.326389
1982-04-27,1.319444
1982-04-28,1.305556
1982-04-29,1.305556
1982-04-30,1.3125
1982-05-03,1.315972
1982-05-04,1.302083
1982-05-05,1.302083
1982-05-06,1.309028
1982-05-07,1.319444
1982-05-10,1.295139
1982-05-11,1.267361
1982-05-12,1.267361
1982-05-13,1.208333
1982-05-14,1.180556
1982-05-17,1.1875
1982-05-18,1.159722
1982-05-19,1.159722
1982-05-20,1.138889
1982-05-21,1.128472
1982-05-24,1.152778
1982-05-25,1.152778
1982-05-26,1.125
1982-05-27,1.152778
1982-05-28,1.131944
1982-06-01,1.128472
1982-06-02,1.131944
1982-06-03,1.135417
1982-06-04,1.131944
1982-06-07,1.111111
1982-06-08,1.09375
1982-06-09,1.086806
1982-06-10,1.076389
1982-06-11,1.083333
1982-06-14,1.048611
1982-06-15,1.024306
1982-06-16,1.020833
1982-06-17,1.034722
1982-06-18,1.048611
1982-06-21,1.038194
1982-06-22,1.072917
1982-06-23,1.069444
1982-06-24,1.069444
1982-06-25,1.079861
1982-06-28,1.083333
1982-06-29,1.079861
1982-06-30,1.083333
1982-07-01,1.076389
1982-07-02,1.0625
1982-07-06,1.0625
1982-07-07,1.065972
1982-07-08,1.055556
1982-07-09,1.090278
1982-07-12,1.097222
1982-07-13,1.076389
1982-07-14,1.079861
1982-07-15,1.069444
1982-07-16,1.072917
1982-07-19,1.055556
1982-07-20,1.048611
1982-07-21,1.052083
1982-07-22,1.0625
1982-07-23,1.065972
1982-07-26,1.069444
1982-07-27,1.055556
1982-07-28,1.038194
1982-07-29,1.0625
1982-07-30,1.055556
1982-08-02,1.0625
1982-08-03,1.072917
1982-08-04,1.0625
1982-08-05,1.034722
1982-08-06,1.024306
1982-08-09,1.017361
1982-08-10,1.027778
1982-08-11,1.034722
1982-08-12,1.034722
1982-08-13,1.055556
1982-08-16,1.0625
1982-08-17,1.097222
1982-08-18,1.125
1982-08-19,1.111111
1982-08-20,1.135417
1982-08-23,1.208333
1982-08-24,1.208333
1982-08-25,1.229167
1982-08-26,1.256944
1982-08-27,1.229167
1982-08-30,1.222222
1982-08-31,1.243056
1982-09-01,1.25
1982-09-02,1.274306
1982-09-03,1.305556
1982-09-07,1.270833
1982-09-08,1.295139
1982-09-09,1.302083
1982-09-10,1.288194
1982-09-13,1.284722
1982-09-14,1.277778
1982-09-15,1.267361
1982-09-16,1.215278
1982-09-17,1.173611
1982-09-20,1.215278
1982-09-21,1.256944
1982-09-22,1.277778
1982-09-23,1.274306
1982-09-24,1.246528
1982-09-27,1.239583
1982-09-28,1.222222
1982-09-29,1.197917
1982-09-30,1.194444
1982-10-01,1.208333
1982-10-04,1.197917
1982-10-05,1.194444
1982-10-06,1.21875
1982-10-07,1.267361
1982-10-08,1.326389
1982-10-11,1.361111
1982-10-12,1.385417
1982-10-13,1.375
1982-10-14,1.378472
1982-10-15,1.381944
1982-10-18,1.40625
1982-10-19,1.413194
1982-10-20,1.472222
1982-10-21,1.53125
1982-10-22,1.586806
1982-10-25,1.520833
1982-10-26,1.527778
1982-10-27,1.503472
1982-10-28,1.479167
1982-10-29,1.482639
1982-11-01,1.520833
1982-11-02,1.541667
1982-11-03,1.597222
1982-11-04,1.590278
1982-11-05,1.579861
1982-11-08,1.534722
1982-11-09,1.506944
1982-11-10,1.472222
1982-11-11,1.486111
1982-11-12,1.493056
1982-11-15,1.486111
1982-11-16,1.472222
1982-11-17,1.506944
1982-11-18,1.493056
1982-11-19,1.479167
1982-11-22,1.423611
1982-11-23,1.40625
1982-11-24,1.416667
1982-11-26,1.434028
1982-11-29,1.409722
1982-11-30,1.451389
1982-12-01,1.520833
1982-12-02,1.506944
1982-12-03,1.53125
1982-12-06,1.527778
1982-12-07,1.506944
1982-12-08,1.472222
1982-12-09,1.409722
1982-12-10,1.413194
1982-12-13,1.427083
1982-12-14,1.385417
1982-12-15,1.395833
1982-12-16,1.368056
1982-12-17,1.381944
1982-12-20,1.368056
1982-12-21,1.392361
