Date,FRGI
2015-02-12,62.130001
2015-02-13,61.799999
2015-02-17,62.049999
2015-02-18,64.040001
2015-02-19,66.989998
2015-02-20,64.959999
2015-02-23,65.779999
2015-02-24,65.940002
2015-02-25,65.660004
2015-02-26,66.470001
2015-02-27,65.010002
2015-03-02,65.379997
2015-03-03,65.769997
2015-03-04,65.339996
2015-03-05,65.559998
2015-03-06,64.889999
2015-03-09,64.910004
2015-03-10,63.540001000000004
2015-03-11,63.959998999999996
2015-03-12,64.849998
2015-03-13,64.93
2015-03-16,64.650002
2015-03-17,64.410004
2015-03-18,64.559998
2015-03-19,65.300003
2015-03-20,65.559998
2015-03-23,66.050003
2015-03-24,66.58000200000001
2015-03-25,65.230003
2015-03-26,61.689999
2015-03-27,61.970001
2015-03-30,62.029999
2015-03-31,61.0
2015-04-01,59.990002000000004
2015-04-02,60.77
2015-04-06,61.209998999999996
2015-04-07,60.799999
2015-04-08,62.32
2015-04-09,61.25
2015-04-10,61.240002000000004
2015-04-13,61.599998
2015-04-14,60.689999
2015-04-15,60.799999
2015-04-16,60.950001
2015-04-17,58.099998
2015-04-20,58.630001
2015-04-21,59.610001000000004
2015-04-22,59.389998999999996
2015-04-23,59.09
2015-04-24,54.900002
2015-04-27,53.139998999999996
2015-04-28,54.060001
2015-04-29,52.43
2015-04-30,50.549999
2015-05-01,49.950001
2015-05-04,51.57
2015-05-05,50.299999
2015-05-06,49.849998
2015-05-07,50.669998
2015-05-08,51.650002
2015-05-11,52.279999
2015-05-12,52.029999
2015-05-13,51.610001000000004
2015-05-14,51.360001000000004
2015-05-15,49.720001
2015-05-18,48.5
2015-05-19,49.73
2015-05-20,49.27
2015-05-21,49.02
2015-05-22,48.23
2015-05-26,47.09
2015-05-27,47.369999
2015-05-28,47.720001
2015-05-29,46.529999
2015-06-01,46.529999
2015-06-02,46.509997999999996
2015-06-03,47.189999
2015-06-04,46.450001
2015-06-05,48.049999
2015-06-08,48.040001000000004
2015-06-09,48.669998
2015-06-10,50.470001
2015-06-11,51.060001
2015-06-12,52.299999
2015-06-15,52.080002
2015-06-16,50.950001
2015-06-17,51.5
2015-06-18,52.060001
2015-06-19,53.009997999999996
2015-06-22,53.380001
2015-06-23,51.52
2015-06-24,50.330002
2015-06-25,49.939999
2015-06-26,49.939999
2015-06-29,49.220001
2015-06-30,50.0
2015-07-01,50.0
2015-07-02,49.529999
2015-07-06,49.119999
2015-07-07,48.98
2015-07-08,48.209998999999996
2015-07-09,48.34
2015-07-10,49.369999
2015-07-13,50.0
2015-07-14,49.740002000000004
2015-07-15,49.16
2015-07-16,50.349998
2015-07-17,50.009997999999996
2015-07-20,51.400002
2015-07-21,52.490002000000004
2015-07-22,53.68
2015-07-23,51.330002
2015-07-24,50.630001
2015-07-27,50.599998
2015-07-28,51.360001000000004
2015-07-29,52.630001
2015-07-30,53.73
2015-07-31,58.130001
2015-08-03,58.34
2015-08-04,58.470001
2015-08-05,58.310001
2015-08-06,55.41
2015-08-07,55.639998999999996
2015-08-10,55.32
2015-08-11,55.799999
2015-08-12,54.790001000000004
2015-08-13,54.990002000000004
2015-08-14,54.98
2015-08-17,55.5
2015-08-18,54.48
2015-08-19,54.209998999999996
2015-08-20,53.209998999999996
2015-08-21,51.57
2015-08-24,50.5
2015-08-25,51.009997999999996
2015-08-26,51.259997999999996
2015-08-27,52.259997999999996
2015-08-28,52.209998999999996
2015-08-31,51.639998999999996
2015-09-01,50.580002
2015-09-02,52.119999
2015-09-03,51.580002
2015-09-04,51.259997999999996
2015-09-08,52.380001
2015-09-09,51.080002
2015-09-10,50.66
2015-09-11,50.970001
2015-09-14,50.709998999999996
2015-09-15,50.650002
2015-09-16,51.049999
2015-09-17,50.740002000000004
2015-09-18,49.490002000000004
2015-09-21,49.23
2015-09-22,47.919998
2015-09-23,47.939999
2015-09-24,47.32
2015-09-25,46.349998
2015-09-28,45.650002
2015-09-29,45.709998999999996
2015-09-30,45.369999
2015-10-01,42.720001
2015-10-02,43.049999
2015-10-05,44.18
2015-10-06,43.209998999999996
2015-10-07,43.619999
2015-10-08,43.349998
2015-10-09,43.34
2015-10-12,43.599998
2015-10-13,42.849998
2015-10-14,41.32
2015-10-15,42.049999
2015-10-16,42.009997999999996
2015-10-19,42.189999
2015-10-20,42.220001
2015-10-21,39.689999
2015-10-22,40.0
2015-10-23,40.080002
2015-10-26,39.700001
2015-10-27,38.310001
2015-10-28,39.59
2015-10-29,38.09
2015-10-30,35.360001000000004
2015-11-02,36.470001
2015-11-03,36.630001
2015-11-04,36.0
2015-11-05,35.540001000000004
2015-11-06,36.049999
2015-11-09,34.98
2015-11-10,35.419998
2015-11-11,34.98
2015-11-12,34.09
2015-11-13,32.610001000000004
2015-11-16,33.189999
2015-11-17,32.110001000000004
2015-11-18,32.009997999999996
2015-11-19,33.970001
2015-11-20,35.98
2015-11-23,37.299999
2015-11-24,37.990002000000004
2015-11-25,38.18
2015-11-27,38.150002
2015-11-30,38.43
2015-12-01,37.669998
2015-12-02,37.52
2015-12-03,36.77
2015-12-04,36.82
2015-12-07,36.540001000000004
2015-12-08,36.290001000000004
2015-12-09,36.110001000000004
2015-12-10,36.130001
2015-12-11,35.130001
2015-12-14,35.299999
2015-12-15,34.540001000000004
2015-12-16,35.119999
2015-12-17,33.740002000000004
2015-12-18,33.029999
2015-12-21,34.23
2015-12-22,34.459998999999996
2015-12-23,34.52
2015-12-24,34.459998999999996
2015-12-28,34.0
2015-12-29,34.009997999999996
2015-12-30,33.57
2015-12-31,33.599998
2016-01-04,33.189999
2016-01-05,33.68
2016-01-06,33.57
2016-01-07,33.720001
2016-01-08,33.080002
2016-01-11,33.189999
2016-01-12,33.580002
2016-01-13,35.759997999999996
2016-01-14,37.130001
2016-01-15,37.040001000000004
2016-01-19,37.419998
2016-01-20,36.73
2016-01-21,37.32
2016-01-22,37.34
2016-01-25,35.73
2016-01-26,36.060001
2016-01-27,35.759997999999996
2016-01-28,35.860001000000004
2016-01-29,36.400002
2016-02-01,37.369999
2016-02-02,36.389998999999996
2016-02-03,35.43
2016-02-04,36.419998
2016-02-05,34.509997999999996
2016-02-08,35.310001
2016-02-09,35.779999
2016-02-10,34.84
2016-02-11,34.790001000000004
2016-02-12,34.759997999999996
2016-02-16,35.34
2016-02-17,35.799999
2016-02-18,35.740002000000004
2016-02-19,35.25
2016-02-22,35.009997999999996
2016-02-23,36.91
2016-02-24,37.459998999999996
2016-02-25,34.900002
2016-02-26,33.799999
2016-02-29,33.119999
2016-03-01,35.560001
2016-03-02,35.25
2016-03-03,36.009997999999996
2016-03-04,36.48
2016-03-07,38.419998
2016-03-08,36.77
2016-03-09,37.5
2016-03-10,37.119999
2016-03-11,36.540001000000004
2016-03-14,36.939999
2016-03-15,34.950001
2016-03-16,34.990002000000004
2016-03-17,34.91
2016-03-18,35.369999
2016-03-21,33.779999
2016-03-22,33.07
2016-03-23,32.080002
2016-03-24,32.07
2016-03-28,31.379998999999998
2016-03-29,31.73
2016-03-30,31.93
2016-03-31,32.779999
2016-04-01,33.48
2016-04-04,34.02
2016-04-05,33.310001
2016-04-06,34.099998
2016-04-07,34.029999
2016-04-08,34.419998
2016-04-11,34.560001
2016-04-12,34.68
2016-04-13,35.470001
2016-04-14,35.459998999999996
2016-04-15,35.700001
2016-04-18,34.73
2016-04-19,34.740002000000004
2016-04-20,35.290001000000004
2016-04-21,34.889998999999996
2016-04-22,35.110001000000004
2016-04-25,34.990002000000004
2016-04-26,34.759997999999996
2016-04-27,34.09
2016-04-28,33.389998999999996
2016-04-29,32.110001000000004
2016-05-02,32.41
2016-05-03,33.110001000000004
2016-05-04,32.900002
2016-05-05,32.459998999999996
2016-05-06,32.18
2016-05-09,32.599998
2016-05-10,26.549999
2016-05-11,25.549999
2016-05-12,25.530001000000002
2016-05-13,25.17
2016-05-16,24.950001
2016-05-17,23.879998999999998
2016-05-18,23.139999
2016-05-19,23.85
2016-05-20,24.17
2016-05-23,23.43
2016-05-24,24.17
2016-05-25,24.75
2016-05-26,24.49
2016-05-27,25.459999
2016-05-31,25.129998999999998
2016-06-01,25.059998999999998
2016-06-02,25.1
2016-06-03,24.639999
2016-06-06,25.49
2016-06-07,24.91
2016-06-08,24.85
2016-06-09,24.860001
2016-06-10,24.459999
2016-06-13,24.0
2016-06-14,23.91
2016-06-15,23.23
2016-06-16,23.219998999999998
2016-06-17,23.5
2016-06-20,23.030001000000002
2016-06-21,22.77
2016-06-22,22.65
2016-06-23,22.82
2016-06-24,22.09
2016-06-27,21.01
2016-06-28,21.66
2016-06-29,21.99
2016-06-30,21.809998999999998
2016-07-01,22.139999
2016-07-05,22.059998999999998
2016-07-06,22.559998999999998
2016-07-07,22.85
2016-07-08,23.440001000000002
2016-07-11,24.42
2016-07-12,24.780001000000002
2016-07-13,24.49
2016-07-14,24.51
2016-07-15,24.360001
2016-07-18,24.290001
2016-07-19,24.530001000000002
2016-07-20,25.389999
2016-07-21,24.67
2016-07-22,25.209999
2016-07-25,24.870001000000002
2016-07-26,23.139999
2016-07-27,24.41
2016-07-28,23.1
2016-07-29,22.34
2016-08-01,22.49
2016-08-02,22.09
2016-08-03,21.93
2016-08-04,22.59
2016-08-05,22.74
2016-08-08,22.690001000000002
2016-08-09,22.85
2016-08-10,22.33
2016-08-11,22.65
2016-08-12,22.809998999999998
2016-08-15,23.690001000000002
2016-08-16,24.280001000000002
2016-08-17,23.99
2016-08-18,23.959999
2016-08-19,23.639999
2016-08-22,23.389999
2016-08-23,23.4
2016-08-24,23.02
2016-08-25,22.870001000000002
2016-08-26,24.969998999999998
2016-08-29,24.85
2016-08-30,25.360001
2016-08-31,25.26
2016-09-01,25.309998999999998
2016-09-02,25.49
2016-09-06,25.51
2016-09-07,25.26
2016-09-08,25.82
2016-09-09,25.25
2016-09-12,25.32
2016-09-13,24.84
2016-09-14,24.32
2016-09-15,25.0
2016-09-16,25.549999
2016-09-19,26.02
2016-09-20,25.23
2016-09-21,25.33
2016-09-22,26.049999
2016-09-23,26.48
2016-09-26,26.139999
2016-09-27,25.969998999999998
2016-09-28,25.620001000000002
2016-09-29,23.860001
2016-09-30,24.0
2016-10-03,23.75
2016-10-04,23.74
2016-10-05,24.610001
2016-10-06,24.469998999999998
2016-10-07,24.209999
2016-10-10,24.92
2016-10-11,25.42
2016-10-12,25.639999
2016-10-13,25.4
2016-10-14,26.879998999999998
2016-10-17,27.15
2016-10-18,27.299999
2016-10-19,27.549999
2016-10-20,27.4
2016-10-21,27.200001
2016-10-24,27.049999
2016-10-25,27.1
2016-10-26,26.35
2016-10-27,25.98
2016-10-28,25.549999
2016-10-31,26.4
2016-11-01,25.65
2016-11-02,25.85
2016-11-03,25.799999
2016-11-04,25.65
2016-11-07,27.049999
2016-11-08,25.4
2016-11-09,26.65
2016-11-10,27.549999
2016-11-11,28.35
2016-11-14,28.9
2016-11-15,28.799999
2016-11-16,29.200001
2016-11-17,28.9
2016-11-18,29.0
