Date,MDU
1973-02-21,1.765432
1973-02-22,1.7530860000000001
1973-02-23,1.7469139999999999
1973-02-26,1.734568
1973-02-27,1.7222220000000001
1973-02-28,1.685185
1973-03-01,1.6913580000000001
1973-03-02,1.679012
1973-03-05,1.62963
1973-03-06,1.660494
1973-03-07,1.685185
1973-03-08,1.666667
1973-03-09,1.654321
1973-03-12,1.660494
1973-03-13,1.654321
1973-03-14,1.685185
1973-03-15,1.6975310000000001
1973-03-16,1.679012
1973-03-19,1.666667
1973-03-20,1.666667
1973-03-21,1.641975
1973-03-22,1.641975
1973-03-23,1.648148
1973-03-26,1.660494
1973-03-27,1.660494
1973-03-28,1.6913580000000001
1973-03-29,1.8024689999999999
1973-03-30,1.790123
1973-04-02,1.7469139999999999
1973-04-03,1.7222220000000001
1973-04-04,1.740741
1973-04-05,1.7222220000000001
1973-04-06,1.7160490000000002
1973-04-09,1.7530860000000001
1973-04-10,1.7530860000000001
1973-04-11,1.740741
1973-04-12,1.7530860000000001
1973-04-13,1.740741
1973-04-16,1.740741
1973-04-17,1.740741
1973-04-18,1.7530860000000001
1973-04-19,1.814815
1973-04-23,1.7469139999999999
1973-04-24,1.709877
1973-04-25,1.7283950000000001
1973-04-26,1.7222220000000001
1973-04-27,1.685185
1973-04-30,1.709877
1973-05-01,1.703704
1973-05-02,1.7160490000000002
1973-05-03,1.7839509999999998
1973-05-04,1.814815
1973-05-07,1.7839509999999998
1973-05-08,1.7839509999999998
1973-05-09,1.8024689999999999
1973-05-10,1.8086419999999999
1973-05-11,1.8024689999999999
1973-05-14,1.765432
1973-05-15,1.7283950000000001
1973-05-16,1.759259
1973-05-17,1.7469139999999999
1973-05-18,1.7283950000000001
1973-05-21,1.679012
1973-05-22,1.67284
1973-05-23,1.660494
1973-05-24,1.679012
1973-05-25,1.666667
1973-05-29,1.648148
1973-05-30,1.62963
1973-05-31,1.6358030000000001
1973-06-01,1.598765
1973-06-04,1.567901
1973-06-05,1.617284
1973-06-06,1.623457
1973-06-07,1.617284
1973-06-08,1.623457
1973-06-11,1.604938
1973-06-12,1.604938
1973-06-13,1.62963
1973-06-14,1.617284
1973-06-15,1.580247
1973-06-18,1.5864200000000002
1973-06-19,1.580247
1973-06-20,1.574074
1973-06-21,1.555556
1973-06-22,1.567901
1973-06-25,1.567901
1973-06-26,1.537037
1973-06-27,1.537037
1973-06-28,1.530864
1973-06-29,1.537037
1973-07-02,1.530864
1973-07-03,1.518519
1973-07-05,1.512346
1973-07-06,1.481481
1973-07-09,1.481481
