Date,BWP
2012-06-18,25.84
2012-06-19,26.370001000000002
2012-06-20,26.790001
2012-06-21,26.75
2012-06-22,26.68
2012-06-25,26.379998999999998
2012-06-26,26.459999
2012-06-27,26.99
2012-06-28,27.299999
2012-06-29,27.629998999999998
2012-07-02,28.1
2012-07-03,28.27
2012-07-05,28.139999
2012-07-06,28.27
2012-07-09,28.07
2012-07-10,27.92
2012-07-11,27.77
2012-07-12,27.959999
2012-07-13,28.059998999999998
2012-07-16,28.129998999999998
2012-07-17,28.26
2012-07-18,28.459999
2012-07-19,28.5
2012-07-20,28.950001
2012-07-23,28.690001000000002
2012-07-24,29.07
2012-07-25,29.049999
2012-07-26,28.99
2012-07-27,29.0
2012-07-30,29.030001000000002
2012-07-31,28.700001
2012-08-01,28.879998999999998
2012-08-02,27.5
2012-08-03,27.700001
2012-08-06,27.75
2012-08-07,26.889999
2012-08-08,26.5
2012-08-09,27.030001000000002
2012-08-10,27.120001000000002
2012-08-13,27.049999
2012-08-14,27.030001000000002
2012-08-15,27.200001
2012-08-16,27.09
2012-08-17,27.0
2012-08-20,26.889999
2012-08-21,27.049999
2012-08-22,27.0
2012-08-23,26.83
2012-08-24,26.879998999999998
2012-08-27,26.85
2012-08-28,27.0
2012-08-29,26.870001000000002
2012-08-30,26.790001
2012-08-31,27.030001000000002
2012-09-04,27.290001
2012-09-05,27.27
2012-09-06,27.200001
2012-09-07,27.290001
2012-09-10,27.209999
2012-09-11,27.01
2012-09-12,27.07
2012-09-13,27.120001000000002
2012-09-14,27.469998999999998
2012-09-17,27.719998999999998
2012-09-18,27.639999
2012-09-19,27.719998999999998
2012-09-20,27.799999
2012-09-21,27.73
2012-09-24,27.870001000000002
2012-09-25,27.74
2012-09-26,27.6
2012-09-27,27.75
2012-09-28,27.9
2012-10-01,27.950001
2012-10-02,27.799999
2012-10-03,28.040001
2012-10-04,26.75
2012-10-05,26.92
2012-10-08,27.1
2012-10-09,26.940001000000002
2012-10-10,27.040001
2012-10-11,26.91
2012-10-12,26.889999
2012-10-15,26.940001000000002
2012-10-16,26.92
2012-10-17,27.07
2012-10-18,26.92
2012-10-19,26.780001000000002
2012-10-22,26.799999
2012-10-23,26.77
2012-10-24,26.77
2012-10-25,26.85
2012-10-26,26.799999
2012-10-31,26.67
2012-11-01,26.799999
2012-11-02,26.639999
2012-11-05,26.299999
2012-11-06,25.389999
2012-11-07,25.049999
2012-11-08,25.0
2012-11-09,25.290001
2012-11-12,24.879998999999998
2012-11-13,24.809998999999998
2012-11-14,24.26
2012-11-15,23.690001000000002
2012-11-16,24.58
2012-11-19,25.059998999999998
2012-11-20,25.469998999999998
2012-11-21,25.68
2012-11-23,25.860001
2012-11-26,25.700001
2012-11-27,25.73
2012-11-28,25.74
2012-11-29,25.799999
2012-11-30,25.790001
2012-12-03,25.799999
2012-12-04,25.75
2012-12-05,25.879998999999998
2012-12-06,25.9
2012-12-07,25.790001
2012-12-10,25.68
2012-12-11,25.75
2012-12-12,25.639999
2012-12-13,25.360001
2012-12-14,25.389999
2012-12-17,25.190001000000002
2012-12-18,25.450001
2012-12-19,25.75
2012-12-20,25.67
2012-12-21,25.24
2012-12-24,25.059998999999998
2012-12-26,25.0
2012-12-27,24.639999
2012-12-28,24.700001
2012-12-31,24.9
2013-01-02,26.24
2013-01-03,26.860001
2013-01-04,26.690001000000002
2013-01-07,26.629998999999998
2013-01-08,26.280001000000002
2013-01-09,26.25
2013-01-10,26.59
2013-01-11,26.84
2013-01-14,26.83
2013-01-15,26.91
2013-01-16,26.58
2013-01-17,26.5
2013-01-18,26.870001000000002
2013-01-22,27.23
2013-01-23,27.129998999999998
2013-01-24,27.0
2013-01-25,27.200001
2013-01-28,27.219998999999998
2013-01-29,27.42
2013-01-30,27.27
2013-01-31,27.530001000000002
2013-02-01,27.41
2013-02-04,27.34
2013-02-05,27.719998999999998
2013-02-06,27.57
2013-02-07,27.469998999999998
2013-02-08,27.469998999999998
2013-02-11,27.309998999999998
2013-02-12,26.700001
2013-02-13,26.700001
2013-02-14,26.85
2013-02-15,26.700001
2013-02-19,26.49
2013-02-20,26.51
2013-02-21,26.200001
2013-02-22,26.16
2013-02-25,25.610001
2013-02-26,25.950001
2013-02-27,26.5
2013-02-28,26.549999
2013-03-01,26.4
2013-03-04,26.26
2013-03-05,26.629998999999998
2013-03-06,26.709999
2013-03-07,26.92
2013-03-08,27.34
2013-03-11,27.4
2013-03-12,27.6
2013-03-13,27.66
2013-03-14,27.780001000000002
2013-03-15,27.75
2013-03-18,27.68
2013-03-19,27.83
2013-03-20,28.049999
2013-03-21,28.440001000000002
2013-03-22,28.59
2013-03-25,28.639999
2013-03-26,28.93
2013-03-27,28.82
2013-03-28,29.309998999999998
2013-04-01,29.290001
2013-04-02,29.35
2013-04-03,28.85
2013-04-04,29.120001000000002
2013-04-05,29.129998999999998
2013-04-08,29.92
2013-04-09,30.25
2013-04-10,30.370001000000002
2013-04-11,29.969998999999998
2013-04-12,30.129998999999998
2013-04-15,29.5
2013-04-16,30.35
2013-04-17,30.25
2013-04-18,30.469998999999998
2013-04-19,30.58
2013-04-22,30.629998999999998
2013-04-23,30.639999
2013-04-24,30.610001
2013-04-25,30.360001
2013-04-26,30.219998999999998
2013-04-29,30.139999
2013-04-30,30.23
2013-05-01,29.82
2013-05-02,30.030001000000002
2013-05-03,30.27
2013-05-06,30.68
2013-05-07,29.790001
2013-05-08,30.440001000000002
2013-05-09,30.24
2013-05-10,30.360001
2013-05-13,30.65
2013-05-14,30.809998999999998
2013-05-15,31.27
2013-05-16,30.84
2013-05-17,31.200001
2013-05-20,30.73
2013-05-21,31.0
2013-05-22,31.209999
2013-05-23,31.299999
2013-05-24,31.110001
2013-05-28,31.52
2013-05-29,31.290001
2013-05-30,30.25
2013-05-31,29.6
2013-06-03,29.530001000000002
2013-06-04,29.01
2013-06-05,28.629998999999998
2013-06-06,28.92
2013-06-07,29.27
2013-06-10,29.41
2013-06-11,29.209999
2013-06-12,29.110001
2013-06-13,29.33
2013-06-14,29.690001000000002
2013-06-17,30.1
