Date,RNR
1995-07-27,7.1666669999999995
1995-07-28,7.4583330000000005
1995-07-31,7.625
1995-08-01,7.4583330000000005
1995-08-02,7.4583330000000005
1995-08-03,7.4375
1995-08-04,7.5416669999999995
1995-08-07,7.75
1995-08-08,7.75
1995-08-09,7.7083330000000005
1995-08-10,7.6666669999999995
1995-08-11,7.5416669999999995
1995-08-14,7.4166669999999995
1995-08-15,7.4583330000000005
1995-08-16,7.4166669999999995
1995-08-17,7.5416669999999995
1995-08-18,7.875
1995-08-21,8.125
1995-08-22,8.25
1995-08-23,8.166667
1995-08-24,7.9166669999999995
1995-08-25,8.041667
1995-08-28,8.020833
1995-08-29,8.083333
1995-08-30,8.083333
1995-08-31,8.166667
1995-09-01,8.166667
1995-09-05,8.25
1995-09-06,8.291667
1995-09-07,8.208333
1995-09-08,8.208333
1995-09-11,8.291667
1995-09-12,8.270833
1995-09-13,8.333333
1995-09-14,8.208333
1995-09-15,8.208333
1995-09-18,8.125
1995-09-19,8.166667
1995-09-20,8.166667
1995-09-21,8.125
1995-09-22,8.208333
1995-09-25,8.291667
1995-09-26,8.291667
1995-09-27,8.208333
1995-09-28,8.208333
1995-09-29,8.125
1995-10-02,8.041667
1995-10-03,7.7083330000000005
1995-10-04,7.7083330000000005
1995-10-05,7.6666669999999995
1995-10-06,7.6666669999999995
1995-10-09,7.8333330000000005
1995-10-10,7.75
1995-10-11,7.8333330000000005
1995-10-12,7.9166669999999995
1995-10-13,8.25
1995-10-16,8.291667
1995-10-17,8.583333
1995-10-18,8.625
1995-10-19,8.666667
1995-10-20,8.666667
1995-10-23,8.458333
1995-10-24,9.291667
1995-10-25,9.291667
1995-10-26,9.0
1995-10-27,9.104167
1995-10-30,9.125
1995-10-31,9.041667
1995-11-01,8.958333
1995-11-02,8.958333
1995-11-03,8.916667
1995-11-06,8.833333
1995-11-07,8.75
1995-11-08,8.791667
1995-11-09,8.791667
1995-11-10,8.791667
1995-11-13,8.645833
1995-11-14,8.666667
1995-11-15,8.666667
1995-11-16,8.541667
1995-11-17,8.583333
1995-11-20,8.666667
1995-11-21,8.75
1995-11-22,8.708333
1995-11-24,8.833333
1995-11-27,8.916667
1995-11-28,8.916667
1995-11-29,9.166667
1995-11-30,9.166667
1995-12-01,9.25
1995-12-04,9.375
1995-12-05,9.333333
1995-12-06,9.625
1995-12-07,9.791667
1995-12-08,10.0
1995-12-11,10.166667
1995-12-12,10.958333
1995-12-13,10.75
1995-12-14,10.541667
1995-12-15,10.375
1995-12-18,10.25
1995-12-19,10.083333
1995-12-20,9.958333
1995-12-21,9.75
1995-12-22,9.75
1995-12-26,9.833333
1995-12-27,9.916667
1995-12-28,10.0
1995-12-29,10.125
1996-01-02,10.333333
1996-01-03,10.375
1996-01-04,10.270833
1996-01-05,10.375
1996-01-08,10.291667
1996-01-09,10.291667
1996-01-10,10.208333
1996-01-11,10.208333
1996-01-12,10.083333
1996-01-15,10.083333
1996-01-16,10.5
1996-01-17,10.5
1996-01-18,10.541667
1996-01-19,10.416667
1996-01-22,10.583333
1996-01-23,10.583333
1996-01-24,10.333333
1996-01-25,10.25
1996-01-26,10.083333
1996-01-29,10.0
1996-01-30,10.0
1996-01-31,10.0
1996-02-01,9.833333
1996-02-02,9.833333
1996-02-05,9.958333
1996-02-06,9.833333
1996-02-07,9.833333
1996-02-08,9.916667
1996-02-09,9.833333
1996-02-12,9.75
1996-02-13,9.75
1996-02-14,9.75
1996-02-15,9.75
1996-02-16,9.770833
1996-02-20,9.916667
1996-02-21,9.791667
1996-02-22,9.75
1996-02-23,9.833333
1996-02-26,9.666667
1996-02-27,9.333333
1996-02-28,9.25
1996-02-29,9.333333
1996-03-01,9.291667
1996-03-04,9.291667
1996-03-05,9.375
1996-03-06,9.291667
1996-03-07,9.291667
1996-03-08,8.958333
1996-03-11,9.125
1996-03-12,8.958333
1996-03-13,8.958333
1996-03-14,9.166667
1996-03-15,9.1875
1996-03-18,9.375
1996-03-19,9.416667
1996-03-20,9.25
1996-03-21,9.416667
1996-03-22,9.25
1996-03-25,9.25
1996-03-26,9.25
1996-03-27,9.25
1996-03-28,9.166667
1996-03-29,9.166667
1996-04-01,9.166667
1996-04-02,9.25
1996-04-03,9.416667
1996-04-04,9.5
1996-04-08,9.25
1996-04-09,9.416667
1996-04-10,9.25
1996-04-11,9.25
1996-04-12,9.25
1996-04-15,9.25
1996-04-16,9.25
1996-04-17,9.25
1996-04-18,9.25
1996-04-19,9.25
1996-04-22,9.25
1996-04-23,9.166667
1996-04-24,8.958333
1996-04-25,9.125
1996-04-26,9.125
1996-04-29,9.125
1996-04-30,9.083333
1996-05-01,9.166667
1996-05-02,9.083333
1996-05-03,9.083333
1996-05-06,9.166667
1996-05-07,9.25
1996-05-08,9.291667
1996-05-09,9.333333
1996-05-10,9.25
1996-05-13,9.25
1996-05-14,9.25
1996-05-15,9.333333
1996-05-16,9.291667
1996-05-17,9.375
1996-05-20,9.375
1996-05-21,9.458333
1996-05-22,9.333333
1996-05-23,9.375
1996-05-24,9.333333
1996-05-28,9.333333
1996-05-29,9.333333
1996-05-30,9.5
1996-05-31,9.583333
1996-06-03,9.5
1996-06-04,9.5
1996-06-05,9.833333
1996-06-06,9.875
1996-06-07,9.833333
1996-06-10,9.791667
1996-06-11,9.833333
1996-06-12,9.833333
1996-06-13,9.833333
1996-06-14,9.958333
1996-06-17,10.0
1996-06-18,10.125
1996-06-19,10.041667
1996-06-20,10.208333
1996-06-21,10.166667
1996-06-24,10.333333
1996-06-25,10.291667
1996-06-26,10.291667
1996-06-27,10.25
1996-06-28,10.25
1996-07-01,10.291667
1996-07-02,10.291667
1996-07-03,10.291667
1996-07-05,10.291667
1996-07-08,10.166667
1996-07-09,10.166667
1996-07-10,10.083333
1996-07-11,10.083333
1996-07-12,10.083333
1996-07-15,9.875
1996-07-16,9.833333
1996-07-17,9.958333
1996-07-18,9.875
1996-07-19,9.75
1996-07-22,9.75
1996-07-23,9.833333
1996-07-24,9.875
1996-07-25,9.833333
1996-07-26,9.916667
1996-07-29,9.875
1996-07-30,9.833333
1996-07-31,9.791667
1996-08-01,9.833333
1996-08-02,9.791667
1996-08-05,9.833333
1996-08-06,9.791667
1996-08-07,9.791667
1996-08-08,9.75
1996-08-09,9.791667
1996-08-12,9.75
1996-08-13,9.791667
1996-08-14,9.791667
1996-08-15,9.791667
1996-08-16,9.708333
1996-08-19,9.708333
1996-08-20,9.708333
1996-08-21,9.666667
1996-08-22,9.708333
1996-08-23,9.666667
1996-08-26,9.833333
1996-08-27,9.833333
1996-08-28,9.833333
1996-08-29,9.875
1996-08-30,9.916667
1996-09-03,9.833333
1996-09-04,9.833333
1996-09-05,9.833333
1996-09-06,9.833333
1996-09-09,9.791667
1996-09-10,9.75
1996-09-11,9.75
1996-09-12,9.583333
1996-09-13,9.5
1996-09-16,9.25
1996-09-17,9.083333
1996-09-18,9.166667
1996-09-19,8.958333
1996-09-20,9.0
1996-09-23,8.916667
1996-09-24,9.041667
1996-09-25,9.125
1996-09-26,9.041667
1996-09-27,9.333333
1996-09-30,9.333333
1996-10-01,9.333333
1996-10-02,9.375
1996-10-03,9.333333
1996-10-04,9.333333
1996-10-07,9.291667
1996-10-08,9.333333
1996-10-09,9.416667
1996-10-10,9.75
1996-10-11,9.958333
1996-10-14,10.0
1996-10-15,10.0
1996-10-16,10.125
1996-10-17,10.166667
1996-10-18,10.166667
1996-10-21,10.208333
1996-10-22,9.958333
1996-10-23,9.875
1996-10-24,9.75
1996-10-25,9.791667
1996-10-28,9.75
1996-10-29,9.625
1996-10-30,9.666667
1996-10-31,9.708333
1996-11-01,9.875
1996-11-04,9.916667
1996-11-05,9.916667
1996-11-06,10.041667
1996-11-07,10.083333
1996-11-08,10.208333
1996-11-11,10.4375
1996-11-12,10.416667
1996-11-13,10.416667
1996-11-14,10.5
1996-11-15,10.416667
1996-11-18,10.416667
1996-11-19,10.625
1996-11-20,10.583333
1996-11-21,10.5
1996-11-22,10.708333
1996-11-25,11.125
1996-11-26,11.375
1996-11-27,12.0
1996-11-29,11.833333
1996-12-02,11.583333
1996-12-03,11.125
1996-12-04,11.0
1996-12-05,10.958333
1996-12-06,10.666667
1996-12-09,10.833333
1996-12-10,10.875
1996-12-11,10.833333
1996-12-12,10.791667
1996-12-13,10.916667
1996-12-16,11.041667
1996-12-17,10.958333
1996-12-18,11.0
1996-12-19,11.0
1996-12-20,11.041667
1996-12-23,11.0
1996-12-24,11.0
1996-12-26,11.041667
1996-12-27,10.958333
1996-12-30,11.0
1996-12-31,11.0
1997-01-02,10.958333
1997-01-03,10.875
1997-01-06,10.916667
1997-01-07,11.0
1997-01-08,10.958333
1997-01-09,10.916667
1997-01-10,10.916667
1997-01-13,10.875
1997-01-14,10.875
1997-01-15,10.875
1997-01-16,10.875
1997-01-17,11.0
1997-01-20,11.375
1997-01-21,11.416667
1997-01-22,11.458333
1997-01-23,11.375
1997-01-24,11.333333
1997-01-27,11.375
1997-01-28,11.333333
1997-01-29,11.333333
1997-01-30,11.916667
1997-01-31,12.5
1997-02-03,13.0
1997-02-04,13.166667000000002
1997-02-05,12.916667
1997-02-06,12.458333
1997-02-07,12.666667
1997-02-10,12.708333
1997-02-11,12.833333
1997-02-12,12.791667
1997-02-13,12.833333
1997-02-14,12.625
1997-02-18,12.666667
1997-02-19,12.458333
1997-02-20,12.458333
1997-02-21,12.333333
1997-02-24,12.25
1997-02-25,12.25
1997-02-26,12.166667
1997-02-27,12.25
1997-02-28,12.583333
1997-03-03,12.25
1997-03-04,12.375
1997-03-05,12.583333
1997-03-06,12.583333
1997-03-07,12.75
1997-03-10,12.833333
1997-03-11,13.166667000000002
1997-03-12,13.333332999999998
1997-03-13,13.291667000000002
1997-03-14,13.333332999999998
1997-03-17,13.333332999999998
1997-03-18,13.208332999999998
1997-03-19,12.916667
1997-03-20,12.75
1997-03-21,12.75
1997-03-24,12.666667
1997-03-25,12.583333
1997-03-26,12.458333
1997-03-27,12.375
1997-03-31,12.333333
1997-04-01,12.208333
1997-04-02,12.166667
1997-04-03,12.083333
1997-04-04,11.791667
1997-04-07,11.541667
1997-04-08,11.375
1997-04-09,11.458333
1997-04-10,11.5
1997-04-11,11.583333
1997-04-14,11.666667
1997-04-15,11.708333
1997-04-16,11.708333
1997-04-17,11.75
1997-04-18,11.875
1997-04-21,12.083333
1997-04-22,12.291667
1997-04-23,12.291667
1997-04-24,12.291667
1997-04-25,12.291667
1997-04-28,12.333333
1997-04-29,12.25
1997-04-30,12.333333
1997-05-01,12.333333
1997-05-02,12.125
1997-05-05,12.25
1997-05-06,12.25
1997-05-07,12.333333
1997-05-08,12.541667
1997-05-09,12.625
1997-05-12,12.791667
1997-05-13,12.791667
1997-05-14,13.041667
1997-05-15,13.0
1997-05-16,13.208332999999998
1997-05-19,13.208332999999998
1997-05-20,12.833333
1997-05-21,12.833333
1997-05-22,12.791667
1997-05-23,12.708333
1997-05-27,12.541667
1997-05-28,12.458333
1997-05-29,12.5
1997-05-30,12.375
1997-06-02,12.416667
1997-06-03,12.666667
1997-06-04,12.666667
1997-06-05,12.708333
1997-06-06,12.666667
1997-06-09,12.708333
1997-06-10,12.708333
1997-06-11,12.625
1997-06-12,12.541667
1997-06-13,12.791667
1997-06-16,12.791667
1997-06-17,12.875
1997-06-18,12.833333
1997-06-19,12.833333
1997-06-20,12.875
1997-06-23,13.125
1997-06-24,12.729167
1997-06-25,12.708333
1997-06-26,12.645833
1997-06-27,12.666667
1997-06-30,12.708333
1997-07-01,12.625
1997-07-02,12.708333
1997-07-03,12.875
1997-07-07,13.083333
1997-07-08,13.333332999999998
1997-07-09,13.333332999999998
1997-07-10,13.708332999999998
1997-07-11,13.645832999999998
1997-07-14,13.604167000000002
1997-07-15,13.479167000000002
1997-07-16,13.6875
1997-07-17,13.5625
1997-07-18,13.708332999999998
1997-07-21,13.5
1997-07-22,13.875
1997-07-23,13.875
1997-07-24,14.333332999999998
1997-07-25,14.5
1997-07-28,14.416667000000002
1997-07-29,14.1875
1997-07-30,14.291667000000002
1997-07-31,14.416667000000002
1997-08-01,14.416667000000002
1997-08-04,14.604167000000002
1997-08-05,14.625
1997-08-06,15.291667000000002
1997-08-07,15.291667000000002
1997-08-08,14.5625
1997-08-11,14.666667000000002
1997-08-12,14.895832999999998
1997-08-13,14.854167000000002
1997-08-14,14.875
1997-08-15,14.895832999999998
1997-08-18,14.833332999999998
1997-08-19,14.770832999999998
1997-08-20,14.75
1997-08-21,14.75
1997-08-22,14.583332999999998
1997-08-25,14.541667000000002
1997-08-26,14.625
1997-08-27,14.354167000000002
1997-08-28,14.395832999999998
1997-08-29,14.166667000000002
1997-09-02,14.125
1997-09-03,14.3125
1997-09-04,14.5
1997-09-05,14.416667000000002
1997-09-08,14.458332999999998
1997-09-09,14.666667000000002
1997-09-10,14.75
1997-09-11,14.541667000000002
1997-09-12,14.645832999999998
1997-09-15,14.770832999999998
1997-09-16,14.666667000000002
1997-09-17,14.625
1997-09-18,14.666667000000002
1997-09-19,14.625
1997-09-22,14.75
1997-09-23,14.833332999999998
1997-09-24,14.770832999999998
1997-09-25,14.645832999999998
1997-09-26,14.645832999999998
1997-09-29,14.625
1997-09-30,14.645832999999998
1997-10-01,14.770832999999998
1997-10-02,14.979167000000002
1997-10-03,14.916667000000002
1997-10-06,14.833332999999998
1997-10-07,14.833332999999998
1997-10-08,14.895832999999998
1997-10-09,14.833332999999998
1997-10-10,15.0
1997-10-13,15.166667000000002
1997-10-14,15.5
1997-10-15,16.0
1997-10-16,16.229166
1997-10-17,16.25
1997-10-20,16.645834
1997-10-21,15.875
1997-10-22,15.958332999999998
1997-10-23,15.645832999999998
1997-10-24,15.541667000000002
1997-10-27,14.833332999999998
1997-10-28,14.270832999999998
1997-10-29,14.583332999999998
1997-10-30,14.604167000000002
1997-10-31,14.5
1997-11-03,14.416667000000002
1997-11-04,14.5
1997-11-05,14.583332999999998
1997-11-06,14.645832999999998
