Date,JEF
1980-03-17,0.063313
1980-03-18,0.061730999999999994
1980-03-19,0.056982000000000005
1980-03-20,0.056982000000000005
1980-03-21,0.050651
1980-03-24,0.050651
1980-03-25,0.047485
1980-03-26,0.049068
1980-03-27,0.042737
1980-03-28,0.049068
1980-03-31,0.056982000000000005
1980-04-01,0.063313
1980-04-02,0.063313
1980-04-03,0.063313
1980-04-07,0.056982000000000005
1980-04-08,0.058565
1980-04-09,0.061730999999999994
1980-04-10,0.06489600000000001
1980-04-11,0.077559
1980-04-14,0.08388999999999999
1980-04-15,0.082307
1980-04-16,0.080725
1980-04-17,0.075976
1980-04-18,0.075976
1980-04-21,0.071228
1980-04-22,0.075976
1980-04-23,0.077559
1980-04-24,0.07914199999999999
1980-04-25,0.071228
1980-04-28,0.069645
1980-04-29,0.069645
1980-04-30,0.069645
1980-05-01,0.069645
1980-05-02,0.068062
1980-05-05,0.068062
1980-05-06,0.066479
1980-05-07,0.075976
1980-05-08,0.087056
1980-05-09,0.08547300000000001
1980-05-12,0.08388999999999999
1980-05-13,0.077559
1980-05-14,0.07914199999999999
1980-05-15,0.077559
1980-05-16,0.069645
1980-05-19,0.069645
1980-05-20,0.07281
1980-05-21,0.07281
1980-05-22,0.07281
1980-05-23,0.071228
1980-05-27,0.077559
1980-05-28,0.075976
1980-05-29,0.074393
1980-05-30,0.075976
1980-06-02,0.075976
1980-06-03,0.074393
1980-06-04,0.07281
1980-06-05,0.071228
1980-06-06,0.071228
1980-06-09,0.068062
1980-06-10,0.068062
1980-06-11,0.071228
1980-06-12,0.071228
1980-06-13,0.07281
1980-06-16,0.071228
1980-06-17,0.07281
1980-06-18,0.07281
1980-06-19,0.069645
1980-06-20,0.069645
1980-06-23,0.069645
1980-06-24,0.068062
1980-06-25,0.068062
1980-06-26,0.069645
1980-06-27,0.069645
1980-06-30,0.069645
1980-07-01,0.068062
1980-07-02,0.069645
1980-07-03,0.071228
1980-07-07,0.071228
1980-07-08,0.068062
1980-07-09,0.069645
1980-07-10,0.068062
1980-07-11,0.066479
1980-07-14,0.06489600000000001
1980-07-15,0.069645
1980-07-16,0.071228
1980-07-17,0.066479
1980-07-18,0.06489600000000001
1980-07-21,0.066479
1980-07-22,0.06489600000000001
1980-07-23,0.06489600000000001
1980-07-24,0.06489600000000001
1980-07-25,0.063313
1980-07-28,0.063313
1980-07-29,0.063313
1980-07-30,0.066479
1980-07-31,0.068062
1980-08-01,0.066479
1980-08-04,0.066479
1980-08-05,0.06489600000000001
1980-08-06,0.066479
1980-08-07,0.066479
1980-08-08,0.066479
1980-08-11,0.063313
1980-08-12,0.058565
1980-08-13,0.060148
1980-08-14,0.060148
1980-08-15,0.058565
1980-08-18,0.075976
1980-08-19,0.06489600000000001
1980-08-20,0.071228
1980-08-21,0.074393
1980-08-22,0.071228
1980-08-25,0.075976
1980-08-26,0.07281
1980-08-27,0.074393
1980-08-28,0.07914199999999999
1980-08-29,0.08547300000000001
1980-09-02,0.098136
1980-09-03,0.091804
1980-09-04,0.08547300000000001
1980-09-05,0.082307
1980-09-08,0.087056
1980-09-09,0.088639
1980-09-10,0.087056
1980-09-11,0.087056
1980-09-12,0.08388999999999999
1980-09-15,0.08547300000000001
1980-09-16,0.087056
1980-09-17,0.08388999999999999
1980-09-18,0.082307
1980-09-19,0.082307
1980-09-22,0.077559
1980-09-23,0.080725
1980-09-24,0.07914199999999999
1980-09-25,0.082307
1980-09-26,0.080725
1980-09-29,0.077559
1980-09-30,0.07914199999999999
1980-10-01,0.07914199999999999
1980-10-02,0.080725
1980-10-03,0.077559
1980-10-06,0.077559
1980-10-07,0.07914199999999999
1980-10-08,0.075976
1980-10-09,0.075976
1980-10-10,0.075976
1980-10-13,0.075976
1980-10-14,0.077559
1980-10-15,0.075976
1980-10-16,0.074393
1980-10-17,0.074393
1980-10-20,0.074393
1980-10-21,0.075976
1980-10-22,0.075976
1980-10-23,0.074393
1980-10-24,0.075976
1980-10-27,0.074393
1980-10-28,0.075976
1980-10-29,0.071228
1980-10-30,0.07281
1980-10-31,0.071228
1980-11-03,0.075976
1980-11-05,0.075976
