Date,SMTGF
2012-08-03,30.299999
2012-08-06,30.299999
2012-08-07,30.299999
2012-08-08,30.299999
2012-08-09,30.299999
2012-08-10,30.299999
2012-08-13,30.299999
2012-08-14,30.299999
2012-08-15,30.299999
2012-08-16,30.299999
2012-08-17,30.299999
2012-08-20,30.299999
2012-08-21,30.299999
2012-08-22,30.299999
2012-08-23,30.299999
2012-08-24,30.299999
2012-08-27,30.299999
2012-08-28,30.299999
2012-08-29,30.299999
2012-08-30,30.299999
2012-08-31,30.299999
2012-09-04,30.48
2012-09-05,30.48
2012-09-06,32.150002
2012-09-07,32.150002
2012-09-10,32.150002
2012-09-11,32.150002
2012-09-12,32.150002
2012-09-13,32.150002
2012-09-14,32.150002
2012-09-17,32.150002
2012-09-18,36.113997999999995
2012-09-19,36.113997999999995
2012-09-20,36.113997999999995
2012-09-21,36.113997999999995
2012-09-24,36.113997999999995
2012-09-25,36.113997999999995
2012-09-26,36.113997999999995
2012-09-27,36.113997999999995
2012-09-28,36.113997999999995
2012-10-01,36.113997999999995
2012-10-02,36.113997999999995
2012-10-03,36.113997999999995
2012-10-04,36.113997999999995
2012-10-05,36.113997999999995
2012-10-08,36.113997999999995
2012-10-09,36.113997999999995
2012-10-10,36.113997999999995
2012-10-11,36.113997999999995
2012-10-12,36.113997999999995
2012-10-15,36.113997999999995
2012-10-16,36.113997999999995
2012-10-17,36.113997999999995
2012-10-18,36.113997999999995
2012-10-19,36.113997999999995
2012-10-22,36.113997999999995
2012-10-23,36.113997999999995
2012-10-24,36.113997999999995
2012-10-25,36.113997999999995
2012-10-26,36.113997999999995
2012-10-31,36.113997999999995
2012-11-01,36.113997999999995
2012-11-02,36.113997999999995
2012-11-05,36.113997999999995
2012-11-06,36.113997999999995
2012-11-07,36.113997999999995
2012-11-08,36.113997999999995
2012-11-09,36.113997999999995
2012-11-12,36.113997999999995
2012-11-13,36.113997999999995
2012-11-14,36.113997999999995
2012-11-15,36.113997999999995
2012-11-16,36.113997999999995
2012-11-19,20.0
2012-11-20,20.0
2012-11-21,20.0
2012-11-23,20.0
2012-11-26,20.0
2012-11-27,20.0
2012-11-28,20.0
2012-11-29,20.780001000000002
2012-11-30,21.35
2012-12-03,21.35
2012-12-04,20.950001
2012-12-05,20.950001
2012-12-06,21.896
2012-12-07,21.896
2012-12-10,21.700001
2012-12-11,22.76
2012-12-12,24.540001
2012-12-13,24.540001
2012-12-14,24.540001
2012-12-17,24.540001
2012-12-18,24.540001
2012-12-19,24.540001
2012-12-20,24.540001
2012-12-21,24.540001
2012-12-24,25.4
2012-12-26,25.4
2012-12-27,25.4
2012-12-28,25.4
2012-12-31,25.4
2013-01-02,25.0
2013-01-03,25.0
2013-01-04,25.0
2013-01-07,29.5
2013-01-08,29.5
2013-01-09,28.9
2013-01-10,29.5
2013-01-11,29.5
2013-01-14,29.5
2013-01-15,29.5
2013-01-16,29.5
2013-01-17,29.5
2013-01-18,29.5
2013-01-22,27.75
2013-01-23,27.75
2013-01-24,27.75
2013-01-25,27.75
2013-01-28,27.75
2013-01-29,27.75
2013-01-30,27.75
2013-01-31,27.75
2013-02-01,27.75
2013-02-04,27.75
2013-02-05,27.75
2013-02-06,27.75
2013-02-07,27.75
2013-02-08,27.75
2013-02-11,27.75
2013-02-12,27.75
2013-02-13,27.75
2013-02-14,27.75
2013-02-15,27.75
2013-02-19,29.450001
2013-02-20,29.450001
2013-02-21,29.58
2013-02-22,29.58
2013-02-25,30.479
2013-02-26,30.479
2013-02-27,30.479
2013-02-28,30.479
2013-03-01,30.479
2013-03-04,28.690001000000002
2013-03-05,28.690001000000002
2013-03-06,28.690001000000002
2013-03-07,28.690001000000002
2013-03-08,28.690001000000002
2013-03-11,28.65
2013-03-12,28.65
2013-03-13,28.65
2013-03-14,28.65
2013-03-15,28.15
2013-03-18,28.15
2013-03-19,28.15
2013-03-20,28.15
2013-03-21,28.15
2013-03-22,28.15
2013-03-25,28.15
2013-03-26,25.9
2013-03-27,25.9
2013-03-28,25.9
2013-04-01,25.9
2013-04-02,25.9
2013-04-03,25.9
2013-04-04,25.9
2013-04-05,25.9
2013-04-08,25.9
2013-04-09,25.9
2013-04-10,25.9
2013-04-11,25.9
2013-04-12,25.9
2013-04-15,25.9
2013-04-16,25.9
2013-04-17,25.9
2013-04-18,25.9
2013-04-19,25.9
2013-04-22,25.9
2013-04-23,25.9
2013-04-24,25.9
2013-04-25,24.49
2013-04-26,24.49
2013-04-29,24.49
2013-04-30,24.49
2013-05-01,24.49
2013-05-02,24.49
2013-05-03,24.49
2013-05-06,24.49
2013-05-07,24.49
2013-05-08,25.299999
2013-05-09,24.549999
2013-05-10,24.549999
2013-05-13,24.549999
2013-05-14,27.0
2013-05-15,27.0
2013-05-16,27.0
2013-05-17,27.0
2013-05-20,27.0
2013-05-21,27.0
2013-05-22,27.0
2013-05-23,27.0
2013-05-24,27.0
2013-05-28,27.0
2013-05-29,27.0
2013-05-30,27.0
2013-05-31,27.0
2013-06-03,32.400002
2013-06-04,32.400002
2013-06-05,32.200001
2013-06-06,32.200001
2013-06-07,32.200001
2013-06-10,32.200001
2013-06-11,32.200001
2013-06-12,32.200001
