Date,FTR
1980-03-17,18.932999
1980-03-18,18.932999
1980-03-19,18.932999
1980-03-20,18.932999
1980-03-21,18.932999
1980-03-24,18.932999
1980-03-25,18.932999
1980-03-26,18.932999
1980-03-27,18.407084
1980-03-28,18.407084
1980-03-31,18.757694
1980-04-01,19.108304999999998
1980-04-02,19.458916000000002
1980-04-03,19.458916000000002
1980-04-07,19.458916000000002
1980-04-08,19.458916000000002
1980-04-09,19.458916000000002
1980-04-10,19.458916000000002
1980-04-11,19.458916000000002
1980-04-14,19.458916000000002
1980-04-15,19.458916000000002
1980-04-16,19.634222
1980-04-17,19.634222
1980-04-18,19.809526
1980-04-21,20.160139
1980-04-22,19.984833
1980-04-23,19.984833
1980-04-24,19.984833
1980-04-25,19.984833
1980-04-28,19.984833
1980-04-29,19.984833
1980-04-30,19.984833
1980-05-01,19.984833
1980-05-02,19.984833
1980-05-05,20.335442999999998
1980-05-06,20.160139
1980-05-07,20.335442999999998
1980-05-08,20.51075
1980-05-09,20.51075
1980-05-12,20.51075
1980-05-13,20.686054000000002
1980-05-14,20.861361
1980-05-15,20.861361
1980-05-16,20.861361
1980-05-19,20.861361
1980-05-20,21.036667
1980-05-21,21.211971
1980-05-22,21.211971
1980-05-23,21.211971
1980-05-27,21.211971
1980-05-28,21.036667
1980-05-29,21.036667
1980-05-30,21.036667
1980-06-02,21.211971
1980-06-03,21.036667
1980-06-04,21.211971
1980-06-05,21.211971
1980-06-06,21.211971
1980-06-09,21.211971
1980-06-10,21.211971
1980-06-11,21.387278
1980-06-12,21.562582
1980-06-13,21.737888
1980-06-16,21.913195
1980-06-17,22.263804999999998
1980-06-18,22.614416000000002
1980-06-19,22.789722
1980-06-20,22.789722
1980-06-23,22.789722
1980-06-24,22.789722
1980-06-25,22.789722
1980-06-26,22.789722
1980-06-27,22.789722
1980-06-30,22.965027
1980-07-01,23.140333
1980-07-02,23.66625
1980-07-03,24.016861
1980-07-07,24.192165
1980-07-08,24.192165
1980-07-09,24.192165
1980-07-10,24.192165
1980-07-11,24.192165
1980-07-14,24.192165
1980-07-15,24.192165
1980-07-16,24.192165
1980-07-17,24.016861
1980-07-18,24.016861
1980-07-21,24.016861
1980-07-22,24.016861
1980-07-23,23.841555
