Date,T
1983-11-21,5.1354169999999995
1983-11-22,5.09375
1983-11-23,5.0729169999999995
1983-11-25,5.0833330000000005
1983-11-28,5.03125
1983-11-29,4.9479169999999995
1983-11-30,4.9166669999999995
1983-12-01,4.96875
1983-12-02,4.9479169999999995
1983-12-05,4.9270830000000005
1983-12-06,4.90625
1983-12-07,4.8854169999999995
1983-12-08,4.8854169999999995
1983-12-09,4.8541669999999995
1983-12-12,4.8645830000000005
1983-12-13,4.90625
1983-12-14,4.9166669999999995
1983-12-15,4.8854169999999995
1983-12-16,4.8854169999999995
1983-12-19,4.8854169999999995
1983-12-20,4.90625
1983-12-21,4.9166669999999995
1983-12-22,4.8854169999999995
1983-12-23,4.8958330000000005
1983-12-27,4.8854169999999995
1983-12-28,4.9375
1983-12-29,4.9270830000000005
1983-12-30,4.90625
1984-01-03,5.0833330000000005
1984-01-04,5.3333330000000005
1984-01-05,5.3125
1984-01-06,5.1875
1984-01-09,5.1666669999999995
1984-01-10,5.1666669999999995
1984-01-11,5.1979169999999995
1984-01-12,5.2083330000000005
1984-01-13,5.2916669999999995
1984-01-16,5.3958330000000005
1984-01-17,5.4166669999999995
1984-01-18,5.4895830000000005
1984-01-19,5.4270830000000005
1984-01-20,5.4270830000000005
1984-01-23,5.4166669999999995
1984-01-24,5.3958330000000005
1984-01-25,5.3125
1984-01-26,5.2083330000000005
1984-01-27,5.1979169999999995
1984-01-30,5.28125
1984-01-31,5.2395830000000005
1984-02-01,5.2083330000000005
1984-02-02,5.1770830000000005
1984-02-03,5.1875
1984-02-06,5.1354169999999995
1984-02-07,5.1145830000000005
1984-02-08,5.09375
1984-02-09,5.0
1984-02-10,4.9791669999999995
1984-02-13,5.0833330000000005
1984-02-14,5.1145830000000005
1984-02-15,5.09375
1984-02-16,5.0729169999999995
1984-02-17,5.0416669999999995
1984-02-21,5.0416669999999995
1984-02-22,5.0625
1984-02-23,4.9895830000000005
1984-02-24,4.9583330000000005
1984-02-27,4.9791669999999995
1984-02-28,4.9375
1984-02-29,5.0104169999999995
1984-03-01,5.1041669999999995
1984-03-02,5.0625
1984-03-05,5.0208330000000005
1984-03-06,5.0
1984-03-07,4.9375
1984-03-08,5.0
1984-03-09,4.96875
1984-03-12,4.9375
1984-03-13,4.9583330000000005
1984-03-14,4.96875
1984-03-15,4.9583330000000005
1984-03-16,4.8958330000000005
1984-03-19,4.8958330000000005
1984-03-20,4.8645830000000005
1984-03-21,4.8854169999999995
1984-03-22,4.84375
1984-03-23,4.8854169999999995
1984-03-26,4.7708330000000005
1984-03-27,4.7708330000000005
1984-03-28,4.78125
1984-03-29,4.7916669999999995
1984-03-30,4.7708330000000005
1984-04-02,4.7083330000000005
1984-04-03,4.6666669999999995
1984-04-04,4.6666669999999995
1984-04-05,4.6354169999999995
1984-04-06,4.6354169999999995
1984-04-09,4.625
1984-04-10,4.625
1984-04-11,4.625
1984-04-12,4.6875
1984-04-13,4.6666669999999995
1984-04-16,4.6666669999999995
1984-04-17,4.6875
1984-04-18,4.6875
1984-04-19,4.7083330000000005
1984-04-23,4.7395830000000005
1984-04-24,4.8541669999999995
1984-04-25,4.90625
1984-04-26,4.9375
1984-04-27,4.9166669999999995
1984-04-30,4.9583330000000005
1984-05-01,5.0104169999999995
1984-05-02,4.8854169999999995
1984-05-03,4.9270830000000005
1984-05-04,4.9166669999999995
1984-05-07,4.90625
1984-05-08,4.8958330000000005
1984-05-09,4.90625
