Date,BAM
1983-12-30,1.149471
1984-01-03,1.154125
1984-01-04,1.158779
1984-01-05,1.163432
1984-01-06,1.17274
1984-01-09,1.177394
1984-01-10,1.186701
1984-01-11,1.2006620000000001
1984-01-12,1.205316
1984-01-13,1.2332379999999998
1984-01-16,1.2332379999999998
1984-01-17,1.2472
1984-01-18,1.2472
1984-01-19,1.237892
1984-01-20,1.237892
1984-01-23,1.2239309999999999
1984-01-24,1.205316
1984-01-25,1.196008
1984-01-26,1.177394
1984-01-27,1.177394
1984-01-30,1.17274
1984-01-31,1.158779
1984-02-01,1.107588
1984-02-02,1.121549
1984-02-03,1.112241
1984-02-06,1.09828
1984-02-07,1.088973
1984-02-08,1.084319
1984-02-09,1.09828
1984-02-10,1.107588
1984-02-13,1.088973
1984-02-14,1.107588
1984-02-15,1.102934
1984-02-16,1.09828
1984-02-17,1.093626
1984-02-21,1.0796649999999999
1984-02-22,1.06105
1984-02-23,1.06105
1984-02-24,1.0750110000000002
1984-02-27,1.0796649999999999
1984-02-28,1.0750110000000002
1984-02-29,1.0796649999999999
1984-03-01,1.0796649999999999
1984-03-02,1.084319
1984-03-05,1.084319
1984-03-06,1.093626
1984-03-07,1.084319
1984-03-08,1.084319
1984-03-09,1.0796649999999999
1984-03-12,1.093626
1984-03-13,1.112241
1984-03-14,1.116895
1984-03-15,1.1308559999999999
1984-03-16,1.1308559999999999
1984-03-19,1.126203
1984-03-20,1.112241
1984-03-21,1.112241
1984-03-22,1.107588
1984-03-23,1.107588
1984-03-26,1.102934
1984-03-27,1.112241
1984-03-28,1.107588
1984-03-29,1.13551
1984-03-30,1.140164
1984-04-02,1.13551
1984-04-03,1.107588
1984-04-04,1.107588
1984-04-05,1.093626
1984-04-06,1.065704
1984-04-09,1.065704
1984-04-10,1.0796649999999999
1984-04-11,1.088973
1984-04-12,1.088973
1984-04-13,1.09828
1984-04-16,1.09828
1984-04-17,1.102934
1984-04-18,1.102934
1984-04-19,1.102934
1984-04-23,1.09828
1984-04-24,1.102934
1984-04-25,1.09828
1984-04-26,1.102934
1984-04-27,1.09828
1984-04-30,1.088973
1984-05-01,1.0796649999999999
1984-05-02,1.0796649999999999
1984-05-03,1.070358
1984-05-04,1.056397
1984-05-07,1.056397
1984-05-08,1.06105
1984-05-09,1.037782
1984-05-10,1.042435
1984-05-11,1.037782
1984-05-14,1.037782
1984-05-15,1.033128
1984-05-16,1.037782
1984-05-17,1.0284739999999999
1984-05-18,1.0238209999999999
1984-05-21,1.0238209999999999
1984-05-22,1.009859
1984-05-23,1.014513
1984-05-24,0.9586680000000001
1984-05-25,0.930746
1984-05-29,0.930746
1984-05-30,0.9214379999999999
1984-05-31,0.9214379999999999
1984-06-01,0.949361
1984-06-04,0.949361
1984-06-05,0.930746
1984-06-06,0.9354
1984-06-07,0.9214379999999999
1984-06-08,0.9167850000000001
1984-06-11,0.902824
1984-06-12,0.893516
1984-06-13,0.888862
1984-06-14,0.884209
1984-06-15,0.879555
1984-06-18,0.879555
1984-06-19,0.888862
1984-06-20,0.884209
1984-06-21,0.884209
1984-06-22,0.879555
1984-06-25,0.874901
1984-06-26,0.874901
1984-06-27,0.851633
1984-06-28,0.8562860000000001
1984-06-29,0.851633
1984-07-02,0.851633
1984-07-03,0.846979
1984-07-05,0.8376709999999999
1984-07-06,0.8376709999999999
1984-07-09,0.833018
1984-07-10,0.833018
1984-07-11,0.82371
1984-07-12,0.819056
1984-07-13,0.828364
1984-07-16,0.833018
1984-07-17,0.833018
1984-07-18,0.842325
1984-07-19,0.8376709999999999
1984-07-20,0.82371
1984-07-23,0.828364
1984-07-24,0.8376709999999999
1984-07-25,0.842325
1984-07-26,0.833018
1984-07-27,0.819056
1984-07-30,0.819056
1984-07-31,0.814403
1984-08-01,0.833018
1984-08-02,0.846979
1984-08-03,0.9121309999999999
1984-08-06,0.926092
1984-08-07,0.9214379999999999
1984-08-08,0.926092
1984-08-09,0.926092
1984-08-10,0.944707
1984-08-13,0.940053
1984-08-14,0.9354
1984-08-15,0.930746
1984-08-16,0.940053
1984-08-17,0.949361
1984-08-20,0.940053
1984-08-21,0.954015
1984-08-22,0.949361
1984-08-23,0.940053
1984-08-24,0.949361
1984-08-27,0.944707
1984-08-28,0.954015
1984-08-29,0.9679760000000001
1984-08-30,0.9679760000000001
1984-08-31,0.9679760000000001
1984-09-04,0.9633219999999999
1984-09-05,0.944707
1984-09-06,0.9354
1984-09-07,0.9074770000000001
1984-09-10,0.902824
1984-09-11,0.9074770000000001
1984-09-12,0.902824
1984-09-13,0.902824
1984-09-14,0.9214379999999999
1984-09-17,0.902824
1984-09-18,0.893516
1984-09-19,0.884209
1984-09-20,0.879555
1984-09-21,0.893516
1984-09-24,0.89817
1984-09-25,0.893516
1984-09-26,0.9074770000000001
1984-09-27,0.902824
1984-09-28,0.902824
1984-10-01,0.893516
1984-10-02,0.893516
1984-10-03,0.8702469999999999
1984-10-04,0.879555
1984-10-05,0.888862
1984-10-08,0.879555
1984-10-09,0.879555
1984-10-10,0.879555
1984-10-11,0.884209
1984-10-12,0.884209
1984-10-15,0.884209
1984-10-16,0.893516
1984-10-17,0.89817
1984-10-18,0.888862
1984-10-19,0.9167850000000001
1984-10-22,0.9121309999999999
1984-10-23,0.9074770000000001
1984-10-24,0.893516
1984-10-25,0.9074770000000001
1984-10-26,0.893516
1984-10-29,0.893516
1984-10-30,0.888862
1984-10-31,0.879555
1984-11-01,0.8702469999999999
1984-11-02,0.842325
1984-11-05,0.8376709999999999
1984-11-06,0.8655940000000001
1984-11-07,0.8702469999999999
1984-11-08,0.8562860000000001
1984-11-09,0.8702469999999999
1984-11-12,0.8702469999999999
1984-11-13,0.851633
1984-11-14,0.851633
1984-11-15,0.851633
1984-11-16,0.8562860000000001
1984-11-19,0.8376709999999999
1984-11-20,0.8376709999999999
1984-11-21,0.846979
1984-11-23,0.8562860000000001
1984-11-26,0.846979
1984-11-27,0.846979
1984-11-28,0.819056
1984-11-29,0.814403
1984-11-30,0.8097489999999999
1984-12-03,0.828364
1984-12-04,0.828364
1984-12-05,0.828364
1984-12-06,0.828364
1984-12-07,0.82371
1984-12-10,0.82371
1984-12-11,0.819056
1984-12-12,0.814403
1984-12-13,0.82371
1984-12-14,0.819056
1984-12-17,0.833018
1984-12-18,0.833018
1984-12-19,0.833018
1984-12-20,0.8376709999999999
1984-12-21,0.846979
1984-12-24,0.846979
1984-12-26,0.846979
1984-12-27,0.851633
1984-12-28,0.846979
1984-12-31,0.846979
1985-01-02,0.851633
1985-01-03,0.851633
1985-01-04,0.842325
1985-01-07,0.842325
1985-01-08,0.8376709999999999
1985-01-09,0.842325
1985-01-10,0.8562860000000001
1985-01-11,0.8562860000000001
1985-01-14,0.8562860000000001
1985-01-15,0.8562860000000001
1985-01-16,0.8655940000000001
1985-01-17,0.8609399999999999
1985-01-18,0.8655940000000001
1985-01-21,0.884209
1985-01-22,0.9354
1985-01-23,0.940053
1985-01-24,0.954015
1985-01-25,0.9633219999999999
1985-01-28,0.9586680000000001
1985-01-29,0.9633219999999999
1985-01-30,0.977283
1985-01-31,0.9726290000000001
1985-02-01,0.9586680000000001
1985-02-04,0.949361
1985-02-05,0.9586680000000001
1985-02-06,0.9679760000000001
1985-02-07,0.9819370000000001
1985-02-08,0.977283
1985-02-11,0.977283
1985-02-12,0.9726290000000001
1985-02-13,0.986591
1985-02-14,0.986591
1985-02-15,0.9819370000000001
1985-02-19,0.9726290000000001
1985-02-20,0.9586680000000001
1985-02-21,0.940053
1985-02-22,0.9167850000000001
1985-02-25,0.89817
1985-02-26,0.9167850000000001
1985-02-27,0.9167850000000001
1985-02-28,0.9167850000000001
1985-03-01,0.9214379999999999
1985-03-04,0.926092
1985-03-05,0.940053
1985-03-06,0.930746
1985-03-07,0.9214379999999999
1985-03-08,0.9121309999999999
1985-03-11,0.9214379999999999
1985-03-12,0.926092
1985-03-13,0.9167850000000001
1985-03-14,0.9121309999999999
1985-03-15,0.9167850000000001
1985-03-18,0.9121309999999999
1985-03-19,0.940053
1985-03-20,0.940053
1985-03-21,0.949361
1985-03-22,0.949361
1985-03-25,0.944707
1985-03-26,0.944707
1985-03-27,0.944707
1985-03-28,0.944707
1985-03-29,0.944707
1985-04-01,0.940053
1985-04-02,0.926092
1985-04-03,0.9167850000000001
1985-04-04,0.9214379999999999
1985-04-08,0.930746
1985-04-09,0.940053
1985-04-10,0.9354
1985-04-11,0.944707
1985-04-12,0.940053
1985-04-15,0.926092
1985-04-16,0.902824
1985-04-17,0.89817
1985-04-18,0.888862
1985-04-19,0.89817
1985-04-22,0.9074770000000001
1985-04-23,0.89817
1985-04-24,0.89817
1985-04-25,0.888862
1985-04-26,0.8609399999999999
1985-04-29,0.8655940000000001
1985-04-30,0.8562860000000001
1985-05-01,0.833018
1985-05-02,0.814403
1985-05-03,0.791134
1985-05-06,0.791134
1985-05-07,0.753904
1985-05-08,0.725982
1985-05-09,0.739943
1985-05-10,0.74925
1985-05-13,0.758558
1985-05-14,0.758558
1985-05-15,0.772519
1985-05-16,0.772519
1985-05-17,0.781827
1985-05-20,0.795788
1985-05-21,0.814403
1985-05-22,0.795788
1985-05-23,0.795788
1985-05-24,0.800442
1985-05-28,0.805095
1985-05-29,0.819056
1985-05-30,0.814403
1985-05-31,0.8097489999999999
1985-06-03,0.819056
1985-06-04,0.828364
1985-06-05,0.8376709999999999
1985-06-06,0.814403
1985-06-07,0.805095
1985-06-10,0.795788
1985-06-11,0.7864800000000001
1985-06-12,0.781827
1985-06-13,0.777173
1985-06-14,0.800442
1985-06-17,0.805095
1985-06-18,0.800442
1985-06-19,0.800442
1985-06-20,0.781827
1985-06-21,0.781827
1985-06-24,0.777173
1985-06-25,0.772519
1985-06-26,0.7678649999999999
1985-06-27,0.772519
1985-06-28,0.777173
1985-07-01,0.781827
1985-07-02,0.781827
1985-07-03,0.7864800000000001
1985-07-05,0.791134
1985-07-08,0.7864800000000001
1985-07-09,0.7864800000000001
1985-07-10,0.7864800000000001
1985-07-11,0.791134
1985-07-12,0.7864800000000001
1985-07-15,0.791134
1985-07-16,0.800442
1985-07-17,0.805095
1985-07-18,0.800442
1985-07-19,0.800442
1985-07-22,0.791134
1985-07-23,0.800442
1985-07-24,0.795788
1985-07-25,0.795788
1985-07-26,0.791134
1985-07-29,0.814403
1985-07-30,0.819056
1985-07-31,0.842325
1985-08-01,0.8376709999999999
1985-08-02,0.8376709999999999
1985-08-05,0.8376709999999999
1985-08-06,0.819056
1985-08-07,0.819056
1985-08-08,0.828364
1985-08-09,0.833018
1985-08-12,0.833018
1985-08-13,0.828364
1985-08-14,0.828364
1985-08-15,0.833018
1985-08-16,0.828364
1985-08-19,0.82371
1985-08-20,0.828364
1985-08-21,0.82371
1985-08-22,0.814403
1985-08-23,0.82371
1985-08-26,0.82371
1985-08-27,0.833018
1985-08-28,0.884209
1985-08-29,0.888862
1985-08-30,0.888862
1985-09-03,0.8702469999999999
1985-09-04,0.89817
1985-09-05,0.902824
1985-09-06,0.89817
1985-09-09,0.893516
1985-09-10,0.884209
1985-09-11,0.879555
1985-09-12,0.879555
1985-09-13,0.8609399999999999
1985-09-16,0.8609399999999999
1985-09-17,0.851633
1985-09-18,0.846979
1985-09-19,0.8609399999999999
1985-09-20,0.8609399999999999
1985-09-23,0.884209
1985-09-24,0.884209
1985-09-25,0.874901
1985-09-26,0.888862
1985-09-30,0.879555
1985-10-01,0.884209
1985-10-02,0.89817
1985-10-03,0.89817
