Date,CLMT
2006-01-26,21.75
2006-01-27,22.200001
2006-01-30,23.0
2006-01-31,23.700001
2006-02-01,23.9
2006-02-02,24.0
2006-02-03,23.99
2006-02-06,24.5
2006-02-07,24.4
2006-02-08,24.450001
2006-02-09,24.15
2006-02-10,23.51
2006-02-13,23.5
2006-02-14,22.889999
2006-02-15,22.6
2006-02-16,23.5
2006-02-17,23.049999
2006-02-21,23.77
2006-02-22,23.299999
2006-02-23,24.43
2006-02-24,24.950001
2006-02-27,23.700001
2006-02-28,23.700001
2006-03-01,23.719998999999998
2006-03-02,24.0
2006-03-03,24.040001
2006-03-06,24.24
2006-03-07,26.0
2006-03-08,25.440001000000002
2006-03-09,25.75
2006-03-10,25.620001000000002
2006-03-13,25.83
2006-03-14,25.42
2006-03-15,25.219998999999998
2006-03-16,25.5
2006-03-17,25.5
2006-03-20,26.01
2006-03-21,25.889999
2006-03-22,26.4
2006-03-23,26.889999
2006-03-24,26.42
2006-03-27,26.5
2006-03-28,26.5
2006-03-29,26.799999
2006-03-30,27.08
2006-03-31,27.809998999999998
2006-04-03,27.85
2006-04-04,28.65
2006-04-05,28.23
2006-04-06,28.5
2006-04-07,29.0
2006-04-10,29.040001
2006-04-11,28.32
2006-04-12,28.6
2006-04-13,29.139999
2006-04-17,29.65
2006-04-18,28.67
2006-04-19,28.6
2006-04-20,28.74
2006-04-21,28.559998999999998
2006-04-24,29.059998999999998
2006-04-25,29.969998999999998
2006-04-26,30.200001
2006-04-27,30.1
2006-04-28,30.299999
2006-05-01,30.299999
2006-05-02,30.35
2006-05-03,30.469998999999998
2006-05-04,30.940001000000002
2006-05-05,30.5
2006-05-08,31.299999
2006-05-09,31.799999
2006-05-10,33.150002
2006-05-11,32.25
2006-05-12,32.099998
2006-05-15,32.459998999999996
2006-05-16,33.240002000000004
2006-05-17,33.540001000000004
2006-05-18,33.389998999999996
2006-05-19,31.99
2006-05-22,30.02
2006-05-23,30.700001
2006-05-24,31.42
2006-05-25,31.700001
2006-05-26,32.139998999999996
2006-05-30,32.419998
2006-05-31,32.0
2006-06-01,32.0
2006-06-02,33.009997999999996
2006-06-05,34.669998
2006-06-06,34.82
2006-06-07,35.150002
2006-06-08,35.52
2006-06-09,36.150002
2006-06-12,36.169998
2006-06-13,34.529999
2006-06-14,33.490002000000004
2006-06-15,32.330002
2006-06-16,33.169998
2006-06-19,33.369999
2006-06-20,33.459998999999996
2006-06-21,33.57
2006-06-22,33.0
2006-06-23,33.400002
2006-06-26,32.099998
2006-06-27,31.93
2006-06-28,32.939999
2006-06-29,31.049999
2006-06-30,31.73
2006-07-03,31.34
2006-07-05,31.0
2006-07-06,31.0
2006-07-07,30.77
2006-07-10,30.5
2006-07-11,30.65
2006-07-12,30.93
2006-07-13,30.6
2006-07-14,30.25
2006-07-17,30.219998999999998
2006-07-18,30.15
2006-07-19,30.41
2006-07-20,30.299999
2006-07-21,30.32
2006-07-24,30.309998999999998
2006-07-25,30.82
2006-07-26,30.9
2006-07-27,30.24
2006-07-28,30.110001
2006-07-31,30.4
2006-08-01,30.549999
2006-08-02,29.75
2006-08-03,29.91
2006-08-04,29.52
2006-08-07,30.1
2006-08-08,30.0
2006-08-09,30.200001
2006-08-10,30.5
2006-08-11,30.879998999999998
2006-08-14,30.43
2006-08-15,30.370001000000002
2006-08-16,30.1
2006-08-17,30.17
2006-08-18,31.0
2006-08-21,31.209999
2006-08-22,31.17
2006-08-23,31.75
2006-08-24,31.73
2006-08-25,32.18
2006-08-28,32.310001
2006-08-29,32.25
2006-08-30,32.200001
2006-08-31,32.220001
2006-09-01,31.9
2006-09-05,32.0
2006-09-06,31.540001
2006-09-07,31.41
2006-09-08,32.150002
2006-09-11,31.25
2006-09-12,31.1
2006-09-13,30.93
2006-09-14,30.879998999999998
2006-09-15,31.25
2006-09-18,30.77
2006-09-19,30.0
2006-09-20,30.15
2006-09-21,30.309998999999998
2006-09-22,30.0
2006-09-25,29.860001
2006-09-26,30.35
2006-09-27,30.58
2006-09-28,30.309998999999998
2006-09-29,31.950001
2006-10-02,30.780001000000002
2006-10-03,30.35
2006-10-04,30.33
2006-10-05,31.0
2006-10-06,30.700001
2006-10-09,30.75
2006-10-10,31.25
2006-10-11,31.25
2006-10-12,31.299999
2006-10-13,32.150002
2006-10-16,32.419998
2006-10-17,32.66
2006-10-18,32.689999
2006-10-19,32.540001000000004
2006-10-20,32.610001000000004
2006-10-23,32.450001
2006-10-24,32.450001
2006-10-25,32.349998
2006-10-26,32.41
2006-10-27,32.790001000000004
2006-10-30,32.990002000000004
2006-10-31,33.049999
2006-11-01,32.110001000000004
2006-11-02,32.130001
2006-11-03,32.299999
2006-11-06,32.299999
2006-11-07,32.299999
2006-11-08,32.990002000000004
2006-11-09,32.650002
2006-11-10,32.599998
2006-11-13,33.84
2006-11-14,33.779999
2006-11-15,33.77
2006-11-16,33.630001
2006-11-17,33.630001
2006-11-20,34.349998
2006-11-21,35.150002
2006-11-22,35.400002
2006-11-24,36.099998
2006-11-27,37.0
2006-11-28,37.48
2006-11-29,38.25
2006-11-30,38.080002
2006-12-01,36.990002000000004
2006-12-04,37.5
2006-12-05,38.900002
2006-12-06,40.279999
2006-12-07,40.900002
2006-12-08,41.59
2006-12-11,41.27
2006-12-12,41.759997999999996
2006-12-13,42.0
2006-12-14,41.939999
2006-12-15,42.0
2006-12-18,41.68
2006-12-19,40.009997999999996
2006-12-20,40.200001
2006-12-21,39.540001000000004
2006-12-22,39.75
2006-12-26,39.759997999999996
2006-12-27,38.700001
2006-12-28,39.09
2006-12-29,40.040001000000004
2007-01-03,40.5
2007-01-04,40.439999
2007-01-05,40.709998999999996
2007-01-08,41.959998999999996
2007-01-09,40.84
2007-01-10,40.720001
2007-01-11,41.0
2007-01-12,41.209998999999996
2007-01-16,40.93
2007-01-17,41.099998
2007-01-18,41.299999
2007-01-19,42.0
2007-01-22,42.630001
2007-01-23,44.290001000000004
2007-01-24,42.540001000000004
2007-01-25,43.400002
2007-01-26,43.790001000000004
2007-01-29,44.810001
2007-01-30,45.799999
2007-01-31,44.0
2007-02-01,44.060001
2007-02-02,45.040001000000004
2007-02-05,44.75
2007-02-06,44.299999
2007-02-07,44.669998
2007-02-08,44.759997999999996
2007-02-09,44.889998999999996
2007-02-12,44.779999
2007-02-13,44.91
2007-02-14,44.959998999999996
2007-02-15,44.5
2007-02-16,44.349998
2007-02-20,44.07
2007-02-21,44.619999
2007-02-22,44.509997999999996
2007-02-23,43.630001
2007-02-26,43.029999
2007-02-27,41.75
2007-02-28,41.18
2007-03-01,41.439999
2007-03-02,41.540001000000004
2007-03-05,41.900002
2007-03-06,43.150002
2007-03-07,43.869999
2007-03-08,44.869999
2007-03-09,44.82
2007-03-12,44.919998
2007-03-13,44.650002
2007-03-14,44.98
2007-03-15,44.950001
2007-03-16,44.900002
2007-03-19,45.299999
2007-03-20,45.5
2007-03-21,45.779999
2007-03-22,45.720001
2007-03-23,47.5
2007-03-26,47.84
2007-03-27,47.25
2007-03-28,47.5
2007-03-29,47.869999
2007-03-30,48.150002
2007-04-02,48.200001
2007-04-03,48.209998999999996
2007-04-04,48.099998
2007-04-05,48.459998999999996
2007-04-09,49.400002
2007-04-10,50.450001
2007-04-11,50.810001
2007-04-12,52.25
2007-04-13,53.0
2007-04-16,54.290001000000004
2007-04-17,53.32
2007-04-18,53.540001000000004
2007-04-19,52.889998999999996
2007-04-20,53.700001
2007-04-23,52.790001000000004
2007-04-24,53.450001
2007-04-25,53.689999
2007-04-26,54.59
2007-04-27,53.25
2007-04-30,53.32
2007-05-01,53.169998
2007-05-02,53.48
2007-05-03,53.32
2007-05-04,52.52
2007-05-07,52.0
2007-05-08,51.810001
2007-05-09,52.529999
2007-05-10,51.099998
2007-05-11,51.380001
2007-05-14,51.330002
2007-05-15,51.200001
2007-05-16,50.959998999999996
2007-05-17,50.5
2007-05-18,50.34
2007-05-21,50.0
2007-05-22,50.790001000000004
2007-05-23,53.189999
2007-05-24,50.869999
2007-05-25,51.330002
2007-05-29,50.98
2007-05-30,51.75
2007-05-31,51.349998
2007-06-01,51.529999
2007-06-04,51.709998999999996
2007-06-05,51.5
2007-06-06,50.939999
2007-06-07,50.450001
2007-06-08,51.150002
2007-06-11,50.41
2007-06-12,49.880001
2007-06-13,50.299999
2007-06-14,50.369999
2007-06-15,50.07
2007-06-18,50.220001
2007-06-19,49.93
2007-06-20,49.919998
2007-06-21,49.91
2007-06-22,48.549999
2007-06-25,48.299999
2007-06-26,48.029999
2007-06-27,48.029999
2007-06-28,48.25
2007-06-29,48.599998
2007-07-02,48.810001
2007-07-03,49.0
2007-07-05,49.02
2007-07-06,49.119999
2007-07-09,50.919998
2007-07-10,51.450001
2007-07-11,51.5
2007-07-12,51.990002000000004
2007-07-13,51.810001
2007-07-16,51.529999
2007-07-17,50.790001000000004
2007-07-18,50.68
2007-07-19,49.959998999999996
2007-07-20,49.73
2007-07-23,50.869999
2007-07-24,50.82
2007-07-25,50.720001
2007-07-26,50.77
2007-07-27,50.459998999999996
2007-07-30,51.5
2007-07-31,52.310001
2007-08-01,50.98
2007-08-02,50.549999
2007-08-03,49.650002
2007-08-06,46.209998999999996
2007-08-07,46.43
2007-08-08,49.799999
2007-08-09,49.009997999999996
2007-08-10,47.419998
2007-08-13,50.889998999999996
2007-08-14,49.720001
2007-08-15,48.509997999999996
2007-08-16,46.450001
2007-08-17,46.0
2007-08-20,45.790001000000004
2007-08-21,46.349998
2007-08-22,47.0
2007-08-23,48.639998999999996
2007-08-24,48.740002000000004
2007-08-27,48.220001
2007-08-28,46.400002
2007-08-29,46.400002
2007-08-30,46.939999
2007-08-31,48.599998
2007-09-04,48.259997999999996
2007-09-05,48.02
2007-09-06,48.169998
2007-09-07,47.900002
2007-09-10,48.029999
2007-09-11,47.900002
2007-09-12,48.360001000000004
2007-09-13,49.150002
2007-09-14,49.360001000000004
2007-09-17,49.540001000000004
2007-09-18,50.32
2007-09-19,50.279999
2007-09-20,49.709998999999996
2007-09-21,51.259997999999996
2007-09-24,50.259997999999996
2007-09-25,49.900002
2007-09-26,49.73
2007-09-27,48.84
2007-09-28,49.16
2007-10-01,49.369999
2007-10-02,48.990002000000004
2007-10-03,48.5
2007-10-04,48.259997999999996
2007-10-05,48.060001
2007-10-08,48.599998
2007-10-09,48.950001
2007-10-10,49.0
2007-10-11,49.43
2007-10-12,49.84
2007-10-15,49.669998
2007-10-16,49.189999
2007-10-17,49.389998999999996
2007-10-18,48.709998999999996
2007-10-19,48.509997999999996
2007-10-22,49.0
2007-10-23,49.389998999999996
2007-10-24,48.5
2007-10-25,48.029999
2007-10-26,47.689999
2007-10-29,47.5
2007-10-30,47.299999
2007-10-31,46.619999
2007-11-01,45.66
2007-11-02,45.650002
2007-11-05,44.950001
2007-11-06,45.09
2007-11-07,43.849998
2007-11-08,43.259997999999996
2007-11-09,41.540001000000004
2007-11-12,39.82
2007-11-13,39.48
2007-11-14,36.98
2007-11-15,36.98
2007-11-16,36.860001000000004
2007-11-19,36.98
2007-11-20,36.799999
2007-11-21,36.709998999999996
2007-11-23,36.099998
2007-11-26,36.330002
2007-11-27,36.459998999999996
2007-11-28,36.860001000000004
2007-11-29,36.790001000000004
2007-11-30,36.990002000000004
2007-12-03,36.650002
2007-12-04,36.0
2007-12-05,35.709998999999996
2007-12-06,36.040001000000004
2007-12-07,36.27
2007-12-10,35.75
2007-12-11,35.439999
2007-12-12,34.389998999999996
2007-12-13,33.950001
2007-12-14,33.799999
2007-12-17,33.799999
2007-12-18,33.57
2007-12-19,33.389998999999996
2007-12-20,32.93
2007-12-21,35.66
2007-12-24,35.580002
2007-12-26,36.509997999999996
2007-12-27,36.939999
2007-12-28,37.0
2007-12-31,37.029999
2008-01-02,37.439999
2008-01-03,37.650002
2008-01-04,37.029999
2008-01-07,35.82
2008-01-08,34.880001
2008-01-09,34.240002000000004
2008-01-10,35.419998
2008-01-11,35.450001
2008-01-14,35.990002000000004
2008-01-15,34.509997999999996
2008-01-16,34.580002
2008-01-17,34.099998
2008-01-18,33.779999
2008-01-22,33.450001
2008-01-23,32.200001
2008-01-24,33.450001
2008-01-25,34.830002
2008-01-28,35.360001000000004
2008-01-29,35.959998999999996
2008-01-30,35.740002000000004
2008-01-31,35.75
2008-02-01,35.310001
2008-02-04,35.849998
2008-02-05,35.009997999999996
2008-02-06,34.689999
2008-02-07,35.18
2008-02-08,35.290001000000004
2008-02-11,34.560001
2008-02-12,34.599998
2008-02-13,35.700001
2008-02-14,36.52
2008-02-15,35.990002000000004
2008-02-19,37.299999
2008-02-20,34.360001000000004
2008-02-21,33.110001000000004
2008-02-22,34.700001
2008-02-25,33.5
2008-02-26,34.0
2008-02-27,32.189999
2008-02-28,30.870001000000002
2008-02-29,30.17
2008-03-03,29.809998999999998
2008-03-04,29.0
2008-03-05,28.639999
2008-03-06,28.049999
2008-03-07,28.959999
2008-03-10,28.360001
2008-03-11,29.24
2008-03-12,27.52
2008-03-13,26.129998999999998
2008-03-14,26.24
2008-03-17,24.92
2008-03-18,24.33
2008-03-19,23.379998999999998
2008-03-20,23.450001
2008-03-24,23.809998999999998
2008-03-25,23.77
2008-03-26,23.790001
2008-03-27,23.030001000000002
2008-03-28,23.4
2008-03-31,23.49
2008-04-01,23.190001000000002
2008-04-02,22.450001
2008-04-03,22.440001000000002
2008-04-04,22.35
2008-04-07,22.42
2008-04-08,22.459999
2008-04-09,22.33
2008-04-10,22.129998999999998
2008-04-11,21.98
2008-04-14,22.059998999999998
2008-04-15,22.15
2008-04-16,21.950001
2008-04-17,21.41
2008-04-18,20.790001
2008-04-21,20.540001
2008-04-22,17.959999
2008-04-23,18.34
2008-04-24,14.26
2008-04-25,14.15
2008-04-28,13.84
2008-04-29,13.73
2008-04-30,13.85
2008-05-01,13.51
2008-05-02,13.52
2008-05-05,13.29
2008-05-06,13.37
2008-05-07,13.15
2008-05-08,12.36
2008-05-09,12.43
2008-05-12,12.46
2008-05-13,11.94
2008-05-14,11.4
2008-05-15,11.74
2008-05-16,11.56
2008-05-19,14.11
2008-05-20,15.6
2008-05-21,16.24
2008-05-22,16.68
2008-05-23,15.97
2008-05-27,15.39
2008-05-28,15.26
2008-05-29,15.7
2008-05-30,15.85
2008-06-02,15.55
2008-06-03,15.35
2008-06-04,14.56
2008-06-05,13.68
2008-06-06,12.84
2008-06-09,13.03
2008-06-10,12.9
2008-06-11,13.28
2008-06-12,13.18
2008-06-13,13.8
2008-06-16,14.2
2008-06-17,14.31
2008-06-18,14.0
2008-06-19,13.86
2008-06-20,13.18
2008-06-23,14.25
2008-06-24,14.82
2008-06-25,14.99
2008-06-26,14.59
2008-06-27,14.51
2008-06-30,14.36
2008-07-01,13.51
2008-07-02,12.41
2008-07-03,12.05
2008-07-07,12.05
2008-07-08,12.15
2008-07-09,12.5
2008-07-10,12.55
2008-07-11,12.02
2008-07-14,11.86
2008-07-15,11.69
2008-07-16,12.7
2008-07-17,12.83
2008-07-18,12.75
2008-07-21,13.4
