Date,GBX
1994-07-14,14.375
1994-07-15,14.0
1994-07-18,14.125
1994-07-19,14.125
1994-07-20,14.0
1994-07-21,14.375
1994-07-22,15.0
1994-07-25,15.25
1994-07-26,15.0
1994-07-27,15.125
1994-07-28,15.625
1994-07-29,16.0
1994-08-01,16.25
1994-08-02,16.75
1994-08-03,16.875
1994-08-04,16.375
1994-08-05,16.5
1994-08-08,16.25
1994-08-09,15.75
1994-08-10,16.75
1994-08-11,17.25
1994-08-12,17.875
1994-08-15,17.5
1994-08-16,18.0
1994-08-17,17.5
1994-08-18,17.75
1994-08-19,17.5
1994-08-22,17.0
1994-08-23,16.75
1994-08-24,16.875
1994-08-25,17.5
1994-08-26,17.0
1994-08-29,16.875
1994-08-30,17.0
1994-08-31,17.375
1994-09-01,17.0
1994-09-02,16.5
1994-09-06,16.875
1994-09-07,17.375
1994-09-08,17.875
1994-09-09,17.875
1994-09-12,18.0
1994-09-13,18.375
1994-09-14,18.375
1994-09-15,18.625
1994-09-16,18.625
1994-09-19,18.375
1994-09-20,18.25
1994-09-21,18.25
1994-09-22,18.125
1994-09-23,18.125
1994-09-26,18.0
1994-09-27,18.625
1994-09-28,18.875
1994-09-29,18.5
1994-09-30,18.625
1994-10-03,18.25
1994-10-04,18.125
1994-10-05,18.0
1994-10-06,18.125
1994-10-07,18.25
1994-10-10,18.125
1994-10-11,18.375
1994-10-12,18.5
1994-10-13,18.25
1994-10-14,18.375
1994-10-17,18.375
1994-10-18,18.5
1994-10-19,18.5
1994-10-20,18.75
1994-10-21,18.625
1994-10-24,18.625
1994-10-25,18.125
1994-10-26,18.5
1994-10-27,18.75
1994-10-28,18.875
1994-10-31,19.25
1994-11-01,19.125
1994-11-02,18.75
1994-11-03,18.75
1994-11-04,18.75
1994-11-07,18.625
1994-11-08,18.625
1994-11-09,18.5
1994-11-10,18.625
1994-11-11,18.0
1994-11-14,18.375
1994-11-15,18.5
1994-11-16,18.625
1994-11-17,18.125
1994-11-18,18.125
1994-11-21,17.75
1994-11-22,17.0
1994-11-23,16.75
1994-11-25,16.875
1994-11-28,16.875
1994-11-29,16.75
1994-11-30,16.625
1994-12-01,15.875
1994-12-02,15.375
1994-12-05,15.0
1994-12-06,15.0
1994-12-07,14.375
1994-12-08,14.5
1994-12-09,14.625
1994-12-12,14.75
1994-12-13,15.25
1994-12-14,15.5
1994-12-15,15.75
1994-12-16,15.875
1994-12-19,15.875
1994-12-20,16.0
1994-12-21,15.875
1994-12-22,15.875
1994-12-23,15.875
1994-12-27,15.875
1994-12-28,16.125
1994-12-29,16.25
1994-12-30,16.5
1995-01-03,16.5
1995-01-04,16.625
1995-01-05,16.625
1995-01-06,16.5
1995-01-09,16.5
1995-01-10,17.0
1995-01-11,17.0
1995-01-12,17.125
1995-01-13,17.375
1995-01-16,17.75
1995-01-17,17.375
1995-01-18,17.375
1995-01-19,17.375
1995-01-20,17.125
1995-01-23,17.125
1995-01-24,16.875
1995-01-25,16.5
1995-01-26,16.875
1995-01-27,16.75
1995-01-30,16.5
1995-01-31,16.375
1995-02-01,16.25
1995-02-02,16.625
1995-02-03,16.625
1995-02-06,16.875
1995-02-07,16.75
1995-02-08,16.25
1995-02-09,16.5
1995-02-10,16.125
1995-02-13,16.375
1995-02-14,16.0
1995-02-15,16.0
1995-02-16,15.875
1995-02-17,15.125
1995-02-21,15.0
1995-02-22,15.5
1995-02-23,15.875
1995-02-24,16.25
1995-02-27,15.75
1995-02-28,15.375
1995-03-01,15.25
1995-03-02,14.625
1995-03-03,15.25
1995-03-06,14.875
1995-03-07,14.875
1995-03-08,13.75
1995-03-09,14.5
1995-03-10,15.5
1995-03-13,15.75
1995-03-14,16.375
1995-03-15,15.875
1995-03-16,15.875
1995-03-17,15.5
1995-03-20,15.75
1995-03-21,15.25
1995-03-22,15.375
1995-03-23,14.875
1995-03-24,15.0
1995-03-27,14.75
1995-03-28,14.875
1995-03-29,15.0
1995-03-30,14.875
1995-03-31,14.875
1995-04-03,14.875
1995-04-04,14.75
1995-04-05,14.75
1995-04-06,14.75
1995-04-07,15.0
1995-04-10,15.0
1995-04-11,14.375
1995-04-12,14.375
1995-04-13,14.875
1995-04-17,14.875
1995-04-18,14.625
1995-04-19,14.5
1995-04-20,14.375
1995-04-21,14.25
1995-04-24,14.125
1995-04-25,14.25
1995-04-26,14.375
1995-04-27,14.0
1995-04-28,13.875
1995-05-01,14.0
1995-05-02,13.875
1995-05-03,14.125
1995-05-04,14.125
1995-05-05,14.125
1995-05-08,14.0
1995-05-09,13.625
1995-05-10,13.75
1995-05-11,14.25
1995-05-12,14.25
1995-05-15,14.375
1995-05-16,14.875
1995-05-17,14.75
1995-05-18,14.0
1995-05-19,14.375
1995-05-22,14.25
1995-05-23,14.125
1995-05-24,14.0
1995-05-25,14.125
1995-05-26,14.125
1995-05-30,14.0
1995-05-31,14.0
1995-06-01,14.0
1995-06-02,14.0
1995-06-05,14.0
1995-06-06,13.5
1995-06-07,14.0
1995-06-08,13.875
1995-06-09,13.625
1995-06-12,13.0
1995-06-13,12.25
1995-06-14,12.25
1995-06-15,12.375
1995-06-16,12.25
1995-06-19,12.5
1995-06-20,12.375
1995-06-21,12.625
1995-06-22,12.5
1995-06-23,12.5
1995-06-26,12.75
1995-06-27,12.75
1995-06-28,13.125
1995-06-29,13.0
1995-06-30,13.125
1995-07-03,13.0
1995-07-05,12.625
1995-07-06,13.0
1995-07-07,13.0
1995-07-10,12.875
1995-07-11,15.0
1995-07-12,14.875
1995-07-13,14.875
1995-07-14,15.0
1995-07-17,14.875
1995-07-18,14.75
1995-07-19,14.25
1995-07-20,14.5
1995-07-21,14.375
1995-07-24,14.125
1995-07-25,13.25
1995-07-26,13.0
1995-07-27,13.25
1995-07-28,13.5
1995-07-31,13.375
1995-08-01,13.5
1995-08-02,13.75
1995-08-03,13.75
1995-08-04,14.0
1995-08-07,14.5
1995-08-08,14.75
1995-08-09,13.875
1995-08-10,13.875
1995-08-11,14.0
1995-08-14,14.25
1995-08-15,14.0
1995-08-16,14.0
1995-08-17,13.875
1995-08-18,13.375
1995-08-21,13.625
1995-08-22,13.5
1995-08-23,13.0
1995-08-24,13.0
1995-08-25,12.625
1995-08-28,13.0
1995-08-29,12.75
1995-08-30,13.0
1995-08-31,13.0
1995-09-01,12.875
1995-09-05,12.75
1995-09-06,12.875
1995-09-07,12.75
1995-09-08,12.875
1995-09-11,12.875
1995-09-12,12.75
1995-09-13,12.625
1995-09-14,12.25
1995-09-15,12.25
1995-09-18,12.25
1995-09-19,12.375
1995-09-20,12.25
1995-09-21,12.375
1995-09-22,12.25
1995-09-25,12.0
1995-09-26,11.875
1995-09-27,11.75
1995-09-28,11.25
1995-09-29,11.25
1995-10-02,11.375
1995-10-03,11.25
1995-10-04,11.625
1995-10-05,11.5
1995-10-06,11.75
1995-10-09,11.875
1995-10-10,12.125
1995-10-11,11.5
1995-10-12,11.625
1995-10-13,11.875
1995-10-16,11.875
1995-10-17,11.75
1995-10-18,11.75
1995-10-19,11.625
1995-10-20,11.25
1995-10-23,11.25
1995-10-24,10.875
1995-10-25,10.625
1995-10-26,10.75
1995-10-27,11.0
1995-10-30,11.125
1995-10-31,10.875
1995-11-01,10.875
1995-11-02,10.875
1995-11-03,10.875
1995-11-06,11.0
1995-11-07,10.875
1995-11-08,10.875
1995-11-09,11.0
1995-11-10,11.0
1995-11-13,10.875
1995-11-14,10.875
1995-11-15,11.0
1995-11-16,10.875
1995-11-17,10.75
1995-11-20,10.875
1995-11-21,10.75
1995-11-22,10.875
1995-11-24,10.875
1995-11-27,10.875
1995-11-28,11.0
1995-11-29,10.875
1995-11-30,10.875
1995-12-01,11.125
1995-12-04,11.25
1995-12-05,11.75
1995-12-06,11.875
1995-12-07,12.875
1995-12-08,12.125
1995-12-11,12.125
1995-12-12,12.0
1995-12-13,12.125
1995-12-14,12.0
1995-12-15,12.0
1995-12-18,12.0
1995-12-19,12.125
1995-12-20,12.125
1995-12-21,12.25
1995-12-22,12.125
1995-12-26,12.25
1995-12-27,12.125
1995-12-28,12.125
1995-12-29,12.125
1996-01-02,12.0
1996-01-03,11.875
1996-01-04,11.625
1996-01-05,11.625
1996-01-08,11.875
1996-01-09,11.625
1996-01-10,11.375
1996-01-11,11.5
1996-01-12,11.5
1996-01-15,11.0
1996-01-16,10.75
1996-01-17,10.75
1996-01-18,11.0
1996-01-19,11.0
1996-01-22,11.0
1996-01-23,10.75
1996-01-24,10.75
1996-01-25,10.75
1996-01-26,10.875
1996-01-29,10.75
1996-01-30,10.875
1996-01-31,10.625
1996-02-01,10.5
1996-02-02,10.5
1996-02-05,10.5
1996-02-06,10.5
1996-02-07,10.5
1996-02-08,10.75
1996-02-09,10.5
1996-02-12,10.625
1996-02-13,10.625
1996-02-14,10.875
1996-02-15,10.875
1996-02-16,11.125
1996-02-20,10.75
1996-02-21,11.0
1996-02-22,11.25
1996-02-23,11.25
1996-02-26,11.0
1996-02-27,11.125
1996-02-28,11.25
1996-02-29,11.375
1996-03-01,11.375
1996-03-04,11.25
1996-03-05,11.375
1996-03-06,11.375
1996-03-07,11.25
1996-03-08,11.25
1996-03-11,11.25
1996-03-12,11.5
1996-03-13,12.25
1996-03-14,12.625
1996-03-15,12.75
1996-03-18,12.75
1996-03-19,12.625
1996-03-20,13.625
1996-03-21,13.125
1996-03-22,13.125
1996-03-25,13.0
1996-03-26,13.0
1996-03-27,12.375
1996-03-28,12.375
1996-03-29,12.875
1996-04-01,12.375
1996-04-02,12.0
1996-04-03,12.0
1996-04-04,11.75
1996-04-08,12.125
1996-04-09,14.0
1996-04-10,14.0
1996-04-11,13.75
1996-04-12,13.875
1996-04-15,13.75
1996-04-16,14.0
1996-04-17,14.0
1996-04-18,14.125
1996-04-19,13.875
1996-04-22,14.25
1996-04-23,14.0
1996-04-24,13.875
1996-04-25,13.875
1996-04-26,13.75
1996-04-29,14.125
1996-04-30,14.375
1996-05-01,14.5
1996-05-02,15.0
1996-05-03,14.75
1996-05-06,14.5
1996-05-07,14.625
1996-05-08,14.375
1996-05-09,14.625
1996-05-10,15.0
1996-05-13,15.125
1996-05-14,14.75
1996-05-15,14.875
1996-05-16,14.875
1996-05-17,14.375
1996-05-20,14.875
1996-05-21,15.75
1996-05-22,16.5
1996-05-23,16.75
1996-05-24,17.0
1996-05-28,16.75
1996-05-29,16.75
1996-05-30,16.125
1996-05-31,16.0
1996-06-03,15.5
1996-06-04,14.5
1996-06-05,14.25
1996-06-06,14.25
1996-06-07,14.75
1996-06-10,15.375
1996-06-11,15.0
1996-06-12,14.75
1996-06-13,14.875
1996-06-14,14.75
1996-06-17,14.625
1996-06-18,14.5
1996-06-19,14.5
1996-06-20,14.5
1996-06-21,14.625
1996-06-24,14.875
1996-06-25,14.625
1996-06-26,14.625
1996-06-27,14.0
1996-06-28,13.875
1996-07-01,13.25
1996-07-02,13.375
1996-07-03,13.375
1996-07-05,13.375
1996-07-08,13.75
1996-07-09,13.625
1996-07-10,12.5
1996-07-11,12.625
1996-07-12,13.125
1996-07-15,12.5
1996-07-16,12.5
1996-07-17,12.0
1996-07-18,11.875
1996-07-19,11.875
1996-07-22,12.25
1996-07-23,12.125
1996-07-24,12.125
1996-07-25,12.25
1996-07-26,12.0
1996-07-29,12.25
1996-07-30,12.0
1996-07-31,12.0
1996-08-01,12.0
1996-08-02,12.0
1996-08-05,11.625
1996-08-06,11.875
1996-08-07,11.875
1996-08-08,11.625
1996-08-09,11.375
1996-08-12,11.5
1996-08-13,11.375
1996-08-14,11.625
1996-08-15,11.875
1996-08-16,11.75
1996-08-19,11.75
1996-08-20,11.75
1996-08-21,11.625
1996-08-22,11.625
1996-08-23,11.625
1996-08-26,11.75
1996-08-27,11.625
1996-08-28,11.625
1996-08-29,11.75
1996-08-30,11.5
1996-09-03,11.125
1996-09-04,11.125
1996-09-05,11.0
1996-09-06,11.25
1996-09-09,11.25
1996-09-10,11.25
1996-09-11,11.25
1996-09-12,11.25
1996-09-13,11.5
1996-09-16,11.5
1996-09-17,11.375
1996-09-18,11.5
1996-09-19,11.25
1996-09-20,11.25
1996-09-23,11.375
1996-09-24,11.375
1996-09-25,11.5
1996-09-26,11.5
1996-09-27,11.5
1996-09-30,11.5
1996-10-01,11.375
1996-10-02,11.5
1996-10-03,11.375
1996-10-04,11.375
1996-10-07,11.25
1996-10-08,11.375
1996-10-09,11.5
1996-10-10,11.625
1996-10-11,11.5
1996-10-14,11.375
1996-10-15,11.25
1996-10-16,11.375
1996-10-17,11.0
1996-10-18,11.375
1996-10-21,11.375
1996-10-22,11.125
1996-10-23,11.25
1996-10-24,11.25
1996-10-25,11.125
1996-10-28,11.0
1996-10-29,10.625
1996-10-30,11.125
1996-10-31,11.0
1996-11-01,10.75
1996-11-04,10.5
1996-11-05,10.0
1996-11-06,9.75
1996-11-07,9.875
1996-11-08,9.875
1996-11-11,9.875
1996-11-12,9.875
1996-11-13,10.0
1996-11-14,9.875
1996-11-15,9.875
1996-11-18,9.75
1996-11-19,9.75
1996-11-20,9.625
1996-11-21,9.25
1996-11-22,9.375
1996-11-25,9.5
1996-11-26,8.875
1996-11-27,9.5
1996-11-29,9.625
1996-12-02,9.75
1996-12-03,10.125
1996-12-04,10.125
1996-12-05,10.125
1996-12-06,10.0
1996-12-09,10.0
1996-12-10,10.0
1996-12-11,10.125
1996-12-12,10.0
1996-12-13,9.875
1996-12-16,10.0
1996-12-17,9.875
1996-12-18,9.875
1996-12-19,9.75
1996-12-20,9.875
1996-12-23,9.875
1996-12-24,10.0
1996-12-26,10.0
1996-12-27,10.0
1996-12-30,10.125
1996-12-31,10.375
1997-01-02,10.875
1997-01-03,11.25
1997-01-06,11.375
1997-01-07,11.0
1997-01-08,10.875
1997-01-09,10.5
1997-01-10,10.5
1997-01-13,10.5
1997-01-14,11.0
1997-01-15,10.875
1997-01-16,10.875
1997-01-17,10.75
1997-01-20,10.875
1997-01-21,10.875
1997-01-22,10.875
1997-01-23,10.75
1997-01-24,10.75
1997-01-27,10.625
1997-01-28,10.625
1997-01-29,10.625
1997-01-30,11.125
1997-01-31,11.125
1997-02-03,11.25
1997-02-04,11.125
1997-02-05,11.125
1997-02-06,11.0
1997-02-07,11.0
1997-02-10,11.0
1997-02-11,11.125
1997-02-12,11.125
1997-02-13,11.0
1997-02-14,10.625
1997-02-18,10.625
1997-02-19,10.625
1997-02-20,10.625
1997-02-21,10.625
1997-02-24,10.625
1997-02-25,10.625
1997-02-26,10.875
1997-02-27,10.625
1997-02-28,9.375
1997-03-03,9.0
1997-03-04,8.875
1997-03-05,8.375
1997-03-06,8.875
1997-03-07,9.125
1997-03-10,9.5
1997-03-11,10.125
1997-03-12,9.75
1997-03-13,9.25
1997-03-14,9.25
1997-03-17,9.25
1997-03-18,9.0
1997-03-19,9.0
1997-03-20,9.0
1997-03-21,9.125
1997-03-24,9.25
1997-03-25,9.25
1997-03-26,9.125
1997-03-27,9.0
1997-03-31,9.0
1997-04-01,9.0
1997-04-02,9.0
1997-04-03,8.875
1997-04-04,9.0
1997-04-07,9.25
1997-04-08,9.5
1997-04-09,9.25
1997-04-10,9.25
1997-04-11,9.25
1997-04-14,9.125
1997-04-15,9.375
1997-04-16,9.125
1997-04-17,9.125
1997-04-18,9.0
1997-04-21,9.125
1997-04-22,9.125
1997-04-23,9.0
1997-04-24,9.0
1997-04-25,9.125
1997-04-28,9.125
1997-04-29,9.125
1997-04-30,9.25
1997-05-01,9.25
1997-05-02,9.5
1997-05-05,9.75
1997-05-06,9.375
1997-05-07,9.375
1997-05-08,9.375
1997-05-09,9.375
1997-05-12,10.875
1997-05-13,11.25
1997-05-14,11.375
1997-05-15,11.5
1997-05-16,11.25
1997-05-19,11.25
1997-05-20,11.5
1997-05-21,11.75
1997-05-22,11.875
1997-05-23,11.875
1997-05-27,11.75
1997-05-28,11.75
1997-05-29,11.625
1997-05-30,11.25
1997-06-02,11.0
1997-06-03,10.625
1997-06-04,10.5
1997-06-05,11.125
1997-06-06,11.125
1997-06-09,11.125
1997-06-10,11.125
1997-06-11,11.125
1997-06-12,11.25
1997-06-13,12.0
1997-06-16,11.75
1997-06-17,11.25
1997-06-18,11.25
1997-06-19,11.125
1997-06-20,11.0
1997-06-23,10.875
1997-06-24,11.25
1997-06-25,11.25
1997-06-26,11.1875
1997-06-27,11.3125
1997-06-30,11.3125
1997-07-01,11.3125
1997-07-02,11.5
1997-07-03,11.9375
1997-07-07,11.875
1997-07-08,11.8125
1997-07-09,11.6875
1997-07-10,11.5
1997-07-11,11.3125
1997-07-14,11.6875
1997-07-15,11.875
1997-07-16,12.125
1997-07-17,12.875
1997-07-18,12.625
1997-07-21,12.75
1997-07-22,12.25
1997-07-23,12.25
1997-07-24,12.5
1997-07-25,12.5625
1997-07-28,12.5
1997-07-29,12.375
1997-07-30,12.375
1997-07-31,12.6875
