Date,CLNY
2014-06-27,18.799999
2014-06-30,17.700001
2014-07-01,19.200001
2014-07-02,18.41
2014-07-03,19.040001
2014-07-07,18.9
2014-07-08,19.459999
2014-07-09,19.799999
2014-07-10,20.0
2014-07-11,19.950001
2014-07-14,19.940001000000002
2014-07-15,19.25
2014-07-16,18.82
2014-07-17,18.92
2014-07-18,19.32
2014-07-21,18.959999
2014-07-22,18.889999
2014-07-23,18.92
2014-07-24,18.870001000000002
2014-07-25,18.879998999999998
2014-07-28,18.76
2014-07-29,18.75
2014-07-30,18.440001000000002
2014-07-31,17.91
2014-08-01,17.780001000000002
2014-08-04,17.719998999999998
2014-08-05,18.059998999999998
2014-08-06,17.92
2014-08-07,18.200001
2014-08-08,18.33
2014-08-11,18.809998999999998
2014-08-12,18.459999
2014-08-13,18.370001000000002
2014-08-14,18.42
2014-08-15,18.450001
2014-08-18,18.540001
2014-08-19,18.360001
2014-08-20,18.42
2014-08-21,18.709999
2014-08-22,18.6
2014-08-25,18.700001
2014-08-26,18.82
2014-08-27,18.719998999999998
2014-08-28,18.549999
2014-08-29,18.49
2014-09-02,18.75
2014-09-03,18.719998999999998
2014-09-04,19.09
2014-09-05,19.709999
2014-09-08,19.42
2014-09-09,19.66
2014-09-10,19.41
2014-09-11,19.42
2014-09-12,19.15
2014-09-15,18.950001
2014-09-16,18.879998999999998
2014-09-17,18.940001000000002
2014-09-18,18.9
2014-09-19,19.0
2014-09-22,18.66
2014-09-23,18.43
2014-09-24,18.4
2014-09-25,18.48
2014-09-26,18.66
2014-09-29,18.620001000000002
2014-09-30,18.42
2014-10-01,18.16
2014-10-02,18.219998999999998
2014-10-03,18.66
2014-10-06,18.93
2014-10-07,18.82
2014-10-08,18.92
2014-10-09,18.290001
2014-10-10,17.379998999999998
2014-10-13,16.459999
2014-10-14,16.700001
2014-10-15,16.799999
2014-10-16,16.780001000000002
2014-10-17,17.32
2014-10-20,17.6
2014-10-21,17.719998999999998
2014-10-22,17.459999
2014-10-23,17.559998999999998
2014-10-24,17.76
2014-10-27,17.65
2014-10-28,17.969998999999998
2014-10-29,17.43
2014-10-30,17.5
2014-10-31,18.120001000000002
2014-11-03,17.799999
2014-11-04,17.799999
2014-11-05,18.0
2014-11-06,19.540001
2014-11-07,20.139999
2014-11-10,20.27
2014-11-11,20.719998999999998
2014-11-12,20.83
2014-11-13,20.59
2014-11-14,20.98
2014-11-17,20.99
2014-11-18,21.42
2014-11-19,20.99
2014-11-20,20.83
2014-11-21,20.85
2014-11-24,21.219998999999998
2014-11-25,21.18
2014-11-26,21.18
2014-11-28,20.950001
2014-12-01,20.450001
2014-12-02,20.879998999999998
2014-12-03,20.75
2014-12-04,21.379998999999998
2014-12-05,21.52
2014-12-08,21.200001
2014-12-09,21.5
2014-12-10,21.040001
2014-12-11,21.0
2014-12-12,20.76
2014-12-15,20.66
2014-12-16,20.32
2014-12-17,21.08
2014-12-18,21.99
2014-12-19,21.76
2014-12-22,21.85
2014-12-23,22.23
2014-12-24,22.379998999999998
2014-12-26,22.49
2014-12-29,22.66
2014-12-30,22.48
2014-12-31,22.57
2015-01-02,22.559998999999998
2015-01-05,21.85
2015-01-06,21.34
2015-01-07,21.360001
2015-01-08,21.41
2015-01-09,21.620001000000002
2015-01-12,21.440001000000002
2015-01-13,21.290001
2015-01-14,21.15
2015-01-15,20.559998999999998
2015-01-16,20.9
2015-01-20,21.290001
2015-01-21,21.129998999999998
2015-01-22,21.450001
2015-01-23,21.950001
2015-01-26,21.93
2015-01-27,21.780001000000002
2015-01-28,21.299999
2015-01-29,21.59
2015-01-30,21.17
2015-02-02,21.23
2015-02-03,21.530001000000002
2015-02-04,21.809998999999998
2015-02-05,22.0
2015-02-06,21.690001000000002
2015-02-09,21.719998999999998
2015-02-10,21.33
2015-02-11,21.4
2015-02-12,21.75
2015-02-13,22.02
2015-02-17,22.200001
2015-02-18,22.5
2015-02-19,22.879998999999998
2015-02-20,22.879998999999998
2015-02-23,22.799999
2015-02-24,23.379998999999998
2015-02-25,23.35
2015-02-26,24.15
2015-02-27,24.27
2015-03-02,23.610001
2015-03-03,24.030001000000002
2015-03-04,24.280001000000002
2015-03-05,24.75
2015-03-06,24.48
2015-03-09,24.16
2015-03-10,23.91
2015-03-11,24.139999
2015-03-12,24.5
2015-03-13,24.07
2015-03-16,24.27
2015-03-17,24.23
2015-03-18,24.040001
2015-03-19,24.18
2015-03-20,24.15
2015-03-23,24.059998999999998
2015-03-24,23.9
2015-03-25,23.51
2015-03-26,23.360001
2015-03-27,23.42
2015-03-30,23.459999
2015-03-31,23.34
2015-04-01,24.0
2015-04-02,23.780001000000002
2015-04-06,23.879998999999998
2015-04-07,23.57
2015-04-08,23.57
2015-04-09,22.690001000000002
2015-04-10,22.24
2015-04-13,21.309998999999998
2015-04-14,22.450001
2015-04-15,19.559998999999998
2015-04-16,20.450001
2015-04-17,20.209999
2015-04-20,20.639999
2015-04-21,21.07
2015-04-22,21.309998999999998
2015-04-23,21.540001
2015-04-24,21.58
2015-04-27,21.540001
2015-04-28,21.540001
2015-04-29,21.51
2015-04-30,21.030001000000002
2015-05-01,21.43
2015-05-04,21.42
2015-05-05,21.049999
2015-05-06,21.379998999999998
2015-05-07,21.389999
2015-05-08,22.07
2015-05-11,21.84
2015-05-12,21.48
2015-05-13,21.51
2015-05-14,21.809998999999998
2015-05-15,21.67
2015-05-18,21.879998999999998
2015-05-19,21.68
2015-05-20,21.52
2015-05-21,21.35
2015-05-22,21.379998999999998
2015-05-26,21.42
2015-05-27,21.549999
2015-05-28,21.530001000000002
2015-05-29,21.879998999999998
2015-06-01,21.879998999999998
2015-06-02,21.51
2015-06-03,21.1
2015-06-04,20.969998999999998
2015-06-05,20.75
2015-06-08,20.35
2015-06-09,20.34
2015-06-10,20.5
2015-06-11,20.549999
2015-06-12,20.309998999999998
2015-06-15,20.02
2015-06-16,20.299999
2015-06-17,20.34
2015-06-18,20.52
2015-06-19,20.290001
2015-06-22,20.309998999999998
2015-06-23,20.040001
2015-06-24,19.969998999999998
2015-06-25,19.559998999999998
2015-06-26,19.440001000000002
2015-06-29,18.75
2015-06-30,18.49
2015-07-01,18.27
2015-07-02,18.389999
2015-07-06,18.0
2015-07-07,18.620001000000002
2015-07-08,18.34
2015-07-09,18.35
2015-07-10,18.41
2015-07-13,18.75
2015-07-14,18.93
2015-07-15,18.639999
2015-07-16,18.639999
2015-07-17,18.610001
2015-07-20,18.280001000000002
2015-07-21,18.24
2015-07-22,18.16
2015-07-23,17.889999
2015-07-24,17.82
2015-07-27,17.57
2015-07-28,17.629998999999998
2015-07-29,17.879998999999998
2015-07-30,18.110001
2015-07-31,18.32
2015-08-03,18.540001
2015-08-04,18.68
2015-08-05,18.639999
2015-08-06,19.370001000000002
2015-08-07,18.77
2015-08-10,18.82
2015-08-11,18.65
2015-08-12,18.620001000000002
2015-08-13,18.49
2015-08-14,18.469998999999998
2015-08-17,18.799999
2015-08-18,18.92
2015-08-19,18.620001000000002
2015-08-20,17.780001000000002
2015-08-21,17.290001
2015-08-24,17.01
2015-08-25,16.110001
2015-08-26,16.73
2015-08-27,16.83
2015-08-28,16.950001
2015-08-31,16.799999
2015-09-01,16.5
2015-09-02,16.35
2015-09-03,16.299999
2015-09-04,16.26
2015-09-08,16.700001
2015-09-09,16.879998999999998
2015-09-10,17.049999
2015-09-11,16.780001000000002
2015-09-14,16.57
2015-09-15,16.719998999999998
2015-09-16,17.18
2015-09-17,17.18
2015-09-18,16.940001000000002
2015-09-21,16.940001000000002
2015-09-22,16.33
2015-09-23,16.15
2015-09-24,16.18
2015-09-25,15.79
2015-09-28,14.19
2015-09-29,13.6
2015-09-30,14.36
2015-10-01,14.24
2015-10-02,14.67
2015-10-05,15.35
2015-10-06,14.87
2015-10-07,14.74
2015-10-08,14.47
2015-10-09,14.73
2015-10-12,14.41
2015-10-13,14.06
2015-10-14,13.96
2015-10-15,14.82
2015-10-16,14.84
2015-10-19,14.44
2015-10-20,14.25
2015-10-21,13.98
2015-10-22,14.23
2015-10-23,14.48
2015-10-26,14.4
2015-10-27,14.02
2015-10-28,14.55
2015-10-29,14.55
2015-10-30,14.63
2015-11-02,14.99
2015-11-03,14.77
2015-11-04,14.65
2015-11-05,15.24
2015-11-06,15.22
2015-11-09,14.02
2015-11-10,13.42
2015-11-11,13.39
2015-11-12,12.7
2015-11-13,12.95
2015-11-16,13.37
2015-11-17,13.57
2015-11-18,13.67
2015-11-19,13.61
2015-11-20,13.61
2015-11-23,13.7
2015-11-24,13.53
2015-11-25,13.87
2015-11-27,13.76
2015-11-30,13.6
2015-12-01,13.43
2015-12-02,13.21
2015-12-03,12.55
2015-12-04,12.41
2015-12-07,12.18
2015-12-08,11.99
2015-12-09,12.13
2015-12-10,12.0
2015-12-11,11.55
2015-12-14,10.61
2015-12-15,10.8
2015-12-16,11.02
2015-12-17,11.52
2015-12-18,11.63
2015-12-21,11.75
2015-12-22,11.97
2015-12-23,12.48
2015-12-24,12.53
2015-12-28,12.28
2015-12-29,12.25
2015-12-30,11.97
2015-12-31,12.14
2016-01-04,12.08
2016-01-05,12.05
2016-01-06,11.56
2016-01-07,10.86
2016-01-08,10.46
2016-01-11,11.59
2016-01-12,11.5
2016-01-13,10.86
2016-01-14,11.26
2016-01-15,11.0
2016-01-19,11.09
2016-01-20,10.98
2016-01-21,10.68
2016-01-22,11.4
2016-01-25,11.51
2016-01-26,11.7
2016-01-27,11.59
2016-01-28,11.58
2016-01-29,11.54
2016-02-01,11.28
2016-02-02,10.82
2016-02-03,11.0
2016-02-04,11.15
2016-02-05,10.98
2016-02-08,10.16
2016-02-09,9.35
2016-02-10,9.63
2016-02-11,9.31
2016-02-12,9.78
2016-02-16,9.94
2016-02-17,10.46
2016-02-18,10.55
2016-02-19,10.61
