Date,CP
1983-12-30,6.7291669999999995
1984-01-03,6.7708330000000005
1984-01-04,6.8541669999999995
1984-01-05,6.9166669999999995
1984-01-06,6.9166669999999995
1984-01-09,6.8958330000000005
1984-01-10,6.9791669999999995
1984-01-11,7.1041669999999995
1984-01-12,7.1458330000000005
1984-01-13,7.0625
1984-01-16,7.0
1984-01-17,6.9791669999999995
1984-01-18,7.0208330000000005
1984-01-19,7.0208330000000005
1984-01-20,7.0
1984-01-23,6.9375
1984-01-24,6.9375
1984-01-25,6.8958330000000005
1984-01-26,6.7916669999999995
1984-01-27,6.8125
1984-01-30,6.625
1984-01-31,6.625
1984-02-01,6.5208330000000005
1984-02-02,6.5
1984-02-03,6.3958330000000005
1984-02-06,6.2708330000000005
1984-02-07,6.2083330000000005
1984-02-08,6.2083330000000005
1984-02-09,6.1666669999999995
1984-02-10,6.1875
1984-02-13,6.0416669999999995
1984-02-14,6.1041669999999995
1984-02-15,6.1458330000000005
1984-02-16,6.125
1984-02-17,6.0833330000000005
1984-02-21,5.9583330000000005
1984-02-22,5.9166669999999995
1984-02-23,5.9166669999999995
1984-02-24,6.0833330000000005
1984-02-27,6.0833330000000005
1984-02-28,6.0208330000000005
1984-02-29,6.1458330000000005
1984-03-01,6.0833330000000005
1984-03-02,6.0833330000000005
1984-03-05,6.0833330000000005
1984-03-06,6.0208330000000005
1984-03-07,5.9166669999999995
1984-03-08,5.7916669999999995
1984-03-09,5.6666669999999995
1984-03-12,5.625
1984-03-13,5.7083330000000005
1984-03-14,5.75
1984-03-15,5.8125
1984-03-16,5.875
1984-03-19,5.8541669999999995
1984-03-20,5.8333330000000005
1984-03-21,5.8333330000000005
1984-03-22,5.8333330000000005
1984-03-23,5.75
1984-03-26,5.7083330000000005
1984-03-27,5.625
1984-03-28,5.7291669999999995
1984-03-29,5.75
1984-03-30,5.75
1984-04-02,5.7291669999999995
1984-04-03,5.6458330000000005
1984-04-04,5.5833330000000005
1984-04-05,5.4791669999999995
1984-04-06,5.5
1984-04-09,5.5625
1984-04-10,5.5833330000000005
1984-04-11,5.6041669999999995
1984-04-12,5.6666669999999995
1984-04-13,5.6041669999999995
1984-04-16,5.5416669999999995
1984-04-17,5.6041669999999995
1984-04-18,5.625
1984-04-19,5.6041669999999995
1984-04-23,5.625
1984-04-24,5.625
1984-04-25,5.625
1984-04-26,5.6458330000000005
1984-04-27,5.625
1984-04-30,5.6041669999999995
1984-05-01,5.6666669999999995
1984-05-02,5.7291669999999995
1984-05-03,5.6666669999999995
1984-05-04,5.6458330000000005
1984-05-07,5.625
1984-05-08,5.6666669999999995
1984-05-09,5.6458330000000005
1984-05-10,5.5833330000000005
1984-05-11,5.5208330000000005
1984-05-14,5.4791669999999995
1984-05-15,5.3333330000000005
1984-05-16,5.3958330000000005
1984-05-17,5.3333330000000005
1984-05-18,5.2708330000000005
1984-05-21,5.2291669999999995
1984-05-22,5.125
1984-05-23,5.0416669999999995
1984-05-24,5.0
1984-05-25,5.0
1984-05-29,5.0833330000000005
1984-05-30,5.0833330000000005
1984-05-31,5.1666669999999995
1984-06-01,5.2708330000000005
1984-06-04,5.4166669999999995
1984-06-05,5.2916669999999995
1984-06-06,5.25
1984-06-07,5.2291669999999995
1984-06-08,5.2083330000000005
1984-06-11,5.1458330000000005
1984-06-12,5.1458330000000005
1984-06-13,5.125
1984-06-14,5.0625
1984-06-15,5.1458330000000005
1984-06-18,5.2291669999999995
1984-06-19,5.2708330000000005
1984-06-20,5.2708330000000005
1984-06-21,5.2916669999999995
1984-06-22,5.3125
1984-06-25,5.3125
1984-06-26,5.25
1984-06-27,5.1458330000000005
1984-06-28,5.1666669999999995
1984-06-29,5.1041669999999995
1984-07-02,5.0625
1984-07-03,5.0833330000000005
1984-07-05,5.0416669999999995
1984-07-06,5.0833330000000005
1984-07-09,5.0625
1984-07-10,5.0416669999999995
1984-07-11,5.0208330000000005
1984-07-12,5.0
1984-07-13,5.0208330000000005
1984-07-16,4.9791669999999995
1984-07-17,4.9375
1984-07-18,4.8958330000000005
1984-07-19,4.8125
1984-07-20,4.7708330000000005
1984-07-23,4.7291669999999995
1984-07-24,4.6875
1984-07-25,4.7916669999999995
1984-07-26,4.9583330000000005
1984-07-27,4.9375
1984-07-30,4.9375
1984-07-31,4.9166669999999995
1984-08-01,5.0833330000000005
1984-08-02,5.4583330000000005
1984-08-03,5.75
1984-08-06,5.8333330000000005
1984-08-07,5.6666669999999995
1984-08-08,5.625
1984-08-09,5.75
1984-08-10,5.8333330000000005
1984-08-13,5.8958330000000005
1984-08-14,5.8541669999999995
1984-08-15,5.8125
1984-08-16,5.875
1984-08-17,5.9375
1984-08-20,5.9375
1984-08-21,6.125
1984-08-22,6.0416669999999995
1984-08-23,6.0416669999999995
1984-08-24,6.0
1984-08-27,6.0208330000000005
1984-08-28,6.0416669999999995
1984-08-29,6.0833330000000005
1984-08-30,6.0416669999999995
1984-08-31,6.0833330000000005
1984-09-04,6.1041669999999995
1984-09-05,5.9791669999999995
1984-09-06,6.0
1984-09-07,5.9583330000000005
1984-09-10,5.9375
1984-09-11,5.9583330000000005
1984-09-12,5.9375
1984-09-13,6.0
1984-09-14,6.0625
1984-09-17,6.0833330000000005
1984-09-18,6.0625
1984-09-19,6.0416669999999995
1984-09-20,5.9583330000000005
1984-09-21,5.8333330000000005
1984-09-24,5.7916669999999995
1984-09-25,5.8333330000000005
1984-09-26,5.8958330000000005
1984-09-27,5.9166669999999995
1984-09-28,5.8333330000000005
1984-10-01,5.7916669999999995
1984-10-02,5.8125
1984-10-03,5.8125
1984-10-04,5.7083330000000005
1984-10-05,5.7916669999999995
1984-10-08,5.7916669999999995
1984-10-09,5.7708330000000005
1984-10-10,5.7916669999999995
1984-10-11,5.8541669999999995
1984-10-12,5.9166669999999995
1984-10-15,5.9583330000000005
1984-10-16,6.0
1984-10-17,5.9791669999999995
1984-10-18,6.0
1984-10-19,6.0208330000000005
1984-10-22,6.0
1984-10-23,6.0
1984-10-24,5.9375
1984-10-25,5.9166669999999995
1984-10-26,5.8125
1984-10-29,5.8125
1984-10-30,5.8541669999999995
1984-10-31,5.8541669999999995
1984-11-01,5.9375
1984-11-02,5.9583330000000005
1984-11-05,6.0416669999999995
1984-11-06,6.1458330000000005
1984-11-07,6.25
1984-11-08,6.2291669999999995
1984-11-09,6.2291669999999995
1984-11-12,6.3125
1984-11-13,6.2916669999999995
1984-11-14,6.2916669999999995
1984-11-15,6.3125
1984-11-16,6.25
1984-11-19,6.1666669999999995
1984-11-20,6.1666669999999995
1984-11-21,6.2291669999999995
1984-11-23,6.2916669999999995
1984-11-26,6.25
1984-11-27,6.2291669999999995
1984-11-28,6.1666669999999995
1984-11-29,6.1041669999999995
1984-11-30,6.0833330000000005
1984-12-03,6.1041669999999995
1984-12-04,6.125
1984-12-05,6.0833330000000005
1984-12-06,6.0625
1984-12-07,6.0416669999999995
1984-12-10,6.0208330000000005
1984-12-11,6.1041669999999995
1984-12-12,6.125
1984-12-13,6.125
1984-12-14,6.1458330000000005
1984-12-17,6.1041669999999995
1984-12-18,6.2291669999999995
1984-12-19,6.3125
1984-12-20,6.3333330000000005
1984-12-21,6.2916669999999995
1984-12-24,6.2916669999999995
1984-12-26,6.2916669999999995
1984-12-27,6.2916669999999995
1984-12-28,6.3125
1984-12-31,6.3333330000000005
1985-01-02,6.2916669999999995
1985-01-03,6.25
1985-01-04,6.2083330000000005
1985-01-07,6.1666669999999995
1985-01-08,6.1666669999999995
1985-01-09,6.1458330000000005
1985-01-10,6.1875
1985-01-11,6.1458330000000005
1985-01-14,6.1666669999999995
1985-01-15,6.25
1985-01-16,6.2916669999999995
1985-01-17,6.375
1985-01-18,6.3958330000000005
1985-01-21,6.7291669999999995
1985-01-22,6.8333330000000005
1985-01-23,6.9375
1985-01-24,6.8541669999999995
1985-01-25,6.8333330000000005
1985-01-28,6.8541669999999995
1985-01-29,6.875
1985-01-30,7.1666669999999995
1985-01-31,7.1666669999999995
1985-02-01,7.125
1985-02-04,7.1875
1985-02-05,7.3541669999999995
1985-02-06,7.375
1985-02-07,7.375
1985-02-08,7.3333330000000005
1985-02-11,7.3333330000000005
1985-02-12,7.3541669999999995
1985-02-13,7.375
1985-02-14,7.3541669999999995
1985-02-15,7.375
1985-02-19,7.3541669999999995
1985-02-20,7.3125
1985-02-21,7.2291669999999995
1985-02-22,7.1666669999999995
1985-02-25,7.0625
1985-02-26,7.1875
1985-02-27,7.2708330000000005
1985-02-28,7.2708330000000005
1985-03-01,7.3958330000000005
1985-03-04,7.4791669999999995
1985-03-05,7.5625
1985-03-06,7.4791669999999995
1985-03-07,7.3125
1985-03-08,7.25
1985-03-11,7.2708330000000005
1985-03-12,7.2916669999999995
1985-03-13,7.2083330000000005
1985-03-14,7.1458330000000005
