Date,ASA
1978-01-03,7.2083330000000005
1978-01-04,7.0
1978-01-05,7.25
1978-01-06,7.2083330000000005
1978-01-09,7.25
1978-01-10,7.2083330000000005
1978-01-11,7.3333330000000005
1978-01-12,7.375
1978-01-13,7.375
1978-01-16,7.375
1978-01-17,7.2083330000000005
1978-01-18,7.2083330000000005
1978-01-19,7.25
1978-01-20,7.3333330000000005
1978-01-23,7.4166669999999995
1978-01-24,7.4166669999999995
1978-01-25,7.3333330000000005
1978-01-26,7.3333330000000005
1978-01-27,7.25
1978-01-30,7.125
1978-01-31,7.125
1978-02-01,7.0
1978-02-02,6.9583330000000005
1978-02-03,7.0416669999999995
1978-02-06,7.0
1978-02-07,6.9583330000000005
1978-02-08,6.875
1978-02-09,6.875
1978-02-10,7.0
1978-02-13,6.9583330000000005
1978-02-14,6.9583330000000005
1978-02-15,6.9583330000000005
1978-02-16,6.9583330000000005
1978-02-17,6.875
1978-02-21,6.9583330000000005
1978-02-22,6.9166669999999995
1978-02-23,6.9583330000000005
1978-02-24,6.8333330000000005
1978-02-27,6.9583330000000005
1978-02-28,7.125
1978-03-01,7.0833330000000005
1978-03-02,7.0833330000000005
1978-03-03,7.0833330000000005
1978-03-06,7.25
1978-03-07,7.4166669999999995
1978-03-08,7.5
1978-03-09,7.3333330000000005
1978-03-10,7.2083330000000005
1978-03-13,7.4166669999999995
1978-03-14,7.25
1978-03-15,7.2083330000000005
1978-03-16,7.125
1978-03-17,7.0416669999999995
1978-03-20,6.8333330000000005
1978-03-21,7.0833330000000005
1978-03-22,7.25
1978-03-23,7.25
1978-03-27,7.25
1978-03-28,7.1666669999999995
1978-03-29,7.1666669999999995
1978-03-30,7.0833330000000005
1978-03-31,7.1666669999999995
1978-04-03,6.9583330000000005
1978-04-04,6.875
1978-04-05,6.875
1978-04-06,7.0416669999999995
1978-04-07,6.9583330000000005
1978-04-10,6.9166669999999995
1978-04-11,6.9583330000000005
1978-04-12,6.9583330000000005
1978-04-13,6.7916669999999995
1978-04-14,6.6666669999999995
1978-04-17,6.5
1978-04-18,6.5833330000000005
1978-04-19,6.625
1978-04-20,6.5
1978-04-21,6.4583330000000005
1978-04-24,6.4583330000000005
1978-04-25,6.4583330000000005
1978-04-26,6.625
1978-04-27,6.6666669999999995
1978-04-28,6.7083330000000005
1978-05-01,6.7083330000000005
1978-05-02,6.7083330000000005
1978-05-03,6.8333330000000005
1978-05-04,6.8333330000000005
1978-05-05,6.7916669999999995
1978-05-08,6.625
1978-05-09,6.6666669999999995
1978-05-10,6.625
1978-05-11,6.5833330000000005
1978-05-12,6.5416669999999995
1978-05-15,6.625
1978-05-16,6.625
1978-05-17,6.5416669999999995
1978-05-18,6.625
1978-05-19,6.6666669999999995
1978-05-22,6.5416669999999995
1978-05-23,6.7916669999999995
1978-05-24,6.7916669999999995
1978-05-25,6.7083330000000005
1978-05-26,6.75
1978-05-30,6.7916669999999995
1978-05-31,6.7916669999999995
1978-06-01,6.8333330000000005
1978-06-02,6.6666669999999995
1978-06-05,6.625
1978-06-06,6.6666669999999995
1978-06-07,6.6666669999999995
1978-06-08,6.625
1978-06-09,6.6666669999999995
1978-06-12,6.75
1978-06-13,6.75
1978-06-14,6.875
1978-06-15,6.875
1978-06-16,6.875
1978-06-19,6.8333330000000005
1978-06-20,7.0416669999999995
1978-06-21,6.9583330000000005
1978-06-22,6.875
1978-06-23,7.0
1978-06-26,6.9583330000000005
1978-06-27,6.9166669999999995
1978-06-28,6.9166669999999995
1978-06-29,7.0416669999999995
1978-06-30,6.9583330000000005
1978-07-03,7.0833330000000005
1978-07-05,7.1666669999999995
1978-07-06,7.0416669999999995
1978-07-07,7.0833330000000005
1978-07-10,7.125
1978-07-11,7.0416669999999995
1978-07-12,7.0
1978-07-13,6.9166669999999995
1978-07-14,6.875
1978-07-17,6.9166669999999995
1978-07-18,7.0416669999999995
1978-07-19,7.0416669999999995
1978-07-20,7.6666669999999995
1978-07-21,8.333333
1978-07-24,8.208333
1978-07-25,8.291667
1978-07-26,8.333333
1978-07-27,8.875
1978-07-28,8.916667
1978-07-31,8.833333
1978-08-01,8.666667
1978-08-02,8.416667
1978-08-03,8.583333
1978-08-04,8.75
1978-08-07,8.958333
1978-08-08,9.0
1978-08-09,8.875
1978-08-10,9.208333
1978-08-11,9.041667
1978-08-14,9.291667
1978-08-15,9.041667
1978-08-16,8.916667
1978-08-17,8.708333
1978-08-18,8.625
1978-08-21,8.833333
1978-08-22,8.75
1978-08-23,8.666667
1978-08-24,8.625
1978-08-25,8.541667
1978-08-28,8.541667
1978-08-29,9.125
1978-08-30,8.958333
1978-08-31,9.0
1978-09-01,9.208333
1978-09-05,9.291667
1978-09-06,9.291667
1978-09-07,9.083333
1978-09-08,8.833333
1978-09-11,8.916667
1978-09-12,9.083333
1978-09-13,9.541667
1978-09-14,9.458333
1978-09-15,9.416667
1978-09-18,9.375
1978-09-19,9.208333
1978-09-20,9.541667
1978-09-21,9.5
1978-09-22,9.5
1978-09-25,9.541667
1978-09-26,9.333333
1978-09-27,9.583333
1978-09-28,9.5
1978-09-29,9.416667
1978-10-02,9.666667
1978-10-03,10.166667
1978-10-04,10.25
1978-10-05,10.125
1978-10-06,10.125
1978-10-09,10.083333
1978-10-10,10.208333
1978-10-11,10.166667
1978-10-12,9.916667
1978-10-13,9.833333
1978-10-16,10.041667
1978-10-17,9.916667
1978-10-18,9.75
1978-10-19,9.583333
