Date,BEN
1983-09-23,0.06321
1983-09-26,0.06321
1983-09-27,0.069136
1983-09-28,0.069136
1983-09-29,0.065185
1983-09-30,0.061235000000000005
1983-10-03,0.061235000000000005
1983-10-04,0.064198
1983-10-05,0.065185
1983-10-06,0.06716
1983-10-07,0.070123
1983-10-10,0.070123
1983-10-11,0.070123
1983-10-12,0.06716
1983-10-13,0.066173
1983-10-14,0.06716
1983-10-17,0.066173
1983-10-18,0.066173
1983-10-19,0.066173
1983-10-20,0.065185
1983-10-21,0.065185
1983-10-24,0.064198
1983-10-25,0.06321
1983-10-26,0.06321
1983-10-27,0.065185
1983-10-28,0.064198
1983-10-31,0.064198
1983-11-01,0.064198
1983-11-02,0.064198
1983-11-03,0.06321
1983-11-04,0.062222
1983-11-07,0.060247
1983-11-08,0.060247
1983-11-09,0.060247
1983-11-10,0.060247
1983-11-11,0.060247
1983-11-14,0.060247
1983-11-15,0.060247
1983-11-16,0.060247
1983-11-17,0.060247
1983-11-18,0.060247
1983-11-21,0.060247
1983-11-22,0.062222
1983-11-23,0.062222
1983-11-25,0.062222
1983-11-28,0.062222
1983-11-29,0.062222
1983-11-30,0.062222
1983-12-01,0.061235000000000005
1983-12-02,0.061235000000000005
1983-12-05,0.061235000000000005
1983-12-06,0.061235000000000005
1983-12-07,0.061235000000000005
1983-12-08,0.061235000000000005
1983-12-09,0.061235000000000005
1983-12-12,0.061235000000000005
1983-12-13,0.061235000000000005
1983-12-14,0.061235000000000005
1983-12-15,0.062222
1983-12-16,0.062222
1983-12-19,0.064198
1983-12-20,0.06321
1983-12-21,0.06321
1983-12-22,0.064198
1983-12-23,0.070123
1983-12-27,0.068148
1983-12-28,0.069136
1983-12-29,0.069136
1983-12-30,0.069136
1984-01-03,0.069136
1984-01-04,0.069136
1984-01-05,0.069136
1984-01-06,0.069136
1984-01-09,0.068148
1984-01-10,0.068148
1984-01-11,0.068148
1984-01-12,0.070123
1984-01-13,0.070123
1984-01-16,0.070123
1984-01-17,0.07111100000000001
1984-01-18,0.07111100000000001
1984-01-19,0.074074
1984-01-20,0.075062
1984-01-23,0.076049
1984-01-24,0.078025
1984-01-25,0.078025
1984-01-26,0.078025
1984-01-27,0.078025
1984-01-30,0.077037
1984-01-31,0.077037
1984-02-01,0.075062
1984-02-02,0.073086
1984-02-03,0.074074
1984-02-06,0.073086
1984-02-07,0.070123
1984-02-08,0.06716
1984-02-09,0.06716
1984-02-10,0.068148
1984-02-13,0.070123
1984-02-14,0.074074
1984-02-15,0.073086
1984-02-16,0.073086
1984-02-17,0.072099
1984-02-21,0.072099
1984-02-22,0.072099
1984-02-23,0.072099
1984-02-24,0.073086
1984-02-27,0.074074
1984-02-28,0.072099
1984-02-29,0.072099
1984-03-01,0.072099
1984-03-02,0.072099
1984-03-05,0.073086
1984-03-06,0.073086
1984-03-07,0.070123
1984-03-08,0.070123
1984-03-09,0.070123
1984-03-12,0.070123
1984-03-13,0.070123
1984-03-14,0.070123
1984-03-15,0.070123
1984-03-16,0.070123
1984-03-19,0.07111100000000001
1984-03-20,0.072099
1984-03-21,0.072099
1984-03-22,0.073086
1984-03-23,0.075062
1984-03-26,0.077037
1984-03-27,0.079012
1984-03-28,0.079012
1984-03-29,0.079012
1984-03-30,0.079012
1984-04-02,0.079012
1984-04-03,0.079012
1984-04-04,0.08
1984-04-05,0.08
1984-04-06,0.080988
1984-04-09,0.080988
1984-04-10,0.079012
1984-04-11,0.079012
1984-04-12,0.079506
1984-04-13,0.09876499999999999
1984-04-16,0.09876499999999999
1984-04-17,0.080247
1984-04-18,0.080247
1984-04-19,0.079012
1984-04-23,0.079012
1984-04-24,0.077778
1984-04-25,0.077778
1984-04-26,0.077778
1984-04-27,0.079012
1984-04-30,0.077778
1984-05-01,0.079012
1984-05-02,0.079012
1984-05-03,0.079012
1984-05-04,0.076543
1984-05-07,0.076543
1984-05-08,0.076543
1984-05-09,0.074074
1984-05-10,0.074074
1984-05-11,0.083951
1984-05-14,0.080247
1984-05-15,0.080247
1984-05-16,0.080247
1984-05-17,0.083951
1984-05-18,0.085185
1984-05-21,0.083951
1984-05-22,0.083951
1984-05-23,0.083951
1984-05-24,0.08642000000000001
1984-05-25,0.08642000000000001
1984-05-29,0.083951
1984-05-30,0.082716
1984-05-31,0.082716
1984-06-01,0.08642000000000001
1984-06-04,0.08642000000000001
1984-06-05,0.08642000000000001
1984-06-06,0.083951
1984-06-07,0.083951
1984-06-08,0.083951
1984-06-11,0.081481
1984-06-12,0.079012
1984-06-13,0.076543
1984-06-14,0.075309
1984-06-15,0.075309
1984-06-18,0.075309
1984-06-19,0.075309
1984-06-20,0.075309
1984-06-21,0.075309
1984-06-22,0.076543
1984-06-25,0.076543
1984-06-26,0.076543
1984-06-27,0.076543
1984-06-28,0.076543
1984-06-29,0.076543
1984-07-02,0.076543
1984-07-03,0.076543
1984-07-05,0.077778
1984-07-06,0.077778
1984-07-09,0.077778
1984-07-10,0.077778
1984-07-11,0.077778
1984-07-12,0.076543
1984-07-13,0.076543
1984-07-16,0.076543
1984-07-17,0.076543
1984-07-18,0.076543
1984-07-19,0.077778
1984-07-20,0.079012
1984-07-23,0.079012
1984-07-24,0.079012
1984-07-25,0.079012
1984-07-26,0.082716
1984-07-27,0.083951
1984-07-30,0.08642000000000001
1984-07-31,0.08642000000000001
1984-08-01,0.088889
1984-08-02,0.093827
1984-08-03,0.09753099999999999
1984-08-06,0.09753099999999999
1984-08-07,0.09753099999999999
1984-08-08,0.093827
1984-08-09,0.093827
1984-08-10,0.09135800000000001
1984-08-13,0.09135800000000001
1984-08-14,0.092593
1984-08-15,0.092593
1984-08-16,0.092593
1984-08-17,0.093827
1984-08-20,0.093827
1984-08-21,0.093827
1984-08-22,0.093827
1984-08-23,0.093827
1984-08-24,0.093827
1984-08-27,0.093827
1984-08-28,0.093827
1984-08-29,0.09876499999999999
1984-08-30,0.1
1984-08-31,0.1
1984-09-04,0.1
1984-09-05,0.101235
1984-09-06,0.101235
1984-09-07,0.101235
1984-09-10,0.101235
1984-09-11,0.101235
1984-09-12,0.101235
1984-09-13,0.101235
1984-09-14,0.101235
1984-09-17,0.1
1984-09-18,0.1
1984-09-19,0.100617
1984-09-20,0.101852
1984-09-21,0.1
1984-09-24,0.1
1984-09-25,0.1
1984-09-26,0.1
1984-09-27,0.1
1984-09-28,0.1
1984-10-01,0.1
1984-10-02,0.101235
1984-10-03,0.101235
1984-10-04,0.101235
1984-10-05,0.101235
1984-10-08,0.101235
1984-10-09,0.102469
1984-10-10,0.101235
1984-10-11,0.10370399999999999
1984-10-12,0.10493800000000002
1984-10-15,0.106173
1984-10-16,0.10740699999999999
1984-10-17,0.10740699999999999
1984-10-18,0.109877
1984-10-19,0.109877
1984-10-22,0.108642
1984-10-23,0.109877
1984-10-24,0.109877
1984-10-25,0.11358
1984-10-26,0.11111099999999999
1984-10-29,0.11111099999999999
1984-10-30,0.11111099999999999
1984-10-31,0.11111099999999999
1984-11-01,0.11481500000000001
1984-11-02,0.11358
1984-11-05,0.11358
1984-11-06,0.11358
1984-11-07,0.11111099999999999
1984-11-08,0.11111099999999999
1984-11-09,0.11111099999999999
1984-11-12,0.112346
1984-11-13,0.045062
1984-11-14,0.11111099999999999
1984-11-15,0.109877
1984-11-16,0.043210000000000005
1984-11-19,0.10740699999999999
1984-11-20,0.109877
1984-11-21,0.11111099999999999
1984-11-23,0.11111099999999999
1984-11-26,0.11111099999999999
1984-11-27,0.11111099999999999
1984-11-28,0.11111099999999999
1984-11-29,0.109877
1984-11-30,0.109877
1984-12-03,0.108642
1984-12-04,0.108642
1984-12-05,0.10493800000000002
1984-12-06,0.101235
1984-12-07,0.1
1984-12-10,0.1
1984-12-11,0.10493800000000002
1984-12-12,0.10493800000000002
1984-12-13,0.108642
1984-12-14,0.108642
1984-12-17,0.11728399999999999
1984-12-18,0.119753
1984-12-19,0.119753
1984-12-20,0.119753
1984-12-21,0.119753
1984-12-24,0.122222
1984-12-26,0.119753
1984-12-27,0.119753
1984-12-28,0.119753
1984-12-31,0.048148
1985-01-02,0.12098800000000001
1985-01-03,0.125926
1985-01-04,0.12963
1985-01-07,0.12963
1985-01-08,0.12716
1985-01-09,0.128395
1985-01-10,0.12963
1985-01-11,0.132099
1985-01-14,0.134568
1985-01-15,0.138272
1985-01-16,0.138272
1985-01-17,0.141975
1985-01-18,0.140741
1985-01-21,0.145679
1985-01-22,0.145679
1985-01-23,0.153086
1985-01-24,0.154321
1985-01-25,0.155556
1985-01-28,0.155556
1985-01-29,0.155556
1985-01-30,0.153086
1985-01-31,0.150617
1985-02-01,0.145679
1985-02-04,0.153086
1985-02-05,0.154321
1985-02-06,0.158025
1985-02-07,0.165432
1985-02-08,0.17037
1985-02-11,0.171605
1985-02-12,0.174074
1985-02-13,0.19259300000000001
1985-02-14,0.185185
1985-02-15,0.19259300000000001
1985-02-19,0.19506199999999999
1985-02-20,0.193827
1985-02-21,0.19506199999999999
1985-02-22,0.202469
1985-02-25,0.201235
1985-02-26,0.19506199999999999
1985-02-27,0.19506199999999999
1985-02-28,0.196296
1985-03-01,0.22469099999999997
1985-03-04,0.22963000000000003
1985-03-05,0.22469099999999997
1985-03-06,0.214815
1985-03-07,0.21111100000000002
1985-03-08,0.209877
1985-03-11,0.209877
1985-03-12,0.21975300000000003
1985-03-13,0.212346
1985-03-14,0.207407
1985-03-15,0.21111100000000002
1985-03-18,0.209877
1985-03-19,0.209877
1985-03-20,0.214815
1985-03-21,0.21975300000000003
1985-03-22,0.22222199999999998
1985-03-25,0.22469099999999997
1985-03-26,0.237037
1985-03-27,0.241975
1985-03-28,0.241975
1985-03-29,0.237037
1985-04-01,0.23456799999999997
1985-04-02,0.239506
1985-04-03,0.25679
1985-04-04,0.27160500000000004
1985-04-08,0.281481
1985-04-09,0.291358
1985-04-10,0.291358
1985-04-11,0.301235
1985-04-12,0.296296
1985-04-15,0.288889
1985-04-16,0.283951
1985-04-17,0.279012
1985-04-18,0.269136
1985-04-19,0.269136
1985-04-22,0.27160500000000004
1985-04-23,0.291358
1985-04-24,0.287654
1985-04-25,0.28642
1985-04-26,0.276543
1985-04-29,0.28642
1985-04-30,0.281481
1985-05-01,0.274074
1985-05-02,0.266667
1985-05-03,0.251852
1985-05-06,0.269136
1985-05-07,0.27160500000000004
1985-05-08,0.27160500000000004
1985-05-09,0.274074
1985-05-10,0.279012
1985-05-13,0.283951
1985-05-14,0.28642
1985-05-15,0.28642
1985-05-16,0.287654
1985-05-17,0.290123
1985-05-20,0.287654
1985-05-21,0.288889
1985-05-22,0.288889
1985-05-23,0.298765
1985-05-24,0.30617300000000003
1985-05-28,0.323457
1985-05-29,0.335802
1985-05-30,0.333333
1985-05-31,0.335802
1985-06-03,0.335802
1985-06-04,0.34321
1985-06-05,0.36790100000000003
1985-06-06,0.37037
1985-06-07,0.387654
1985-06-10,0.39753099999999997
1985-06-11,0.4
1985-06-12,0.39259299999999997
1985-06-13,0.380247
1985-06-14,0.328395
1985-06-17,0.320988
1985-06-18,0.353086
1985-06-19,0.375309
1985-06-20,0.385185
1985-06-21,0.38395100000000004
1985-06-24,0.375309
1985-06-25,0.37037
1985-06-26,0.345679
1985-06-27,0.350617
1985-06-28,0.351852
1985-07-01,0.353086
1985-07-02,0.34074099999999996
1985-07-03,0.345679
1985-07-05,0.320988
1985-07-08,0.335802
1985-07-09,0.333333
1985-07-10,0.330864
1985-07-11,0.34074099999999996
1985-07-12,0.355556
1985-07-15,0.360494
1985-07-16,0.348148
1985-07-17,0.358025
1985-07-18,0.375309
1985-07-19,0.37284
1985-07-22,0.380247
1985-07-23,0.382716
1985-07-24,0.377778
1985-07-25,0.37284
1985-07-26,0.380247
1985-07-29,0.360494
1985-07-30,0.348148
1985-07-31,0.350617
1985-08-01,0.355556
1985-08-02,0.353086
1985-08-05,0.353086
1985-08-06,0.353086
1985-08-07,0.350617
1985-08-08,0.335802
1985-08-09,0.33827199999999996
1985-08-12,0.33827199999999996
1985-08-13,0.323457
1985-08-14,0.333333
1985-08-15,0.345679
1985-08-16,0.345679
1985-08-19,0.34321
1985-08-20,0.345679
1985-08-21,0.350617
1985-08-22,0.348148
1985-08-23,0.353086
1985-08-26,0.353086
1985-08-27,0.348148
1985-08-28,0.353086
1985-08-29,0.36296300000000004
1985-08-30,0.36543200000000003
1985-09-03,0.355556
1985-09-04,0.36296300000000004
1985-09-05,0.37284
1985-09-06,0.375309
1985-09-09,0.375309
1985-09-10,0.36790100000000003
1985-09-11,0.36543200000000003
1985-09-12,0.36790100000000003
1985-09-13,0.355556
1985-09-16,0.350617
1985-09-17,0.345679
1985-09-18,0.34074099999999996
1985-09-19,0.335802
1985-09-20,0.335802
1985-09-23,0.32592600000000005
1985-09-24,0.320988
1985-09-25,0.335802
1985-09-26,0.335802
1985-09-30,0.335802
1985-10-01,0.335802
1985-10-02,0.328395
1985-10-03,0.33827199999999996
1985-10-04,0.328395
1985-10-07,0.33827199999999996
1985-10-08,0.32592600000000005
1985-10-09,0.330864
1985-10-10,0.328395
1985-10-11,0.330864
1985-10-14,0.335802
1985-10-15,0.350617
1985-10-16,0.360494
1985-10-17,0.380247
1985-10-18,0.37037
1985-10-21,0.375309
1985-10-22,0.375309
1985-10-23,0.380247
1985-10-24,0.375309
1985-10-25,0.385185
1985-10-28,0.407407
1985-10-29,0.434568
1985-10-30,0.424691
1985-10-31,0.43950600000000006
1985-11-01,0.441975
1985-11-04,0.44444399999999995
1985-11-05,0.46419799999999994
1985-11-06,0.483951
1985-11-07,0.479012
1985-11-08,0.47530900000000004
1985-11-11,0.474074
1985-11-12,0.474074
1985-11-13,0.479012
1985-11-14,0.479012
1985-11-15,0.48024700000000003
1985-11-18,0.49876499999999996
1985-11-19,0.538272
1985-11-20,0.51358
1985-11-21,0.528395
1985-11-22,0.530864
1985-11-25,0.540741
1985-11-26,0.538272
1985-11-27,0.533333
1985-11-29,0.558025
1985-12-02,0.558025
1985-12-03,0.582716
1985-12-04,0.6074069999999999
1985-12-05,0.604938
1985-12-06,0.5851850000000001
1985-12-09,0.567901
1985-12-10,0.582716
1985-12-11,0.530864
1985-12-12,0.562963
1985-12-13,0.6074069999999999
1985-12-16,0.6074069999999999
1985-12-17,0.6024689999999999
1985-12-18,0.6074069999999999
1985-12-19,0.597531
1985-12-20,0.595062
1985-12-23,0.577778
1985-12-24,0.577778
1985-12-26,0.5851850000000001
1985-12-27,0.6074069999999999
1985-12-30,0.6024689999999999
1985-12-31,0.617284
1986-01-02,0.617284
1986-01-03,0.6123460000000001
1986-01-06,0.617284
1986-01-07,0.617284
1986-01-08,0.622222
1986-01-09,0.6123460000000001
1986-01-10,0.6024689999999999
1986-01-13,0.603704
1986-01-14,0.6
1986-01-15,0.597531
1986-01-16,0.592593
1986-01-17,0.6
1986-01-20,0.6123460000000001
1986-01-21,0.654321
