Date,UFS
2007-03-07,53.220001
2007-03-08,54.599998
2007-03-09,55.02
2007-03-12,55.799999
2007-03-13,56.040001000000004
2007-03-14,57.0
2007-03-15,56.099998
2007-03-16,56.400002
2007-03-19,57.779999
2007-03-20,58.740002000000004
2007-03-21,58.200001
2007-03-22,58.200001
2007-03-23,56.34
2007-03-26,56.16
2007-03-27,55.139998999999996
2007-03-28,55.080002
2007-03-29,55.32
2007-03-30,55.860001000000004
2007-04-02,55.619999
2007-04-03,57.599998
2007-04-04,57.18
2007-04-05,58.439999
2007-04-09,59.580002
2007-04-10,59.880001
2007-04-11,59.040001000000004
2007-04-12,58.740002000000004
2007-04-13,58.799999
2007-04-16,58.799999
2007-04-17,59.52
2007-04-18,59.099998
2007-04-19,58.32
2007-04-20,58.919998
2007-04-23,58.98
2007-04-24,60.419998
2007-04-25,60.299999
2007-04-26,60.66
2007-04-27,59.939999
2007-04-30,58.5
2007-05-01,58.619999
2007-05-02,58.439999
2007-05-03,58.080002
2007-05-04,59.040001000000004
2007-05-07,58.919998
2007-05-08,57.779999
2007-05-09,57.900002
2007-05-10,55.98
2007-05-11,58.919998
2007-05-14,57.0
2007-05-15,57.419998
2007-05-16,58.080002
2007-05-17,58.68
2007-05-18,59.939999
2007-05-21,61.02
2007-05-22,64.139999
2007-05-23,64.440002
2007-05-24,62.34
2007-05-25,64.199997
2007-05-29,64.199997
2007-05-30,64.260002
2007-05-31,65.400002
2007-06-01,65.760002
2007-06-04,65.879997
2007-06-05,65.099998
2007-06-06,64.739998
2007-06-07,63.959998999999996
2007-06-08,65.760002
2007-06-11,66.0
2007-06-12,65.519997
2007-06-13,65.940002
2007-06-14,66.660004
2007-06-15,67.5
2007-06-18,67.739998
2007-06-19,68.400002
2007-06-20,67.08000200000001
2007-06-21,67.5
2007-06-22,66.779999
2007-06-25,65.279999
2007-06-26,63.599998
2007-06-27,63.84
2007-06-28,64.860001
2007-06-29,66.959999
2007-07-02,67.32
2007-07-03,67.440002
2007-07-05,67.019997
2007-07-06,67.260002
2007-07-09,66.599998
2007-07-10,65.699997
2007-07-11,65.519997
2007-07-12,64.5
2007-07-13,64.5
2007-07-16,64.019997
2007-07-17,64.260002
2007-07-18,64.68
2007-07-19,64.019997
2007-07-20,62.400002
2007-07-23,62.700001
2007-07-24,61.139998999999996
2007-07-25,58.799999
2007-07-26,58.439999
2007-07-27,55.860001000000004
2007-07-30,56.16
2007-07-31,57.060001
2007-08-01,55.619999
2007-08-02,55.080002
2007-08-03,53.700001
2007-08-06,52.139998999999996
2007-08-07,51.66
2007-08-08,52.5
2007-08-09,49.98
2007-08-10,53.759997999999996
2007-08-13,49.439999
2007-08-14,45.720001
2007-08-15,43.380001
2007-08-16,40.860001000000004
2007-08-17,43.32
2007-08-20,43.5
2007-08-21,42.779999
2007-08-22,46.740002000000004
2007-08-23,46.5
2007-08-24,47.279999
2007-08-27,49.32
2007-08-28,46.619999
2007-08-29,47.580002
2007-08-30,46.68
2007-08-31,48.0
2007-09-04,51.419998
2007-09-05,49.02
2007-09-06,49.919998
2007-09-07,49.32
2007-09-10,47.040001000000004
2007-09-11,48.240002000000004
2007-09-12,48.360001000000004
2007-09-13,50.279999
2007-09-14,49.080002
2007-09-17,48.419998
2007-09-18,49.799999
2007-09-19,50.939999
2007-09-20,49.32
2007-09-21,49.259997999999996
2007-09-24,47.939999
2007-09-25,46.5
2007-09-26,49.080002
2007-09-27,49.560001
2007-09-28,49.200001
2007-10-01,48.900002
2007-10-02,48.900002
2007-10-03,47.400002
2007-10-04,47.700001
2007-10-05,49.200001
2007-10-08,49.5
2007-10-09,50.040001000000004
2007-10-10,49.259997999999996
2007-10-11,48.119999
2007-10-12,47.279999
2007-10-15,49.200001
2007-10-16,49.380001
2007-10-17,49.200001
2007-10-18,49.860001000000004
2007-10-19,48.84
2007-10-22,49.080002
2007-10-23,48.959998999999996
2007-10-24,49.98
2007-10-25,49.860001000000004
2007-10-26,50.939999
2007-10-29,50.459998999999996
2007-10-30,50.459998999999996
2007-10-31,51.48
2007-11-01,50.220001
2007-11-02,51.18
2007-11-05,49.919998
2007-11-06,50.700001
2007-11-07,48.84
2007-11-08,48.240002000000004
2007-11-09,47.82
2007-11-12,45.84
2007-11-13,46.740002000000004
2007-11-14,45.959998999999996
2007-11-15,43.98
2007-11-16,44.459998999999996
2007-11-19,42.900002
2007-11-20,43.68
2007-11-21,41.880001
2007-11-23,42.779999
2007-11-26,41.759997999999996
2007-11-27,41.459998999999996
2007-11-28,42.299999
2007-11-29,43.380001
2007-11-30,45.599998
2007-12-03,47.279999
2007-12-04,46.860001000000004
2007-12-05,46.68
2007-12-06,46.560001
2007-12-07,46.799999
2007-12-10,46.32
2007-12-11,44.34
2007-12-12,45.540001000000004
2007-12-13,45.360001000000004
2007-12-14,44.34
2007-12-17,42.84
2007-12-18,43.799999
2007-12-19,45.18
2007-12-20,46.68
2007-12-21,48.900002
2007-12-24,48.48
2007-12-26,48.0
2007-12-27,46.919998
2007-12-28,46.200001
2007-12-31,46.139998999999996
2008-01-02,46.560001
2008-01-03,46.560001
2008-01-04,44.82
2008-01-07,43.799999
2008-01-08,43.619999
2008-01-09,44.16
2008-01-10,44.34
2008-01-11,44.580002
2008-01-14,44.880001
2008-01-15,44.82
2008-01-16,46.5
2008-01-17,46.02
2008-01-18,44.880001
2008-01-22,44.82
2008-01-23,45.18
2008-01-24,46.560001
2008-01-25,45.419998
2008-01-28,46.200001
2008-01-29,47.639998999999996
2008-01-30,47.400002
2008-01-31,48.419998
2008-02-01,47.939999
2008-02-04,47.279999
2008-02-05,45.060001
2008-02-06,44.16
2008-02-07,44.34
2008-02-08,45.540001000000004
2008-02-11,46.619999
2008-02-12,46.080002
2008-02-13,46.860001000000004
2008-02-14,46.200001
2008-02-15,42.720001
2008-02-19,41.700001
2008-02-20,40.259997999999996
2008-02-21,39.959998999999996
2008-02-22,39.0
2008-02-25,39.900002
2008-02-26,40.080002
2008-02-27,39.419998
2008-02-28,39.360001000000004
2008-02-29,38.220001
2008-03-03,38.34
2008-03-04,37.860001000000004
2008-03-05,39.299999
2008-03-06,38.82
2008-03-07,37.380001
2008-03-10,36.18
2008-03-11,37.68
2008-03-12,37.380001
2008-03-13,38.580002
2008-03-14,38.580002
2008-03-17,36.959998999999996
2008-03-18,37.560001
2008-03-19,36.119999
2008-03-20,37.139998999999996
2008-03-24,38.82
2008-03-25,39.599998
2008-03-26,39.060001
2008-03-27,38.52
2008-03-28,39.360001000000004
2008-03-31,40.98
2008-04-01,42.119999
2008-04-02,43.080002
2008-04-03,43.439999
2008-04-04,42.900002
2008-04-07,43.439999
2008-04-08,43.98
2008-04-09,41.400002
2008-04-10,40.5
2008-04-11,39.060001
2008-04-14,39.720001
2008-04-15,39.84
2008-04-16,40.740002000000004
2008-04-17,40.32
2008-04-18,40.5
2008-04-21,39.900002
2008-04-22,36.66
2008-04-23,37.259997999999996
2008-04-24,37.32
2008-04-25,37.740002000000004
2008-04-28,37.5
2008-04-29,37.139998999999996
2008-04-30,35.82
2008-05-01,35.400002
2008-05-02,35.52
2008-05-05,35.52
2008-05-06,35.400002
2008-05-07,35.459998999999996
2008-05-08,37.02
2008-05-09,36.66
2008-05-12,38.34
2008-05-13,37.799999
2008-05-14,36.18
2008-05-15,36.18
2008-05-16,37.259997999999996
2008-05-19,37.439999
2008-05-20,38.040001000000004
2008-05-21,37.080002
2008-05-22,37.32
2008-05-23,36.66
2008-05-27,36.540001000000004
2008-05-28,38.580002
2008-05-29,41.34
2008-05-30,41.220001
2008-06-02,39.900002
2008-06-03,38.939999
2008-06-04,39.599998
2008-06-05,40.98
2008-06-06,39.0
2008-06-09,37.080002
2008-06-10,36.720001
2008-06-11,36.66
2008-06-12,36.599998
2008-06-13,36.959998999999996
2008-06-16,36.0
2008-06-17,36.299999
2008-06-18,36.0
2008-06-19,35.52
2008-06-20,34.259997999999996
2008-06-23,33.720001
2008-06-24,31.440001000000002
2008-06-25,31.379998999999998
2008-06-26,30.42
2008-06-27,31.26
2008-06-30,32.700001
2008-07-01,30.360001
2008-07-02,29.16
2008-07-03,29.16
2008-07-07,30.719998999999998
2008-07-08,31.440001000000002
2008-07-09,30.959999
2008-07-10,30.0
2008-07-11,28.68
2008-07-14,28.139999
2008-07-15,27.24
2008-07-16,28.200001
2008-07-17,28.32
2008-07-18,28.620001000000002
2008-07-21,28.559998999999998
2008-07-22,28.92
2008-07-23,29.1
2008-07-24,29.459999
2008-07-25,29.76
2008-07-28,28.620001000000002
2008-07-29,30.540001
2008-07-30,31.98
2008-07-31,34.200001
2008-08-01,34.68
2008-08-04,34.259997999999996
2008-08-05,35.040001000000004
2008-08-06,34.02
2008-08-07,32.099998
2008-08-08,35.700001
2008-08-11,36.599998
2008-08-12,37.919998
2008-08-13,37.5
2008-08-14,37.259997999999996
2008-08-15,37.139998999999996
2008-08-18,36.540001000000004
2008-08-19,35.34
2008-08-20,35.220001
2008-08-21,35.16
2008-08-22,35.759997999999996
2008-08-25,34.439999
2008-08-26,34.200001
2008-08-27,35.34
2008-08-28,37.02
2008-08-29,34.259997999999996
2008-09-02,32.16
2008-09-03,32.939999
2008-09-04,33.0
2008-09-05,33.119999
2008-09-08,33.959998999999996
2008-09-09,32.040001000000004
2008-09-10,32.639998999999996
2008-09-11,32.880001
2008-09-12,32.52
2008-09-15,30.299999
2008-09-16,30.42
2008-09-17,27.959999
2008-09-18,28.440001000000002
2008-09-19,29.700001
2008-09-22,27.66
2008-09-23,27.24
2008-09-24,28.440001000000002
2008-09-25,28.68
2008-09-26,28.139999
2008-09-29,26.280001000000002
2008-09-30,27.6
2008-10-01,28.139999
2008-10-02,24.540001
2008-10-03,23.040001
2008-10-06,20.1
2008-10-07,18.0
2008-10-08,16.68
2008-10-09,14.82
2008-10-10,14.76
2008-10-13,18.0
2008-10-14,18.66
2008-10-15,16.08
2008-10-16,16.92
2008-10-17,16.08
2008-10-20,16.379998999999998
2008-10-21,15.78
2008-10-22,15.0
2008-10-23,14.52
2008-10-24,13.92
2008-10-27,13.44
2008-10-28,14.7
2008-10-29,14.04
2008-10-30,14.64
2008-10-31,14.88
2008-11-03,13.5
2008-11-04,14.16
2008-11-05,14.22
2008-11-06,13.56
2008-11-07,13.92
2008-11-10,12.72
2008-11-11,11.82
2008-11-12,10.44
2008-11-13,11.34
2008-11-14,10.8
2008-11-17,9.6
2008-11-18,9.42
2008-11-19,8.22
2008-11-20,7.56
2008-11-21,6.84
2008-11-24,8.28
2008-11-25,7.62
2008-11-26,8.82
2008-11-28,8.4
2008-12-01,8.04
2008-12-02,8.64
2008-12-03,9.24
2008-12-04,9.12
2008-12-05,9.72
2008-12-08,10.32
2008-12-09,10.32
2008-12-10,11.52
2008-12-11,9.9
2008-12-12,10.5
2008-12-15,9.84
