Date,HAIN
1994-01-20,1.5
1994-01-21,1.375
1994-01-24,1.375
1994-01-25,1.375
1994-01-26,1.4375
1994-01-27,1.3125
1994-01-28,1.375
1994-01-31,1.5
1994-02-01,1.5
1994-02-02,1.5
1994-02-03,1.4375
1994-02-04,1.4375
1994-02-07,1.5
1994-02-08,1.375
1994-02-09,1.5
1994-02-10,1.375
1994-02-11,1.375
1994-02-14,1.5
1994-02-15,1.3125
1994-02-16,1.3125
1994-02-17,1.3125
1994-02-18,1.4375
1994-02-22,1.5
1994-02-23,1.5
1994-02-24,1.34375
1994-02-25,1.484375
1994-02-28,1.5
1994-03-01,1.5625
1994-03-02,1.5625
1994-03-03,1.59375
1994-03-04,1.625
1994-03-07,1.8125
1994-03-08,1.75
1994-03-09,1.875
1994-03-10,1.9375
1994-03-11,1.9375
1994-03-14,1.84375
1994-03-15,1.6875
1994-03-16,1.875
1994-03-17,1.75
1994-03-18,1.875
1994-03-21,1.875
1994-03-22,1.875
1994-03-23,1.875
1994-03-24,1.9375
1994-03-25,1.84375
1994-03-28,1.875
1994-03-29,1.6875
1994-03-30,1.625
1994-03-31,1.5625
1994-04-04,1.5625
1994-04-05,1.625
1994-04-06,1.625
1994-04-07,1.625
1994-04-08,1.5625
1994-04-11,1.75
1994-04-12,1.6875
1994-04-13,1.6875
1994-04-14,1.75
1994-04-15,1.84375
1994-04-18,1.78125
1994-04-19,1.875
1994-04-20,1.875
1994-04-21,1.90625
1994-04-22,1.9375
1994-04-25,1.875
1994-04-26,1.875
1994-04-28,1.875
1994-04-29,1.9375
1994-05-02,2.0
1994-05-03,1.9375
1994-05-04,2.0
1994-05-05,2.046875
1994-05-06,2.1875
1994-05-09,2.25
1994-05-10,2.1875
1994-05-11,2.0
1994-05-12,2.0625
1994-05-13,2.125
1994-05-16,2.125
1994-05-17,2.125
1994-05-18,2.25
1994-05-19,2.375
1994-05-20,2.3125
1994-05-23,2.375
1994-05-24,2.25
1994-05-25,2.25
1994-05-26,2.375
1994-05-27,2.375
1994-05-31,2.4375
1994-06-01,2.46875
1994-06-02,2.46875
1994-06-03,2.5
1994-06-06,2.46875
1994-06-07,2.46875
1994-06-08,2.5
1994-06-09,2.46875
1994-06-10,2.46875
1994-06-13,2.375
1994-06-14,2.46875
1994-06-15,2.46875
1994-06-16,2.46875
1994-06-17,2.5
1994-06-20,2.5
1994-06-21,2.4375
1994-06-22,2.601563
1994-06-23,2.625
1994-06-24,2.46875
1994-06-27,2.5625
1994-06-28,2.4375
1994-06-29,2.5
1994-06-30,2.46875
1994-07-01,2.4375
1994-07-05,2.375
1994-07-06,2.40625
1994-07-07,2.21875
1994-07-08,2.21875
1994-07-11,2.34375
1994-07-12,2.375
1994-07-13,2.414063
1994-07-14,2.3125
1994-07-15,2.4375
1994-07-18,2.3125
1994-07-19,2.4375
1994-07-20,2.4375
1994-07-21,2.375
1994-07-22,2.34375
1994-07-25,2.34375
1994-07-26,2.375
1994-07-27,2.375
1994-07-28,2.3125
1994-07-29,2.34375
1994-08-01,2.25
1994-08-02,2.375
1994-08-03,2.3125
1994-08-04,2.3125
1994-08-05,2.25
1994-08-08,2.25
1994-08-09,2.25
1994-08-10,2.25
1994-08-11,2.25
1994-08-12,2.3125
1994-08-15,2.3125
1994-08-16,2.25
1994-08-17,2.3125
1994-08-18,2.3125
1994-08-19,2.3125
1994-08-22,2.25
1994-08-23,2.3125
1994-08-24,2.3125
1994-08-25,2.3125
1994-08-26,2.375
1994-08-29,2.4375
1994-08-30,2.5
1994-08-31,2.5625
1994-09-01,2.625
1994-09-02,2.59375
1994-09-06,2.53125
1994-09-07,2.59375
1994-09-08,2.625
1994-09-09,2.53125
1994-09-12,2.625
1994-09-13,2.625
1994-09-14,2.6875
1994-09-15,2.734375
1994-09-16,2.78125
1994-09-19,2.75
1994-09-20,2.765625
1994-09-21,2.75
1994-09-22,2.71875
1994-09-23,2.8125
1994-09-26,2.765625
1994-09-27,2.6875
1994-09-28,2.625
1994-09-29,2.59375
1994-09-30,2.625
1994-10-03,2.625
1994-10-04,2.53125
1994-10-05,2.4375
1994-10-06,2.46875
1994-10-07,2.53125
1994-10-10,2.5625
1994-10-11,2.507813
1994-10-12,2.59375
1994-10-13,2.71875
1994-10-14,2.695313
1994-10-17,2.671875
1994-10-18,2.695313
1994-10-19,2.71875
1994-10-20,2.65625
1994-10-21,2.65625
1994-10-24,2.59375
1994-10-25,2.5
1994-10-26,2.5625
1994-10-27,2.625
1994-10-28,2.6875
1994-10-31,2.71875
1994-11-01,2.625
1994-11-02,2.6875
1994-11-03,2.65625
1994-11-04,2.65625
1994-11-07,2.75
1994-11-08,2.71875
1994-11-09,2.75
1994-11-10,2.625
1994-11-11,2.75
1994-11-14,2.75
1994-11-15,2.75
1994-11-16,2.59375
1994-11-17,2.59375
1994-11-18,2.71875
1994-11-21,2.5625
1994-11-22,2.5625
1994-11-23,2.5
1994-11-25,2.53125
1994-11-28,2.4375
1994-11-29,2.53125
1994-11-30,2.46875
1994-12-01,2.53125
1994-12-02,2.53125
1994-12-05,2.375
1994-12-06,2.265625
1994-12-07,2.375
1994-12-08,2.375
1994-12-09,2.28125
1994-12-12,2.3125
1994-12-13,2.28125
1994-12-14,2.28125
1994-12-15,2.25
1994-12-16,2.28125
1994-12-19,2.375
1994-12-20,2.3125
1994-12-21,2.375
1994-12-22,2.3125
1994-12-23,2.3125
1994-12-27,2.3125
1994-12-28,2.3125
1994-12-29,2.4375
1994-12-30,2.3125
1995-01-03,2.375
1995-01-04,2.4375
1995-01-05,2.375
1995-01-06,2.375
1995-01-09,2.34375
1995-01-10,2.28125
1995-01-11,2.4375
1995-01-12,2.34375
1995-01-13,2.34375
1995-01-16,2.3125
1995-01-17,2.40625
1995-01-18,2.34375
1995-01-19,2.4375
1995-01-20,2.40625
1995-01-23,2.40625
1995-01-24,2.375
1995-01-25,2.4375
1995-01-26,2.4375
1995-01-27,2.5
1995-01-30,2.5625
1995-01-31,2.5625
1995-02-01,2.75
1995-02-02,2.6875
1995-02-03,2.625
1995-02-06,2.625
1995-02-07,2.5625
1995-02-08,2.5
1995-02-09,2.5
1995-02-10,2.4375
1995-02-13,2.40625
1995-02-14,2.3125
1995-02-15,2.4375
1995-02-16,2.5
1995-02-17,2.375
1995-02-21,2.5
1995-02-22,2.375
1995-02-23,2.4375
1995-02-24,2.4375
1995-02-27,2.3125
1995-02-28,2.375
1995-03-01,2.40625
1995-03-02,2.375
1995-03-03,2.5
1995-03-06,2.53125
1995-03-07,2.40625
1995-03-08,2.46875
1995-03-09,2.5
1995-03-10,2.5625
1995-03-13,2.53125
1995-03-14,2.5625
1995-03-15,2.5625
1995-03-16,2.515625
1995-03-17,2.5625
1995-03-20,2.53125
1995-03-21,2.5625
1995-03-22,2.625
1995-03-23,2.5625
1995-03-24,2.625
1995-03-27,2.59375
1995-03-28,2.5625
1995-03-29,2.625
1995-03-30,2.5
1995-03-31,2.4375
1995-04-03,2.5
1995-04-04,2.40625
1995-04-05,2.46875
1995-04-06,2.40625
1995-04-07,2.40625
1995-04-10,2.4375
1995-04-11,2.3125
1995-04-12,2.3125
1995-04-13,2.375
1995-04-17,2.28125
1995-04-18,2.375
1995-04-19,2.375
1995-04-20,2.28125
1995-04-21,2.28125
1995-04-24,2.3125
1995-04-25,2.25
1995-04-26,2.15625
1995-04-27,2.15625
1995-04-28,2.25
1995-05-01,2.25
1995-05-02,2.09375
1995-05-03,2.1875
1995-05-04,2.0
1995-05-05,2.09375
1995-05-08,2.03125
1995-05-09,2.0625
1995-05-10,2.0
1995-05-11,2.0
1995-05-12,1.96875
1995-05-15,1.6875
1995-05-16,1.875
1995-05-17,1.90625
1995-05-18,1.84375
1995-05-19,1.875
1995-05-22,1.875
1995-05-23,1.78125
1995-05-24,1.875
1995-05-25,1.78125
1995-05-26,1.875
1995-05-30,1.875
1995-05-31,1.78125
1995-06-01,1.8125
1995-06-02,1.8125
1995-06-05,1.875
1995-06-06,1.9375
1995-06-07,1.8125
1995-06-08,1.84375
1995-06-09,1.929688
1995-06-12,1.9375
1995-06-13,1.9375
1995-06-14,1.828125
1995-06-15,1.78125
1995-06-16,1.9375
1995-06-19,1.75
1995-06-20,1.8125
1995-06-21,1.875
1995-06-22,1.75
1995-06-23,1.84375
1995-06-26,2.0625
1995-06-27,2.0625
1995-06-28,2.0625
1995-06-29,2.078125
1995-06-30,2.1875
1995-07-03,2.1875
1995-07-05,2.125
1995-07-06,2.25
1995-07-07,2.09375
1995-07-10,2.0625
1995-07-11,2.03125
1995-07-12,2.125
1995-07-13,2.0
1995-07-14,2.0
1995-07-17,2.09375
1995-07-18,2.0
1995-07-19,1.875
1995-07-20,1.84375
1995-07-21,1.75
1995-07-24,1.875
1995-07-25,1.875
1995-07-26,1.75
1995-07-27,1.875
1995-07-28,1.875
1995-07-31,1.78125
1995-08-01,1.75
1995-08-02,1.90625
1995-08-03,1.78125
1995-08-04,1.84375
1995-08-07,1.75
1995-08-08,1.9375
1995-08-09,1.9375
1995-08-10,1.78125
1995-08-11,1.78125
1995-08-14,1.90625
1995-08-15,2.0
1995-08-16,2.0625
1995-08-17,2.125
1995-08-18,2.03125
1995-08-21,1.9375
1995-08-22,2.0625
1995-08-23,1.96875
1995-08-24,2.0
1995-08-25,2.0
1995-08-28,2.0625
1995-08-29,2.109375
1995-08-30,2.09375
1995-08-31,2.0625
1995-09-01,2.0625
1995-09-05,2.0
1995-09-06,1.90625
1995-09-07,1.84375
1995-09-08,2.03125
1995-09-11,2.03125
1995-09-12,2.03125
1995-09-13,1.9375
1995-09-14,2.03125
1995-09-15,1.90625
1995-09-18,1.90625
1995-09-19,1.90625
1995-09-20,2.0
1995-09-21,1.9375
1995-09-22,1.90625
1995-09-25,1.9375
1995-09-26,1.8125
1995-09-27,1.75
1995-09-28,1.75
1995-09-29,1.875
1995-10-02,1.875
1995-10-03,1.75
1995-10-04,1.75
1995-10-05,1.8125
1995-10-06,1.789063
1995-10-09,1.8125
1995-10-10,1.65625
1995-10-11,1.6875
1995-10-12,1.6875
1995-10-13,1.6875
1995-10-16,1.46875
1995-10-17,1.625
1995-10-18,1.6875
1995-10-19,1.6875
1995-10-20,1.78125
1995-10-23,1.71875
1995-10-24,1.75
1995-10-25,1.71875
1995-10-26,1.78125
1995-10-27,1.75
1995-10-30,1.6875
1995-10-31,1.5625
1995-11-01,1.625
1995-11-02,1.5625
1995-11-03,1.5625
1995-11-06,1.5625
1995-11-07,1.5625
1995-11-08,1.6875
1995-11-09,1.5625
1995-11-10,1.5625
1995-11-13,1.5
1995-11-14,1.6875
1995-11-15,1.6875
1995-11-16,1.6875
1995-11-17,1.6875
1995-11-20,1.625
1995-11-21,1.75
1995-11-22,1.796875
1995-11-24,1.78125
1995-11-27,1.75
1995-11-28,1.75
1995-11-29,1.8125
1995-11-30,1.84375
1995-12-01,1.6875
1995-12-04,1.6875
1995-12-05,1.75
1995-12-06,1.65625
1995-12-07,1.65625
1995-12-08,1.71875
1995-12-11,1.71875
1995-12-12,1.625
1995-12-13,1.75
1995-12-14,1.625
1995-12-15,1.625
1995-12-18,1.625
1995-12-19,1.625
1995-12-20,1.65625
1995-12-21,1.5625
1995-12-22,1.6875
1995-12-26,1.65625
1995-12-27,1.625
1995-12-28,1.625
1995-12-29,1.5625
1996-01-02,1.65625
1996-01-03,1.59375
1996-01-04,1.59375
1996-01-05,1.59375
1996-01-08,1.59375
1996-01-09,1.65625
1996-01-10,1.59375
1996-01-11,1.59375
1996-01-12,1.5625
1996-01-15,1.46875
1996-01-16,1.46875
1996-01-17,1.5625
1996-01-18,1.46875
1996-01-19,1.625
1996-01-22,1.53125
1996-01-23,1.71875
1996-01-24,1.625
1996-01-25,1.71875
1996-01-26,1.75
1996-01-29,1.734375
1996-01-30,1.71875
1996-01-31,1.71875
1996-02-01,1.75
1996-02-02,1.71875
1996-02-05,1.75
1996-02-06,1.78125
1996-02-07,1.8125
1996-02-08,1.875
1996-02-09,1.8125
1996-02-12,1.8125
1996-02-13,1.84375
1996-02-14,1.84375
1996-02-15,1.75
1996-02-16,1.75
1996-02-20,1.78125
1996-02-21,1.6875
1996-02-22,1.71875
1996-02-23,1.71875
1996-02-26,1.625
1996-02-27,1.75
1996-02-28,1.75
1996-02-29,1.71875
1996-03-01,1.65625
1996-03-04,1.625
1996-03-05,1.625
1996-03-06,1.59375
1996-03-07,1.59375
1996-03-08,1.59375
1996-03-11,1.625
1996-03-12,1.5625
1996-03-13,1.625
1996-03-14,1.5625
1996-03-15,1.625
1996-03-18,1.5625
1996-03-19,1.5859379999999998
1996-03-20,1.65625
1996-03-21,1.65625
1996-03-22,1.625
1996-03-25,1.625
1996-03-26,1.625
1996-03-27,1.6875
1996-03-28,1.5
1996-03-29,1.5703129999999998
1996-04-01,1.53125
1996-04-02,1.625
1996-04-03,1.65625
1996-04-04,1.625
1996-04-08,1.5625
1996-04-09,1.5625
1996-04-10,1.65625
1996-04-11,1.6875
1996-04-12,1.625
1996-04-15,1.65625
1996-04-16,1.625
1996-04-17,1.53125
1996-04-18,1.625
1996-04-19,1.53125
1996-04-22,1.6875
1996-04-23,1.625
1996-04-24,1.65625
1996-04-25,1.6875
1996-04-26,1.6875
1996-04-29,1.65625
1996-04-30,1.6875
1996-05-01,1.6875
1996-05-02,1.75
1996-05-03,1.875
1996-05-06,1.875
1996-05-07,1.96875
1996-05-08,1.96875
1996-05-09,1.90625
1996-05-10,1.90625
1996-05-13,2.0
1996-05-14,2.007813
1996-05-15,2.0
1996-05-16,2.03125
1996-05-17,2.0
1996-05-20,2.03125
1996-05-21,2.03125
1996-05-22,1.882813
1996-05-23,1.875
1996-05-24,1.875
1996-05-28,1.9375
1996-05-29,1.90625
1996-05-30,1.882813
1996-05-31,1.90625
1996-06-03,2.0625
1996-06-04,2.03125
1996-06-05,2.0
1996-06-06,1.96875
1996-06-07,2.0
1996-06-10,1.976563
1996-06-11,1.96875
1996-06-12,1.84375
1996-06-13,1.8125
1996-06-14,1.8125
1996-06-17,1.8125
1996-06-18,1.8125
1996-06-19,1.75
1996-06-20,1.71875
1996-06-21,1.8125
1996-06-24,1.71875
1996-06-25,1.78125
1996-06-26,1.78125
1996-06-27,1.6875
1996-06-28,1.6875
1996-07-01,1.703125
1996-07-02,1.875
1996-07-03,1.875
1996-07-05,1.90625
1996-07-08,1.8125
1996-07-09,1.78125
1996-07-10,1.84375
1996-07-11,1.71875
1996-07-12,1.78125
1996-07-15,1.65625
1996-07-16,1.625
1996-07-17,1.71875
1996-07-18,1.625
1996-07-19,1.75
1996-07-22,1.664063
1996-07-23,1.625
1996-07-24,1.65625
1996-07-25,1.671875
1996-07-26,1.5625
1996-07-29,1.53125
1996-07-30,1.5625
1996-07-31,1.578125
1996-08-01,1.625
1996-08-02,1.734375
1996-08-05,1.820313
1996-08-06,1.84375
1996-08-07,1.75
1996-08-08,1.9375
1996-08-09,1.84375
1996-08-12,1.8125
1996-08-13,1.78125
1996-08-14,1.78125
1996-08-15,1.8125
1996-08-16,1.75
1996-08-19,1.71875
1996-08-20,1.6875
1996-08-21,1.6875
1996-08-22,1.71875
1996-08-23,1.71875
1996-08-26,1.75
1996-08-27,1.75
1996-08-28,1.78125
1996-08-29,1.71875
1996-08-30,1.75
1996-09-03,1.875
1996-09-04,1.875
1996-09-05,1.75
1996-09-06,1.78125
1996-09-09,1.84375
1996-09-10,1.75
1996-09-11,1.8125
1996-09-12,1.75
1996-09-13,1.75
1996-09-16,1.75
1996-09-17,1.71875
1996-09-18,1.75
1996-09-19,1.726563
1996-09-20,1.71875
1996-09-23,1.8125
1996-09-24,1.875
1996-09-25,1.875
1996-09-26,1.875
1996-09-27,1.9375
1996-09-30,2.0
1996-10-01,2.0
1996-10-02,1.96875
1996-10-03,1.859375
1996-10-04,1.8125
1996-10-07,1.78125
1996-10-08,1.75
1996-10-09,1.6875
1996-10-10,1.75
1996-10-11,1.875
1996-10-14,1.90625
1996-10-15,1.90625
1996-10-16,1.84375
1996-10-17,1.875
1996-10-18,1.9375
1996-10-21,1.875
1996-10-22,1.875
1996-10-23,1.8125
1996-10-24,1.796875
1996-10-25,1.75
1996-10-28,1.78125
1996-10-29,1.78125
1996-10-30,1.75
1996-10-31,1.71875
1996-11-01,1.734375
1996-11-04,1.75
1996-11-05,1.8125
1996-11-06,1.796875
1996-11-07,1.84375
1996-11-08,1.875
1996-11-11,1.875
1996-11-12,1.84375
1996-11-13,1.84375
1996-11-14,1.84375
1996-11-15,1.8125
1996-11-18,1.75
1996-11-19,1.75
1996-11-20,1.75
1996-11-21,1.765625
1996-11-22,1.734375
1996-11-25,1.765625
1996-11-26,1.734375
1996-11-27,1.71875
1996-11-29,1.71875
1996-12-02,1.71875
1996-12-03,1.6875
1996-12-04,1.71875
1996-12-05,1.75
1996-12-06,1.75
