Date,MLNX
2007-02-08,20.0
2007-02-09,20.959999
2007-02-12,20.860001
2007-02-13,20.559998999999998
2007-02-14,20.98
2007-02-15,21.540001
2007-02-16,21.719998999999998
2007-02-20,22.700001
2007-02-21,23.91
2007-02-22,23.41
2007-02-23,23.110001
2007-02-26,21.809998999999998
2007-02-27,20.879998999999998
2007-02-28,21.42
2007-03-01,21.969998999999998
2007-03-02,21.25
2007-03-05,21.059998999999998
2007-03-06,21.75
2007-03-07,19.82
2007-03-08,18.67
2007-03-09,17.969998999999998
2007-03-12,18.559998999999998
2007-03-13,17.639999
2007-03-14,15.88
2007-03-15,14.91
2007-03-16,15.25
2007-03-19,15.85
2007-03-20,16.67
2007-03-21,16.700001
2007-03-22,17.18
2007-03-23,16.93
2007-03-26,16.59
2007-03-27,15.45
2007-03-28,14.54
2007-03-29,14.2
2007-03-30,14.6
2007-04-02,13.9
2007-04-03,14.78
2007-04-04,14.56
2007-04-05,14.75
2007-04-09,14.85
2007-04-10,14.7
2007-04-11,14.98
2007-04-12,14.93
2007-04-13,14.95
2007-04-16,14.87
2007-04-17,14.8
2007-04-18,14.56
2007-04-19,14.67
2007-04-20,14.95
2007-04-23,15.2
2007-04-24,14.9
2007-04-25,15.98
2007-04-26,17.360001
2007-04-27,16.91
2007-04-30,16.59
2007-05-01,16.51
2007-05-02,17.379998999999998
2007-05-03,16.620001000000002
2007-05-04,17.879998999999998
2007-05-07,18.27
2007-05-08,18.01
2007-05-09,18.040001
2007-05-10,18.01
2007-05-11,18.43
2007-05-14,19.25
2007-05-15,18.940001000000002
2007-05-16,18.799999
2007-05-17,18.360001
2007-05-18,18.719998999999998
2007-05-21,19.41
2007-05-22,20.16
2007-05-23,20.09
2007-05-24,19.74
2007-05-25,20.16
2007-05-29,19.84
2007-05-30,19.879998999999998
2007-05-31,20.25
2007-06-01,20.110001
2007-06-04,19.85
2007-06-05,19.559998999999998
2007-06-06,19.08
2007-06-07,18.790001
2007-06-08,18.700001
2007-06-11,18.459999
2007-06-12,18.709999
2007-06-13,19.25
2007-06-14,19.719998999999998
2007-06-15,20.799999
2007-06-18,20.700001
2007-06-19,20.57
2007-06-20,20.370001000000002
2007-06-21,20.17
2007-06-22,19.98
2007-06-25,18.84
2007-06-26,19.040001
2007-06-27,19.43
2007-06-28,19.66
2007-06-29,20.719998999999998
2007-07-02,20.530001000000002
2007-07-03,21.5
2007-07-05,22.540001
2007-07-06,22.41
2007-07-09,21.860001
2007-07-10,20.9
2007-07-11,21.35
2007-07-12,21.799999
2007-07-13,21.950001
2007-07-16,22.1
2007-07-17,21.950001
2007-07-18,21.51
2007-07-19,21.879998999999998
2007-07-20,21.129998999999998
2007-07-23,21.41
2007-07-24,21.299999
2007-07-25,20.049999
2007-07-26,18.969998999999998
2007-07-27,17.83
2007-07-30,19.200001
2007-07-31,19.370001000000002
2007-08-01,19.5
2007-08-02,19.74
2007-08-03,19.049999
2007-08-06,18.92
2007-08-07,18.370001000000002
2007-08-08,18.969998999999998
2007-08-09,19.18
2007-08-10,16.02
2007-08-13,16.549999
2007-08-14,16.469998999999998
2007-08-15,16.209999
2007-08-16,16.0
2007-08-17,16.139999
2007-08-20,15.6
2007-08-21,14.7
2007-08-22,14.7
2007-08-23,15.25
2007-08-24,16.26
2007-08-27,16.559998999999998
2007-08-28,16.5
2007-08-29,16.280001000000002
2007-08-30,15.5
2007-08-31,16.1
2007-09-04,16.5
2007-09-05,17.0
2007-09-06,18.02
2007-09-07,18.09
2007-09-10,18.0
2007-09-11,17.85
2007-09-12,18.209999
2007-09-13,18.700001
2007-09-14,18.049999
2007-09-17,17.709999
2007-09-18,17.85
2007-09-19,18.799999
2007-09-20,18.809998999999998
2007-09-21,18.59
2007-09-24,18.629998999999998
2007-09-25,18.99
2007-09-26,20.0
2007-09-27,19.74
2007-09-28,19.530001000000002
2007-10-01,19.639999
2007-10-02,19.889999
2007-10-03,20.049999
2007-10-04,20.68
2007-10-05,21.389999
2007-10-08,20.629998999999998
2007-10-09,20.879998999999998
2007-10-10,22.139999
2007-10-11,22.809998999999998
2007-10-12,23.66
2007-10-15,22.969998999999998
2007-10-16,22.110001
2007-10-17,22.0
2007-10-18,21.540001
2007-10-19,20.799999
2007-10-22,21.969998999999998
2007-10-23,24.15
2007-10-24,22.540001
2007-10-25,23.93
2007-10-26,24.27
2007-10-29,23.25
2007-10-30,22.84
2007-10-31,23.610001
2007-11-01,23.24
2007-11-02,23.26
2007-11-05,23.190001000000002
2007-11-06,23.49
2007-11-07,22.17
2007-11-08,20.48
2007-11-09,19.4
2007-11-12,18.879998999999998
2007-11-13,19.450001
2007-11-14,19.129998999999998
2007-11-15,20.02
2007-11-16,20.35
2007-11-19,19.48
2007-11-20,19.15
2007-11-21,18.0
2007-11-23,18.33
2007-11-26,17.18
2007-11-27,16.09
2007-11-28,17.41
2007-11-29,18.08
2007-11-30,17.74
2007-12-03,17.52
2007-12-04,17.02
2007-12-05,16.879998999999998
2007-12-06,18.17
2007-12-07,18.0
2007-12-10,17.57
2007-12-11,17.219998999999998
2007-12-12,17.719998999999998
2007-12-13,17.48
2007-12-14,18.389999
2007-12-17,17.450001
2007-12-18,17.629998999999998
2007-12-19,17.559998999999998
2007-12-20,18.07
2007-12-21,17.9
2007-12-24,18.09
2007-12-26,18.309998999999998
2007-12-27,17.58
2007-12-28,18.01
2007-12-31,18.219998999999998
2008-01-02,19.309998999999998
2008-01-03,18.51
2008-01-04,16.950001
2008-01-07,16.690001000000002
2008-01-08,16.26
2008-01-09,15.77
2008-01-10,16.27
2008-01-11,16.370001000000002
2008-01-14,16.17
2008-01-15,15.72
2008-01-16,15.26
2008-01-17,13.88
2008-01-18,12.92
2008-01-22,13.2
2008-01-23,13.74
2008-01-24,14.98
2008-01-25,14.31
2008-01-28,14.54
2008-01-29,14.87
2008-01-30,14.51
2008-01-31,15.83
2008-02-01,16.209999
2008-02-04,16.0
2008-02-05,15.33
2008-02-06,14.51
2008-02-07,14.77
2008-02-08,14.5
2008-02-11,15.49
2008-02-12,15.17
2008-02-13,16.23
2008-02-14,15.22
2008-02-15,15.04
2008-02-19,15.04
2008-02-20,15.28
2008-02-21,14.99
2008-02-22,14.63
2008-02-25,15.84
2008-02-26,16.42
2008-02-27,16.440001000000002
2008-02-28,16.030001000000002
2008-02-29,15.3
2008-03-03,14.36
2008-03-04,14.17
2008-03-05,14.63
2008-03-06,14.29
2008-03-07,13.7
2008-03-10,12.77
2008-03-11,13.0
2008-03-12,12.79
2008-03-13,12.06
2008-03-14,11.95
2008-03-17,11.05
2008-03-18,11.12
2008-03-19,11.61
2008-03-20,12.52
2008-03-24,13.52
2008-03-25,13.76
2008-03-26,13.98
2008-03-27,14.0
2008-03-28,13.7
2008-03-31,13.93
2008-04-01,14.57
2008-04-02,13.95
2008-04-03,13.17
2008-04-04,12.75
2008-04-07,13.39
2008-04-08,13.66
2008-04-09,13.32
2008-04-10,13.0
2008-04-11,12.97
2008-04-14,12.5
2008-04-15,12.07
2008-04-16,12.2
2008-04-17,12.2
2008-04-18,13.3
2008-04-21,14.58
2008-04-22,14.55
2008-04-23,15.15
2008-04-24,15.53
2008-04-25,15.42
2008-04-28,15.18
2008-04-29,15.12
2008-04-30,14.97
2008-05-01,14.92
2008-05-02,15.89
2008-05-05,16.280001000000002
2008-05-06,16.48
2008-05-07,15.99
2008-05-08,16.32
2008-05-09,16.4
2008-05-12,16.719998999999998
2008-05-13,16.860001
2008-05-14,16.639999
2008-05-15,15.98
2008-05-16,15.96
2008-05-19,16.02
2008-05-20,15.56
2008-05-21,15.83
2008-05-22,15.36
2008-05-23,16.1
2008-05-27,15.97
2008-05-28,16.049999
2008-05-29,16.32
2008-05-30,16.34
2008-06-02,16.77
2008-06-03,16.92
2008-06-04,16.99
2008-06-05,16.950001
2008-06-06,16.91
2008-06-09,16.610001
2008-06-10,16.370001000000002
2008-06-11,16.07
2008-06-12,15.83
2008-06-13,15.71
2008-06-16,15.88
2008-06-17,15.87
2008-06-18,16.18
2008-06-19,16.51
2008-06-20,15.3
2008-06-23,14.86
2008-06-24,15.37
2008-06-25,15.7
2008-06-26,14.31
2008-06-27,14.02
2008-06-30,13.54
2008-07-01,13.99
2008-07-02,13.28
2008-07-03,13.29
2008-07-07,13.69
2008-07-08,14.13
2008-07-09,14.19
2008-07-10,13.78
2008-07-11,13.73
2008-07-14,13.38
2008-07-15,13.17
2008-07-16,14.15
2008-07-17,14.19
2008-07-18,14.22
2008-07-21,14.1
2008-07-22,13.77
2008-07-23,13.29
2008-07-24,13.27
2008-07-25,13.37
2008-07-28,12.8
2008-07-29,12.99
2008-07-30,13.15
2008-07-31,12.79
2008-08-01,12.89
2008-08-04,12.5
2008-08-05,12.64
2008-08-06,12.72
2008-08-07,12.38
2008-08-08,12.39
2008-08-11,12.48
2008-08-12,12.66
2008-08-13,12.53
2008-08-14,12.81
2008-08-15,12.52
2008-08-18,12.37
2008-08-19,12.12
2008-08-20,12.19
2008-08-21,12.34
2008-08-22,12.52
2008-08-25,12.36
2008-08-26,12.07
2008-08-27,11.99
2008-08-28,12.06
2008-08-29,12.12
2008-09-02,12.13
2008-09-03,11.84
2008-09-04,11.45
2008-09-05,10.61
2008-09-08,10.62
2008-09-09,10.04
2008-09-10,11.15
2008-09-11,11.18
2008-09-12,11.36
2008-09-15,11.27
2008-09-16,10.22
2008-09-17,9.51
2008-09-18,9.25
2008-09-19,10.19
2008-09-22,10.1
2008-09-23,10.01
2008-09-24,9.28
2008-09-25,9.77
2008-09-26,9.53
2008-09-29,9.59
2008-09-30,10.33
2008-10-01,9.73
2008-10-02,9.1
2008-10-03,8.73
2008-10-06,8.41
2008-10-07,8.05
2008-10-08,7.85
2008-10-09,7.55
2008-10-10,7.75
2008-10-13,8.15
2008-10-14,7.69
2008-10-15,7.44
2008-10-16,7.6
2008-10-17,7.56
2008-10-20,7.77
2008-10-21,7.5
2008-10-22,7.13
2008-10-23,6.9
2008-10-24,7.05
2008-10-27,7.0
2008-10-28,7.44
2008-10-29,7.4
2008-10-30,7.68
2008-10-31,7.76
2008-11-03,7.75
2008-11-04,7.84
2008-11-05,7.55
2008-11-06,7.27
2008-11-07,7.37
2008-11-10,7.16
2008-11-11,6.96
2008-11-12,6.56
2008-11-13,6.66
2008-11-14,6.42
2008-11-17,6.81
2008-11-18,6.84
2008-11-19,6.88
2008-11-20,6.73
2008-11-21,6.47
2008-11-24,7.15
2008-11-25,7.13
2008-11-26,7.2
2008-11-28,7.44
2008-12-01,7.34
2008-12-02,7.73
2008-12-03,7.82
2008-12-04,7.82
2008-12-05,8.17
2008-12-08,8.67
2008-12-09,8.5
2008-12-10,8.45
2008-12-11,8.24
2008-12-12,8.03
2008-12-15,7.62
2008-12-16,8.34
2008-12-17,8.23
2008-12-18,8.0
2008-12-19,8.28
2008-12-22,7.92
2008-12-23,8.17
2008-12-24,7.88
2008-12-26,8.23
2008-12-29,7.99
2008-12-30,8.15
2008-12-31,7.86
2009-01-02,8.41
2009-01-05,7.98
2009-01-06,8.2
2009-01-07,8.19
2009-01-08,8.34
2009-01-09,8.43
2009-01-12,8.29
2009-01-13,7.86
2009-01-14,7.68
2009-01-15,7.95
2009-01-16,7.93
2009-01-20,7.88
2009-01-21,8.5
2009-01-22,8.84
2009-01-23,9.19
2009-01-26,9.24
2009-01-27,9.19
2009-01-28,9.0
2009-01-29,8.71
2009-01-30,8.64
2009-02-02,8.53
2009-02-03,8.7
2009-02-04,8.65
2009-02-05,8.7
2009-02-06,8.8
2009-02-09,8.75
2009-02-10,8.45
2009-02-11,8.49
2009-02-12,8.4
2009-02-13,8.44
2009-02-17,8.35
2009-02-18,8.33
2009-02-19,8.35
2009-02-20,8.3
2009-02-23,8.15
2009-02-24,8.35
2009-02-25,8.25
2009-02-26,8.2
2009-02-27,8.28
2009-03-02,8.1
2009-03-03,7.9
2009-03-04,7.9
2009-03-05,7.99
2009-03-06,7.75
2009-03-09,7.36
2009-03-10,7.51
2009-03-11,7.47
2009-03-12,7.81
2009-03-13,8.11
2009-03-16,8.5
2009-03-17,8.91
2009-03-18,8.98
2009-03-19,8.92
2009-03-20,8.59
2009-03-23,8.98
2009-03-24,8.79
2009-03-25,8.84
2009-03-26,9.12
2009-03-27,8.77
2009-03-30,8.5
2009-03-31,8.33
2009-04-01,8.4
2009-04-02,8.39
2009-04-03,8.6
2009-04-06,8.6
2009-04-07,8.45
2009-04-08,8.62
2009-04-09,8.74
2009-04-13,9.09
2009-04-14,8.87
2009-04-15,8.86
2009-04-16,9.13
2009-04-17,9.08
2009-04-20,8.99
2009-04-21,9.95
2009-04-22,10.23
2009-04-23,10.07
2009-04-24,10.23
2009-04-27,10.73
2009-04-28,10.21
2009-04-29,10.24
2009-04-30,10.2
2009-05-01,10.49
2009-05-04,10.39
2009-05-05,10.32
2009-05-06,9.99
2009-05-07,10.02
2009-05-08,10.57
2009-05-11,10.75
2009-05-12,10.83
2009-05-13,10.5
2009-05-14,10.98
2009-05-15,11.59
2009-05-18,11.44
2009-05-19,11.74
2009-05-20,11.79
2009-05-21,11.72
2009-05-22,11.67
2009-05-26,11.71
2009-05-27,11.79
2009-05-28,11.73
2009-05-29,11.82
2009-06-01,12.07
2009-06-02,12.04
2009-06-03,11.91
2009-06-04,11.93
2009-06-05,11.82
2009-06-08,12.01
2009-06-09,12.35
2009-06-10,12.0
2009-06-11,12.16
2009-06-12,11.88
2009-06-15,11.71
2009-06-16,11.76
2009-06-17,11.72
2009-06-18,11.8
2009-06-19,11.54
2009-06-22,11.62
2009-06-23,11.72
2009-06-24,11.72
2009-06-25,12.0
2009-06-26,12.45
2009-06-29,12.3
2009-06-30,12.03
2009-07-01,12.67
2009-07-02,12.52
2009-07-06,12.2
2009-07-07,12.22
2009-07-08,12.3
2009-07-09,12.04
2009-07-10,12.04
2009-07-13,12.19
2009-07-14,12.12
2009-07-15,12.5
2009-07-16,13.03
2009-07-17,13.11
2009-07-20,13.66
2009-07-21,13.89
2009-07-22,14.17
2009-07-23,13.92
2009-07-24,14.24
2009-07-27,14.78
2009-07-28,16.299999
2009-07-29,15.71
2009-07-30,15.3
2009-07-31,15.83
2009-08-03,16.35
2009-08-04,13.5
2009-08-05,13.79
2009-08-06,13.64
2009-08-07,13.72
2009-08-10,13.91
2009-08-11,13.68
2009-08-12,14.1
2009-08-13,14.5
2009-08-14,14.14
2009-08-17,13.55
2009-08-18,13.79
2009-08-19,14.27
2009-08-20,14.21
2009-08-21,14.46
2009-08-24,14.26
2009-08-25,14.32
2009-08-26,14.42
2009-08-27,14.22
2009-08-28,14.28
2009-08-31,13.65
2009-09-01,13.77
2009-09-02,13.17
2009-09-03,13.89
2009-09-04,14.07
2009-09-08,14.65
2009-09-09,14.58
2009-09-10,14.69
2009-09-11,14.5
2009-09-14,14.49
2009-09-15,15.1
2009-09-16,15.6
