Date,INFY
1999-03-11,0.732422
1999-03-12,0.7285159999999999
1999-03-15,0.6621090000000001
1999-03-16,0.65625
1999-03-17,0.6601560000000001
1999-03-18,0.671875
1999-03-19,0.65625
1999-03-22,0.6601560000000001
1999-03-23,0.6308590000000001
1999-03-24,0.6367189999999999
1999-03-25,0.6601560000000001
1999-03-26,0.7089840000000001
1999-03-29,0.716797
1999-03-30,0.7089840000000001
1999-03-31,0.673828
1999-04-01,0.6523439999999999
1999-04-05,0.679688
1999-04-06,0.651367
1999-04-07,0.671875
1999-04-08,0.6992189999999999
1999-04-09,0.6875
1999-04-12,0.68457
1999-04-13,0.654297
1999-04-14,0.654297
1999-04-15,0.654297
1999-04-16,0.679688
1999-04-19,0.65625
1999-04-20,0.6289060000000001
1999-04-21,0.625
1999-04-22,0.6757810000000001
1999-04-23,0.6660159999999999
1999-04-26,0.658203
1999-04-27,0.625
1999-04-28,0.625
1999-04-29,0.6289060000000001
1999-04-30,0.645508
1999-05-03,0.65625
1999-05-04,0.6503909999999999
1999-05-05,0.657227
1999-05-06,0.669922
1999-05-07,0.689453
1999-05-10,0.669922
1999-05-11,0.6660159999999999
1999-05-12,0.671875
1999-05-13,0.6875
1999-05-14,0.6835939999999999
1999-05-17,0.678711
1999-05-18,0.65625
1999-05-19,0.671875
1999-05-20,0.7128909999999999
1999-05-21,0.720703
1999-05-24,0.7402340000000001
1999-05-25,0.7753909999999999
1999-05-26,0.7871090000000001
1999-05-27,0.773438
1999-05-28,0.7773439999999999
1999-06-01,0.78125
1999-06-02,0.779297
1999-06-03,0.773438
1999-06-04,0.7753909999999999
1999-06-07,0.8085939999999999
1999-06-08,0.8769530000000001
1999-06-09,0.7695310000000001
1999-06-10,0.828125
1999-06-11,0.8300780000000001
1999-06-14,0.844727
1999-06-15,0.810547
1999-06-16,0.84375
1999-06-17,0.867188
1999-06-18,0.941406
1999-06-21,0.9316409999999999
1999-06-22,0.867188
1999-06-23,0.9160159999999999
1999-06-24,0.90625
1999-06-25,0.9277340000000001
1999-06-28,0.90625
1999-06-29,0.9082030000000001
1999-06-30,0.90625
1999-07-01,0.90625
1999-07-02,0.8964840000000001
1999-07-06,0.920898
1999-07-07,0.929688
1999-07-08,1.03125
1999-07-09,1.0625
1999-07-12,1.109375
1999-07-13,1.189453
1999-07-14,1.363281
1999-07-15,1.53125
1999-07-16,1.7304689999999998
1999-07-19,1.425781
1999-07-20,1.339844
1999-07-21,1.15625
1999-07-22,1.1875
1999-07-23,1.171875
1999-07-26,1.152344
1999-07-27,1.244141
1999-07-28,1.339844
1999-07-29,1.292969
1999-07-30,1.277344
1999-08-02,1.298828
1999-08-03,1.301758
1999-08-04,1.292969
1999-08-05,1.328125
1999-08-06,1.279297
1999-08-09,1.277344
1999-08-10,1.296875
1999-08-11,1.355469
1999-08-12,1.402344
1999-08-13,1.46875
1999-08-16,1.515625
1999-08-17,1.5
1999-08-18,1.480469
1999-08-19,1.449219
1999-08-20,1.5
1999-08-23,1.535156
1999-08-24,1.605469
1999-08-25,1.4609379999999998
1999-08-26,1.53125
1999-08-27,1.5703129999999998
1999-08-30,1.542969
1999-08-31,1.5498049999999999
1999-09-01,1.578125
1999-09-02,1.541016
1999-09-03,1.591797
1999-09-07,1.6904299999999999
1999-09-08,1.6835939999999998
1999-09-09,1.640625
1999-09-10,1.6875
1999-09-13,1.625
1999-09-14,1.591797
1999-09-15,1.6542970000000001
1999-09-16,1.6855470000000001
1999-09-17,1.8105470000000001
1999-09-20,2.052734
1999-09-21,1.9882810000000002
1999-09-22,1.96875
1999-09-23,1.9257810000000002
1999-09-24,1.8789060000000002
1999-09-27,1.867188
1999-09-28,2.035156
1999-09-29,2.0478520000000002
1999-09-30,2.234375
1999-10-01,2.118164
1999-10-04,2.210938
1999-10-05,2.265625
1999-10-06,2.582031
1999-10-07,2.453125
1999-10-08,2.71875
1999-10-11,2.671875
1999-10-12,2.640625
1999-10-13,2.498047
1999-10-14,2.421875
1999-10-15,2.390625
1999-10-18,2.359375
1999-10-19,2.421875
1999-10-20,2.34375
1999-10-21,2.289063
1999-10-22,2.279297
1999-10-25,2.505859
1999-10-26,2.539063
1999-10-27,2.398438
1999-10-28,2.304688
1999-10-29,2.359375
1999-11-01,2.3115229999999998
1999-11-02,2.265625
1999-11-03,2.351563
1999-11-04,2.355469
1999-11-05,2.429688
1999-11-08,2.53125
1999-11-09,2.636719
1999-11-10,2.796875
1999-11-11,2.8125
1999-11-12,2.796875
1999-11-15,2.957031
1999-11-16,2.878906
1999-11-17,3.195313
1999-11-18,3.28125
1999-11-19,3.5703129999999996
1999-11-22,3.595703
1999-11-23,3.4921879999999996
1999-11-24,3.313477
1999-11-26,3.4257809999999997
1999-11-29,3.4121089999999996
1999-11-30,3.21875
1999-12-01,3.3046879999999996
1999-12-02,3.4101559999999997
1999-12-03,3.53125
1999-12-06,3.9433589999999996
1999-12-07,4.53125
1999-12-08,4.15625
1999-12-09,4.15625
1999-12-10,4.21875
1999-12-13,4.125
1999-12-14,3.9257809999999997
1999-12-15,3.7578129999999996
1999-12-16,3.90625
1999-12-17,4.0625
1999-12-20,4.4375
1999-12-21,4.938477
1999-12-22,5.421875
1999-12-23,5.267578
1999-12-27,4.703125
1999-12-28,4.925781
1999-12-29,5.296875
1999-12-30,5.109375
1999-12-31,5.15625
2000-01-03,5.767578
2000-01-04,5.8125
2000-01-05,5.765625
2000-01-06,5.15625
2000-01-07,5.515625
2000-01-10,5.59375
2000-01-11,5.265625
2000-01-12,5.171875
2000-01-13,4.96875
2000-01-14,4.658203
2000-01-18,4.816406
2000-01-19,4.746094
2000-01-20,4.621094
2000-01-21,4.742188
2000-01-24,4.96875
2000-01-25,4.890625
2000-01-26,5.0625
2000-01-27,5.447266
2000-01-28,5.28125
2000-01-31,5.076172
2000-02-01,5.015625
2000-02-02,5.242188
2000-02-03,5.46875
2000-02-04,5.9375
2000-02-07,6.40332
2000-02-08,6.40625
2000-02-09,6.96875
2000-02-10,8.257813
2000-02-11,10.469727
2000-02-14,8.484375
2000-02-15,7.71875
2000-02-16,9.0625
2000-02-17,9.316406
2000-02-18,9.15625
2000-02-22,8.8125
2000-02-23,8.878906
2000-02-24,8.664063
2000-02-25,8.53125
2000-02-28,8.375
2000-02-29,8.445313
2000-03-01,8.84375
2000-03-02,9.445313
2000-03-03,10.265625
2000-03-06,10.78125
2000-03-07,10.46875
2000-03-08,10.625
2000-03-09,10.625
2000-03-10,10.3125
2000-03-13,9.28125
2000-03-14,8.847656
2000-03-15,8.40625
2000-03-16,8.03125
2000-03-17,9.120605
2000-03-20,9.328125
2000-03-21,8.90625
2000-03-22,9.28125
2000-03-23,8.59375
2000-03-24,8.335938
2000-03-27,8.015625
2000-03-28,8.46875
2000-03-29,7.8125
2000-03-30,6.96875
2000-03-31,6.03125
2000-04-03,5.016113
2000-04-04,5.257813
2000-04-05,6.15625
2000-04-06,7.75
2000-04-07,8.651855
2000-04-10,7.572266
2000-04-11,7.144531
2000-04-12,6.720703
2000-04-13,6.587891
2000-04-14,5.401855
2000-04-17,5.480469
2000-04-18,6.097656
2000-04-19,5.6875
2000-04-20,5.71875
2000-04-24,5.125
2000-04-25,5.75
2000-04-26,5.84375
2000-04-27,6.203125
2000-04-28,6.34375
2000-05-01,6.53125
2000-05-02,5.96875
2000-05-03,5.71875
2000-05-04,6.160156
2000-05-05,6.304688
2000-05-08,5.933594
2000-05-09,6.097656
2000-05-10,6.09375
2000-05-11,5.78125
