Date,TDS
1981-12-15,1.571604
1981-12-16,1.571604
1981-12-17,1.571604
1981-12-18,1.519217
1981-12-21,1.493024
1981-12-22,1.519217
1981-12-23,1.571604
1981-12-24,1.571604
1981-12-28,1.571604
1981-12-29,1.676377
1981-12-30,1.7025709999999998
1981-12-31,1.676377
1982-01-04,1.676377
1982-01-05,1.597797
1982-01-06,1.571604
1982-01-07,1.650184
1982-01-08,1.623991
1982-01-11,1.650184
1982-01-12,1.597797
1982-01-13,1.519217
1982-01-14,1.571604
1982-01-15,1.54541
1982-01-18,1.54541
1982-01-19,1.54541
1982-01-20,1.493024
1982-01-21,1.519217
1982-01-22,1.4144430000000001
1982-01-25,1.4144430000000001
1982-01-26,1.4144430000000001
1982-01-27,1.4144430000000001
1982-01-28,1.4144430000000001
1982-01-29,1.38825
1982-02-01,1.362057
1982-02-02,1.257283
1982-02-03,1.283476
1982-02-04,1.3096700000000001
1982-02-05,1.283476
1982-02-08,1.283476
1982-02-09,1.257283
1982-02-10,1.257283
1982-02-11,1.23109
1982-02-12,1.257283
1982-02-16,1.23109
1982-02-17,1.257283
1982-02-18,1.257283
1982-02-19,1.126316
1982-02-22,1.204896
1982-02-23,1.204896
1982-02-24,1.23109
1982-02-25,1.257283
1982-02-26,1.257283
1982-03-01,1.3096700000000001
1982-03-02,1.283476
1982-03-03,1.3096700000000001
1982-03-04,1.257283
1982-03-05,1.257283
1982-03-08,1.257283
1982-03-09,1.3096700000000001
1982-03-10,1.362057
1982-03-11,1.3096700000000001
1982-03-12,1.3096700000000001
1982-03-15,1.335863
1982-03-16,1.3096700000000001
1982-03-17,1.3096700000000001
1982-03-18,1.362057
1982-03-19,1.335863
1982-03-22,1.362057
1982-03-23,1.4144430000000001
1982-03-24,1.4668299999999999
1982-03-25,1.493024
1982-03-26,1.4668299999999999
1982-03-29,1.4668299999999999
1982-03-30,1.4668299999999999
1982-03-31,1.4668299999999999
1982-04-01,1.4144430000000001
1982-04-02,1.4406370000000002
1982-04-05,1.4144430000000001
1982-04-06,1.4144430000000001
1982-04-07,1.4144430000000001
1982-04-08,1.362057
1982-04-12,1.4144430000000001
1982-04-13,1.362057
1982-04-14,1.4144430000000001
1982-04-15,1.362057
1982-04-16,1.4144430000000001
1982-04-19,1.4668299999999999
1982-04-20,1.4406370000000002
1982-04-21,1.493024
1982-04-22,1.493024
1982-04-23,1.493024
1982-04-26,1.54541
1982-04-27,1.571604
1982-04-28,1.54541
1982-04-29,1.4668299999999999
1982-04-30,1.4668299999999999
1982-05-03,1.519217
1982-05-04,1.676377
1982-05-05,1.781151
1982-05-06,1.781151
1982-05-07,1.728764
1982-05-10,1.676377
1982-05-11,1.650184
1982-05-12,1.7549580000000002
1982-05-13,1.728764
1982-05-14,1.781151
1982-05-17,1.781151
1982-05-18,1.7549580000000002
1982-05-19,1.7549580000000002
1982-05-20,1.728764
1982-05-21,1.728764
1982-05-24,1.7549580000000002
1982-05-25,1.650184
1982-05-26,1.623991
1982-05-27,1.597797
1982-05-28,1.571604
1982-06-01,1.519217
1982-06-02,1.571604
1982-06-03,1.493024
1982-06-04,1.519217
1982-06-07,1.571604
1982-06-08,1.571604
1982-06-09,1.571604
1982-06-10,1.623991
1982-06-11,1.650184
1982-06-14,1.650184
1982-06-15,1.650184
1982-06-16,1.650184
1982-06-17,1.623991
1982-06-18,1.571604
1982-06-21,1.623991
1982-06-22,1.650184
1982-06-23,1.650184
1982-06-24,1.597797
1982-06-25,1.4668299999999999
1982-06-28,1.54541
1982-06-29,1.493024
1982-06-30,1.519217
1982-07-01,1.519217
1982-07-02,1.519217
1982-07-06,1.519217
1982-07-07,1.493024
1982-07-08,1.4668299999999999
