Date,OLN
1973-02-21,2.460317
1973-02-22,2.460317
1973-02-23,2.400794
1973-02-26,2.400794
1973-02-27,2.400794
1973-02-28,2.420635
1973-03-01,2.440476
1973-03-02,2.400794
1973-03-05,2.420635
1973-03-06,2.460317
1973-03-07,2.519841
1973-03-08,2.5
1973-03-09,2.460317
1973-03-12,2.5
1973-03-13,2.579365
1973-03-14,2.619048
1973-03-15,2.619048
1973-03-16,2.519841
1973-03-19,2.420635
1973-03-20,2.420635
1973-03-21,2.361111
1973-03-22,2.34127
1973-03-23,2.380952
1973-03-26,2.380952
1973-03-27,2.400794
1973-03-28,2.480159
1973-03-29,2.579365
1973-03-30,2.619048
1973-04-02,2.638889
1973-04-03,2.599206
1973-04-04,2.559524
1973-04-05,2.460317
1973-04-06,2.460317
1973-04-09,2.579365
1973-04-10,2.539683
1973-04-11,2.539683
1973-04-12,2.559524
1973-04-13,2.5
1973-04-16,2.460317
1973-04-17,2.480159
1973-04-18,2.519841
1973-04-19,2.539683
1973-04-23,2.480159
1973-04-24,2.480159
1973-04-25,2.420635
1973-04-26,2.420635
1973-04-27,2.420635
1973-04-30,2.400794
1973-05-01,2.380952
1973-05-02,2.400794
1973-05-03,2.440476
1973-05-04,2.400794
1973-05-07,2.400794
1973-05-08,2.440476
1973-05-09,2.440476
1973-05-10,2.460317
1973-05-11,2.420635
1973-05-14,2.380952
1973-05-15,2.380952
1973-05-16,2.380952
1973-05-17,2.380952
1973-05-18,2.400794
1973-05-21,2.380952
1973-05-22,2.34127
1973-05-23,2.361111
1973-05-24,2.321429
1973-05-25,2.34127
1973-05-29,2.301587
1973-05-30,2.242064
1973-05-31,2.202381
1973-06-01,2.18254
1973-06-04,2.0634919999999997
1973-06-05,2.1626990000000004
1973-06-06,2.18254
1973-06-07,2.222222
1973-06-08,2.261905
1973-06-11,2.222222
1973-06-12,2.34127
1973-06-13,2.34127
1973-06-14,2.301587
1973-06-15,2.281746
1973-06-18,2.222222
1973-06-19,2.142857
1973-06-20,2.142857
1973-06-21,2.103175
1973-06-22,2.1626990000000004
1973-06-25,2.0634919999999997
1973-06-26,2.083333
1973-06-27,2.0634919999999997
1973-06-28,2.0436509999999997
1973-06-29,2.083333
1973-07-02,2.083333
1973-07-03,2.0436509999999997
1973-07-05,2.0436509999999997
1973-07-06,2.0436509999999997
1973-07-09,2.0634919999999997
1973-07-10,2.103175
1973-07-11,2.142857
1973-07-12,2.1626990000000004
1973-07-13,2.142857
1973-07-16,2.142857
1973-07-17,2.202381
1973-07-18,2.281746
1973-07-19,2.301587
1973-07-20,2.261905
1973-07-23,2.261905
1973-07-24,2.261905
1973-07-25,2.281746
1973-07-26,2.261905
1973-07-27,2.261905
1973-07-30,2.261905
1973-07-31,2.242064
1973-08-01,2.1626990000000004
1973-08-02,2.18254
1973-08-03,2.1626990000000004
1973-08-06,2.142857
1973-08-07,2.142857
1973-08-08,2.123016
1973-08-09,2.0634919999999997
1973-08-10,2.083333
1973-08-13,2.083333
1973-08-14,2.0634919999999997
1973-08-15,2.083333
1973-08-16,2.103175
1973-08-17,2.083333
1973-08-20,2.083333
1973-08-21,2.103175
1973-08-22,2.103175
1973-08-23,2.0634919999999997
1973-08-24,2.0436509999999997
1973-08-27,2.0436509999999997
1973-08-28,2.0436509999999997
1973-08-29,2.083333
1973-08-30,2.123016
1973-08-31,2.123016
1973-09-04,2.103175
1973-09-05,2.123016
1973-09-06,2.242064
1973-09-07,2.261905
1973-09-10,2.242064
1973-09-11,2.261905
1973-09-12,2.321429
1973-09-13,2.321429
1973-09-14,2.361111
1973-09-17,2.440476
1973-09-18,2.420635
1973-09-19,2.420635
1973-09-20,2.420635
1973-09-21,2.579365
1973-09-24,2.638889
1973-09-25,2.599206
1973-09-26,2.678571
1973-09-27,2.81746
1973-09-28,2.738095
1973-10-01,2.718254
1973-10-02,2.619048
1973-10-03,2.65873
1973-10-04,2.65873
1973-10-05,2.718254
1973-10-08,2.797619
1973-10-09,2.738095
1973-10-10,2.757936
1973-10-11,2.797619
1973-10-12,2.876984
1973-10-15,2.777778
1973-10-16,2.738095
1973-10-17,2.678571
1973-10-18,2.757936
1973-10-19,2.8373009999999996
1973-10-22,2.797619
1973-10-23,2.757936
