Date,SO
1981-12-31,3.6654
1982-01-04,3.7417620000000005
1982-01-05,3.703581
1982-01-06,3.703581
1982-01-07,3.6654
1982-01-08,3.7417620000000005
1982-01-11,3.7417620000000005
1982-01-12,3.6654
1982-01-13,3.627219
1982-01-14,3.627219
1982-01-15,3.703581
1982-01-18,3.703581
1982-01-19,3.703581
1982-01-20,3.6654
1982-01-21,3.7417620000000005
1982-01-22,3.7417620000000005
1982-01-25,3.7417620000000005
1982-01-26,3.627219
1982-01-27,3.5508559999999996
1982-01-28,3.627219
1982-01-29,3.703581
1982-02-01,3.5890370000000003
1982-02-02,3.627219
1982-02-03,3.627219
1982-02-04,3.627219
1982-02-05,3.6654
1982-02-08,3.5890370000000003
1982-02-09,3.5890370000000003
1982-02-10,3.5890370000000003
1982-02-11,3.5890370000000003
1982-02-12,3.5890370000000003
1982-02-16,3.5508559999999996
1982-02-17,3.5508559999999996
1982-02-18,3.5508559999999996
1982-02-19,3.5508559999999996
1982-02-22,3.512675
1982-02-23,3.5508559999999996
1982-02-24,3.6654
1982-02-25,3.6654
1982-02-26,3.703581
1982-03-01,3.703581
1982-03-02,3.7417620000000005
1982-03-03,3.7417620000000005
1982-03-04,3.7799440000000004
1982-03-05,3.7799440000000004
1982-03-08,3.7417620000000005
1982-03-09,3.7799440000000004
1982-03-10,3.7799440000000004
1982-03-11,3.703581
1982-03-12,3.7417620000000005
1982-03-15,3.7417620000000005
1982-03-16,3.7417620000000005
1982-03-17,3.7799440000000004
1982-03-18,3.7417620000000005
1982-03-19,3.7799440000000004
1982-03-22,3.818125
1982-03-23,3.8563059999999996
1982-03-24,3.818125
1982-03-25,3.8563059999999996
1982-03-26,3.818125
1982-03-29,3.8944870000000003
1982-03-30,3.97085
1982-03-31,4.009030999999999
1982-04-01,4.047213
1982-04-02,4.047213
1982-04-05,4.085394
1982-04-06,4.009030999999999
1982-04-07,4.047213
1982-04-08,4.047213
1982-04-12,4.009030999999999
1982-04-13,4.047213
1982-04-14,4.047213
1982-04-15,4.085394
1982-04-16,4.047213
1982-04-19,4.085394
1982-04-20,4.047213
1982-04-21,4.047213
1982-04-22,4.085394
1982-04-23,4.123575
1982-04-26,4.123575
1982-04-27,3.97085
1982-04-28,3.8944870000000003
1982-04-29,3.8944870000000003
1982-04-30,3.932669
1982-05-03,3.932669
1982-05-04,3.932669
1982-05-05,3.8944870000000003
1982-05-06,3.932669
1982-05-07,3.97085
1982-05-10,3.932669
1982-05-11,3.932669
1982-05-12,3.932669
1982-05-13,3.932669
1982-05-14,3.8944870000000003
1982-05-17,3.8563059999999996
1982-05-18,3.8563059999999996
1982-05-19,3.8563059999999996
1982-05-20,3.8563059999999996
1982-05-21,3.8563059999999996
1982-05-24,3.8944870000000003
1982-05-25,3.8944870000000003
1982-05-26,3.8563059999999996
1982-05-27,3.8563059999999996
1982-05-28,3.818125
1982-06-01,3.8563059999999996
1982-06-02,3.818125
1982-06-03,3.7799440000000004
1982-06-04,3.703581
1982-06-07,3.703581
1982-06-08,3.703581
1982-06-09,3.703581
1982-06-10,3.7417620000000005
1982-06-11,3.7799440000000004
1982-06-14,3.7799440000000004
1982-06-15,3.7417620000000005
1982-06-16,3.7417620000000005
1982-06-17,3.703581
1982-06-18,3.703581
1982-06-21,3.6654
1982-06-22,3.7417620000000005
1982-06-23,3.7417620000000005
1982-06-24,3.703581
1982-06-25,3.703581
1982-06-28,3.703581
1982-06-29,3.7799440000000004
1982-06-30,3.818125
1982-07-01,3.818125
1982-07-02,3.818125
1982-07-06,3.818125
1982-07-07,3.7799440000000004
1982-07-08,3.818125
1982-07-09,3.8563059999999996
1982-07-12,3.97085
1982-07-13,3.97085
1982-07-14,3.97085
1982-07-15,3.97085
1982-07-16,3.97085
1982-07-19,4.009030999999999
1982-07-20,4.047213
1982-07-21,4.009030999999999
1982-07-22,4.047213
1982-07-23,4.047213
1982-07-26,4.047213
1982-07-27,3.8563059999999996
1982-07-28,3.8944870000000003
1982-07-29,3.8944870000000003
1982-07-30,3.932669
1982-08-02,3.8944870000000003
1982-08-03,3.932669
1982-08-04,3.8944870000000003
1982-08-05,3.932669
1982-08-06,3.932669
1982-08-09,3.932669
1982-08-10,3.932669
1982-08-11,3.932669
1982-08-12,4.009030999999999
1982-08-13,4.085394
1982-08-16,4.123575
1982-08-17,4.314481
1982-08-18,4.314481
1982-08-19,4.314481
1982-08-20,4.429025
1982-08-23,4.390844
1982-08-24,4.429025
1982-08-25,4.390844
1982-08-26,4.390844
1982-08-27,4.390844
1982-08-30,4.429025
1982-08-31,4.429025
1982-09-01,4.314481
1982-09-02,4.314481
1982-09-03,4.390844
1982-09-07,4.352663
1982-09-08,4.352663
1982-09-09,4.390844
1982-09-10,4.390844
1982-09-13,4.390844
1982-09-14,4.390844
1982-09-15,4.429025
1982-09-16,4.429025
1982-09-17,4.390844
1982-09-20,4.390844
1982-09-21,4.429025
1982-09-22,4.505387000000001
1982-09-23,4.505387000000001
1982-09-24,4.467206
1982-09-27,4.467206
1982-09-28,4.429025
1982-09-29,4.429025
1982-09-30,4.467206
1982-10-01,4.429025
1982-10-04,4.467206
1982-10-05,4.429025
1982-10-06,4.467206
1982-10-07,4.505387000000001
1982-10-08,4.658113
1982-10-11,4.772656
1982-10-12,4.696294
1982-10-13,4.772656
1982-10-14,4.772656
1982-10-15,4.734475
1982-10-18,4.810837
1982-10-19,4.734475
1982-10-20,4.772656
1982-10-21,4.734475
1982-10-22,4.696294
1982-10-25,4.619930999999999
1982-10-26,4.429025
1982-10-27,4.505387000000001
1982-10-28,4.543569000000001
1982-10-29,4.543569000000001
1982-11-01,4.467206
1982-11-02,4.505387000000001
1982-11-03,4.543569000000001
1982-11-04,4.505387000000001
1982-11-05,4.658113
1982-11-08,4.696294
1982-11-09,4.734475
1982-11-10,4.734475
1982-11-11,4.734475
1982-11-12,4.734475
1982-11-15,4.734475
1982-11-16,4.619930999999999
1982-11-17,4.696294
1982-11-18,4.696294
1982-11-19,4.696294
1982-11-22,4.696294
1982-11-23,4.696294
1982-11-24,4.58175
1982-11-26,4.619930999999999
1982-11-29,4.619930999999999
1982-11-30,4.619930999999999
1982-12-01,4.505387000000001
1982-12-02,4.58175
1982-12-03,4.543569000000001
1982-12-06,4.543569000000001
1982-12-07,4.58175
1982-12-08,4.58175
1982-12-09,4.619930999999999
1982-12-10,4.619930999999999
1982-12-13,4.619930999999999
1982-12-14,4.619930999999999
1982-12-15,4.658113
1982-12-16,4.658113
1982-12-17,4.696294
1982-12-20,4.696294
1982-12-21,4.696294
1982-12-22,4.772656
1982-12-23,4.734475
1982-12-27,4.772656
1982-12-28,4.734475
1982-12-29,4.772656
1982-12-30,4.772656
1982-12-31,4.772656
1983-01-03,4.734475
1983-01-04,4.810837
1983-01-05,4.849019
1983-01-06,4.8872
1983-01-07,4.849019
1983-01-10,4.8872
1983-01-11,4.9635620000000005
