Date,PEG
1980-01-02,6.375
1980-01-03,6.4166669999999995
1980-01-04,6.4583330000000005
1980-01-07,6.4583330000000005
1980-01-08,6.4166669999999995
1980-01-09,6.375
1980-01-10,6.375
1980-01-11,6.3333330000000005
1980-01-14,6.3333330000000005
1980-01-15,6.3333330000000005
1980-01-16,6.375
1980-01-17,6.3333330000000005
1980-01-18,6.2083330000000005
1980-01-21,6.0416669999999995
1980-01-22,6.0833330000000005
1980-01-23,6.0833330000000005
1980-01-24,6.0416669999999995
1980-01-25,6.0
1980-01-28,6.0
1980-01-29,6.0833330000000005
1980-01-30,5.9166669999999995
1980-01-31,5.9583330000000005
1980-02-01,5.9583330000000005
1980-02-04,6.0416669999999995
1980-02-05,5.9166669999999995
1980-02-06,5.9583330000000005
1980-02-07,5.9583330000000005
1980-02-08,6.0
1980-02-11,5.875
1980-02-12,5.6666669999999995
1980-02-13,5.7083330000000005
1980-02-14,5.7083330000000005
1980-02-15,5.6666669999999995
1980-02-19,5.5
1980-02-20,5.5
1980-02-21,5.5416669999999995
1980-02-22,5.5416669999999995
1980-02-25,5.375
1980-02-26,5.375
1980-02-27,5.3333330000000005
1980-02-28,5.2916669999999995
1980-02-29,5.6666669999999995
1980-03-03,5.5416669999999995
1980-03-04,5.4166669999999995
1980-03-05,5.2916669999999995
1980-03-06,5.25
1980-03-07,5.25
1980-03-10,5.4583330000000005
1980-03-11,5.625
1980-03-12,5.5
1980-03-13,5.4166669999999995
1980-03-14,5.4166669999999995
1980-03-17,5.4166669999999995
1980-03-18,5.4166669999999995
1980-03-19,5.5
1980-03-20,5.4166669999999995
1980-03-21,5.5
1980-03-24,5.375
1980-03-25,5.2916669999999995
1980-03-26,5.3333330000000005
1980-03-27,5.25
1980-03-28,5.2916669999999995
1980-03-31,5.5416669999999995
1980-04-01,5.6666669999999995
1980-04-02,5.7083330000000005
1980-04-03,5.8333330000000005
1980-04-07,5.8333330000000005
1980-04-08,5.8333330000000005
1980-04-09,6.0
1980-04-10,6.0833330000000005
1980-04-11,6.0833330000000005
1980-04-14,6.0
1980-04-15,5.9166669999999995
1980-04-16,6.25
1980-04-17,6.2916669999999995
1980-04-18,6.3333330000000005
1980-04-21,6.2916669999999995
1980-04-22,6.4583330000000005
1980-04-23,6.5833330000000005
1980-04-24,6.7083330000000005
1980-04-25,6.625
1980-04-28,6.625
1980-04-29,6.625
1980-04-30,6.6666669999999995
1980-05-01,6.625
1980-05-02,6.5833330000000005
1980-05-05,6.625
1980-05-06,6.5833330000000005
1980-05-07,6.75
1980-05-08,6.8333330000000005
1980-05-09,6.7916669999999995
1980-05-12,6.8333330000000005
1980-05-13,6.875
1980-05-14,6.9166669999999995
1980-05-15,6.9166669999999995
1980-05-16,6.9166669999999995
1980-05-19,6.75
1980-05-20,6.75
1980-05-21,6.7083330000000005
1980-05-22,6.7083330000000005
1980-05-23,6.6666669999999995
1980-05-27,6.5416669999999995
1980-05-28,6.6666669999999995
1980-05-29,6.6666669999999995
1980-05-30,6.7083330000000005
1980-06-02,6.6666669999999995
1980-06-03,6.625
1980-06-04,6.6666669999999995
1980-06-05,6.5833330000000005
1980-06-06,6.5833330000000005
1980-06-09,6.5833330000000005
1980-06-10,6.5416669999999995
1980-06-11,6.625
1980-06-12,6.6666669999999995
1980-06-13,6.6666669999999995
1980-06-16,6.7916669999999995
1980-06-17,6.8333330000000005
1980-06-18,6.9166669999999995
1980-06-19,6.7916669999999995
1980-06-20,6.7916669999999995
1980-06-23,6.75
1980-06-24,6.75
1980-06-25,6.8333330000000005
1980-06-26,6.9583330000000005
1980-06-27,6.9583330000000005
1980-06-30,6.875
1980-07-01,6.9166669999999995
1980-07-02,6.8333330000000005
1980-07-03,6.9583330000000005
1980-07-07,6.9583330000000005
1980-07-08,6.9166669999999995
1980-07-09,6.875
1980-07-10,6.875
1980-07-11,6.875
1980-07-14,6.875
1980-07-15,6.9166669999999995
1980-07-16,6.9583330000000005
1980-07-17,6.875
1980-07-18,6.8333330000000005
1980-07-21,6.7916669999999995
1980-07-22,6.875
1980-07-23,6.7083330000000005
