Date,NBL
1980-03-17,3.329826
1980-03-18,3.6096440000000003
1980-03-19,3.6096440000000003
1980-03-20,3.6096440000000003
1980-03-21,3.5536800000000004
1980-03-24,3.38579
1980-03-25,3.3578080000000003
1980-03-26,3.441753
1980-03-27,3.2458810000000002
1980-03-28,3.3578080000000003
1980-03-31,3.525698
1980-04-01,3.665607
1980-04-02,3.665607
1980-04-03,3.637625
1980-04-07,3.4977169999999997
1980-04-08,3.525698
1980-04-09,3.581662
1980-04-10,3.637625
1980-04-11,3.637625
1980-04-14,3.6096440000000003
1980-04-15,3.637625
1980-04-16,3.6096440000000003
1980-04-17,3.5536800000000004
1980-04-18,3.581662
1980-04-21,3.4977169999999997
1980-04-22,3.72157
1980-04-23,3.72157
1980-04-24,3.7775339999999997
1980-04-25,3.7495519999999996
1980-04-28,3.8334980000000005
1980-04-29,3.917443
1980-04-30,3.8894610000000003
1980-05-01,3.917443
1980-05-02,3.9734059999999998
1980-05-05,4.02937
1980-05-06,4.0013879999999995
1980-05-07,4.02937
1980-05-08,3.9734059999999998
1980-05-09,3.8334980000000005
1980-05-12,3.7495519999999996
1980-05-13,3.8055160000000003
1980-05-14,3.861479
1980-05-15,4.057352
1980-05-16,4.085333
1980-05-19,4.113315
1980-05-20,4.169278
1980-05-21,4.19726
1980-05-22,4.3091870000000005
1980-05-23,4.281205
1980-05-27,4.36515
1980-05-28,4.3091870000000005
1980-05-29,4.281205
1980-05-30,4.337169
1980-06-02,4.253223
1980-06-03,4.281205
1980-06-04,4.337169
1980-06-05,4.36515
1980-06-06,4.449096
1980-06-09,4.4770769999999995
1980-06-10,4.644968
1980-06-11,4.742904
1980-06-12,4.672949
1980-06-13,4.589005
1980-06-16,4.51905
1980-06-17,4.784876000000001
1980-06-18,4.770885
1980-06-19,4.812858
1980-06-20,4.7289129999999995
1980-06-23,4.700931
1980-06-24,4.938776
1980-06-25,5.0367120000000005
1980-06-26,5.092676
1980-06-27,4.99474
1980-06-30,4.784876000000001
1980-07-01,4.784876000000001
1980-07-02,4.784876000000001
1980-07-03,4.924785
1980-07-07,5.092676
1980-07-08,5.148639
1980-07-09,5.316529
1980-07-10,5.33052
1980-07-11,5.428456
1980-07-14,5.372493
1980-07-15,5.4424470000000005
1980-07-16,5.4424470000000005
1980-07-17,5.428456
1980-07-18,5.316529
1980-07-21,5.316529
1980-07-22,5.092676
1980-07-23,5.00873
1980-07-24,4.980748999999999
1980-07-25,4.924785
1980-07-28,4.9667580000000005
1980-07-29,5.2046019999999995
1980-07-30,5.316529
1980-07-31,5.190611
1980-08-01,5.190611
1980-08-04,4.980748999999999
1980-08-05,4.826849
1980-08-06,4.896803
1980-08-07,5.00873
1980-08-08,4.952767
1980-08-11,4.980748999999999
1980-08-12,5.022721
1980-08-13,5.078685
1980-08-14,5.2046019999999995
1980-08-15,5.33052
1980-08-18,5.17662
1980-08-19,5.120657
1980-08-20,5.148639
1980-08-21,5.2046019999999995
1980-08-22,5.17662
1980-08-25,5.218593
1980-08-26,5.274557
1980-08-27,5.246575
1980-08-28,5.2046019999999995
1980-08-29,5.00873
1980-09-02,5.16263
1980-09-03,5.2046019999999995
1980-09-04,5.232583999999999
1980-09-05,5.316529
1980-09-08,5.372493
1980-09-09,5.33052
1980-09-10,5.568365
1980-09-11,5.65231
1980-09-12,5.750246
1980-09-15,5.666301
1980-09-16,5.9321269999999995
1980-09-17,5.904146
1980-09-18,5.9321269999999995
1980-09-19,5.9321269999999995
1980-09-22,6.100018
1980-09-23,5.890155
1980-09-24,5.890155
1980-09-25,5.8481819999999995
1980-09-26,5.554374
1980-09-29,5.316529
1980-09-30,5.48442
1980-10-01,5.792219
1980-10-02,5.792219
1980-10-03,6.100018
1980-10-06,6.100018
1980-10-07,5.960108999999999
1980-10-08,6.030064
1980-10-09,5.9321269999999995
1980-10-10,5.7642370000000005
1980-10-13,5.8202
1980-10-14,5.9321269999999995
1980-10-15,6.002082
1980-10-16,6.072036
1980-10-17,6.128
1980-10-20,6.155982
1980-10-21,6.211945
1980-10-22,6.267908
1980-10-23,5.988091000000001
1980-10-24,5.946118
1980-10-27,5.736255
1980-10-28,5.708273
1980-10-29,5.624329
1980-10-30,5.512402
1980-10-31,5.470429
1980-11-03,5.8481819999999995
1980-11-05,6.030064
1980-11-06,5.960108999999999
1980-11-07,5.80621
1980-11-10,6.030064
1980-11-11,6.155982
1980-11-12,6.183962999999999
1980-11-13,6.407817
1980-11-14,6.659653
1980-11-17,6.645662
1980-11-18,6.7435979999999995
1980-11-19,6.61768
1980-11-20,6.715616000000001
1980-11-21,6.8275429999999995
1980-11-24,6.8135520000000005
1980-11-25,7.135342
1980-11-26,7.163324
1980-11-28,6.953461
1980-12-01,6.925478999999999
1980-12-02,6.8135520000000005
1980-12-03,6.729607000000001
1980-12-04,6.7435979999999995
1980-12-05,6.46378
1980-12-08,6.267908
1980-12-09,5.960108999999999
1980-12-10,5.8481819999999995
1980-12-11,5.680292
1980-12-12,5.988091000000001
1980-12-15,6.128
1980-12-16,6.044055
1980-12-17,6.267908
1980-12-18,6.2539169999999995
1980-12-19,6.281899
1980-12-22,6.435798999999999
1980-12-23,6.1699720000000005
1980-12-24,6.211945
1980-12-26,6.267908
1980-12-29,6.2539169999999995
1980-12-30,6.183962999999999
