Date,FDX
1978-04-12,0.949219
1978-04-13,0.988281
1978-04-14,1.050781
1978-04-17,1.019531
1978-04-18,1.011719
1978-04-19,1.03125
1978-04-20,1.058594
1978-04-21,1.050781
1978-04-24,1.03125
1978-04-25,1.078125
1978-04-26,1.128906
1978-04-27,1.128906
1978-04-28,1.199219
1978-05-01,1.1484379999999998
1978-05-02,1.160156
1978-05-03,1.128906
1978-05-04,1.1484379999999998
1978-05-05,1.160156
1978-05-08,1.171875
1978-05-09,1.1796879999999998
1978-05-10,1.191406
1978-05-11,1.230469
1978-05-12,1.25
1978-05-15,1.238281
1978-05-16,1.3203129999999998
1978-05-17,1.308594
1978-05-18,1.300781
1978-05-19,1.230469
1978-05-22,1.21875
1978-05-23,1.171875
1978-05-24,1.128906
1978-05-25,1.160156
1978-05-26,1.1796879999999998
1978-05-30,1.230469
1978-05-31,1.230469
1978-06-01,1.21875
1978-06-02,1.2109379999999998
1978-06-05,1.230469
1978-06-06,1.25
1978-06-07,1.230469
1978-06-08,1.25
1978-06-09,1.238281
1978-06-12,1.269531
1978-06-13,1.339844
1978-06-14,1.359375
1978-06-15,1.359375
1978-06-16,1.3203129999999998
1978-06-19,1.28125
1978-06-20,1.230469
1978-06-21,1.199219
1978-06-22,1.21875
1978-06-23,1.199219
1978-06-26,1.160156
1978-06-27,1.1484379999999998
1978-06-28,1.160156
1978-06-29,1.199219
1978-06-30,1.25
1978-07-03,1.261719
1978-07-05,1.238281
1978-07-06,1.308594
1978-07-07,1.328125
1978-07-10,1.3515629999999998
1978-07-11,1.378906
1978-07-12,1.359375
1978-07-13,1.3515629999999998
1978-07-14,1.371094
1978-07-17,1.4296879999999998
1978-07-18,1.4296879999999998
1978-07-19,1.480469
1978-07-20,1.480469
1978-07-21,1.441406
1978-07-24,1.441406
1978-07-25,1.4296879999999998
1978-07-26,1.4296879999999998
1978-07-27,1.449219
1978-07-28,1.449219
1978-07-31,1.441406
1978-08-01,1.46875
1978-08-02,1.488281
1978-08-03,1.558594
1978-08-04,1.640625
1978-08-07,1.6992189999999998
1978-08-08,1.7382810000000002
1978-08-09,1.7304689999999998
1978-08-10,1.71875
1978-08-11,1.71875
1978-08-14,1.7304689999999998
1978-08-15,1.7695310000000002
1978-08-16,1.8398439999999998
1978-08-17,1.9101560000000002
1978-08-18,1.8789060000000002
1978-08-21,1.75
1978-08-22,1.7617189999999998
1978-08-23,1.851563
1978-08-24,1.96875
1978-08-25,2.058594
1978-08-28,1.9882810000000002
1978-08-29,1.921875
1978-08-30,1.859375
1978-08-31,1.8085939999999998
1978-09-01,1.8398439999999998
1978-09-05,1.921875
1978-09-06,1.9492189999999998
1978-09-07,1.9492189999999998
1978-09-08,2.050781
1978-09-11,2.089844
1978-09-12,2.121094
1978-09-13,2.089844
1978-09-14,2.058594
1978-09-15,2.058594
1978-09-18,1.960938
1978-09-19,1.898438
1978-09-20,1.820313
1978-09-21,1.75
1978-09-22,1.648438
1978-09-25,1.6601560000000002
1978-09-26,1.78125
1978-09-27,1.84375
1978-09-28,1.953125
1978-09-29,2.0
1978-10-02,2.0625
1978-10-03,2.03125
1978-10-04,2.0
1978-10-05,2.023438
1978-10-06,2.046875
1978-10-09,2.109375
1978-10-10,2.078125
1978-10-11,2.132813
1978-10-12,2.140625
1978-10-13,2.109375
1978-10-16,1.9375
1978-10-17,1.859375
1978-10-18,1.8125
1978-10-19,1.71875
1978-10-20,1.6328129999999998
1978-10-23,1.5625
1978-10-24,1.53125
1978-10-25,1.5
1978-10-26,1.3125
1978-10-27,1.3125
1978-10-30,1.15625
1978-10-31,1.25
1978-11-01,1.4375
1978-11-02,1.46875
1978-11-03,1.5
1978-11-06,1.4765629999999998
1978-11-07,1.390625
1978-11-08,1.34375
1978-11-09,1.359375
1978-11-10,1.421875
1978-11-13,1.34375
1978-11-14,1.2734379999999998
1978-11-15,1.296875
1978-11-16,1.359375
1978-11-17,1.46875
1978-11-20,1.4765629999999998
1978-11-21,1.453125
1978-11-22,1.453125
1978-11-24,1.4765629999999998
1978-11-27,1.453125
1978-11-28,1.4375
1978-11-29,1.3828129999999998
1978-11-30,1.453125
1978-12-01,1.5
1978-12-04,1.609375
1978-12-05,1.671875
1978-12-06,1.703125
1978-12-07,1.640625
1978-12-08,1.6328129999999998
1978-12-11,1.671875
1978-12-12,1.640625
1978-12-13,1.6328129999999998
1978-12-14,1.65625
1978-12-15,1.6328129999999998
1978-12-18,1.53125
1978-12-19,1.546875
1978-12-20,1.5625
1978-12-21,1.53125
1978-12-22,1.59375
1978-12-26,1.65625
1978-12-27,1.578125
1978-12-28,1.578125
1978-12-29,1.640625
1979-01-02,1.6015629999999998
1979-01-03,1.6875
1979-01-04,1.773438
1979-01-05,1.859375
1979-01-08,1.789063
1979-01-09,1.65625
1979-01-10,1.703125
1979-01-11,1.75
1979-01-12,1.75
1979-01-15,1.75
1979-01-16,1.6875
1979-01-17,1.71875
1979-01-18,1.703125
1979-01-19,1.71875
1979-01-22,1.6875
1979-01-23,1.703125
1979-01-24,1.671875
1979-01-25,1.6328129999999998
1979-01-26,1.5625
1979-01-29,1.578125
1979-01-30,1.59375
1979-01-31,1.5703129999999998
1979-02-01,1.578125
1979-02-02,1.5625
1979-02-05,1.4765629999999998
1979-02-06,1.5
1979-02-07,1.4375
1979-02-08,1.46875
1979-02-09,1.53125
1979-02-12,1.546875
1979-02-13,1.6171879999999998
1979-02-14,1.6015629999999998
1979-02-15,1.640625
1979-02-16,1.6328129999999998
1979-02-20,1.6328129999999998
1979-02-21,1.6015629999999998
1979-02-22,1.59375
1979-02-23,1.609375
1979-02-26,1.5234379999999998
1979-02-27,1.46875
1979-02-28,1.5234379999999998
1979-03-01,1.5234379999999998
1979-03-02,1.5703129999999998
1979-03-05,1.6015629999999998
1979-03-06,1.5625
1979-03-07,1.609375
1979-03-08,1.59375
1979-03-09,1.546875
1979-03-12,1.5625
1979-03-13,1.578125
1979-03-14,1.59375
1979-03-15,1.6328129999999998
1979-03-16,1.703125
1979-03-19,1.703125
1979-03-20,1.679688
1979-03-21,1.71875
1979-03-22,1.710938
1979-03-23,1.75
1979-03-26,1.726563
1979-03-27,1.742188
1979-03-28,1.6875
1979-03-29,1.703125
1979-03-30,1.703125
1979-04-02,1.671875
1979-04-03,1.742188
1979-04-04,1.726563
1979-04-05,1.742188
1979-04-06,1.757813
1979-04-09,1.726563
1979-04-10,1.71875
1979-04-11,1.65625
1979-04-12,1.6875
1979-04-16,1.6328129999999998
1979-04-17,1.6328129999999998
1979-04-18,1.59375
1979-04-19,1.59375
1979-04-20,1.59375
1979-04-23,1.59375
1979-04-24,1.6171879999999998
1979-04-25,1.59375
1979-04-26,1.6328129999999998
1979-04-27,1.6171879999999998
1979-04-30,1.59375
1979-05-01,1.609375
1979-05-02,1.6015629999999998
1979-05-03,1.59375
1979-05-04,1.5234379999999998
1979-05-07,1.453125
1979-05-08,1.5
1979-05-09,1.5390629999999998
1979-05-10,1.4765629999999998
1979-05-11,1.5
1979-05-14,1.46875
1979-05-15,1.4765629999999998
1979-05-16,1.453125
1979-05-17,1.4921879999999998
1979-05-18,1.5
1979-05-21,1.4609379999999998
1979-05-22,1.4765629999999998
1979-05-23,1.5234379999999998
1979-05-24,1.53125
1979-05-25,1.6015629999999998
1979-05-29,1.546875
1979-05-30,1.46875
1979-05-31,1.46875
1979-06-01,1.46875
1979-06-04,1.453125
1979-06-05,1.4375
1979-06-06,1.390625
1979-06-07,1.390625
1979-06-08,1.46875
1979-06-11,1.4375
1979-06-12,1.5234379999999998
1979-06-13,1.5234379999999998
1979-06-14,1.5234379999999998
1979-06-15,1.5
1979-06-18,1.4765629999999998
1979-06-19,1.5
1979-06-20,1.5
1979-06-21,1.46875
1979-06-22,1.453125
1979-06-25,1.4609379999999998
1979-06-26,1.40625
1979-06-27,1.3828129999999998
1979-06-28,1.359375
1979-06-29,1.328125
1979-07-02,1.3125
1979-07-03,1.34375
1979-07-05,1.3984379999999998
1979-07-06,1.3671879999999998
1979-07-09,1.421875
1979-07-10,1.4375
1979-07-11,1.4609379999999998
1979-07-12,1.46875
1979-07-13,1.4921879999999998
1979-07-16,1.4609379999999998
1979-07-17,1.4375
1979-07-18,1.453125
1979-07-19,1.4375
1979-07-20,1.359375
1979-07-23,1.3515629999999998
1979-07-24,1.3515629999999998
1979-07-25,1.4375
1979-07-26,1.4296879999999998
1979-07-27,1.4375
1979-07-30,1.4296879999999998
1979-07-31,1.4296879999999998
1979-08-01,1.5234379999999998
1979-08-02,1.5625
1979-08-03,1.546875
1979-08-06,1.546875
1979-08-07,1.59375
1979-08-08,1.59375
1979-08-09,1.5703129999999998
1979-08-10,1.6015629999999998
1979-08-13,1.6328129999999998
1979-08-14,1.6171879999999998
1979-08-15,1.71875
1979-08-16,1.71875
1979-08-17,1.75
1979-08-20,1.78125
1979-08-21,1.75
1979-08-22,1.773438
1979-08-23,1.796875
1979-08-24,1.773438
1979-08-27,1.8125
1979-08-28,1.789063
1979-08-29,1.78125
1979-08-30,1.789063
1979-08-31,1.796875
1979-09-04,1.726563
1979-09-05,1.6328129999999998
1979-09-06,1.65625
1979-09-07,1.726563
1979-09-10,1.78125
1979-09-11,1.726563
1979-09-12,1.859375
1979-09-13,2.03125
1979-09-14,2.0625
1979-09-17,2.007813
1979-09-18,2.023438
1979-09-19,2.0625
1979-09-20,2.039063
1979-09-21,1.976563
1979-09-24,2.023438
1979-09-25,2.0625
1979-09-26,2.15625
1979-09-27,2.179688
1979-09-28,2.21875
1979-10-01,2.359375
1979-10-02,2.390625
1979-10-03,2.382813
1979-10-04,2.34375
1979-10-05,2.25
1979-10-08,2.25
1979-10-09,2.140625
1979-10-10,2.171875
1979-10-11,2.1875
1979-10-12,2.117188
1979-10-15,2.0625
1979-10-16,2.0625
1979-10-17,2.109375
1979-10-18,2.09375
1979-10-19,2.03125
1979-10-22,2.039063
1979-10-23,2.078125
1979-10-24,2.078125
1979-10-25,2.0625
1979-10-26,2.132813
1979-10-29,2.21875
1979-10-30,2.25
1979-10-31,2.140625
1979-11-01,2.210938
1979-11-02,2.226563
1979-11-05,2.203125
1979-11-06,2.1875
1979-11-07,2.15625
1979-11-08,2.273438
1979-11-09,2.351563
1979-11-12,2.382813
1979-11-13,2.40625
1979-11-14,2.46875
1979-11-15,2.578125
1979-11-16,2.546875
1979-11-19,2.460938
1979-11-20,2.46875
1979-11-21,2.453125
1979-11-23,2.453125
1979-11-26,2.539063
1979-11-27,2.5625
1979-11-28,2.59375
1979-11-29,2.546875
1979-11-30,2.6875
1979-12-03,2.710938
1979-12-04,2.703125
1979-12-05,2.703125
1979-12-06,2.671875
1979-12-07,2.609375
1979-12-10,2.609375
1979-12-11,2.679688
1979-12-12,2.703125
1979-12-13,2.84375
1979-12-14,3.0
1979-12-17,3.140625
1979-12-18,3.078125
1979-12-19,3.078125
1979-12-20,3.0625
1979-12-21,3.070313
1979-12-24,3.0625
1979-12-26,3.046875
1979-12-27,3.007813
1979-12-28,2.921875
1979-12-31,2.90625
1980-01-02,2.8125
1980-01-03,2.875
1980-01-04,3.046875
1980-01-07,3.078125
1980-01-08,3.1875
1980-01-09,3.3359379999999996
1980-01-10,3.3671879999999996
1980-01-11,3.28125
1980-01-14,3.46875
1980-01-15,3.390625
1980-01-16,3.25
1980-01-17,3.273438
1980-01-18,3.390625
1980-01-21,3.4296879999999996
1980-01-22,3.40625
1980-01-23,3.5625
1980-01-24,3.6875
1980-01-25,3.7109379999999996
1980-01-28,3.7109379999999996
1980-01-29,3.6875
1980-01-30,3.6953129999999996
1980-01-31,3.7265629999999996
1980-02-01,3.796875
1980-02-04,3.875
1980-02-05,4.03125
1980-02-06,3.859375
1980-02-07,3.84375
1980-02-08,3.875
1980-02-11,3.734375
1980-02-12,3.6875
1980-02-13,3.671875
1980-02-14,3.4765629999999996
1980-02-15,3.5
1980-02-19,3.40625
1980-02-20,3.5625
1980-02-21,3.46875
1980-02-22,3.421875
1980-02-25,3.328125
1980-02-26,3.34375
1980-02-27,3.390625
1980-02-28,3.6015629999999996
1980-02-29,3.671875
1980-03-03,3.59375
1980-03-04,3.5
1980-03-05,3.375
1980-03-06,3.328125
1980-03-07,3.328125
1980-03-10,3.375
1980-03-11,3.453125
1980-03-12,3.328125
1980-03-13,3.359375
1980-03-14,3.328125
1980-03-17,3.1875
1980-03-18,3.1875
1980-03-19,3.234375
1980-03-20,3.101563
1980-03-21,3.109375
1980-03-24,2.921875
1980-03-25,2.773438
1980-03-26,2.789063
1980-03-27,2.671875
1980-03-28,2.875
1980-03-31,2.953125
1980-04-01,3.03125
1980-04-02,3.085938
1980-04-03,3.078125
1980-04-07,2.984375
1980-04-08,3.03125
1980-04-09,3.085938
1980-04-10,3.148438
1980-04-11,3.125
1980-04-14,3.046875
1980-04-15,3.0625
1980-04-16,2.992188
1980-04-17,2.945313
1980-04-18,2.820313
1980-04-21,2.757813
1980-04-22,2.953125
1980-04-23,3.039063
1980-04-24,3.0
1980-04-25,2.921875
1980-04-28,2.609375
1980-04-29,2.609375
1980-04-30,2.554688
1980-05-01,2.507813
1980-05-02,2.59375
1980-05-05,2.523438
1980-05-06,2.5
1980-05-07,2.671875
1980-05-08,2.5625
1980-05-09,2.578125
1980-05-12,2.625
1980-05-13,2.640625
1980-05-14,2.71875
1980-05-15,2.671875
1980-05-16,2.734375
1980-05-19,2.75
1980-05-20,2.8125
1980-05-21,2.84375
1980-05-22,2.890625
1980-05-23,2.875
1980-05-27,2.8125
1980-05-28,2.875
1980-05-29,2.8125
1980-05-30,2.789063
1980-06-02,2.859375
1980-06-03,2.84375
1980-06-04,2.8125
1980-06-05,2.6875
1980-06-06,2.703125
1980-06-09,2.703125
1980-06-10,2.828125
1980-06-11,2.96875
1980-06-12,2.90625
1980-06-13,2.96875
1980-06-16,2.898438
1980-06-17,2.921875
1980-06-18,2.914063
1980-06-19,2.890625
1980-06-20,2.875
1980-06-23,2.859375
1980-06-24,2.851563
1980-06-25,2.875
1980-06-26,2.914063
1980-06-27,2.90625
1980-06-30,2.875
1980-07-01,2.679688
1980-07-02,2.617188
1980-07-03,2.703125
1980-07-07,2.710938
1980-07-08,2.703125
1980-07-09,2.742188
1980-07-10,2.75
1980-07-11,2.8125
1980-07-14,2.984375
1980-07-15,2.890625
1980-07-16,2.890625
1980-07-17,3.0
1980-07-18,3.101563
1980-07-21,3.0625
1980-07-22,3.140625
1980-07-23,3.09375
1980-07-24,3.078125
1980-07-25,3.0625
1980-07-28,3.140625
1980-07-29,3.390625
1980-07-30,3.46875
1980-07-31,3.375
1980-08-01,3.3359379999999996
1980-08-04,3.3203129999999996
1980-08-05,3.273438
1980-08-06,3.242188
1980-08-07,3.3125
1980-08-08,3.328125
1980-08-11,3.3828129999999996
1980-08-12,3.421875
1980-08-13,3.4375
1980-08-14,3.484375
1980-08-15,3.4921879999999996
1980-08-18,3.421875
1980-08-19,3.34375
1980-08-20,3.296875
1980-08-21,3.546875
1980-08-22,3.65625
1980-08-25,3.6328129999999996
1980-08-26,3.609375
1980-08-27,3.546875
1980-08-28,3.515625
1980-08-29,3.578125
1980-09-02,3.625
1980-09-03,3.734375
1980-09-04,3.8125
1980-09-05,3.78125
1980-09-08,3.7578129999999996
1980-09-09,3.90625
1980-09-10,4.109375
1980-09-11,4.328125
1980-09-12,4.328125
1980-09-15,4.390625
1980-09-16,4.5
1980-09-17,4.617188
1980-09-18,4.5625
1980-09-19,4.679688
1980-09-22,4.679688
1980-09-23,4.296875
1980-09-24,4.390625
1980-09-25,4.28125
1980-09-26,4.257813
1980-09-29,4.046875
1980-09-30,4.148438
1980-10-01,4.171875
1980-10-02,4.335938
1980-10-03,4.5625
1980-10-06,4.890625
1980-10-07,4.859375
1980-10-08,5.0
1980-10-09,4.875
1980-10-10,4.78125
1980-10-13,4.929688
1980-10-14,4.84375
1980-10-15,4.921875
1980-10-16,4.734375
1980-10-17,4.703125
1980-10-20,4.640625
1980-10-21,4.625
1980-10-22,4.75
1980-10-23,4.65625
1980-10-24,4.664063
1980-10-27,4.546875
1980-10-28,4.609375
1980-10-29,4.679688
1980-10-30,4.671875
1980-10-31,4.6875
1980-11-03,4.921875
1980-11-05,5.359375
1980-11-06,5.5
1980-11-07,5.53125
1980-11-10,5.4375
1980-11-11,5.5
1980-11-12,5.78125
1980-11-13,5.734375
1980-11-14,5.8125
1980-11-17,5.875
1980-11-18,6.015625
1980-11-19,5.78125
1980-11-20,5.734375
1980-11-21,5.65625
1980-11-24,5.53125
1980-11-25,5.59375
1980-11-26,5.546875
1980-11-28,5.515625
1980-12-01,5.328125
1980-12-02,5.3125
1980-12-03,5.359375
1980-12-04,5.28125
1980-12-05,5.1875
1980-12-08,4.9375
1980-12-09,4.8125
1980-12-10,4.75
1980-12-11,4.875
1980-12-12,4.96875
1980-12-15,4.921875
1980-12-16,4.828125
1980-12-17,5.1875
1980-12-18,5.25
1980-12-19,5.3125
1980-12-22,5.46875
1980-12-23,5.3125
1980-12-24,5.28125
1980-12-26,5.3125
1980-12-29,5.328125
1980-12-30,5.34375
1980-12-31,5.53125
1981-01-02,5.671875
1981-01-05,5.78125
1981-01-06,5.5
1981-01-07,5.1875
1981-01-08,5.171875
1981-01-09,5.28125
1981-01-12,5.3125
1981-01-13,5.265625
1981-01-14,5.1875
1981-01-15,5.21875
1981-01-16,5.578125
1981-01-19,5.625
1981-01-20,5.625
1981-01-21,5.625
1981-01-22,5.53125
1981-01-23,5.5625
1981-01-26,5.5625
1981-01-27,5.6875
1981-01-28,5.65625
1981-01-29,5.59375
