Date,JNPR
1999-06-25,16.479166
1999-06-28,16.520834
1999-06-29,19.25
1999-06-30,24.833334
1999-07-01,24.333334
1999-07-02,23.791666
1999-07-06,23.25
1999-07-07,22.510416
1999-07-08,21.333334
1999-07-09,22.125
1999-07-12,21.333334
1999-07-13,20.833334
1999-07-14,22.010416
1999-07-15,24.916666
1999-07-16,23.8125
1999-07-19,22.5
1999-07-20,23.0
1999-07-21,23.958334
1999-07-22,24.75
1999-07-23,24.3125
1999-07-26,24.041666
1999-07-27,24.354166
1999-07-28,23.958334
1999-07-29,24.166666
1999-07-30,27.072915999999996
1999-08-02,26.875
1999-08-03,25.895834
1999-08-04,25.979166
1999-08-05,26.276040999999996
1999-08-06,26.666665999999996
1999-08-09,27.072915999999996
1999-08-10,28.489584000000004
1999-08-11,30.895834000000004
1999-08-12,32.833332
1999-08-13,35.625
1999-08-16,34.0
1999-08-17,36.432293
1999-08-18,34.46875
1999-08-19,34.5
1999-08-20,34.104168
1999-08-23,37.833332
1999-08-24,36.885418
1999-08-25,36.083332
1999-08-26,35.885418
1999-08-27,36.333332
1999-08-30,35.010418
1999-08-31,34.166668
1999-09-01,30.041665999999996
1999-09-02,33.104168
1999-09-03,32.208332
1999-09-07,32.25
1999-09-08,32.25
1999-09-09,32.03125
1999-09-10,31.916665999999996
1999-09-13,30.0
1999-09-14,30.520834000000004
1999-09-15,30.744790999999996
1999-09-16,30.5625
1999-09-17,30.416665999999996
1999-09-20,30.5
1999-09-21,31.166665999999996
1999-09-22,31.625
1999-09-23,30.489584000000004
1999-09-24,33.15625
1999-09-27,34.479168
1999-09-28,32.875
1999-09-29,31.90625
1999-09-30,30.34375
1999-10-01,30.838540999999996
1999-10-04,30.354165999999996
1999-10-05,30.666665999999996
1999-10-06,31.8125
1999-10-07,32.979168
1999-10-08,35.5
1999-10-11,40.666668
1999-10-12,37.083332
1999-10-13,36.5
1999-10-14,36.791668
1999-10-15,36.104168
1999-10-18,38.125
1999-10-19,39.322918
1999-10-20,41.25
1999-10-21,43.125
1999-10-22,43.625
1999-10-25,42.958332
1999-10-26,42.041668
1999-10-27,41.65625
1999-10-28,44.166668
1999-10-29,45.9375
1999-11-01,44.760418
1999-11-02,44.208332
1999-11-03,46.625
1999-11-04,46.354168
1999-11-05,45.520832
1999-11-08,48.145832
1999-11-09,44.333332
1999-11-10,44.5
1999-11-11,43.614582
1999-11-12,47.833332
1999-11-15,47.25
1999-11-16,54.75
1999-11-17,51.125
1999-11-18,50.625
1999-11-19,51.666668
1999-11-22,50.5
1999-11-23,49.0
1999-11-24,49.625
1999-11-26,51.020832
1999-11-29,49.0
1999-11-30,46.1875
1999-12-01,45.395832
1999-12-02,50.0
1999-12-03,50.46875
1999-12-06,48.041668
1999-12-07,55.33333199999999
1999-12-08,58.35416800000001
1999-12-09,59.08333199999999
1999-12-10,58.875
1999-12-13,56.47916800000001
1999-12-14,55.04166800000001
1999-12-15,52.90625
1999-12-16,52.76041800000001
1999-12-17,50.666668
1999-12-20,50.0
1999-12-21,55.66666800000001
1999-12-22,53.77083199999999
1999-12-23,53.890625
1999-12-27,57.90625
1999-12-28,57.32291800000001
1999-12-29,55.83333199999999
1999-12-30,56.28645699999999
1999-12-31,56.66666800000001
2000-01-03,57.33333199999999
2000-01-04,54.8125
2000-01-05,54.39583199999999
2000-01-06,52.0
2000-01-07,54.14583199999999
2000-01-10,54.25
2000-01-11,53.97916800000001
2000-01-12,51.291668
2000-01-13,52.40625
2000-01-14,56.6875
2000-01-18,59.375
2000-01-19,59.5
2000-01-20,58.46875
2000-01-21,74.96875
2000-01-24,70.6875
2000-01-25,71.4375
2000-01-26,71.875
2000-01-27,71.21875
2000-01-28,70.375
2000-01-31,67.65625
2000-02-01,69.25
2000-02-02,68.53125
2000-02-03,77.46875
2000-02-04,85.0
2000-02-07,86.5
2000-02-08,84.8125
2000-02-09,92.96875
2000-02-10,104.25
2000-02-11,107.9375
2000-02-14,102.03125
2000-02-15,106.4375
2000-02-16,110.25
2000-02-17,120.625
2000-02-18,119.15625
2000-02-22,115.375
2000-02-23,117.46875
2000-02-24,114.5
2000-02-25,116.375
2000-02-28,114.53125
2000-02-29,137.15625
2000-03-01,135.5
2000-03-02,130.125
2000-03-03,132.21875
2000-03-06,135.3125
2000-03-07,139.34375
2000-03-08,137.3125
2000-03-09,138.0
2000-03-10,141.21875
2000-03-13,131.9375
2000-03-14,122.78125
2000-03-15,114.875
2000-03-16,118.5
2000-03-17,124.96875
2000-03-20,117.53125
2000-03-21,128.5
2000-03-22,133.125
2000-03-23,135.0
2000-03-24,134.5
2000-03-27,138.21875
2000-03-28,153.5
2000-03-29,144.0
2000-03-30,133.5
2000-03-31,131.78125
2000-04-03,116.5
2000-04-04,105.25
2000-04-05,109.375
2000-04-06,120.625
2000-04-07,134.710938
2000-04-10,119.0
2000-04-11,111.625
2000-04-12,102.0625
2000-04-13,87.5
2000-04-14,79.03125
2000-04-17,86.28125
2000-04-18,99.0
2000-04-19,91.375
2000-04-20,93.0625
2000-04-24,87.28125
2000-04-25,96.25
2000-04-26,97.8125
2000-04-27,104.46875
2000-04-28,106.34375
2000-05-01,109.46875
2000-05-02,98.9375
2000-05-03,97.4375
2000-05-04,91.5
2000-05-05,96.6875
2000-05-08,94.5
2000-05-09,88.5
2000-05-10,78.1875
2000-05-11,74.0
2000-05-12,81.6875
2000-05-15,84.34375
2000-05-16,87.53125
2000-05-17,83.90625
2000-05-18,85.03125
2000-05-19,81.5
2000-05-22,84.5
2000-05-23,75.6875
2000-05-24,78.5
2000-05-25,77.65625
2000-05-26,76.5
2000-05-30,87.1875
2000-05-31,87.59375
2000-06-01,94.75
2000-06-02,107.25
2000-06-05,107.5
2000-06-06,100.6875
2000-06-07,112.34375
2000-06-08,119.0
2000-06-09,112.03125
2000-06-12,117.15625
2000-06-13,118.5
2000-06-14,113.3125
2000-06-15,115.53125
2000-06-16,113.0
2000-06-19,125.25
2000-06-20,128.0
2000-06-21,131.5625
2000-06-22,128.9375
2000-06-23,122.8125
2000-06-26,129.3125
2000-06-27,126.4375
2000-06-28,136.4375
2000-06-29,147.9375
2000-06-30,145.5625
2000-07-03,145.0
2000-07-05,141.375
2000-07-06,140.3125
2000-07-07,147.3125
2000-07-10,147.5625
2000-07-11,148.75
2000-07-12,151.9375
2000-07-13,169.5
2000-07-14,174.75
2000-07-17,174.125
2000-07-18,162.5625
2000-07-19,156.0625
2000-07-20,168.9375
2000-07-21,160.8125
2000-07-24,149.671875
2000-07-25,162.75
2000-07-26,160.3125
2000-07-27,144.3125
2000-07-28,134.5
2000-07-31,142.4375
2000-08-01,138.375
2000-08-02,127.0
2000-08-03,139.125
2000-08-04,144.375
2000-08-07,152.25
2000-08-08,158.9375
2000-08-09,165.6875
2000-08-10,162.25
2000-08-11,159.9375
2000-08-14,170.0
2000-08-15,169.75
2000-08-16,166.3125
2000-08-17,172.1875
2000-08-18,170.8125
2000-08-21,173.8125
2000-08-22,186.4375
2000-08-23,186.75
2000-08-24,189.9375
2000-08-25,190.9375
2000-08-28,199.0625
2000-08-29,196.125
2000-08-30,203.875
2000-08-31,213.75
2000-09-01,221.625
2000-09-05,220.125
2000-09-06,209.6875
2000-09-07,214.875
2000-09-08,197.625
2000-09-11,183.0625
2000-09-12,189.75
2000-09-13,198.625
2000-09-14,198.875
2000-09-15,201.6875
2000-09-18,192.0
