Date,L
1980-03-17,0.672222
1980-03-18,0.673611
1980-03-19,0.6888890000000001
1980-03-20,0.6861109999999999
1980-03-21,0.680556
1980-03-24,0.658333
1980-03-25,0.6486109999999999
1980-03-26,0.636111
1980-03-27,0.595833
1980-03-28,0.622222
1980-03-31,0.631944
1980-04-01,0.654167
1980-04-02,0.6875
1980-04-03,0.677778
1980-04-07,0.677778
1980-04-08,0.681944
1980-04-09,0.694444
1980-04-10,0.7069439999999999
1980-04-11,0.708333
1980-04-14,0.702778
1980-04-15,0.702778
1980-04-16,0.708333
1980-04-17,0.7055560000000001
1980-04-18,0.7069439999999999
1980-04-21,0.704167
1980-04-22,0.722222
1980-04-23,0.725
1980-04-24,0.763889
1980-04-25,0.75
1980-04-28,0.7305560000000001
1980-04-29,0.7319439999999999
1980-04-30,0.7263890000000001
1980-05-01,0.722222
1980-05-02,0.722222
1980-05-05,0.7263890000000001
1980-05-06,0.758333
1980-05-07,0.791667
1980-05-08,0.8111109999999999
1980-05-09,0.786111
1980-05-12,0.801389
1980-05-13,0.761111
1980-05-14,0.7680560000000001
1980-05-15,0.775
1980-05-16,0.779167
1980-05-19,0.777778
1980-05-20,0.777778
1980-05-21,0.766667
1980-05-22,0.770833
1980-05-23,0.784722
1980-05-27,0.781944
1980-05-28,0.7944439999999999
1980-05-29,0.780556
1980-05-30,0.786111
1980-06-02,0.7902779999999999
1980-06-03,0.802778
1980-06-04,0.801389
1980-06-05,0.8
1980-06-06,0.795833
1980-06-09,0.795833
1980-06-10,0.8
1980-06-11,0.801389
1980-06-12,0.798611
1980-06-13,0.8
1980-06-16,0.808333
1980-06-17,0.8138890000000001
1980-06-18,0.830556
1980-06-19,0.8236110000000001
1980-06-20,0.818056
1980-06-23,0.818056
1980-06-24,0.8111109999999999
1980-06-25,0.825
1980-06-26,0.818056
1980-06-27,0.8125
1980-06-30,0.816667
1980-07-01,0.8263889999999999
1980-07-02,0.831944
1980-07-03,0.848611
1980-07-07,0.866667
1980-07-08,0.858333
1980-07-09,0.841667
1980-07-10,0.8263889999999999
1980-07-11,0.8222219999999999
1980-07-14,0.8236110000000001
1980-07-15,0.833333
1980-07-16,0.838889
1980-07-17,0.8722219999999999
1980-07-18,0.8625
1980-07-21,0.8652780000000001
1980-07-22,0.8638889999999999
1980-07-23,0.8625
1980-07-24,0.859722
1980-07-25,0.851389
1980-07-28,0.848611
1980-07-29,0.858333
1980-07-30,0.8638889999999999
1980-07-31,0.852778
1980-08-01,0.8472219999999999
1980-08-04,0.8444440000000001
1980-08-05,0.845833
1980-08-06,0.856944
1980-08-07,0.911111
1980-08-08,0.933333
1980-08-11,0.945833
1980-08-12,0.908333
1980-08-13,0.895833
1980-08-14,0.901389
1980-08-15,0.9
1980-08-18,0.875
1980-08-19,0.8652780000000001
1980-08-20,0.8722219999999999
1980-08-21,0.883333
1980-08-22,0.875
1980-08-25,0.8680559999999999
1980-08-26,0.873611
1980-08-27,0.8722219999999999
1980-08-28,0.866667
1980-08-29,0.858333
1980-09-02,0.8819440000000001
1980-09-03,0.929167
1980-09-04,0.938889
1980-09-05,0.9375
1980-09-08,0.9444440000000001
1980-09-09,0.936111
1980-09-10,0.9375
1980-09-11,0.9375
1980-09-12,0.938889
1980-09-15,0.977778
1980-09-16,1.0125
1980-09-17,1.020833
1980-09-18,0.973611
1980-09-19,0.991667
1980-09-22,1.013889
1980-09-23,0.975
1980-09-24,0.963889
1980-09-25,0.9513889999999999
1980-09-26,0.9125
1980-09-29,0.8805559999999999
1980-09-30,0.890278
1980-10-01,0.895833
1980-10-02,0.898611
1980-10-03,0.933333
1980-10-06,0.9652780000000001
1980-10-07,0.9347219999999999
1980-10-08,0.9486110000000001
1980-10-09,0.958333
1980-10-10,0.933333
1980-10-13,0.9486110000000001
1980-10-14,0.9513889999999999
1980-10-15,0.9486110000000001
1980-10-16,0.9277780000000001
1980-10-17,0.916667
1980-10-20,0.9027780000000001
1980-10-21,0.891667
1980-10-22,0.891667
1980-10-23,0.8694440000000001
1980-10-24,0.8625
1980-10-27,0.851389
1980-10-28,0.8625
1980-10-29,0.8625
1980-10-30,0.866667
1980-10-31,0.873611
1980-11-03,0.9027780000000001
1980-11-05,0.894444
1980-11-06,0.876389
1980-11-07,0.8472219999999999
1980-11-10,0.836111
1980-11-11,0.875
1980-11-12,0.911111
1980-11-13,0.9444440000000001
1980-11-14,0.9430559999999999
1980-11-17,0.9277780000000001
1980-11-18,0.933333
1980-11-19,0.916667
1980-11-20,0.9263889999999999
1980-11-21,0.9277780000000001
1980-11-24,0.941667
1980-11-25,0.9972219999999999
1980-11-26,0.9861110000000001
1980-11-28,0.9902780000000001
1980-12-01,0.995833
1980-12-02,1.005556
1980-12-03,1.0027780000000002
1980-12-04,0.9861110000000001
1980-12-05,0.95
1980-12-08,0.918056
1980-12-09,0.911111
1980-12-10,0.898611
1980-12-11,0.8638889999999999
1980-12-12,0.866667
1980-12-15,0.894444
1980-12-16,0.9069440000000001
1980-12-17,0.938889
1980-12-18,0.938889
1980-12-19,0.95
1980-12-22,0.981944
1980-12-23,0.955556
1980-12-24,0.938889
1980-12-26,0.95
1980-12-29,0.941667
1980-12-30,0.922222
1980-12-31,0.920833
1981-01-02,0.918056
1981-01-05,0.918056
1981-01-06,0.916667
1981-01-07,0.897222
1981-01-08,0.8861110000000001
1981-01-09,0.8875
1981-01-12,0.8888889999999999
1981-01-13,0.8777780000000001
1981-01-14,0.875
1981-01-15,0.879167
1981-01-16,0.879167
1981-01-19,0.8847219999999999
1981-01-20,0.883333
1981-01-21,0.8625
1981-01-22,0.859722
1981-01-23,0.85
1981-01-26,0.85
1981-01-27,0.858333
1981-01-28,0.855556
1981-01-29,0.85
1981-01-30,0.8402780000000001
1981-02-02,0.816667
1981-02-03,0.816667
1981-02-04,0.8222219999999999
1981-02-05,0.825
1981-02-06,0.8444440000000001
1981-02-09,0.8444440000000001
1981-02-10,0.841667
1981-02-11,0.838889
1981-02-12,0.831944
1981-02-13,0.825
1981-02-17,0.825
1981-02-18,0.830556
1981-02-19,0.833333
1981-02-20,0.8444440000000001
1981-02-23,0.841667
1981-02-24,0.855556
1981-02-25,0.873611
1981-02-26,0.911111
1981-02-27,0.9305559999999999
1981-03-02,0.925
1981-03-03,0.920833
1981-03-04,0.920833
1981-03-05,0.9097219999999999
1981-03-06,0.915278
1981-03-09,0.913889
1981-03-10,0.901389
1981-03-11,0.894444
1981-03-12,0.925
1981-03-13,0.922222
1981-03-16,0.929167
1981-03-17,0.929167
1981-03-18,0.9305559999999999
1981-03-19,0.9375
1981-03-20,0.956944
1981-03-23,0.963889
1981-03-24,0.952778
1981-03-25,0.9486110000000001
1981-03-26,0.9430559999999999
1981-03-27,0.916667
1981-03-30,0.918056
1981-03-31,0.925
1981-04-01,0.941667
1981-04-02,0.966667
1981-04-03,0.952778
1981-04-06,0.9430559999999999
1981-04-07,0.958333
1981-04-08,1.005556
1981-04-09,1.056944
1981-04-10,1.055556
1981-04-13,1.0180559999999998
1981-04-14,1.0152780000000001
1981-04-15,1.0375
1981-04-16,1.056944
1981-04-20,1.108333
1981-04-21,1.072222
1981-04-22,1.079167
1981-04-23,1.072222
1981-04-24,1.069444
1981-04-27,1.038889
1981-04-28,1.011111
1981-04-29,0.9694440000000001
1981-04-30,0.973611
1981-05-01,0.977778
1981-05-04,0.958333
1981-05-05,0.961111
1981-05-06,0.963889
1981-05-07,0.959722
1981-05-08,0.977778
1981-05-11,0.9486110000000001
1981-05-12,0.9888889999999999
1981-05-13,0.9888889999999999
1981-05-14,0.9861110000000001
1981-05-15,0.973611
1981-05-18,1.004167
1981-05-19,0.9944440000000001
1981-05-20,0.9944440000000001
1981-05-21,1.026389
1981-05-22,1.058333
1981-05-26,1.138889
1981-05-27,1.131944
1981-05-28,1.1277780000000002
1981-05-29,1.111111
1981-06-01,1.079167
1981-06-02,1.090278
1981-06-03,1.094444
1981-06-04,1.101389
1981-06-05,1.118056
1981-06-08,1.154167
1981-06-09,1.1277780000000002
1981-06-10,1.1222219999999998
1981-06-11,1.159722
1981-06-12,1.1625
1981-06-15,1.173611
1981-06-16,1.183333
1981-06-17,1.177778
1981-06-18,1.176389
1981-06-19,1.177778
1981-06-22,1.180556
1981-06-23,1.177778
1981-06-24,1.181944
1981-06-25,1.181944
1981-06-26,1.181944
1981-06-29,1.180556
1981-06-30,1.155556
1981-07-01,1.111111
1981-07-02,1.095833
1981-07-06,1.094444
1981-07-07,1.083333
1981-07-08,1.088889
1981-07-09,1.093056
1981-07-10,1.105556
1981-07-13,1.111111
1981-07-14,1.1
1981-07-15,1.1
1981-07-16,1.088889
1981-07-17,1.086111
1981-07-20,1.066667
1981-07-21,1.066667
1981-07-22,1.055556
1981-07-23,1.038889
1981-07-24,1.043056
1981-07-27,1.040278
1981-07-28,1.027778
1981-07-29,1.027778
1981-07-30,1.030556
1981-07-31,1.051389
1981-08-03,1.069444
1981-08-04,1.072222
1981-08-05,1.093056
1981-08-06,1.079167
1981-08-07,1.072222
1981-08-10,1.0611110000000001
1981-08-11,1.0444440000000002
1981-08-12,1.027778
1981-08-13,1.0180559999999998
1981-08-14,1.0444440000000002
1981-08-17,1.030556
1981-08-18,1.009722
1981-08-19,1.0
1981-08-20,1.008333
1981-08-21,1.006944
1981-08-24,0.961111
1981-08-25,0.9625
1981-08-26,0.961111
1981-08-27,0.973611
1981-08-28,0.975
1981-08-31,0.970833
1981-09-01,0.9694440000000001
1981-09-02,0.9680559999999999
1981-09-03,0.966667
1981-09-04,0.952778
1981-09-08,0.918056
1981-09-09,0.919444
1981-09-10,0.9277780000000001
1981-09-11,0.941667
1981-09-14,0.938889
1981-09-15,0.9347219999999999
1981-09-16,0.9277780000000001
1981-09-17,0.919444
1981-09-18,0.913889
1981-09-21,0.920833
1981-09-22,0.9069440000000001
1981-09-23,0.9
1981-09-24,0.898611
1981-09-25,0.8819440000000001
1981-09-28,0.894444
1981-09-29,0.9069440000000001
1981-09-30,0.925
1981-10-01,0.933333
1981-10-02,0.938889
1981-10-05,0.936111
1981-10-06,0.9347219999999999
1981-10-07,0.963889
1981-10-08,0.973611
1981-10-09,0.979167
1981-10-12,0.975
1981-10-13,0.980556
1981-10-14,0.983333
1981-10-15,0.984722
1981-10-16,0.9861110000000001
1981-10-19,0.973611
1981-10-20,0.966667
1981-10-21,0.9694440000000001
1981-10-22,0.9694440000000001
1981-10-23,0.958333
1981-10-26,0.952778
1981-10-27,0.9625
1981-10-28,0.9625
1981-10-29,0.963889
1981-10-30,0.9694440000000001
1981-11-02,0.975
1981-11-03,0.995833
1981-11-04,1.0125
1981-11-05,1.008333
1981-11-06,0.9972219999999999
1981-11-09,1.005556
1981-11-10,1.0027780000000002
1981-11-11,1.0
1981-11-12,0.991667
1981-11-13,0.983333
1981-11-16,0.973611
1981-11-17,0.9722219999999999
1981-11-18,0.966667
1981-11-19,0.966667
1981-11-20,0.975
1981-11-23,0.981944
1981-11-24,1.0
1981-11-25,1.013889
1981-11-27,1.0180559999999998
1981-11-30,1.0180559999999998
1981-12-01,1.011111
1981-12-02,1.011111
1981-12-03,1.008333
1981-12-04,1.011111
1981-12-07,1.0180559999999998
1981-12-08,1.0180559999999998
1981-12-09,1.0180559999999998
1981-12-10,1.022222
1981-12-11,1.020833
1981-12-14,1.008333
1981-12-15,0.9972219999999999
1981-12-16,0.9944440000000001
1981-12-17,0.991667
1981-12-18,0.9902780000000001
1981-12-21,0.9944440000000001
1981-12-22,0.9930559999999999
1981-12-23,0.9930559999999999
1981-12-24,0.9930559999999999
1981-12-28,0.991667
1981-12-29,0.9861110000000001
1981-12-30,0.984722
1981-12-31,0.9888889999999999
1982-01-04,0.991667
1982-01-05,0.9930559999999999
1982-01-06,0.9902780000000001
1982-01-07,0.9875
1982-01-08,0.984722
1982-01-11,0.975
1982-01-12,0.958333
1982-01-13,0.9486110000000001
1982-01-14,0.9305559999999999
1982-01-15,0.9277780000000001
1982-01-18,0.925
1982-01-19,0.916667
1982-01-20,0.911111
1982-01-21,0.911111
1982-01-22,0.916667
1982-01-25,0.9055559999999999
1982-01-26,0.916667
1982-01-27,0.916667
1982-01-28,0.922222
1982-01-29,0.938889
1982-02-01,0.929167
1982-02-02,0.922222
1982-02-03,0.913889
1982-02-04,0.9055559999999999
1982-02-05,0.9097219999999999
1982-02-08,0.9
1982-02-09,0.8888889999999999
1982-02-10,0.897222
1982-02-11,0.895833
1982-02-12,0.894444
1982-02-16,0.883333
1982-02-17,0.8861110000000001
1982-02-18,0.891667
1982-02-19,0.890278
1982-02-22,0.894444
1982-02-23,0.894444
1982-02-24,0.916667
1982-02-25,0.9444440000000001
1982-02-26,0.9444440000000001
1982-03-01,0.9444440000000001
1982-03-02,0.9472219999999999
1982-03-03,0.9513889999999999
1982-03-04,0.958333
1982-03-05,0.956944
1982-03-08,0.9486110000000001
1982-03-09,0.954167
1982-03-10,0.952778
1982-03-11,0.955556
1982-03-12,0.955556
1982-03-15,0.9486110000000001
1982-03-16,0.952778
1982-03-17,0.955556
1982-03-18,0.966667
1982-03-19,0.977778
1982-03-22,1.030556
1982-03-23,1.0180559999999998
1982-03-24,1.0180559999999998
1982-03-25,1.0152780000000001
1982-03-26,1.005556
1982-03-29,1.004167
1982-03-30,1.004167
1982-03-31,1.0013889999999999
1982-04-01,1.027778
1982-04-02,1.033333
1982-04-05,1.041667
1982-04-06,1.0472219999999999
1982-04-07,1.040278
1982-04-08,1.055556
1982-04-12,1.086111
1982-04-13,1.094444
1982-04-14,1.091667
1982-04-15,1.088889
1982-04-16,1.097222
1982-04-19,1.091667
1982-04-20,1.076389
1982-04-21,1.073611
1982-04-22,1.0777780000000001
1982-04-23,1.083333
1982-04-26,1.075
1982-04-27,1.068056
1982-04-28,1.0625
1982-04-29,1.0472219999999999
1982-04-30,1.048611
1982-05-03,1.040278
1982-05-04,1.041667
1982-05-05,1.029167
1982-05-06,1.027778
1982-05-07,1.0611110000000001
1982-05-10,1.05
1982-05-11,1.030556
1982-05-12,1.0180559999999998
1982-05-13,1.009722
1982-05-14,1.009722
1982-05-17,1.016667
1982-05-18,1.0180559999999998
1982-05-19,1.013889
1982-05-20,1.006944
1982-05-21,1.0
1982-05-24,1.0027780000000002
1982-05-25,1.005556
1982-05-26,0.9972219999999999
1982-05-27,0.977778
1982-05-28,0.9652780000000001
1982-06-01,0.9652780000000001
1982-06-02,0.9694440000000001
1982-06-03,0.956944
1982-06-04,0.956944
1982-06-07,0.956944
1982-06-08,0.956944
1982-06-09,0.961111
1982-06-10,0.9652780000000001
1982-06-11,0.966667
1982-06-14,0.961111
1982-06-15,0.955556
1982-06-16,0.956944
1982-06-17,0.955556
1982-06-18,0.9513889999999999
1982-06-21,0.9513889999999999
1982-06-22,0.9486110000000001
1982-06-23,0.955556
1982-06-24,0.9472219999999999
1982-06-25,0.952778
1982-06-28,0.958333
1982-06-29,0.961111
1982-06-30,0.9625
1982-07-01,0.9625
1982-07-02,0.966667
1982-07-06,0.961111
1982-07-07,0.961111
1982-07-08,0.9694440000000001
1982-07-09,0.977778
1982-07-12,0.9875
1982-07-13,0.991667
1982-07-14,1.008333
1982-07-15,1.013889
1982-07-16,1.013889
1982-07-19,1.013889
1982-07-20,1.019444
1982-07-21,1.023611
1982-07-22,1.020833
1982-07-23,1.025
1982-07-26,1.022222
1982-07-27,1.023611
1982-07-28,1.020833
1982-07-29,1.009722
1982-07-30,1.0013889999999999
1982-08-02,1.0013889999999999
1982-08-03,0.9888889999999999
1982-08-04,0.975
1982-08-05,0.9722219999999999
1982-08-06,0.963889
1982-08-09,0.9472219999999999
1982-08-10,0.9472219999999999
1982-08-11,0.9402780000000001
1982-08-12,0.908333
1982-08-13,0.915278
1982-08-16,0.929167
1982-08-17,0.954167
1982-08-18,0.9722219999999999
1982-08-19,0.9722219999999999
1982-08-20,1.016667
1982-08-23,1.075
1982-08-24,1.091667
1982-08-25,1.083333
1982-08-26,1.1
1982-08-27,1.091667
1982-08-30,1.105556
1982-08-31,1.1236110000000001
1982-09-01,1.155556
1982-09-02,1.166667
1982-09-03,1.215278
1982-09-07,1.198611
1982-09-08,1.2347219999999999
1982-09-09,1.2486110000000001
1982-09-10,1.223611
1982-09-13,1.241667
1982-09-14,1.273611
1982-09-15,1.2972219999999999
1982-09-16,1.3138889999999999
1982-09-17,1.295833
1982-09-20,1.269444
1982-09-21,1.286111
1982-09-22,1.305556
1982-09-23,1.291667
1982-09-24,1.305556
1982-09-27,1.322222
1982-09-28,1.361111
1982-09-29,1.355556
1982-09-30,1.3305559999999998
1982-10-01,1.338889
1982-10-04,1.461111
1982-10-05,1.469444
1982-10-06,1.5
1982-10-07,1.5444440000000002
1982-10-08,1.65
1982-10-11,1.65
1982-10-12,1.5444440000000002
1982-10-13,1.6
1982-10-14,1.511111
1982-10-15,1.494444
1982-10-18,1.588889
1982-10-19,1.527778
1982-10-20,1.586111
1982-10-21,1.5777780000000001
1982-10-22,1.611111
1982-10-25,1.5611110000000001
1982-10-26,1.5444440000000002
1982-10-27,1.588889
1982-10-28,1.552778
