Date,EXPD
1984-09-26,0.171875
1984-09-27,0.174479
1984-09-28,0.169271
1984-10-01,0.166667
1984-10-02,0.16406300000000001
1984-10-03,0.16406300000000001
1984-10-04,0.158854
1984-10-05,0.158854
1984-10-08,0.15625
1984-10-09,0.15625
1984-10-10,0.15625
1984-10-11,0.15625
1984-10-12,0.151042
1984-10-15,0.151042
1984-10-16,0.153646
1984-10-17,0.151042
1984-10-18,0.158854
1984-10-19,0.16406300000000001
1984-10-22,0.166667
1984-10-23,0.166667
1984-10-24,0.169271
1984-10-25,0.166667
1984-10-26,0.169271
1984-10-29,0.169271
1984-10-30,0.169271
1984-10-31,0.169271
1984-11-01,0.169271
1984-11-02,0.169271
1984-11-05,0.166667
1984-11-06,0.166667
1984-11-07,0.166667
1984-11-08,0.166667
1984-11-09,0.16406300000000001
1984-11-12,0.161458
1984-11-13,0.161458
1984-11-14,0.158854
1984-11-15,0.158854
1984-11-16,0.158854
1984-11-19,0.158854
1984-11-20,0.158854
1984-11-21,0.15625
1984-11-23,0.15625
1984-11-26,0.15625
1984-11-27,0.153646
1984-11-28,0.153646
1984-11-29,0.151042
1984-11-30,0.153646
1984-12-03,0.153646
1984-12-04,0.15625
1984-12-05,0.153646
1984-12-06,0.153646
1984-12-07,0.153646
1984-12-10,0.153646
1984-12-11,0.153646
1984-12-12,0.153646
1984-12-13,0.151042
1984-12-14,0.151042
1984-12-17,0.153646
1984-12-18,0.153646
1984-12-19,0.153646
1984-12-20,0.153646
1984-12-21,0.153646
1984-12-24,0.151042
1984-12-26,0.151042
1984-12-27,0.153646
1984-12-28,0.153646
1984-12-31,0.153646
1985-01-02,0.153646
1985-01-03,0.153646
1985-01-04,0.153646
1985-01-07,0.153646
1985-01-08,0.153646
1985-01-09,0.153646
1985-01-10,0.153646
1985-01-11,0.153646
1985-01-14,0.153646
1985-01-15,0.153646
1985-01-16,0.166667
1985-01-17,0.169271
1985-01-18,0.169271
1985-01-21,0.169271
1985-01-22,0.169271
1985-01-23,0.174479
1985-01-24,0.17968800000000001
1985-01-25,0.182292
1985-01-28,0.1875
1985-01-29,0.1875
1985-01-30,0.203125
1985-01-31,0.213542
1985-02-01,0.216146
1985-02-04,0.21093800000000001
1985-02-05,0.21093800000000001
1985-02-06,0.21093800000000001
1985-02-07,0.22656300000000001
1985-02-08,0.252604
1985-02-11,0.24218800000000001
1985-02-12,0.24218800000000001
1985-02-13,0.255208
1985-02-14,0.257813
1985-02-15,0.257813
1985-02-19,0.257813
1985-02-20,0.257813
1985-02-21,0.255208
1985-02-22,0.255208
1985-02-25,0.252604
1985-02-26,0.252604
1985-02-27,0.244792
1985-02-28,0.244792
1985-03-01,0.244792
1985-03-04,0.244792
1985-03-05,0.244792
1985-03-06,0.24218800000000001
1985-03-07,0.236979
1985-03-08,0.236979
1985-03-11,0.236979
1985-03-12,0.236979
1985-03-13,0.234375
1985-03-14,0.234375
1985-03-15,0.229167
1985-03-18,0.216146
1985-03-19,0.21875
1985-03-20,0.216146
1985-03-21,0.216146
1985-03-22,0.216146
1985-03-25,0.213542
1985-03-26,0.213542
1985-03-27,0.213542
1985-03-28,0.213542
1985-03-29,0.213542
1985-04-01,0.216146
1985-04-02,0.216146
1985-04-03,0.21093800000000001
1985-04-04,0.203125
1985-04-08,0.203125
1985-04-09,0.19531300000000001
1985-04-10,0.19531300000000001
1985-04-11,0.197917
1985-04-12,0.200521
1985-04-15,0.200521
1985-04-16,0.200521
1985-04-17,0.200521
1985-04-18,0.205729
1985-04-19,0.203125
1985-04-22,0.203125
