Date,A
1999-11-18,31.473534
1999-11-19,28.880543
1999-11-22,31.473534
1999-11-23,28.612303000000004
1999-11-24,29.372318
1999-11-26,29.461731
1999-11-29,30.132332
1999-11-30,30.177038
1999-12-01,30.713520000000003
1999-12-02,31.562946000000004
1999-12-03,31.831188
1999-12-06,32.725322999999996
1999-12-07,32.367668
1999-12-08,32.322959999999995
1999-12-09,32.770027
1999-12-10,32.010014
1999-12-13,32.546494
1999-12-14,30.758226
1999-12-15,29.819385999999998
1999-12-16,33.798283000000005
1999-12-17,32.859444
1999-12-20,33.530045
1999-12-21,33.351215
1999-12-22,34.021815999999994
1999-12-23,35.586552000000005
1999-12-27,37.777184000000005
1999-12-28,43.991417
1999-12-29,51.502148
1999-12-30,56.688126000000004
1999-12-31,55.302216
2000-01-03,51.502148
2000-01-04,47.567955
2000-01-05,44.617309999999996
2000-01-06,42.918453
2000-01-07,46.494991
2000-01-10,49.311516
2000-01-11,48.640915
2000-01-12,47.657368
2000-01-13,48.372677
2000-01-14,48.909157
2000-01-18,51.144493
2000-01-19,50.071529
2000-01-20,48.730328
2000-01-21,49.177395000000004
2000-01-24,48.998569
2000-01-25,48.417381
2000-01-26,48.864449
2000-01-27,48.953860999999996
2000-01-28,48.685623
2000-01-31,47.344421000000004
2000-02-01,50.786839
2000-02-02,54.721031
2000-02-03,55.615166
2000-02-04,54.542202
2000-02-07,56.866951
2000-02-08,56.5093
2000-02-09,54.184551
2000-02-10,54.855148
2000-02-11,53.916309
2000-02-14,54.676323
2000-02-15,58.56580699999999
2000-02-16,57.939915
2000-02-17,69.384834
2000-02-18,67.060089
2000-02-22,65.450645
2000-02-23,70.815453
2000-02-24,76.359085
2000-02-25,77.342636
2000-02-28,72.246063
2000-02-29,74.30257399999999
2000-03-01,78.05793800000001
2000-03-02,75.31965600000001
2000-03-03,77.25322
2000-03-06,113.733902
2000-03-07,101.573677
2000-03-08,108.726753
2000-03-09,109.442062
2000-03-10,101.573677
2000-03-13,93.884117
2000-03-14,86.82045699999999
2000-03-15,81.723892
2000-03-16,84.451004
2000-03-17,86.641632
2000-03-20,81.36623399999999
2000-03-21,82.260368
2000-03-22,85.434547
2000-03-23,85.613373
2000-03-24,85.836906
2000-03-27,81.723892
2000-03-28,85.211014
2000-03-29,80.114449
2000-03-30,75.1073
2000-03-31,74.391991
2000-04-03,70.100143
2000-04-04,66.88125600000001
2000-04-05,69.340126
2000-04-06,75.1073
2000-04-07,87.267525
2000-04-10,76.62732700000001
2000-04-11,72.201363
2000-04-12,61.516453000000006
2000-04-13,64.377686
2000-04-14,59.146995999999994
2000-04-17,56.866951
2000-04-18,62.231758
2000-04-19,62.410587
2000-04-20,64.332977
2000-04-24,65.540054
2000-04-25,64.377686
2000-04-26,65.718887
2000-04-27,64.914162
2000-04-28,63.394135
2000-05-01,68.22245799999999
2000-05-02,72.078415
2000-05-03,65.450645
2000-05-04,64.556511
2000-05-05,65.405937
2000-05-08,60.62231800000001
2000-05-09,57.358727
2000-05-10,55.07868199999999
2000-05-11,54.765736
2000-05-12,64.780045
2000-05-15,63.081188
2000-05-16,63.304722
2000-05-17,55.793991000000005
2000-05-18,50.786839
2000-05-19,47.657368
2000-05-22,44.617309999999996
2000-05-23,41.487839
2000-05-24,42.203148
2000-05-25,49.177395000000004
2000-05-26,46.494991
2000-05-30,53.916309
2000-05-31,52.664519999999996
2000-06-01,52.217453000000006
2000-06-02,58.476395
2000-06-05,56.5093
2000-06-06,50.786839
2000-06-07,47.92561
2000-06-08,49.445637
2000-06-09,50.697426
2000-06-12,47.2103
2000-06-13,49.400928
2000-06-14,48.46209
2000-06-15,47.165592
2000-06-16,44.796139000000004
2000-06-19,48.640915
2000-06-20,52.664519999999996
2000-06-21,56.151646
2000-06-22,54.184551
2000-06-23,53.737483999999995
2000-06-26,53.737483999999995
2000-06-27,53.961018
2000-06-28,56.866951
2000-06-29,54.273964
2000-06-30,52.753932999999996
2000-07-03,52.709229
2000-07-05,50.250359
2000-07-06,49.445637
2000-07-07,48.28326
2000-07-10,48.998569
2000-07-11,48.149143
2000-07-12,49.356224
2000-07-13,50.786839
2000-07-14,55.12339
2000-07-17,55.972816
2000-07-18,54.810444
2000-07-19,52.977467000000004
2000-07-20,38.62661
2000-07-21,34.379471
2000-07-24,35.407726000000004
2000-07-25,32.010014
2000-07-26,30.758226
2000-07-27,29.148784999999997
2000-07-28,29.506437
2000-07-31,29.148784999999997
2000-08-01,28.969957
2000-08-02,28.701717
2000-08-03,29.327609999999996
2000-08-04,28.657009000000002
2000-08-07,28.433475
2000-08-08,27.762875
2000-08-09,28.120528999999998
2000-08-10,27.896996
2000-08-11,29.05937
2000-08-14,31.115879
2000-08-15,30.400571999999997
2000-08-16,31.115879
2000-08-17,33.261803
2000-08-18,40.325466
2000-08-21,43.276108
2000-08-22,43.276108
2000-08-23,43.276108
2000-08-24,42.739628
2000-08-25,41.845493
2000-08-28,41.934906
2000-08-29,45.064377
2000-08-30,43.902004
2000-08-31,43.633762
2000-09-01,44.259655
2000-09-05,44.214951
2000-09-06,42.918453
2000-09-07,44.259655
2000-09-08,42.381972999999995
2000-09-11,40.593703999999995
2000-09-12,39.341915
2000-09-13,39.341915
2000-09-14,39.878399
2000-09-15,40.772533
2000-09-18,38.62661
2000-09-19,38.537197
2000-09-20,37.55365
2000-09-21,34.334763
2000-09-22,35.765381
2000-09-25,34.558296
2000-09-26,32.322959999999995
2000-09-27,32.904148
2000-09-28,34.301235
2000-09-29,35.005363
2000-10-02,36.16774
2000-10-03,38.000717
2000-10-04,41.398426
2000-10-05,39.431332
2000-10-06,37.330116
2000-10-09,36.257153
2000-10-10,35.452431
2000-10-11,32.770027
2000-10-12,32.010014
2000-10-13,31.741774
2000-10-16,33.217094
2000-10-17,30.981759999999998
2000-10-18,29.238196999999996
2000-10-19,31.294706
2000-10-20,33.306511
2000-10-23,36.525394
2000-10-24,34.379471
2000-10-25,30.489986
2000-10-26,31.473534
2000-10-27,32.725322999999996
2000-10-30,32.546494
2000-10-31,33.127682
2000-11-01,33.485336
2000-11-02,34.424178999999995
2000-11-03,33.485336
2000-11-06,33.17239
2000-11-07,32.859444
2000-11-08,31.741774
2000-11-09,31.160587
2000-11-10,28.209941999999998
2000-11-13,28.120528999999998
2000-11-14,30.489986
2000-11-15,31.026466
2000-11-16,29.774677
2000-11-17,33.887695
2000-11-20,31.920601
2000-11-21,34.78183
2000-11-22,34.334763
2000-11-24,36.435982
2000-11-27,36.123032
2000-11-28,36.257153
2000-11-29,38.537197
2000-11-30,37.330116
2000-12-01,37.911301
2000-12-04,36.480686
2000-12-05,39.386623
2000-12-06,37.195995
2000-12-07,38.62661
2000-12-08,42.516094
2000-12-11,41.309013
2000-12-12,40.951359000000004
2000-12-13,41.621959999999994
2000-12-14,42.381972999999995
2000-12-15,40.683116999999996
2000-12-18,40.772533
2000-12-19,40.817238
2000-12-20,37.55365
2000-12-21,36.748928
2000-12-22,39.118382000000004
2000-12-26,38.268955
2000-12-27,40.012516
2000-12-28,39.565449
2000-12-29,39.163090000000004
2001-01-02,36.391273
2001-01-03,40.146637
2001-01-04,41.666668
2001-01-05,39.386623
2001-01-08,38.09013
2001-01-09,37.911301
2001-01-10,39.565449
2001-01-11,41.174892
2001-01-12,40.146637
2001-01-16,41.621959999999994
2001-01-17,44.304363
2001-01-18,48.327969
2001-01-19,46.897354
2001-01-22,44.885551
2001-01-23,44.885551
2001-01-24,41.487839
2001-01-25,39.520744
2001-01-26,39.073677
2001-01-29,38.927040000000005
2001-01-30,39.163090000000004
2001-01-31,39.020027
2001-02-01,38.483546999999994
2001-02-02,37.339054
2001-02-05,35.193134
2001-02-06,36.459229
2001-02-07,35.865520000000004
2001-02-08,38.776825
2001-02-09,37.55365
2001-02-12,36.566525
2001-02-13,33.884121
2001-02-14,34.334763
2001-02-15,38.519314
2001-02-16,35.765381
2001-02-20,31.473534
2001-02-21,28.755365
2001-02-22,27.947066999999997
2001-02-23,27.396279999999997
2001-02-26,27.396279999999997
2001-02-27,27.288984000000003
2001-02-28,25.751074
2001-03-01,27.403433000000003
2001-03-02,27.203148
2001-03-05,27.217453000000003
2001-03-06,29.041489000000002
2001-03-07,29.298997999999997
2001-03-08,28.612303000000004
2001-03-09,26.502146000000003
2001-03-12,25.042919
2001-03-13,26.165951
2001-03-14,25.250359
2001-03-15,24.928469
2001-03-16,24.856939
2001-03-19,26.459227000000002
2001-03-20,24.535049
2001-03-21,22.603720000000003
2001-03-22,24.892704000000002
2001-03-23,27.060084999999997
2001-03-26,26.516453000000002
