Date,PSA
1982-09-13,14.0
1982-09-14,14.5
1982-09-15,14.5
1982-09-16,14.5
1982-09-17,14.75
1982-09-20,14.75
1982-09-21,14.75
1982-09-22,14.75
1982-09-23,14.75
1982-09-24,14.75
1982-09-27,14.75
1982-09-28,14.75
1982-09-29,14.75
1982-09-30,14.75
1982-10-01,14.625
1982-10-04,14.625
1982-10-05,14.625
1982-10-06,15.0
1982-10-07,15.0
1982-10-08,15.0
1982-10-11,14.875
1982-10-12,15.125
1982-10-13,15.0
1982-10-14,14.875
1982-10-15,15.0
1982-10-18,15.0
1982-10-19,14.875
1982-10-20,15.375
1982-10-21,15.0
1982-10-22,14.625
1982-10-25,14.625
1982-10-26,14.0
1982-10-27,14.0
1982-10-28,13.875
1982-10-29,13.875
1982-11-01,13.875
1982-11-02,13.875
1982-11-03,14.0
1982-11-04,14.0
1982-11-05,14.5
1982-11-08,14.125
1982-11-09,14.125
1982-11-10,14.625
1982-11-11,14.375
1982-11-12,14.375
1982-11-15,14.5
1982-11-16,14.5
1982-11-17,14.5
1982-11-18,14.5
1982-11-19,14.25
1982-11-22,14.125
1982-11-23,14.125
1982-11-24,14.375
1982-11-26,14.375
1982-11-29,14.625
1982-11-30,14.5
1982-12-01,14.375
1982-12-02,14.5
1982-12-03,14.5
1982-12-06,14.5
1982-12-07,14.5
1982-12-08,14.25
1982-12-09,14.5
1982-12-10,14.5
1982-12-13,14.625
1982-12-14,14.625
1982-12-15,14.375
1982-12-16,14.5
1982-12-17,14.75
1982-12-20,14.5
1982-12-21,14.5
1982-12-22,14.625
1982-12-23,15.25
1982-12-27,15.125
1982-12-28,15.25
1982-12-29,15.875
1982-12-30,16.125
1982-12-31,16.5
1983-01-03,15.875
1983-01-04,15.25
1983-01-05,16.125
1983-01-06,15.75
1983-01-07,15.375
1983-01-10,15.75
1983-01-11,15.875
1983-01-12,16.0
1983-01-13,16.375
1983-01-14,16.75
1983-01-17,16.5
1983-01-18,16.625
1983-01-19,16.5
1983-01-20,17.25
1983-01-21,16.625
1983-01-24,16.5
1983-01-25,16.375
1983-01-26,16.0
1983-01-27,16.125
1983-01-28,16.5
1983-01-31,16.5
1983-02-01,16.5
1983-02-02,16.5
1983-02-03,16.5
1983-02-04,16.25
1983-02-07,16.5
1983-02-08,16.625
1983-02-09,16.125
1983-02-10,16.25
1983-02-11,16.375
1983-02-14,16.25
1983-02-15,16.25
1983-02-16,15.875
1983-02-17,16.125
1983-02-18,16.0
1983-02-22,15.875
1983-02-23,16.125
1983-02-24,15.75
1983-02-25,15.5
1983-02-28,15.375
1983-03-01,15.75
1983-03-02,15.875
1983-03-03,15.5
1983-03-04,16.125
1983-03-07,16.125
1983-03-08,15.875
1983-03-09,15.375
1983-03-10,15.375
1983-03-11,15.125
1983-03-14,15.0
1983-03-15,15.25
1983-03-16,15.125
1983-03-17,15.25
1983-03-18,15.375
1983-03-21,15.625
1983-03-22,15.5
1983-03-23,15.875
1983-03-24,15.875
1983-03-25,15.875
1983-03-28,15.875
1983-03-29,15.875
1983-03-30,16.0
1983-03-31,16.375
1983-04-04,17.125
1983-04-05,16.125
1983-04-06,15.5
1983-04-07,16.0
1983-04-08,16.0
1983-04-11,15.5
1983-04-12,15.25
1983-04-13,15.75
1983-04-14,16.375
1983-04-15,16.625
1983-04-18,16.0
1983-04-19,16.375
1983-04-20,16.25
1983-04-21,16.375
1983-04-22,16.375
1983-04-25,16.0
1983-04-26,16.125
1983-04-27,16.125
1983-04-28,16.5
1983-04-29,16.625
1983-05-02,16.25
1983-05-03,16.5
1983-05-04,16.75
1983-05-05,17.125
1983-05-06,17.25
1983-05-09,18.0
1983-05-10,17.875
1983-05-11,17.5
1983-05-12,17.5
1983-05-13,19.0
1983-05-16,18.5
1983-05-17,18.25
1983-05-18,18.125
1983-05-19,17.5
1983-05-20,17.75
1983-05-23,17.75
1983-05-24,18.375
1983-05-25,19.125
1983-05-26,19.125
1983-05-27,18.75
1983-05-31,18.25
1983-06-01,18.375
1983-06-02,19.0
1983-06-03,19.125
1983-06-06,19.5
1983-06-07,19.375
1983-06-08,19.375
1983-06-09,18.75
1983-06-10,19.0
1983-06-13,19.25
1983-06-14,18.625
1983-06-15,19.125
1983-06-16,18.75
1983-06-17,18.5
1983-06-20,18.5
1983-06-21,18.375
1983-06-22,18.5
1983-06-23,18.625
1983-06-24,18.5
1983-06-27,18.5
1983-06-28,18.375
1983-06-29,18.125
1983-06-30,18.25
1983-07-01,18.5
1983-07-05,18.25
1983-07-06,18.25
1983-07-07,18.375
1983-07-08,17.25
1983-07-11,16.75
1983-07-12,17.0
1983-07-13,16.625
1983-07-14,16.5
1983-07-15,16.625
1983-07-18,17.0
1983-07-19,17.375
1983-07-20,17.0
1983-07-21,16.625
1983-07-22,16.75
1983-07-25,16.25
1983-07-26,16.375
1983-07-27,16.5
1983-07-28,16.625
1983-07-29,16.25
1983-08-01,16.125
1983-08-02,16.25
1983-08-03,16.0
1983-08-04,15.5
1983-08-05,16.25
1983-08-08,16.25
1983-08-09,16.375
1983-08-10,16.25
1983-08-11,16.25
1983-08-12,16.25
1983-08-15,16.625
1983-08-16,16.375
1983-08-17,16.5
1983-08-18,16.25
1983-08-19,16.0
1983-08-22,15.75
1983-08-23,15.75
1983-08-24,15.5
1983-08-25,15.375
1983-08-26,15.875
1983-08-29,15.375
1983-08-30,15.5
1983-08-31,15.625
1983-09-01,16.0
1983-09-02,16.375
1983-09-06,15.75
1983-09-07,15.875
1983-09-08,16.125
1983-09-09,16.125
1983-09-12,16.25
1983-09-13,16.375
1983-09-14,16.0
1983-09-15,16.25
1983-09-16,16.625
1983-09-19,16.625
1983-09-20,16.625
1983-09-21,16.25
1983-09-22,16.125
1983-09-23,16.25
1983-09-26,16.625
1983-09-27,16.625
1983-09-28,16.75
1983-09-29,16.625
1983-09-30,16.625
1983-10-03,17.25
1983-10-04,17.375
1983-10-05,17.625
1983-10-06,17.125
1983-10-07,16.875
1983-10-10,17.0
1983-10-11,17.0
1983-10-12,16.875
1983-10-13,16.875
1983-10-14,17.375
1983-10-17,17.125
1983-10-18,17.0
1983-10-19,17.0
1983-10-20,17.375
1983-10-21,17.25
1983-10-24,17.375
1983-10-25,17.125
1983-10-26,16.75
1983-10-27,17.0
1983-10-28,17.0
1983-10-31,16.5
1983-11-01,17.0
1983-11-02,16.625
1983-11-03,16.5
1983-11-04,16.625
1983-11-07,16.75
1983-11-08,16.625
1983-11-09,17.0
1983-11-10,17.125
1983-11-11,17.0
1983-11-14,16.625
1983-11-15,16.875
1983-11-16,16.5
1983-11-17,16.875
1983-11-18,16.75
1983-11-21,16.875
1983-11-22,17.0
1983-11-23,17.25
1983-11-25,17.25
1983-11-28,17.0
1983-11-29,17.25
1983-11-30,17.0
1983-12-01,17.125
1983-12-02,17.25
1983-12-05,17.125
1983-12-06,17.25
1983-12-07,17.25
1983-12-08,16.875
1983-12-09,16.875
1983-12-12,16.375
1983-12-13,16.875
1983-12-14,16.625
1983-12-15,16.375
1983-12-16,16.5
1983-12-19,16.625
1983-12-20,16.75
1983-12-21,16.875
1983-12-22,16.875
1983-12-23,16.25
1983-12-27,16.125
1983-12-28,16.25
1983-12-29,16.75
1983-12-30,16.875
1984-01-03,16.5
1984-01-04,17.0
1984-01-05,17.125
1984-01-06,17.25
1984-01-09,17.125
1984-01-10,17.375
1984-01-11,17.125
1984-01-12,17.125
1984-01-13,17.25
1984-01-16,17.25
1984-01-17,17.0
1984-01-18,17.125
1984-01-19,17.0
1984-01-20,17.0
1984-01-23,17.0
1984-01-24,17.25
1984-01-25,17.125
1984-01-26,17.25
1984-01-27,17.0
1984-01-30,16.875
1984-01-31,16.875
1984-02-01,16.5
1984-02-02,16.75
1984-02-03,17.0
1984-02-06,16.75
1984-02-07,16.875
1984-02-08,16.25
1984-02-09,16.0
1984-02-10,16.5
1984-02-13,16.25
1984-02-14,16.375
1984-02-15,16.75
1984-02-16,16.375
1984-02-17,16.75
1984-02-21,16.25
1984-02-22,16.5
1984-02-23,16.375
1984-02-24,16.625
1984-02-27,16.75
1984-02-28,16.625
1984-02-29,16.5
1984-03-01,16.875
1984-03-02,16.875
1984-03-05,17.0
1984-03-06,16.75
1984-03-07,16.75
1984-03-08,16.75
1984-03-09,16.75
1984-03-12,16.625
1984-03-13,16.875
1984-03-14,17.0
1984-03-15,17.25
1984-03-16,17.5
1984-03-19,17.375
1984-03-20,17.0
1984-03-21,17.25
1984-03-22,17.25
1984-03-23,17.375
1984-03-26,17.25
1984-03-27,17.375
1984-03-28,17.25
1984-03-29,17.125
1984-03-30,17.125
1984-04-02,17.125
1984-04-03,17.0
1984-04-04,16.875
1984-04-05,16.875
1984-04-06,16.875
1984-04-09,16.75
1984-04-10,17.0
1984-04-11,17.125
1984-04-12,17.75
1984-04-13,17.5
1984-04-16,17.375
1984-04-17,17.125
1984-04-18,16.75
1984-04-19,16.75
1984-04-23,17.0
1984-04-24,17.0
1984-04-25,17.25
1984-04-26,17.375
1984-04-27,17.375
1984-04-30,17.125
1984-05-01,17.0
1984-05-02,17.0
1984-05-03,16.75
1984-05-04,16.875
1984-05-07,16.875
1984-05-08,16.625
1984-05-09,16.5
1984-05-10,16.625
1984-05-11,16.625
1984-05-14,16.125
1984-05-15,15.875
1984-05-16,16.125
1984-05-17,15.875
1984-05-18,16.0
1984-05-21,15.5
1984-05-22,15.875
1984-05-23,16.0
1984-05-24,15.75
1984-05-25,15.625
1984-05-29,15.5
1984-05-30,15.625
1984-05-31,15.75
1984-06-01,15.75
1984-06-04,15.375
1984-06-05,15.5
1984-06-06,15.125
1984-06-07,15.375
1984-06-08,15.125
1984-06-11,15.125
1984-06-12,15.25
1984-06-13,15.5
1984-06-14,15.375
1984-06-15,15.625
1984-06-18,15.625
1984-06-19,15.875
1984-06-20,15.625
1984-06-21,15.875
1984-06-22,15.75
1984-06-25,15.75
1984-06-26,16.25
1984-06-27,16.25
1984-06-28,16.5
1984-06-29,16.625
1984-07-02,16.0
1984-07-03,15.75
1984-07-05,15.5
1984-07-06,15.625
1984-07-09,15.5
1984-07-10,15.375
1984-07-11,15.25
1984-07-12,15.125
1984-07-13,15.5
1984-07-16,15.25
1984-07-17,15.75
1984-07-18,16.125
1984-07-19,16.0
1984-07-20,16.0
1984-07-23,15.625
1984-07-24,16.25
1984-07-25,15.875
1984-07-26,16.0
1984-07-27,16.625
1984-07-30,16.625
1984-07-31,16.375
1984-08-01,16.5
1984-08-02,16.75
1984-08-03,16.5
1984-08-06,16.5
1984-08-07,16.5
1984-08-08,16.375
1984-08-09,16.5
1984-08-10,16.625
1984-08-13,16.5
1984-08-14,16.875
1984-08-15,16.875
1984-08-16,16.875
1984-08-17,17.0
1984-08-20,16.875
1984-08-21,17.0
1984-08-22,17.125
1984-08-23,17.125
1984-08-24,17.0
1984-08-27,17.25
1984-08-28,17.25
1984-08-29,17.125
1984-08-30,17.375
1984-08-31,17.375
1984-09-04,17.125
1984-09-05,16.875
1984-09-06,17.125
1984-09-07,17.0
1984-09-10,16.625
1984-09-11,16.875
1984-09-12,16.75
1984-09-13,16.75
1984-09-14,17.0
1984-09-17,16.875
1984-09-18,17.0
1984-09-19,16.875
1984-09-20,16.875
1984-09-21,16.875
1984-09-24,17.125
1984-09-25,17.0
1984-09-26,16.875
1984-09-27,16.875
1984-09-28,17.125
1984-10-01,17.25
1984-10-02,17.125
1984-10-03,17.0
1984-10-04,16.875
1984-10-05,16.625
1984-10-08,16.5
1984-10-09,16.875
1984-10-10,16.875
1984-10-11,16.875
1984-10-12,16.5
1984-10-15,16.5
1984-10-16,16.875
1984-10-17,16.875
1984-10-18,17.0
1984-10-19,17.375
1984-10-22,17.375
1984-10-23,18.0
1984-10-24,18.625
1984-10-25,18.125
1984-10-26,17.75
1984-10-29,17.375
1984-10-30,17.375
1984-10-31,17.375
1984-11-01,17.875
1984-11-02,17.5
1984-11-05,17.5
1984-11-06,17.625
1984-11-07,17.5
1984-11-08,17.0
1984-11-09,17.0
1984-11-12,16.75
1984-11-13,16.875
1984-11-14,16.75
1984-11-15,16.875
1984-11-16,17.25
1984-11-19,18.0
1984-11-20,18.0
1984-11-21,17.75
1984-11-23,18.0
1984-11-26,18.0
1984-11-27,17.875
1984-11-28,17.875
1984-11-29,17.625
1984-11-30,17.0
1984-12-03,17.0
1984-12-04,17.25
1984-12-05,17.125
1984-12-06,17.25
1984-12-07,17.125
1984-12-10,17.125
1984-12-11,17.0
1984-12-12,17.125
1984-12-13,17.0
1984-12-14,17.125
1984-12-17,17.0
1984-12-18,17.5
1984-12-19,17.625
1984-12-20,17.875
1984-12-21,17.75
1984-12-24,18.0
1984-12-26,18.0
1984-12-27,17.875
1984-12-28,17.875
1984-12-31,17.875
1985-01-02,17.875
1985-01-03,17.875
1985-01-04,17.875
1985-01-07,17.875
1985-01-08,17.875
1985-01-09,17.875
1985-01-10,18.0
1985-01-11,18.125
1985-01-14,18.0
1985-01-15,18.0
1985-01-16,18.0
1985-01-17,18.0
1985-01-18,18.0
1985-01-21,18.0
1985-01-22,18.0
1985-01-23,18.0
1985-01-24,18.25
1985-01-25,18.375
1985-01-28,18.0
1985-01-29,18.0
1985-01-30,18.0
1985-01-31,17.75
1985-02-01,17.875
1985-02-04,17.625
1985-02-05,17.5
1985-02-06,17.75
1985-02-07,19.125
1985-02-08,19.375
1985-02-11,19.625
1985-02-12,19.625
1985-02-13,19.625
1985-02-14,19.375
1985-02-15,19.0
1985-02-19,19.125
1985-02-20,19.25
1985-02-21,19.25
1985-02-22,19.25
1985-02-25,19.0
1985-02-26,19.0
1985-02-27,18.75
1985-02-28,18.875
1985-03-01,18.875
1985-03-04,18.625
1985-03-05,19.125
1985-03-06,19.75
1985-03-07,19.625
1985-03-08,20.625
1985-03-11,20.625
1985-03-12,20.875
1985-03-13,20.75
1985-03-14,20.875
1985-03-15,20.75
1985-03-18,21.125
1985-03-19,21.375
1985-03-20,21.125
1985-03-21,21.125
1985-03-22,21.125
1985-03-25,21.375
1985-03-26,21.5
1985-03-27,21.625
1985-03-28,21.375
1985-03-29,21.375
1985-04-01,21.375
1985-04-02,21.25
1985-04-03,20.875
1985-04-04,21.0
1985-04-08,21.125
1985-04-09,21.0
1985-04-10,21.0
1985-04-11,21.0
1985-04-12,21.0
1985-04-15,21.125
1985-04-16,21.25
1985-04-17,21.25
1985-04-18,21.375
1985-04-19,21.375
1985-04-22,21.375
1985-04-23,21.375
1985-04-24,21.125
1985-04-25,21.0
1985-04-26,21.0
1985-04-29,20.75
1985-04-30,20.625
1985-05-01,20.25
1985-05-02,20.0
1985-05-03,19.75
1985-05-06,19.75
1985-05-07,19.0
1985-05-08,19.0
1985-05-09,19.0
1985-05-10,19.0
1985-05-13,19.125
1985-05-14,19.0
1985-05-15,19.25
1985-05-16,20.125
1985-05-17,20.75
1985-05-20,20.5
1985-05-21,20.5
1985-05-22,20.75
1985-05-23,20.5
1985-05-24,20.625
1985-05-28,20.75
1985-05-29,20.875
1985-05-30,21.0
1985-05-31,20.875
1985-06-03,20.75
1985-06-04,20.625
1985-06-05,20.75
1985-06-06,20.5
1985-06-07,20.75
1985-06-10,20.625
1985-06-11,20.75
1985-06-12,20.75
1985-06-13,20.625
1985-06-14,20.875
1985-06-17,20.875
1985-06-18,20.75
1985-06-19,21.125
1985-06-20,21.0
1985-06-21,21.125
1985-06-24,21.125
1985-06-25,21.0
1985-06-26,21.0
1985-06-27,21.0
1985-06-28,21.25
1985-07-01,21.0
1985-07-02,21.0
1985-07-03,21.25
1985-07-05,21.0
1985-07-08,21.125
1985-07-09,20.625
1985-07-10,20.5
1985-07-11,20.875
1985-07-12,20.625
1985-07-15,21.125
1985-07-16,21.0
1985-07-17,20.875
1985-07-18,21.125
1985-07-19,21.125
1985-07-22,21.125
1985-07-23,21.0
1985-07-24,21.0
1985-07-25,20.5
1985-07-26,20.125
1985-07-29,20.25
1985-07-30,20.25
1985-07-31,20.25
1985-08-01,20.0
1985-08-02,20.125
1985-08-05,19.875
1985-08-06,19.875
1985-08-07,19.75
1985-08-08,20.0
1985-08-09,19.75
1985-08-12,19.875
1985-08-13,19.875
1985-08-14,20.0
1985-08-15,20.0
1985-08-16,19.75
1985-08-19,19.625
1985-08-20,19.5
1985-08-21,19.375
1985-08-22,19.375
1985-08-23,19.5
1985-08-26,19.375
1985-08-27,19.125
1985-08-28,19.375
1985-08-29,19.5
1985-08-30,20.25
1985-09-03,20.25
1985-09-04,20.125
1985-09-05,20.125
1985-09-06,20.125
1985-09-09,20.0
1985-09-10,20.0
1985-09-11,20.0
1985-09-12,19.875
1985-09-13,19.875
1985-09-16,19.875
1985-09-17,19.625
1985-09-18,19.625
1985-09-19,19.875
1985-09-20,19.625
1985-09-23,19.625
1985-09-24,19.375
1985-09-25,19.125
1985-09-26,19.125
1985-09-30,19.0
1985-10-01,19.375
1985-10-02,19.5
1985-10-03,19.75
1985-10-04,19.75
1985-10-07,19.625
1985-10-08,19.625
1985-10-09,19.625
1985-10-10,19.875
1985-10-11,19.625
1985-10-14,19.75
1985-10-15,19.5
1985-10-16,19.5
1985-10-17,19.375
1985-10-18,19.375
1985-10-21,19.625
1985-10-22,19.75
1985-10-23,19.625
1985-10-24,19.875
1985-10-25,19.875
1985-10-28,19.5
1985-10-29,19.5
1985-10-30,19.625
1985-10-31,19.25
1985-11-01,19.5
1985-11-04,19.625
1985-11-05,19.875
1985-11-06,19.5
1985-11-07,19.5
1985-11-08,19.125
1985-11-11,18.75
1985-11-12,19.0
1985-11-13,19.0
1985-11-14,19.0
1985-11-15,19.0
1985-11-18,19.25
1985-11-19,19.5
1985-11-20,19.5
1985-11-21,20.0
1985-11-22,19.75
1985-11-25,19.625
1985-11-26,19.625
