Date,AAP
2001-11-29,13.88
2001-11-30,14.266666
2001-12-03,13.783334
2001-12-04,13.233334
2001-12-05,14.666667000000002
2001-12-06,14.573334
2001-12-07,14.666667000000002
2001-12-10,14.616667000000001
2001-12-11,14.586667000000002
2001-12-12,14.1
2001-12-13,13.966666
2001-12-14,13.63
2001-12-17,13.666667000000002
2001-12-18,13.666667000000002
2001-12-19,13.683333
2001-12-20,14.1
2001-12-21,15.113334
2001-12-24,15.266666
2001-12-26,15.333332999999998
2001-12-27,15.65
2001-12-28,15.683333
2001-12-31,16.583334
2002-01-02,15.926666
2002-01-03,15.1
2002-01-04,14.166667000000002
2002-01-07,13.933333
2002-01-08,13.7
2002-01-09,13.733334
2002-01-10,14.033334
2002-01-11,14.5
2002-01-14,14.3
2002-01-15,15.336667000000002
2002-01-16,15.633332999999999
2002-01-17,15.733334
2002-01-18,15.766666
2002-01-22,15.566667
2002-01-23,15.633332999999999
2002-01-24,15.416667000000002
2002-01-25,15.633332999999999
2002-01-28,15.433333
2002-01-29,15.453332999999999
2002-01-30,15.55
2002-01-31,15.616667000000001
2002-02-01,15.7
2002-02-04,15.443334
2002-02-05,15.296667000000001
2002-02-06,15.233334
2002-02-07,14.9
2002-02-08,14.933333
2002-02-11,15.133332999999999
2002-02-12,15.4
2002-02-13,15.0
2002-02-14,14.883332999999999
2002-02-15,14.866667000000001
2002-02-19,14.833332999999998
2002-02-20,14.733334
2002-02-21,14.793332999999999
2002-02-22,14.966666
2002-02-25,15.0
2002-02-26,15.033334
2002-02-27,15.033334
2002-02-28,14.933333
2002-03-01,14.633332999999999
2002-03-04,14.633332999999999
2002-03-05,14.566667
2002-03-06,14.533334
2002-03-07,13.633332999999999
2002-03-08,13.833332999999998
2002-03-11,13.996667
2002-03-12,13.933333
2002-03-13,13.9
2002-03-14,14.366667000000001
2002-03-15,14.783334
2002-03-18,14.75
2002-03-19,15.0
2002-03-20,14.853333
2002-03-21,14.833332999999998
2002-03-22,14.75
2002-03-25,14.683333
2002-03-26,15.0
2002-03-27,15.016666
2002-03-28,15.333332999999998
2002-04-01,15.336667000000002
2002-04-02,15.0
2002-04-03,14.616667000000001
2002-04-04,14.66
2002-04-05,14.833332999999998
2002-04-08,15.0
2002-04-09,15.566667
2002-04-10,15.916667000000002
2002-04-11,15.903334
2002-04-12,15.866667000000001
2002-04-15,16.066668
2002-04-16,16.216667
2002-04-17,16.333334
2002-04-18,16.360001
2002-04-19,16.666666
2002-04-22,16.633333
2002-04-23,17.0
2002-04-24,17.116667
2002-04-25,19.166666
2002-04-26,18.916666
2002-04-29,18.766666
2002-04-30,19.733334
2002-05-01,19.700001
2002-05-02,19.633333
2002-05-03,19.629998999999998
2002-05-06,19.5
2002-05-07,20.126667
2002-05-08,19.983334
2002-05-09,19.766666
2002-05-10,19.636667000000003
2002-05-13,19.536667
2002-05-14,20.136667000000003
2002-05-15,20.620001000000002
2002-05-16,20.436666
2002-05-17,20.363332999999997
2002-05-20,20.483334
2002-05-21,19.85
2002-05-22,20.026667
2002-05-23,19.68
2002-05-24,19.799999
2002-05-28,19.366667
2002-05-29,18.75
2002-05-30,18.299999
2002-05-31,19.266666
2002-06-03,19.483334
2002-06-04,19.623333
2002-06-05,19.316668
2002-06-06,19.133333
2002-06-07,19.116667
2002-06-10,19.566668
2002-06-11,19.383333
2002-06-12,19.146667
2002-06-13,19.203332999999997
2002-06-14,19.333334
2002-06-17,19.549999
2002-06-18,19.799999
2002-06-19,20.1
2002-06-20,20.386667000000003
2002-06-21,20.336666
2002-06-24,19.966667
2002-06-25,19.163334
2002-06-26,18.363332999999997
2002-06-27,18.246666
2002-06-28,18.17
2002-07-01,17.466667
2002-07-02,16.866667
2002-07-03,16.969998999999998
2002-07-05,16.783333
2002-07-08,17.25
2002-07-09,16.746666
2002-07-10,16.183332
2002-07-11,16.003334
2002-07-12,16.17
2002-07-15,15.4
2002-07-16,14.966666
2002-07-17,15.603333
2002-07-18,15.933333
2002-07-19,15.27
2002-07-22,14.5
2002-07-23,14.316667
2002-07-24,15.75
2002-07-25,15.333332999999998
2002-07-26,15.516666
2002-07-29,16.299999
2002-07-30,16.433332
2002-07-31,16.753334
2002-08-01,16.200001
2002-08-02,15.723332999999998
2002-08-05,14.6
2002-08-06,15.05
2002-08-07,15.316667
2002-08-08,15.666667000000002
2002-08-09,16.266666
2002-08-12,16.266666
2002-08-13,16.67
2002-08-14,16.700001
2002-08-15,16.950001
2002-08-16,17.233334
2002-08-19,17.85
2002-08-20,17.766666
2002-08-21,18.066668
2002-08-22,18.133333
2002-08-23,18.163334
2002-08-26,18.01
2002-08-27,17.83
2002-08-28,17.433332
2002-08-29,17.403334
2002-08-30,17.416666
2002-09-03,16.733334
2002-09-04,16.396667
2002-09-05,16.416666
2002-09-06,16.733334
2002-09-09,17.266666
2002-09-10,17.766666
2002-09-11,17.956667000000003
