Date,HON
1970-01-02,3.992235
1970-01-05,4.131268
1970-01-06,4.131268
1970-01-07,4.111406
1970-01-08,4.210715
1970-01-09,4.170992
1970-01-12,4.15113
1970-01-13,4.012097
1970-01-14,4.111406
1970-01-15,4.012097
1970-01-16,4.012097
1970-01-19,4.031959
1970-01-20,4.012097
1970-01-21,4.329886
1970-01-22,4.190854
1970-01-23,4.111406
1970-01-26,3.972373
1970-01-27,3.972373
1970-01-28,3.7737540000000003
1970-01-29,3.714169
1970-01-30,3.734031
1970-02-02,3.7737540000000003
1970-02-03,3.813478
1970-02-04,3.714169
1970-02-05,3.654583
1970-02-06,3.654583
1970-02-09,3.654583
1970-02-10,3.654583
1970-02-11,3.694307
1970-02-12,3.654583
1970-02-13,3.654583
1970-02-16,3.6744449999999995
1970-02-17,3.575136
1970-02-18,3.6148589999999996
1970-02-19,3.5949980000000004
1970-02-20,3.634721
1970-02-24,3.654583
1970-02-25,3.654583
1970-02-26,3.634721
1970-02-27,3.734031
1970-03-02,3.813478
1970-03-03,3.9127870000000002
1970-03-04,3.9326489999999996
1970-03-05,3.9127870000000002
1970-03-06,3.83334
1970-03-09,3.813478
1970-03-10,3.8532019999999996
1970-03-11,3.83334
1970-03-12,3.7936160000000005
1970-03-13,3.83334
1970-03-16,3.7936160000000005
1970-03-17,3.7936160000000005
1970-03-18,3.7737540000000003
1970-03-19,3.734031
1970-03-20,3.734031
1970-03-23,3.714169
1970-03-24,3.7936160000000005
1970-03-25,3.8532019999999996
1970-03-26,3.8532019999999996
1970-03-30,3.813478
1970-03-31,3.7737540000000003
1970-04-01,3.813478
1970-04-02,3.7936160000000005
1970-04-03,3.83334
1970-04-06,3.7737540000000003
1970-04-07,3.83334
1970-04-08,3.7936160000000005
1970-04-09,3.7737540000000003
1970-04-10,3.694307
1970-04-13,3.714169
1970-04-14,3.694307
1970-04-15,3.6744449999999995
1970-04-16,3.4361029999999997
1970-04-17,3.336793
1970-04-20,3.2970699999999997
1970-04-21,3.2772080000000003
1970-04-22,3.2970699999999997
1970-04-23,3.2970699999999997
1970-04-24,3.2772080000000003
1970-04-27,3.2970699999999997
1970-04-28,3.158036
1970-04-29,3.336793
1970-04-30,3.257346
1970-05-01,3.177898
1970-05-04,3.118313
1970-05-05,3.098451
1970-05-06,3.098451
1970-05-07,3.058727
1970-05-08,3.019003
1970-05-11,2.959418
1970-05-12,2.939556
1970-05-13,2.899832
1970-05-14,2.860109
1970-05-15,2.899832
1970-05-18,2.899832
1970-05-19,2.7806610000000003
1970-05-20,2.701214
1970-05-21,2.7806610000000003
1970-05-22,2.760799
1970-05-25,2.5621810000000003
1970-05-26,2.582042
1970-05-27,2.800523
1970-05-28,3.038865
1970-05-29,3.138175
1970-06-01,3.098451
1970-06-02,3.038865
1970-06-03,3.078589
1970-06-04,2.9792799999999997
1970-06-05,2.919694
1970-06-08,2.919694
1970-06-09,2.860109
1970-06-10,2.820385
1970-06-11,2.7806610000000003
1970-06-12,2.7806610000000003
1970-06-15,2.7806610000000003
1970-06-16,2.820385
1970-06-17,2.840247
1970-06-18,2.820385
1970-06-19,2.840247
1970-06-22,2.7409369999999997
1970-06-23,2.701214
1970-06-24,2.641628
1970-06-25,2.721076
1970-06-26,2.7806610000000003
1970-06-29,2.66149
1970-06-30,2.701214
1970-07-01,2.800523
1970-07-02,2.7806610000000003
1970-07-06,2.681352
1970-07-07,2.701214
1970-07-08,2.681352
1970-07-09,2.7806610000000003
1970-07-10,2.899832
1970-07-13,3.118313
1970-07-14,3.058727
1970-07-15,3.078589
1970-07-16,3.038865
1970-07-17,3.058727
1970-07-20,2.919694
1970-07-21,2.860109
1970-07-22,2.919694
1970-07-23,3.078589
1970-07-24,3.038865
1970-07-27,3.038865
1970-07-28,2.999142
1970-07-29,3.019003
1970-07-30,2.919694
1970-07-31,2.9792799999999997
1970-08-03,2.899832
1970-08-04,2.879971
1970-08-05,2.860109
1970-08-06,2.820385
1970-08-07,2.860109
1970-08-10,2.840247
1970-08-11,2.860109
1970-08-12,2.860109
1970-08-13,2.820385
1970-08-14,2.840247
1970-08-17,2.800523
1970-08-18,2.840247
1970-08-19,2.860109
1970-08-20,2.899832
1970-08-21,3.078589
1970-08-24,3.138175
1970-08-25,3.257346
1970-08-26,3.3566550000000004
1970-08-27,3.3566550000000004
1970-08-28,3.4162410000000003
1970-08-31,3.495688
1970-09-01,3.336793
1970-09-02,3.3765169999999998
1970-09-03,3.3765169999999998
1970-09-04,3.2970699999999997
1970-09-08,3.257346
1970-09-09,3.257346
1970-09-10,3.217622
1970-09-11,3.257346
1970-09-14,3.217622
1970-09-15,3.138175
1970-09-16,3.237484
1970-09-17,3.177898
1970-09-18,3.217622
1970-09-21,3.177898
1970-09-22,3.158036
1970-09-23,3.098451
1970-09-24,3.138175
1970-09-25,3.098451
1970-09-28,3.038865
1970-09-29,3.098451
1970-09-30,3.118313
1970-10-01,3.078589
1970-10-02,3.118313
1970-10-05,3.177898
1970-10-06,3.237484
1970-10-07,3.257346
1970-10-08,3.1977599999999997
1970-10-09,3.118313
1970-10-12,3.078589
1970-10-13,3.019003
1970-10-14,2.939556
1970-10-15,2.999142
1970-10-16,2.999142
1970-10-19,2.959418
1970-10-20,2.919694
1970-10-21,2.919694
1970-10-22,2.860109
1970-10-23,2.899832
1970-10-26,2.959418
1970-10-27,2.899832
1970-10-28,2.879971
